
[00:00:00.000 --> 00:00:05.560]  今天在座也有一些新朋友第一次來參加
[00:00:05.560 --> 00:00:08.200]  也代表教會歡迎大家
[00:00:08.200 --> 00:00:11.960]  很盼望今早我們的訊息能夠
[00:00:11.960 --> 00:00:15.640]  剛才永文弟兄他的成長
[00:00:15.640 --> 00:00:20.200]  我們看到如果沒有神在他的生命
[00:00:20.200 --> 00:00:21.480]  在他的家庭
[00:00:21.480 --> 00:00:23.480]  藉著一個基督徒
[00:00:23.480 --> 00:00:26.200]  一群愛他的朋友
[00:00:26.200 --> 00:00:30.880]  他不會有今天能夠在基督教的機構裡
[00:00:30.880 --> 00:00:32.480]  服侍很多人
[00:00:32.480 --> 00:00:35.080]  用他的熱心
[00:00:35.080 --> 00:00:40.080]  在傳媒界不斷製作不同的影音節目
[00:00:40.080 --> 00:00:42.080]  可以幫助很多人
[00:00:42.080 --> 00:00:45.800]  所以我們很想今天能夠藉著這個
[00:00:45.800 --> 00:00:47.800]  非常特別的題目
[00:00:47.800 --> 00:00:50.800]  哭泣何來會祝福呢?
[00:00:50.800 --> 00:00:53.800]  不過有主耶穌
[00:00:53.800 --> 00:00:55.800]  有神的恩典
[00:00:55.800 --> 00:00:58.800]  由這節聖經所說的
[00:00:58.800 --> 00:01:00.800]  好,讓我來
[00:01:00.800 --> 00:01:02.800]  謝謝
[00:01:02.800 --> 00:01:05.800]  我們讀一節這節聖經
[00:01:05.800 --> 00:01:06.800]  很簡單的
[00:01:06.800 --> 00:01:10.800]  我們知道萬事都互相效力
[00:01:10.800 --> 00:01:13.800]  叫愛神的人得益處
[00:01:13.800 --> 00:01:17.800]  就是按他旨意被召的人
[00:01:17.800 --> 00:01:18.800]  這裡要留意
[00:01:18.800 --> 00:01:22.800]  這節聖經有好幾個重點
[00:01:22.800 --> 00:01:24.800]  如果我們打壓不了
[00:01:24.800 --> 00:01:26.800]  不明白
[00:01:26.800 --> 00:01:28.800]  就會失之交臂
[00:01:28.800 --> 00:01:32.800]  我們就會錯失了裏面的寶藏
[00:01:32.800 --> 00:01:36.800]  萬事可以互相效力
[00:01:36.800 --> 00:01:39.800]  萬事其實不會自己互相效力
[00:01:39.800 --> 00:01:44.800]  相信一定是我們信仰最重要的
[00:01:44.800 --> 00:01:47.800]  就是神使到萬事互相效力
[00:01:47.800 --> 00:01:49.800]  大家同不同意嗎?
[00:01:49.800 --> 00:01:52.800]  神使到萬事互相效力
[00:01:52.800 --> 00:01:56.800]  剛才你聽到美文弟兄所說
[00:01:56.800 --> 00:01:58.800]  由中學開始
[00:01:58.800 --> 00:02:01.800]  已經是一條不容易
[00:02:01.800 --> 00:02:05.800]  不是我們正常的少年人成長的路
[00:02:05.800 --> 00:02:08.800]  如果沒有神在他的生命裏面
[00:02:08.800 --> 00:02:12.800]  其實學壞的機會是很大
[00:02:12.800 --> 00:02:14.800]  怎會有今天
[00:02:14.800 --> 00:02:16.800]  可以在我們大家當中
[00:02:16.800 --> 00:02:19.800]  來分享他的人生故事
[00:02:19.800 --> 00:02:23.800]  怎會夠膽可以很坦誠
[00:02:23.800 --> 00:02:26.800]  和我們分享人生故事呢?
[00:02:26.800 --> 00:02:29.800]  神使到每件事
[00:02:29.800 --> 00:02:31.800]  不好的事
[00:02:31.800 --> 00:02:33.800]  都能夠效力
[00:02:33.800 --> 00:02:35.800]  為誰效力?
[00:02:35.800 --> 00:02:40.800]  就是為神所呼召揀選的人效力
[00:02:40.800 --> 00:02:44.800]  所以今早我們這個福音聚會
[00:02:44.800 --> 00:02:46.800]  我們很想告訴你
[00:02:46.800 --> 00:02:48.800]  到底信耶穌的人
[00:02:48.800 --> 00:02:50.800]  是一個怎樣的人呢?
[00:02:50.800 --> 00:02:54.800]  剛才我說有三個很重要的重點
[00:02:54.800 --> 00:02:56.800]  在這節聖經裏面
[00:02:56.800 --> 00:02:59.800]  我們說了萬事是因為神
[00:02:59.800 --> 00:03:01.800]  使到萬事效力
[00:03:01.800 --> 00:03:03.800]  為誰人效力呢?
[00:03:03.800 --> 00:03:07.800]  效力又有什麼帶來的好處呢?
[00:03:07.800 --> 00:03:09.800]  我們可以再看看
[00:03:09.800 --> 00:03:10.800]  這裏告訴我們
[00:03:10.800 --> 00:03:13.800]  萬事原來可以是人生裏面
[00:03:13.800 --> 00:03:15.800]  大小的事
[00:03:15.800 --> 00:03:16.800]  好的事
[00:03:16.800 --> 00:03:18.800]  不好的事
[00:03:18.800 --> 00:03:20.800]  就是萬事
[00:03:20.800 --> 00:03:23.800]  我們未信耶穌的人
[00:03:23.800 --> 00:03:24.800]  我們希望的就是
[00:03:24.800 --> 00:03:26.800]  每天都平安
[00:03:26.800 --> 00:03:30.800]  每天都不會有任何的不好的事
[00:03:30.800 --> 00:03:31.800]  不好的意外
[00:03:31.800 --> 00:03:33.800]  不好的身體的狀況
[00:03:33.800 --> 00:03:36.800]  我們希望是完全沒有
[00:03:36.800 --> 00:03:37.800]  但是
[00:03:37.800 --> 00:03:39.800]  大家在在都知道
[00:03:39.800 --> 00:03:41.800]  你每天面對的
[00:03:41.800 --> 00:03:44.800]  有些可能是你預計到
[00:03:44.800 --> 00:03:47.800]  更多的是我們預計不到的事情
[00:03:47.800 --> 00:03:49.800]  預計不到的事情
[00:03:49.800 --> 00:03:52.800]  我們自己都不能夠去掌握
[00:03:52.800 --> 00:03:55.800]  其實很多這些事情
[00:03:55.800 --> 00:03:57.800]  聖經告訴我們
[00:03:57.800 --> 00:03:59.800]  原來信耶穌的人
[00:03:59.800 --> 00:04:03.800]  不是寄望萬事都要如意
[00:04:03.800 --> 00:04:05.800]  萬事都要和好
[00:04:05.800 --> 00:04:07.800]  萬事都要平安
[00:04:07.800 --> 00:04:09.800]  原來不行的
[00:04:09.800 --> 00:04:15.800]  原來神使萬事去效力
[00:04:15.800 --> 00:04:17.800]  最重要的就是
[00:04:17.800 --> 00:04:20.800]  那個益處
[00:04:20.800 --> 00:04:24.800]  不是萬事都必須要平安
[00:04:24.800 --> 00:04:26.800]  得到什麼益處呢?
[00:04:26.800 --> 00:04:29.800]  這就是這節聖經
[00:04:29.800 --> 00:04:30.800]  和今早
[00:04:30.800 --> 00:04:33.800]  無論剛才弟兄的見證
[00:04:33.800 --> 00:04:36.800]  和牧師今天很簡單的訊息
[00:04:36.800 --> 00:04:39.800]  很想大家一起來思想
[00:04:39.800 --> 00:04:42.800]  到底一個信耶穌的人
[00:04:42.800 --> 00:04:45.800]  到底得到什麼益處呢?
[00:04:45.800 --> 00:04:47.800]  什麼才是我們生命裡
[00:04:47.800 --> 00:04:50.800]  最重要的益處呢?
[00:04:50.800 --> 00:04:53.800]  原來不是祈求萬事順利
[00:04:53.800 --> 00:04:58.800]  祈求神要使每一樣東西都如我的心意
[00:04:58.800 --> 00:05:00.800]  一定不是
[00:05:00.800 --> 00:05:03.800]  我們自己都證實不是
[00:05:03.800 --> 00:05:05.800]  但是
[00:05:05.800 --> 00:05:06.800]  這告訴我們
[00:05:06.800 --> 00:05:09.800]  原來就是第29節
[00:05:09.800 --> 00:05:13.800]  因為他預先所知道的人
[00:05:13.800 --> 00:05:15.800]  就預先定下
[00:05:15.800 --> 00:05:17.800]  效法他兒子
[00:05:17.800 --> 00:05:19.800]  就是耶穌的模樣
[00:05:19.800 --> 00:05:22.800]  使他的兒子耶穌
[00:05:22.800 --> 00:05:26.800]  在許多弟兄當中作長子
[00:05:26.800 --> 00:05:31.800]  原來這節聖經回應那個益處
[00:05:31.800 --> 00:05:33.800]  原來不是我們的物質
[00:05:33.800 --> 00:05:37.800]  我們每天的生活都要平安無事
[00:05:37.800 --> 00:05:38.800]  原來不是
[00:05:38.800 --> 00:05:41.800]  原來神使萬事效力
[00:05:41.800 --> 00:05:45.800]  為著的是我們的生命成長的益處
[00:05:45.800 --> 00:05:49.800]  為著我們能夠始主耶穌
[00:05:49.800 --> 00:05:53.800]  為了我們能夠有神的愛的生命
[00:05:53.800 --> 00:05:56.800]  為了我們內心能夠有平安
[00:05:56.800 --> 00:05:58.800]  有永恆盼望
[00:05:58.800 --> 00:06:00.800]  這個益處
[00:06:00.800 --> 00:06:04.800]  這個就一定是信耶穌的人才有
[00:06:04.800 --> 00:06:06.800]  不信耶穌
[00:06:06.800 --> 00:06:07.800]  未認識神
[00:06:07.800 --> 00:06:09.800]  不肯相信神的人
[00:06:09.800 --> 00:06:12.800]  你就沒有這個益處了
[00:06:12.800 --> 00:06:13.800]  當然
[00:06:13.800 --> 00:06:14.800]  信和不信
[00:06:14.800 --> 00:06:16.800]  我們每天有時會很平安
[00:06:16.800 --> 00:06:18.800]  有時我們會很富足
[00:06:18.800 --> 00:06:20.800]  但是更多的時間
[00:06:20.800 --> 00:06:24.800]  我們面對的是很多不同的艱難
[00:06:24.800 --> 00:06:27.800]  譬如現在的貿易
[00:06:27.800 --> 00:06:29.800]  現在的關稅
[00:06:29.800 --> 00:06:31.800]  或者世界的疾病
[00:06:31.800 --> 00:06:33.800]  我們逃不過的
[00:06:33.800 --> 00:06:34.800]  我們都要面對的
[00:06:34.800 --> 00:06:39.800]  但是信耶穌的人有獨特的福氣
[00:06:39.800 --> 00:06:44.800]  就是神為我們的生命效力
[00:06:44.800 --> 00:06:45.800]  最終是怎樣?
[00:06:45.800 --> 00:06:47.800]  令我們得到益處
[00:06:47.800 --> 00:06:51.800]  這個益處就是我們的心靈富足
[00:06:51.800 --> 00:06:54.800]  我們有神的愛在我們的生命裏面
[00:06:54.800 --> 00:06:57.800]  嘗試用一個例子來想一想
[00:06:57.800 --> 00:06:59.800]  我們怎樣去面對
[00:06:59.800 --> 00:07:02.800]  人生是很無常的
[00:07:02.800 --> 00:07:06.800]  沒有東西是絕對你可以擁有的
[00:07:06.800 --> 00:07:07.800]  在台灣
[00:07:07.800 --> 00:07:09.800]  有一個年輕人
[00:07:09.800 --> 00:07:12.800]  一次不小心的意外
[00:07:12.800 --> 00:07:15.800]  一隻手指斷了
[00:07:15.800 --> 00:07:17.800]  他就終日
[00:07:17.800 --> 00:07:19.800]  在一種痛苦
[00:07:19.800 --> 00:07:21.800]  埋怨
[00:07:21.800 --> 00:07:24.800]  關在房門裏不下樓
[00:07:24.800 --> 00:07:26.800]  媽媽很擔心
[00:07:26.800 --> 00:07:27.800]  不知怎辦
[00:07:27.800 --> 00:07:29.800]  不上學
[00:07:29.800 --> 00:07:32.800]  活在他自己的絕望痛苦裏面
[00:07:32.800 --> 00:07:37.800]  家人都要陪伴他面對這個痛苦
[00:07:37.800 --> 00:07:39.800]  媽媽打電話去台灣
[00:07:39.800 --> 00:07:43.800]  一間殘疾的護養院
[00:07:43.800 --> 00:07:47.800]  希望有義工來探望他
[00:07:47.800 --> 00:07:48.800]  安慰他
[00:07:48.800 --> 00:07:51.800]  開解他
[00:07:51.800 --> 00:07:53.800]  聯絡了義工
[00:07:53.800 --> 00:07:55.800]  到那天
[00:07:55.800 --> 00:07:57.800]  還未來之前
[00:07:57.800 --> 00:08:00.800]  媽媽就跟他的兒子說
