
[00:00:00.000 --> 00:00:02.000]  我們再一次一同禱告
[00:00:02.000 --> 00:00:08.000]  天父上帝,我們很感謝祢
[00:00:08.000 --> 00:00:10.000]  很愛我們
[00:00:10.000 --> 00:00:16.000]  祢的愛總是轉化成不同的行動
[00:00:16.000 --> 00:00:20.000]  是讓我們經歷得到,感受得到
[00:00:20.000 --> 00:00:24.000]  祢愛我們,就是讓我們感受得到
[00:00:25.000 --> 00:00:30.000]  祢愛我們,就是渴望我們生命去改變
[00:00:30.000 --> 00:00:34.000]  願祢對我們眾人說話
[00:00:34.000 --> 00:00:38.000]  讓我們明白祢的心意如何
[00:00:38.000 --> 00:00:41.000]  讓我們到最後都能夠了解
[00:00:41.000 --> 00:00:45.000]  如何用我們的生命去成長和改變
[00:00:45.000 --> 00:00:48.000]  願聖靈在我們心中動功
[00:00:48.000 --> 00:00:52.000]  賜我們智慧聰明,去明白神的話語
[00:00:53.000 --> 00:00:58.000]  奉耶穌基督的名字祈禱,阿們
[00:00:58.000 --> 00:01:06.000]  今天我們要講的是一個全新的你
[00:01:06.000 --> 00:01:10.000]  我們在PowerPoint開始的時候
[00:01:10.000 --> 00:01:12.000]  不是在中間
[00:01:12.000 --> 00:01:15.000]  一個全新的你是怎樣呢?
[00:01:15.000 --> 00:01:18.000]  讓我們去思考一下
[00:01:18.000 --> 00:01:20.000]  我們都信主一段日子
[00:01:21.000 --> 00:01:23.000]  有些信主幾十年
[00:01:23.000 --> 00:01:26.000]  有些信了不久
[00:01:26.000 --> 00:01:30.000]  但我相信都是有些經歷和體會
[00:01:30.000 --> 00:01:32.000]  今天是一個時間去看看
[00:01:32.000 --> 00:01:35.000]  一個全新的你是怎樣的呢?
[00:01:35.000 --> 00:01:41.000]  我們從一個人物的生命中
[00:01:41.000 --> 00:01:45.000]  去看到全新的生命是怎樣的
[00:01:45.000 --> 00:01:47.000]  我們來看看保羅
[00:01:47.000 --> 00:01:50.000]  我想問大家一個問題
[00:01:50.000 --> 00:01:54.000]  在聖經裡有保羅書信
[00:01:54.000 --> 00:01:56.000]  保羅是作者
[00:01:56.000 --> 00:01:59.000]  一共寫了一些書信
[00:01:59.000 --> 00:02:01.000]  我想問大家知不知道
[00:02:01.000 --> 00:02:05.000]  保羅書信一共有多少卷呢?
[00:02:05.000 --> 00:02:13.000]  知道的,大聲叫出來
[00:02:13.000 --> 00:02:17.000]  保羅書信有多少卷呢?
[00:02:17.000 --> 00:02:21.000]  沒有人叫出來
[00:02:21.000 --> 00:02:23.000]  擦卷
[00:02:23.000 --> 00:02:31.000]  保羅書信有多少卷呢?
[00:02:31.000 --> 00:02:34.000]  看回聖經這個人物的見證
[00:02:34.000 --> 00:02:36.000]  是很有代表性的
[00:02:36.000 --> 00:02:38.000]  因為他很有影響力
[00:02:38.000 --> 00:02:40.000]  寫了很多卷書
[00:02:40.000 --> 00:02:43.000]  保羅書信一共有13卷
[00:02:43.000 --> 00:02:46.000]  所以在新約的書卷裡
[00:02:46.000 --> 00:02:48.000]  很多卷書都是保羅寫的
[00:02:48.000 --> 00:02:51.000]  而在裡面他所寫的
[00:02:51.000 --> 00:02:53.000]  他所教導的
[00:02:53.000 --> 00:02:56.000]  影響了歷世歷代很多信徒
[00:02:56.000 --> 00:02:58.000]  他不只是說
[00:02:58.000 --> 00:03:01.000]  他怎樣去看耶穌基督的舊因
[00:03:01.000 --> 00:03:03.000]  看教會
[00:03:03.000 --> 00:03:05.000]  看整個信徒群體的生命
[00:03:05.000 --> 00:03:08.000]  其實他也會以他的生命
[00:03:08.000 --> 00:03:10.000]  作為一個榜樣給你看
[00:03:10.000 --> 00:03:12.000]  信耶穌的人
[00:03:12.000 --> 00:03:14.000]  生命是會改變的
[00:03:15.000 --> 00:03:16.000]  這是最寶貴的
[00:03:16.000 --> 00:03:18.000]  講道的人不只是講道
[00:03:18.000 --> 00:03:20.000]  他會給你看一個改變的生命
[00:03:20.000 --> 00:03:22.000]  是有說服力的
[00:03:22.000 --> 00:03:24.000]  所以以後看聖經的時候
[00:03:24.000 --> 00:03:26.000]  看回保羅的教導的時候
[00:03:26.000 --> 00:03:28.000]  看回這個生命
[00:03:28.000 --> 00:03:30.000]  親自經歷的舊因
[00:03:30.000 --> 00:03:32.000]  親自被耶穌基督的舊因
[00:03:32.000 --> 00:03:34.000]  所改變的生命
[00:03:34.000 --> 00:03:36.000]  是不同的
[00:03:36.000 --> 00:03:38.000]  我們來看看保羅是怎樣改變的
[00:03:38.000 --> 00:03:41.000]  保羅的出生背景
[00:03:41.000 --> 00:03:43.000]  保羅本身是在
[00:03:44.000 --> 00:03:45.000]  大掃城
[00:03:45.000 --> 00:03:47.000]  出自一個
[00:03:47.000 --> 00:03:49.000]  是屬於變亞敏支派的
[00:03:49.000 --> 00:03:51.000]  猶太家庭
[00:03:51.000 --> 00:03:53.000]  基尼加在地圖上
[00:03:53.000 --> 00:03:55.000]  這個位置
[00:03:55.000 --> 00:03:57.000]  一個沿海的位置
[00:03:57.000 --> 00:04:00.000]  大掃是當中一個大城市
[00:04:00.000 --> 00:04:02.000]  大掃這個地方
[00:04:02.000 --> 00:04:04.000]  是一個商業中心
[00:04:04.000 --> 00:04:06.000]  非常繁華
[00:04:06.000 --> 00:04:08.000]  很崇尚希臘文化的思想
[00:04:08.000 --> 00:04:11.000]  但這個也是一個大學城
[00:04:11.000 --> 00:04:13.000]  什麼意思?
[00:04:13.000 --> 00:04:14.000]  是一個大學城
[00:04:14.000 --> 00:04:17.000]  即是裏面的人有什麼特色呢?
[00:04:17.000 --> 00:04:20.000]  是非常注重學習的
[00:04:20.000 --> 00:04:24.000]  很看重學習的一個地方
[00:04:24.000 --> 00:04:27.000]  一個極高文化水平的地方
[00:04:27.000 --> 00:04:29.000]  保羅就在這裏出生
[00:04:29.000 --> 00:04:31.000]  在這裏生活
[00:04:31.000 --> 00:04:34.000]  所以保羅也深受這個地方的影響
[00:04:34.000 --> 00:04:36.000]  他自己非常注重學習
[00:04:36.000 --> 00:04:40.000]  他自己也有一個很高深的教育
[00:04:41.000 --> 00:04:43.000]  當然我們一會兒看他的教育
[00:04:43.000 --> 00:04:45.000]  也包括了哪一方面呢?
[00:04:45.000 --> 00:04:47.000]  保羅的家族
[00:04:47.000 --> 00:04:49.000]  雖然處於一個希臘文化的社會
[00:04:49.000 --> 00:04:52.000]  但他爸爸是一個法利塞人
[00:04:52.000 --> 00:04:55.000]  法利塞人很熟悉神的律法
[00:04:55.000 --> 00:04:59.000]  很嚴格地遵守神的律法
