
[00:00:00.000 --> 00:00:04.000]  (主席)各位兄弟姐妹平安
[00:00:04.000 --> 00:00:07.000]  主席的恩典也讓我能夠和大家一起
[00:00:07.000 --> 00:00:08.000]  今天一起敬拜
[00:00:08.000 --> 00:00:12.000]  一起分享上帝的華語
[00:00:12.000 --> 00:00:17.000]  主席剛才和我們讀出了一段尼西米記第八章的經文
[00:00:17.000 --> 00:00:20.000]  可能我們未必很熟悉第八章的經文
[00:00:20.000 --> 00:00:24.000]  或者我們會很熟悉尼西米前面
[00:00:24.000 --> 00:00:29.000]  帶領著一些百姓回歸到耶路撒冷重建城牆
[00:00:29.000 --> 00:00:33.000]  如果大家更熟悉以色列的歷史
[00:00:33.000 --> 00:00:37.000]  也知道以色列尼西米記
[00:00:37.000 --> 00:00:38.000]  其實就像上一集一樣
[00:00:38.000 --> 00:00:46.000]  先有索羅巴伯和以色列帶領著第一批早期歸回的以色列人回來
[00:00:46.000 --> 00:00:48.000]  先重建聖殿
[00:00:48.000 --> 00:00:52.000]  讓這些百姓回到耶路撒冷的時候
[00:00:52.000 --> 00:00:55.000]  可以有像大家一樣舒服的環境
[00:00:55.000 --> 00:00:56.000]  有電
[00:00:56.000 --> 00:00:57.000]  去敬拜
[00:00:57.000 --> 00:00:58.000]  獻祭等等
[00:00:58.000 --> 00:01:00.000]  到第二個階段
[00:01:00.000 --> 00:01:05.000]  大家讀過書也聽過
[00:01:05.000 --> 00:01:10.000]  是一個工程師帶領各個工匠
[00:01:10.000 --> 00:01:12.000]  各個製造業的人
[00:01:12.000 --> 00:01:13.000]  弟兄姊妹
[00:01:13.000 --> 00:01:16.000]  一起重建城牆
[00:01:16.000 --> 00:01:21.000]  重建城牆重要的是讓人們在當中安居樂業
[00:01:21.000 --> 00:01:24.000]  因為城牆抵禦外敵
[00:01:24.000 --> 00:01:29.000]  讓他們在城內安穩生活
[00:01:29.000 --> 00:01:30.000]  為什麼會發生這些事呢?
[00:01:30.000 --> 00:01:32.000]  大家都知道歷史
[00:01:32.000 --> 00:01:35.000]  因為以色列人被上帝審判
[00:01:35.000 --> 00:01:37.000]  被捕七十年
[00:01:37.000 --> 00:01:44.000]  回到巴比倫其他異族的地方
[00:01:44.000 --> 00:01:45.000]  七十年
[00:01:45.000 --> 00:01:51.000]  然後上帝讓他們一批一批回到自己的地方
[00:01:51.000 --> 00:01:54.000]  回到巴比倫時我們要問
[00:01:54.000 --> 00:01:57.000]  他們要建立什麼呢?
[00:01:57.000 --> 00:01:58.000]  像我今天說的題目
[00:01:58.000 --> 00:02:00.000]  建立讀經群體
[00:02:00.000 --> 00:02:02.000]  他們不會用這些字眼
[00:02:02.000 --> 00:02:07.000]  我之前也有推動一些教會同行的時候
[00:02:07.000 --> 00:02:09.000]  也有說教會的核心是什麼呢?
[00:02:09.000 --> 00:02:13.000]  可能就是用讀經群體
[00:02:13.000 --> 00:02:16.000]  一群人一起都很願意讀聖經
[00:02:16.000 --> 00:02:20.000]  去思考教會的定位
[00:02:20.000 --> 00:02:22.000]  最重要的價值等等
[00:02:22.000 --> 00:02:24.000]  但當時不會這樣說
[00:02:24.000 --> 00:02:26.000]  但他們也會想
[00:02:26.000 --> 00:02:28.000]  這群人回來了
[00:02:28.000 --> 00:02:30.000]  回到一個荒涼之地的時候
[00:02:30.000 --> 00:02:32.000]  一個他們故鄉的時候
[00:02:32.000 --> 00:02:35.000]  最重要的是做什麼呢?
[00:02:35.000 --> 00:02:36.000]  他們的硬件都做好了
[00:02:36.000 --> 00:02:37.000]  又有聖殿
[00:02:37.000 --> 00:02:38.000]  又有城牆
[00:02:38.000 --> 00:02:40.000]  到了尾八章重要的是
[00:02:40.000 --> 00:02:43.000]  一群整個群體
[00:02:43.000 --> 00:02:45.000]  如果剛才讀經的時候
[00:02:45.000 --> 00:02:47.000]  眾百姓如同一人
[00:02:47.000 --> 00:02:51.000]  在七月初一的時候聚集
[00:02:51.000 --> 00:02:55.000]  在耶路撒冷的水門前
[00:02:55.000 --> 00:02:57.000]  然後才讀了很多名單
[00:02:57.000 --> 00:02:59.000]  讀名單大家可能會覺得很膽怯
[00:02:59.000 --> 00:03:01.000]  每個名字都要讀
[00:03:01.000 --> 00:03:05.000]  但我們沒有這麼深入地跟他們的關係
[00:03:05.000 --> 00:03:08.000]  但如果我們想深一層
[00:03:08.000 --> 00:03:11.000]  這些名單其實都是很感動的
[00:03:11.000 --> 00:03:14.000]  就是說每一個部分
[00:03:14.000 --> 00:03:15.000]  每一個侍奉人員
[00:03:15.000 --> 00:03:17.000]  我們有時候教會
[00:03:17.000 --> 00:03:19.000]  年中年初的時候
[00:03:19.000 --> 00:03:21.000]  都會列出一些侍奉名單
[00:03:21.000 --> 00:03:23.000]  其實那個名單是什麼意思呢?
[00:03:23.000 --> 00:03:27.000]  先有民事以色列的同伴
[00:03:27.000 --> 00:03:30.000]  那些名單站在民事以色列左右
[00:03:30.000 --> 00:03:31.000]  站台
[00:03:31.000 --> 00:03:33.000]  好像跟他們有一種
[00:03:33.000 --> 00:03:36.000]  有時候你看到很多人
[00:03:36.000 --> 00:03:38.000]  在這裡選舉
[00:03:38.000 --> 00:03:39.000]  都會有些人站台
[00:03:39.000 --> 00:03:41.000]  表示一個加持
[00:03:41.000 --> 00:03:42.000]  一個支持
[00:03:42.000 --> 00:03:45.000]  或者是一種同伴
[00:03:45.000 --> 00:03:47.000]  那是一班民事的團隊
[00:03:47.000 --> 00:03:50.000]  有時候大學就說
[00:03:50.000 --> 00:03:51.000]  Teaching Faculty
[00:03:51.000 --> 00:03:53.000]  一個講師
[00:03:53.000 --> 00:03:56.000]  一個教學的團隊
[00:03:56.000 --> 00:03:59.000]  就是第一次讀的名單
[00:03:59.000 --> 00:04:00.000]  再讀下去的時候
[00:04:00.000 --> 00:04:02.000]  另一個名單在第七節的時候
[00:04:02.000 --> 00:04:04.000]  那個是利味人的名單
[00:04:04.000 --> 00:04:07.000]  是一班助手
[00:04:07.000 --> 00:04:09.000]  一班教師的助手
[00:04:09.000 --> 00:04:11.000]  去到百姓中間
[00:04:11.000 --> 00:04:13.000]  做分組討論
[00:04:13.000 --> 00:04:15.000]  如果大家剛才讀的時候
[00:04:15.000 --> 00:04:17.000]  你很留心時序
[00:04:17.000 --> 00:04:19.000]  其實剛才讀的經文
[00:04:19.000 --> 00:04:21.000]  不知道教會有沒有辦一些讀經日營
[00:04:21.000 --> 00:04:23.000]  有沒有?
[00:04:23.000 --> 00:04:24.000]  我們沒有會很流行的
[00:04:24.000 --> 00:04:26.000]  就是公教就會搞讀經日營
[00:04:26.000 --> 00:04:27.000]  但是他們想象
[00:04:27.000 --> 00:04:29.000]  就是一個讀經日營的流程
[00:04:29.000 --> 00:04:31.000]  經文在第三節說
[00:04:31.000 --> 00:04:33.000]  從清早到中午
[00:04:33.000 --> 00:04:35.000]  就是早上的Session
[00:04:35.000 --> 00:04:38.000]  早上就聽到
[00:04:38.000 --> 00:04:41.000]  就是民事師奶就說到
[00:04:41.000 --> 00:04:43.000]  下午的Session
[00:04:43.000 --> 00:04:45.000]  下午就是剛才那班利味人
[00:04:45.000 --> 00:04:47.000]  就帶分組查經
[00:04:47.000 --> 00:04:48.000]  你可以想象
[00:04:48.000 --> 00:04:49.000]  在第七節開始
[00:04:49.000 --> 00:04:51.000]  去到百姓中間
[00:04:51.000 --> 00:04:52.000]  到剛才第九節開始
[00:04:52.000 --> 00:04:53.000]  黎謙蕊出場
[00:04:53.000 --> 00:04:55.000]  就應該肚子餓了
[00:04:55.000 --> 00:04:57.000]  過了一整天就要吃飯了
[00:04:57.000 --> 00:04:59.000]  所以就沒東西吃的就分給她吃
[00:04:59.000 --> 00:05:01.000]  但是可能他們都沒有預料過
[00:05:01.000 --> 00:05:02.000]  這麼長都不等
[00:05:02.000 --> 00:05:03.000]  不知道時間安排
[00:05:03.000 --> 00:05:06.000]  然後就一起哀怨的時間
[00:05:06.000 --> 00:05:09.000]  是一個一整天的流程
