
[00:00:00.000 --> 00:00:06.000]  足夠法定人數
[00:00:06.000 --> 00:00:12.000]  主席
[00:00:12.000 --> 00:00:14.000]  香港復活節假期
[00:00:14.000 --> 00:00:19.000]  香港大小小的商場都會佈置得美輪美奐
[00:00:19.000 --> 00:00:23.000]  而且通常都會安排一隻復活套或吉祥物
[00:00:23.000 --> 00:00:25.000]  在大派禮物
[00:00:25.000 --> 00:00:28.000]  他們好像聖誕老人一樣
[00:00:28.000 --> 00:00:30.000]  在聖誕節派禮物一樣
[00:00:30.000 --> 00:00:33.000]  將歡樂的氣氛帶給市民
[00:00:33.000 --> 00:00:36.000]  商場將復活節的主角
[00:00:36.000 --> 00:00:40.000]  變成了復活節復活蛋和復活套
[00:00:40.000 --> 00:00:43.000]  不過以往在香港
[00:00:43.000 --> 00:00:45.000]  人在復活節所關心的
[00:00:45.000 --> 00:00:49.000]  其實是在哪裏的復活節自助餐最抵食
[00:00:49.000 --> 00:00:52.000]  或者復活節假期去哪裏玩
[00:00:52.000 --> 00:00:54.000]  似乎復活節的意義
[00:00:54.000 --> 00:00:57.000]  就是一個提供給人消費的日子
[00:00:57.000 --> 00:01:01.000]  香港人似乎忘記了復活節的真正意義
[00:01:01.000 --> 00:01:03.000]  今年的復活節
[00:01:03.000 --> 00:01:06.000]  再沒有這種歡樂的氣氛
[00:01:06.000 --> 00:01:08.000]  大家都受到疫情的影響
[00:01:08.000 --> 00:01:11.000]  盡量減低外出活動
[00:01:11.000 --> 00:01:13.000]  避免感染
[00:01:13.000 --> 00:01:17.000]  疫情由2020年開始到現在
[00:01:17.000 --> 00:01:21.000]  已經超過17000人
[00:01:21.000 --> 00:01:24.000]  死於新冠狀病毒
[00:01:24.000 --> 00:01:27.000]  香港人對於何時可以回復
[00:01:27.000 --> 00:01:29.000]  以往有序的生活
[00:01:29.000 --> 00:01:31.000]  沒有人可以回答
[00:01:31.000 --> 00:01:33.000]  世人或不明白
[00:01:33.000 --> 00:01:36.000]  或不清楚復活節的意義
[00:01:36.000 --> 00:01:38.000]  但作為信徒的我們
[00:01:38.000 --> 00:01:40.000]  我們應該知道
[00:01:40.000 --> 00:01:43.000]  復活節是一個關乎信仰的日子
[00:01:43.000 --> 00:01:45.000]  主角一定是耶穌
[00:01:45.000 --> 00:01:48.000]  而不是代表消費的復活套
[00:01:48.000 --> 00:01:50.000]  因此我們今天
[00:01:50.000 --> 00:01:53.000]  用《約翰福音》第20章24至31節
[00:01:53.000 --> 00:01:55.000]  去探討一下耶穌的復活
[00:01:55.000 --> 00:01:58.000]  帶給我們信心的三個轉化階段
[00:01:58.000 --> 00:02:00.000]  我們一起去祈禱
[00:02:00.000 --> 00:02:04.000]  七一主我們要感謝祢
[00:02:04.000 --> 00:02:06.000]  因著祢的生與死
[00:02:06.000 --> 00:02:08.000]  讓每一個屬祢的
[00:02:08.000 --> 00:02:10.000]  都能享受祢賜予的恩典
[00:02:10.000 --> 00:02:12.000]  甚至我們每一個
[00:02:12.000 --> 00:02:14.000]  都在祢的恩典之下
[00:02:14.000 --> 00:02:16.000]  過一個豐盛的人生
[00:02:16.000 --> 00:02:18.000]  我們祈禱奉教主耶穌
