
[00:00:00.000 --> 00:00:08.800]  大家好,我由短頭髮變成長頭髮
[00:00:08.800 --> 00:00:12.400]  很感動,剛才聽完孫教士的分享
[00:00:12.400 --> 00:00:15.800]  其實我覺得我們的生命很豐盛
[00:00:15.800 --> 00:00:18.600]  是因著我們在基督裡面生根建造
[00:00:18.600 --> 00:00:23.200]  以致不只是我們信徒自己的家可以豐盛
[00:00:23.200 --> 00:00:27.800]  也可以將這個豐盛繼續帶給其他人
[00:00:27.800 --> 00:00:31.400]  我剛才一直聽孫教士的分享,我都覺得很感恩
[00:00:31.400 --> 00:00:34.400]  我都覺得有時我們在港道的服侍
[00:00:34.400 --> 00:00:36.000]  其實是萬事互相效力
[00:00:36.000 --> 00:00:39.200]  無論是詩歌、經文,大家互相輝映
[00:00:39.200 --> 00:00:42.200]  希望可以激勵、鼓勵信徒
[00:00:42.200 --> 00:00:46.000]  怎樣繼續讓神去豐富我們自己
[00:00:46.000 --> 00:00:48.600]  其實剛才孫教士分享的東西
[00:00:48.600 --> 00:00:51.000]  對自己都是一個很大的鼓舞
[00:00:51.000 --> 00:00:53.400]  亦都希望成為大家的激勵
[00:00:53.400 --> 00:00:56.600]  就是我以前都是不喜歡回家的
[00:00:56.600 --> 00:00:59.000]  因為家裡都很混亂
[00:00:59.000 --> 00:01:01.000]  如果大家有印象都知道
[00:01:01.000 --> 00:01:03.400]  因為爸爸賭錢
[00:01:03.400 --> 00:01:06.800]  媽媽要很顧家
[00:01:06.800 --> 00:01:10.400]  因為爸爸不能給家裡穩定的收入
[00:01:10.400 --> 00:01:13.000]  所以媽媽就很努力工作
[00:01:13.000 --> 00:01:15.800]  所以對我們的教養都沒有什麼
[00:01:15.800 --> 00:01:19.600]  所以我很明白他說在社區裡面
[00:01:19.600 --> 00:01:22.400]  很多人要流浪在街頭
[00:01:22.400 --> 00:01:25.200]  我自己就不想回家
[00:01:25.200 --> 00:01:27.400]  我那時的抉擇就是
[00:01:27.400 --> 00:01:30.000]  總之我中學的時候留在學校
[00:01:30.000 --> 00:01:32.400]  我是留到學校關門
[00:01:32.400 --> 00:01:34.200]  我才會想回家
[00:01:34.200 --> 00:01:37.800]  我又不想到處飄蕩
[00:01:37.800 --> 00:01:42.000]  因為有時都怕遇到不好的人
[00:01:42.000 --> 00:01:44.800]  所以就很不想回家
[00:01:44.800 --> 00:01:49.200]  因為回家就是另一個壓力的延伸
[00:01:49.200 --> 00:01:50.400]  但是很感恩
[00:01:50.400 --> 00:01:54.000]  就是上帝去更新我們的生命
[00:01:54.000 --> 00:01:55.400]  讓我們不再一樣
[00:01:55.400 --> 00:01:57.600]  以致當我回顧過去
[00:01:57.600 --> 00:01:59.600]  我都分享
[00:01:59.600 --> 00:02:02.200]  其實我頭十七、八年
[00:02:02.200 --> 00:02:04.800]  我的人生都不知道怎樣過就過了
[00:02:04.800 --> 00:02:06.800]  我不知道你們的人生是怎樣
[00:02:06.800 --> 00:02:09.000]  你們會不會家裡都很好
[00:02:09.000 --> 00:02:11.200]  所以小康之間長大
[00:02:11.200 --> 00:02:13.800]  沒有什麼優秀
[00:02:13.800 --> 00:02:15.800]  但是我自己是渾渾噩噩
[00:02:15.800 --> 00:02:17.800]  就十七、八歲了
[00:02:17.800 --> 00:02:22.400]  那時十七、八歲就已經要面對人生一些考驗
[00:02:22.400 --> 00:02:24.400]  會考那些
[00:02:24.400 --> 00:02:26.400]  那時考完試才知道
[00:02:26.400 --> 00:02:29.600]  原來考不到是不能繼續讀書的
[00:02:29.600 --> 00:02:32.600]  可能那一刻才很驚訝
[00:02:32.600 --> 00:02:33.600]  原來是這樣的
[00:02:33.600 --> 00:02:35.200]  早知道就用心讀書
[00:02:35.200 --> 00:02:36.800]  但是有早知道就
[00:02:36.800 --> 00:02:40.200]  沒有什麼大家都知道
[00:02:40.200 --> 00:02:44.200]  所以有時覺得原來有很多東西都不懂
[00:02:44.200 --> 00:02:45.000]  為什麼呢?
[00:02:45.000 --> 00:02:46.800]  因為爸爸只顧著賭錢
[00:02:46.800 --> 00:02:48.000]  他也不會教你
[00:02:48.000 --> 00:02:49.400]  媽媽努力上班
[00:02:49.400 --> 00:02:51.800]  也將不了很多東西告訴你
[00:02:51.800 --> 00:02:55.000]  所以我覺得有時我們做社區的服務
[00:02:55.000 --> 00:02:56.600]  很重要的是
[00:02:56.600 --> 00:02:58.200]  教會是另一個家
[00:02:58.200 --> 00:03:00.400]  我覺得這個是很重要的
[00:03:00.400 --> 00:03:03.000]  所以那時我信了主之後
[00:03:03.000 --> 00:03:04.800]  我是最喜歡回教會的
[00:03:04.800 --> 00:03:06.800]  我覺得教會這個家
[00:03:06.800 --> 00:03:08.800]  是給我最安全的
[00:03:08.800 --> 00:03:11.800]  給我最輕鬆的
[00:03:11.800 --> 00:03:15.000]  所以不用留在學校之後
[00:03:15.000 --> 00:03:17.800]  一有什麼就是回教會
[00:03:17.800 --> 00:03:21.600]  那時我教會的傳道目的都很好
[00:03:21.600 --> 00:03:23.600]  它都是打開教會的門
[00:03:23.600 --> 00:03:25.200]  你隨時回來
[00:03:25.200 --> 00:03:27.600]  你想回來休息也可以
[00:03:27.600 --> 00:03:29.200]  你回來看聖經也可以
[00:03:29.200 --> 00:03:31.000]  你回來做功課也可以
[00:03:31.000 --> 00:03:33.800]  總之教會的門就是為你開
[00:03:33.800 --> 00:03:36.400]  我覺得這種生命成長
[00:03:36.400 --> 00:03:39.000]  是帶給我人生很大的改變
[00:03:39.000 --> 00:03:42.600]  所以到我又再過十七、八年
[00:03:42.600 --> 00:03:45.400]  那就是三十多歲了
[00:03:45.400 --> 00:03:47.600]  再過十七、八年的時候
[00:03:47.600 --> 00:03:48.400]  就很感恩了
[00:03:48.400 --> 00:03:51.800]  原來上帝是很有耐性
[00:03:51.800 --> 00:03:54.800]  培育我們再次成長
[00:03:54.800 --> 00:03:57.400]  那時到了這個年紀
[00:03:57.400 --> 00:04:00.800]  我就成為了一個高齡產婦了
[00:04:00.800 --> 00:04:02.800]  神賜我有家庭
[00:04:02.800 --> 00:04:05.800]  賜我可以生小孩子
[00:04:05.800 --> 00:04:07.200]  就到現在了
[00:04:07.200 --> 00:04:09.000]  我女兒八歲了
[00:04:09.000 --> 00:04:11.800]  大家大概知道我幾多歲了
[00:04:11.800 --> 00:04:14.000]  所以我覺得神是很奇妙的
[00:04:14.000 --> 00:04:18.800]  有時候我們好像活不到現在
[00:04:18.800 --> 00:04:21.600]  因為我們經常被過去拉扯
[00:04:21.600 --> 00:04:24.600]  但是原來上帝是很豐盛的
[00:04:24.600 --> 00:04:26.800]  根本祂是很有耐性
[00:04:26.800 --> 00:04:30.200]  給我們時間去生根建造
[00:04:30.200 --> 00:04:34.000]  有時候我們會有一種自卑
[00:04:34.000 --> 00:04:36.200]  或者有一種比較的心態
[00:04:36.200 --> 00:04:37.600]  會令到我們
[00:04:37.600 --> 00:04:38.600]  別人很好
[00:04:38.600 --> 00:04:40.200]  自己一直都是不好
[00:04:40.200 --> 00:04:42.200]  會有一種拉力
[00:04:42.200 --> 00:04:46.800]  但是上帝其實是超乎我們所想像
[00:04:46.800 --> 00:04:49.200]  是很豐盛、很豐富
[00:04:49.200 --> 00:04:53.600]  也願意給我們時間去更生、改變
[00:04:53.600 --> 00:04:56.200]  在祂裡面得蒙、造就
[00:04:56.200 --> 00:04:58.200]  以致很豐盛的時候
[00:04:58.200 --> 00:05:00.800]  讓我們可以進入人生不同的階段
[00:05:00.800 --> 00:05:03.200]  繼續去不單祝福自己
[00:05:03.200 --> 00:05:04.800]  也去祝福身邊的人
[00:05:04.800 --> 00:05:06.000]  所以我覺得很好
[00:05:06.000 --> 00:05:08.600]  洪恩棠也是有很大的進步
[00:05:08.600 --> 00:05:12.200]  因為你們原本由自己去做社區工作
[00:05:12.200 --> 00:05:15.600]  你們去到做菲律賓的社區工作
[00:05:15.600 --> 00:05:16.600]  洪恩棠很厲害
[00:05:16.600 --> 00:05:17.600]  給點掌聲自己
[00:05:17.600 --> 00:05:19.600]  鼓勵一下自己
[00:05:19.600 --> 00:05:25.600]  原來你們跨出海外去服侍
[00:05:25.600 --> 00:05:27.400]  為你們感恩
[00:05:27.400 --> 00:05:30.200]  和大家一起看看今天的經文
[00:05:30.200 --> 00:05:32.400]  我們希望透過主的話語
[00:05:32.400 --> 00:05:33.600]  我們彼此提醒
[00:05:33.600 --> 00:05:35.400]  讓我們得蒙、造就
[00:05:35.400 --> 00:05:38.000]  在第六節到第七節
[00:05:38.000 --> 00:05:40.000]  我們待會兒再讀
[00:05:40.000 --> 00:05:43.200]  讓我們可以抓緊上來的話語
[00:05:43.200 --> 00:05:45.000]  預備起
[00:05:45.000 --> 00:05:49.000]  既然你們接受了主基督耶穌
[00:05:49.000 --> 00:05:51.800]  就要靠著祂而生活
[00:05:51.800 --> 00:05:55.200]  照著你們所領受的教導
[00:05:55.200 --> 00:05:58.000]  在祂裡面生根建造
[00:05:58.000 --> 00:05:59.600]  信心堅固
[00:05:59.600 --> 00:06:02.400]  充滿著感謝的心
[00:06:02.400 --> 00:06:07.200]  這就是我們自從信耶穌之後
[00:06:07.200 --> 00:06:10.200]  會有的不一樣的生命
[00:06:10.200 --> 00:06:11.200]  所以祂說
[00:06:11.200 --> 00:06:14.400]  既然你們接受了主基督耶穌
[00:06:14.400 --> 00:06:16.200]  讓祂居守
[00:06:16.200 --> 00:06:18.600]  讓祂跟你有關係
[00:06:18.600 --> 00:06:21.000]  祂說就要靠著祂而生活
[00:06:21.000 --> 00:06:23.200]  所以我們說基督教的信仰
[00:06:23.200 --> 00:06:29.000]  不只是信條、思想上、知識上
[00:06:29.000 --> 00:06:29.600]  不是的
[00:06:29.600 --> 00:06:32.200]  原來是靠著祂而生活
[00:06:32.200 --> 00:06:36.800]  這是一個與主同活的經驗
[00:06:36.800 --> 00:06:39.000]  是一個很真實的互動
[00:06:39.000 --> 00:06:41.000]  可以互動的關係
[00:06:41.000 --> 00:06:42.400]  然後第七節說
[00:06:42.400 --> 00:06:45.800]  照著你們所領受的教導
[00:06:45.800 --> 00:06:48.800]  在祂裡面生根建造
[00:06:48.800 --> 00:06:52.400]  其實這個接受和領受
[00:06:52.400 --> 00:06:57.000]  我們看回當時的希臘文化
[00:06:57.000 --> 00:07:01.200]  其實是說傳承口述的傳統
[00:07:01.200 --> 00:07:02.600]  是什麼呢?
[00:07:02.600 --> 00:07:05.400]  就是你真的接受了的時候
[00:07:05.400 --> 00:07:08.200]  就不只是停在你那裡
[00:07:08.200 --> 00:07:10.000]  如果你真的接受了的時候
[00:07:10.000 --> 00:07:12.000]  你是可以說出來的
[00:07:12.000 --> 00:07:14.800]  然後再給下一個
[00:07:14.800 --> 00:07:16.800]  我現在教女兒就是
[00:07:16.800 --> 00:07:17.800]  我經常跟她說
[00:07:17.800 --> 00:07:21.200]  其實如果你想你測驗考試成績好
[00:07:21.200 --> 00:07:23.400]  你怎樣證明你是懂得呢?
[00:07:23.400 --> 00:07:25.800]  我做了媽媽之後
[00:07:25.800 --> 00:07:27.200]  真的有很多東西要學
[00:07:27.200 --> 00:07:29.400]  不只是小朋友要學東西
[00:07:29.400 --> 00:07:30.600]  媽媽也要不斷進步
[00:07:30.600 --> 00:07:34.000]  才可以跟這個時代的小朋友同行
[00:07:34.000 --> 00:07:37.200]  我看一些說讀書很厲害的人
[00:07:37.200 --> 00:07:38.600]  他們有一個秘技
[00:07:38.600 --> 00:07:40.400]  他們說原來他們
[00:07:40.400 --> 00:07:43.400]  可以隨便擺一個玩偶
[00:07:43.400 --> 00:07:45.200]  擺一個玩偶出來
[00:07:45.200 --> 00:07:47.400]  就當是學生
[00:07:47.400 --> 00:07:51.000]  他說如果那個很厲害的人
[00:07:51.000 --> 00:07:53.200]  他就是將他上完課後學的東西
[00:07:53.200 --> 00:07:55.400]  他說這個就當是你的學生
[00:07:55.400 --> 00:07:59.200]  然後你可以將你學的東西全部教會他
[00:07:59.200 --> 00:08:01.600]  就是說那樣東西是不是你的東西
[00:08:01.600 --> 00:08:03.000]  就是你的東西了
[00:08:03.000 --> 00:08:04.400]  你說學了學了
[00:08:04.400 --> 00:08:06.000]  但是你說不出來
[00:08:06.000 --> 00:08:07.600]  你傳遞不下去
[00:08:07.600 --> 00:08:09.200]  那你是不是真的學到了呢?
[00:08:09.200 --> 00:08:12.000]  就真的不知道剩下多少了
[00:08:12.000 --> 00:08:14.200]  我就很鼓勵我的女兒
[00:08:14.200 --> 00:08:17.800]  去幫她在校車上的其他同學
[00:08:17.800 --> 00:08:20.200]  因為她認識到
[00:08:20.200 --> 00:08:21.200]  她一起坐校巴
[00:08:21.200 --> 00:08:23.400]  其實也有半個多小時
[00:08:23.400 --> 00:08:25.000]  那沒有了
[00:08:25.000 --> 00:08:26.200]  當然可以聊天
[00:08:26.200 --> 00:08:29.000]  但是我說到測驗考試墨書的時候
[00:08:29.000 --> 00:08:31.400]  我說不如你也幫一下那些同學
[00:08:31.400 --> 00:08:33.200]  因為她有時候會跟我說
[00:08:33.200 --> 00:08:34.200]  媽媽
[00:08:34.200 --> 00:08:36.800]  他們什麼都不懂的
[00:08:36.800 --> 00:08:38.000]  哈哈哈
[00:08:38.000 --> 00:08:39.800]  但是我就跟她說
[00:08:39.800 --> 00:08:41.800]  我說其實你在恩典之下
[00:08:41.800 --> 00:08:43.800]  我說如果爸爸媽媽
[00:08:43.800 --> 00:08:45.600]  我說你爸爸媽媽沒有相信
[00:08:45.600 --> 00:08:47.400]  可能你也是什麼都不懂的
[00:08:47.400 --> 00:08:50.000]  我說是因為你爸爸媽媽相信了
[00:08:50.000 --> 00:08:51.200]  生命有改變
[00:08:51.200 --> 00:08:54.800]  我們能夠將比較好的東西給你
[00:08:54.800 --> 00:08:58.400]  以致你可以有一個比較好的環境去學東西
[00:08:58.400 --> 00:09:01.600]  我說如果你真的見到其他人不是很懂的
[00:09:01.600 --> 00:09:04.800]  你會不會可以幫一下他們呢?
[00:09:04.800 --> 00:09:07.000]  我說我以前讀書
[00:09:07.000 --> 00:09:08.800]  就是家裡的緣故
[00:09:08.800 --> 00:09:12.800]  其實真的不是很能夠用心向學的
[00:09:12.800 --> 00:09:15.800]  因為裡面有很多很複雜的情緒
