
[00:00:00.000 --> 00:00:04.000]  領子妹平安
[00:00:04.000 --> 00:00:09.000]  今日見到領子妹可以齊齊聚集在此
[00:00:09.000 --> 00:00:14.000]  敬拜神,真是很感謝神給我們有這麼豐厚的恩典
[00:00:14.000 --> 00:00:19.000]  很想在此和大家再讀一次經文
[00:00:19.000 --> 00:00:22.000]  這次是大家一起讀
[00:00:22.000 --> 00:00:26.000]  我們回到剛才讀經的地方
[00:00:26.000 --> 00:00:33.000]  我們看經文是約翰一書四章十九到二十一節
[00:00:33.000 --> 00:00:36.000]  雖然只是三節的經文
[00:00:36.000 --> 00:00:40.000]  但卻是很豐富的內容
[00:00:40.000 --> 00:00:44.000]  今天這一堂道旨既是對我講
[00:00:44.000 --> 00:00:46.000]  亦是對大家講
[00:00:46.000 --> 00:00:48.000]  我們一起讀
[00:00:48.000 --> 00:00:49.000]  預備起
[00:00:49.000 --> 00:00:53.000]  我們愛,因為神先愛我們
[00:00:53.000 --> 00:01:00.000]  人若說我愛神,卻恨他的弟兄,就是說謊了
[00:01:00.000 --> 00:01:07.000]  不愛他看得見的弟兄,就不能愛看不見的神
[00:01:07.000 --> 00:01:10.000]  愛神的也要愛弟兄
[00:01:10.000 --> 00:01:14.000]  這是我們從神所授的命令
[00:01:14.000 --> 00:01:19.000]  我們開始的時候再一同去禱告
[00:01:19.000 --> 00:01:24.000]  天父上帝,我們很感謝祢
[00:01:24.000 --> 00:01:26.000]  感謝祢愛我們
[00:01:26.000 --> 00:01:29.000]  感謝祢也賜下祢的話語
[00:01:29.000 --> 00:01:32.000]  要成為我們腳前的燈,路上的光
[00:01:32.000 --> 00:01:36.000]  今日求祢開我們眾人的心眼
[00:01:36.000 --> 00:01:40.000]  讓我們看到神你是怎樣的
[00:01:40.000 --> 00:01:44.000]  讓我們眾人都聽到祢的聲音
[00:01:44.000 --> 00:01:48.000]  願以聖靈在我們裡面去工作
[00:01:48.000 --> 00:01:52.000]  叫我們自己去回應祢
[00:01:52.000 --> 00:01:54.000]  願神在我們當中
[00:01:54.000 --> 00:01:58.000]  得著一切的榮耀和重贊
[00:01:58.000 --> 00:01:59.000]  感謝祢
[00:01:59.000 --> 00:02:02.000]  奉耶穌基督的名字祈禱
[00:02:02.000 --> 00:02:04.000]  阿們
[00:02:04.000 --> 00:02:09.000]  我們愛,因為神先愛我們
[00:02:09.000 --> 00:02:12.000]  我們講愛的功課
[00:02:12.000 --> 00:02:16.000]  其實教會其中一個很突出的地方就是講愛
[00:02:16.000 --> 00:02:28.000]  在約翰一書一章三節裡這樣說
[00:02:28.000 --> 00:02:31.000]  大家一邊看一邊聽我說
[00:02:31.000 --> 00:02:33.000]  這裡說
[00:02:33.000 --> 00:02:35.000]  我們將所看見所聽見的
[00:02:35.000 --> 00:02:37.000]  傳揚給你們
[00:02:37.000 --> 00:02:41.000]  為要使你們也與我們有團契
[00:02:41.000 --> 00:02:45.000]  而我們的團契是與父和他兒子
[00:02:45.000 --> 00:02:47.000]  耶穌基督所共有的
[00:02:47.000 --> 00:02:49.000]  這裡說到團契
[00:02:49.000 --> 00:02:54.000]  其實也說到教會一個很重要的特色
[00:02:54.000 --> 00:02:57.000]  我們回來教會是為了什麼呢?
[00:02:57.000 --> 00:03:00.000]  台下的弟兄姊妹也好
[00:03:00.000 --> 00:03:02.000]  新的朋友也好
[00:03:02.000 --> 00:03:04.000]  如果你想到的
[00:03:04.000 --> 00:03:06.000]  都大聲在位置說出來
[00:03:06.000 --> 00:03:08.000]  回來教會是為了什麼?
[00:03:08.000 --> 00:03:11.000]  非常好,敬拜神啊
[00:03:11.000 --> 00:03:13.000]  還有沒有?
[00:03:13.000 --> 00:03:15.000]  很聰明吧
[00:03:15.000 --> 00:03:17.000]  還有沒有?
[00:03:17.000 --> 00:03:19.000]  回來教會是為了什麼?
[00:03:19.000 --> 00:03:21.000]  除了敬拜
[00:03:21.000 --> 00:03:25.000]  大聲就在位置說出來
[00:03:25.000 --> 00:03:28.000]  聽神的話
[00:03:28.000 --> 00:03:32.000]  這裡除了敬拜和聽神的話
[00:03:32.000 --> 00:03:35.000]  還有團契
