
[00:00:00.000 --> 00:00:06.000]  (主席) 各位兄弟姐妹早安
[00:00:06.000 --> 00:00:12.000]  高興能夠和各位兄弟姐妹在這個地方來敬拜
[00:00:12.000 --> 00:00:15.000]  洪水橋這個地方慢慢越來越出名了
[00:00:15.000 --> 00:00:17.000]  在整個北部都會
[00:00:17.000 --> 00:00:22.000]  我在新界東粉嶺區
[00:00:22.000 --> 00:00:25.000]  你們在新嶺西這邊
[00:00:25.000 --> 00:00:27.000]  整個北部都會
[00:00:27.000 --> 00:00:30.000]  不知道每月將會有多少人住?
[00:00:30.000 --> 00:00:34.000]  250萬人
[00:00:34.000 --> 00:00:36.000]  是250萬人
[00:00:36.000 --> 00:00:39.000]  所以求神祝福洪水橋堂
[00:00:39.000 --> 00:00:44.000]  洪恩堂在這裡繼續能夠有更加
[00:00:44.000 --> 00:00:46.000]  蒙神賜恩的發展
[00:00:46.000 --> 00:00:49.000]  所以今天能夠和大家一起去敬拜
[00:00:49.000 --> 00:00:51.000]  很感謝主
[00:00:51.000 --> 00:00:56.000]  我們施香神教華語之師我們一起祈禱
[00:00:56.000 --> 00:00:59.000]  祝我們感謝讚美你
[00:00:59.000 --> 00:01:02.000]  你的恩典承托我們的生命
[00:01:02.000 --> 00:01:04.000]  讓我們能夠活著
[00:01:04.000 --> 00:01:06.000]  不是枉然
[00:01:06.000 --> 00:01:09.000]  求你來施恩
[00:01:09.000 --> 00:01:11.000]  藉著你自己的華語
[00:01:11.000 --> 00:01:14.000]  光照我們所當行的路
[00:01:14.000 --> 00:01:18.000]  你是那位永活的上帝
[00:01:18.000 --> 00:01:24.000]  我們一餐一宿都滿有你的恩典
[00:01:24.000 --> 00:01:27.000]  最後求你來施恩
[00:01:27.000 --> 00:01:32.000]  讓我們不枉然領受你自己的恩典
[00:01:32.000 --> 00:01:34.000]  唯有你連戳
[00:01:34.000 --> 00:01:36.000]  唯有你敦促
[00:01:36.000 --> 00:01:39.000]  我們能夠快跑的來跟從你
[00:01:39.000 --> 00:01:41.000]  願你來施恩
[00:01:41.000 --> 00:01:43.000]  祝福我們今天的敬拜
[00:01:43.000 --> 00:01:47.000]  讓我們在中間與你相遇
[00:01:47.000 --> 00:01:50.000]  叫你的華語甦醒我們的心靈
[00:01:50.000 --> 00:01:51.000]  叫你的臨在
[00:01:51.000 --> 00:01:55.000]  能夠叫我們哪怕光暗的心都軟化
[00:01:55.000 --> 00:01:56.000]  俯伏
[00:01:56.000 --> 00:01:58.000]  為要尊崇你
[00:01:58.000 --> 00:02:02.000]  祝福我們中間每一位你所愛的
[00:02:02.000 --> 00:02:04.000]  誰聽我們在面前的祈禱
[00:02:04.000 --> 00:02:06.000]  奉耶穌聖名祈求
[00:02:06.000 --> 00:02:08.000]  阿們
[00:02:08.000 --> 00:02:13.000]  路德記其實是一卷
[00:02:13.000 --> 00:02:15.000]  很百感交集
[00:02:15.000 --> 00:02:19.000]  但是又容易錯解的聖經
[00:02:19.000 --> 00:02:22.000]  在看路德記的時候
[00:02:22.000 --> 00:02:26.000]  對應著今天我們的社會
[00:02:26.000 --> 00:02:29.000]  移民好還是不移民好呢?
[00:02:29.000 --> 00:02:33.000]  一罵我真的千車萬馬
[00:02:33.000 --> 00:02:36.000]  不過他又回流
[00:02:36.000 --> 00:02:40.000]  這段經文對你和我有什麼啟迪呢?
[00:02:40.000 --> 00:02:46.000]  在早前的時候認識一位姐妹
[00:02:46.000 --> 00:02:50.000]  她說在一年的時間裡
[00:02:50.000 --> 00:02:53.000]  兩個自己的兒子
[00:02:53.000 --> 00:02:57.000]  相繼離世
[00:02:57.000 --> 00:03:01.000]  白頭人送黑頭人
[00:03:01.000 --> 00:03:04.000]  是很大的悲痛
[00:03:04.000 --> 00:03:06.000]  剛剛這個星期我聽到
[00:03:06.000 --> 00:03:11.000]  有一位侍奉神將近退休的路姐
[00:03:11.000 --> 00:03:15.000]  他的兒子離世
[00:03:15.000 --> 00:03:17.000]  很大的悲痛
[00:03:17.000 --> 00:03:19.000]  對經文來說
[00:03:19.000 --> 00:03:22.000]  那奧米的丈夫離世
[00:03:22.000 --> 00:03:25.000]  她兩個兒子又離世
[00:03:25.000 --> 00:03:31.000]  路德這一段婚姻
[00:03:31.000 --> 00:03:33.000]  還未能生兒時
[00:03:33.000 --> 00:03:36.000]  丈夫又離世
[00:03:36.000 --> 00:03:39.000]  三個寡婦走在一起
[00:03:39.000 --> 00:03:42.000]  一個年輕的跟一個年長的
[00:03:42.000 --> 00:03:47.000]  回到白利恆這個地方
[00:03:47.000 --> 00:03:49.000]  就是路德記裡面的那段經文
[00:03:49.000 --> 00:03:51.000]  如果我想問你
[00:03:51.000 --> 00:03:53.000]  今天說忠心
[00:03:53.000 --> 00:03:54.000]  你做誰呢?
[00:03:54.000 --> 00:03:58.000]  你想做男或女還是想做路德呢?
[00:03:58.000 --> 00:04:01.000]  選擇什麼時間
[00:04:01.000 --> 00:04:03.000]  最好沒有禍患的時間
[00:04:03.000 --> 00:04:09.000]  男或女能夠最終有個孫子
[00:04:09.000 --> 00:04:11.000]  當乾了是他的孫子
[00:04:11.000 --> 00:04:13.000]  這樣就安樂了
[00:04:13.000 --> 00:04:19.000]  或者路德再遇到一個有錢人家
[00:04:19.000 --> 00:04:22.000]  那個時間就好了
[00:04:22.000 --> 00:04:23.000]  我們人生有些時候
[00:04:23.000 --> 00:04:25.000]  我們很想選擇某一個片段
[00:04:25.000 --> 00:04:29.000]  如果一生單單是這樣就好了
[00:04:29.000 --> 00:04:32.000]  路德記不是這樣去通訊
[00:04:32.000 --> 00:04:35.000]  在整個過程裡面
[00:04:35.000 --> 00:04:38.000]  神容讓他自己的選民
[00:04:38.000 --> 00:04:42.000]  失去自愛和倚靠
[00:04:42.000 --> 00:04:47.000]  其實充滿眼淚悲情的一個記載
[00:04:47.000 --> 00:04:52.000]  如果我們細心去掌握體會
[00:04:52.000 --> 00:04:55.000]  其實很難去明白
[00:04:55.000 --> 00:04:58.000]  究竟路德記是教我們做什麼呢?
[00:04:58.000 --> 00:05:00.000]  是不是教有錢人
[00:05:00.000 --> 00:05:02.000]  你懂得找
[00:05:02.000 --> 00:05:04.000]  跟就一定要跟
[00:05:04.000 --> 00:05:06.000]  這個幫下師後面
[00:05:06.000 --> 00:05:09.000]  這樣就有好處了
[00:05:09.000 --> 00:05:13.000]  這個婆婆也是這樣教你
[00:05:13.000 --> 00:05:15.000]  你聰明一點吧
[00:05:15.000 --> 00:05:19.000]  有些時候我們可能以為這樣是路德記
[00:05:19.000 --> 00:05:22.000]  不是這樣的意思
[00:05:22.000 --> 00:05:24.000]  絕對不是
[00:05:24.000 --> 00:05:27.000]  是不是奶奶就
[00:05:27.000 --> 00:05:30.000]  哇!我媳婦能夠改嫁了
[00:05:30.000 --> 00:05:33.000]  我將來就無憂了
[00:05:33.000 --> 00:05:36.000]  到了路德記最後就好像這樣
[00:05:36.000 --> 00:05:38.000]  還要是什麼?
[00:05:38.000 --> 00:05:41.000]  王的後裔
[00:05:41.000 --> 00:05:43.000]  可能我們中間有些弟兄姐妹
[00:05:43.000 --> 00:05:46.000]  未必看過路德記這段經文
