
[00:00:00.000 --> 00:00:05.000]  天父,今天求祢開我們的眼睛
[00:00:05.000 --> 00:00:08.000]  讓我們認識祢更加深
[00:00:08.000 --> 00:00:11.000]  也讓我們聽到祢的聲音
[00:00:11.000 --> 00:00:15.000]  要明白上帝的心意如何
[00:00:15.000 --> 00:00:18.000]  就讓我們有力量
[00:00:18.000 --> 00:00:20.000]  面對現在的處境
[00:00:20.000 --> 00:00:22.000]  面對我們的生命
[00:00:22.000 --> 00:00:25.000]  面對不同的問題
[00:00:25.000 --> 00:00:27.000]  天父,求祢賜福給我們
[00:00:27.000 --> 00:00:31.000]  奉耶穌基督的名字祈禱
[00:00:31.000 --> 00:00:33.000]  阿們
[00:00:33.000 --> 00:00:36.000]  這個講題我們應該比較少講
[00:00:36.000 --> 00:00:39.000]  耶和華尼西這個題目
[00:00:39.000 --> 00:00:43.000]  但卻是非常非常寶貴
[00:00:43.000 --> 00:00:46.000]  今天我們要看一場戰爭
[00:00:46.000 --> 00:00:48.000]  這場戰爭是很特別的
[00:00:48.000 --> 00:00:50.000]  不是單純的一個層面
[00:00:50.000 --> 00:00:53.000]  我們先來看一下
[00:00:53.000 --> 00:00:59.000]  耶和華尼西是耶和華的「禎奇」
[00:00:59.000 --> 00:01:01.000]  究竟是什麼意思呢?
[00:01:01.000 --> 00:01:03.000]  希望今天在這堂道裏
[00:01:03.000 --> 00:01:05.000]  讓大家深深地明白
[00:01:05.000 --> 00:01:08.000]  也知道耶和華尼西這個名字
[00:01:08.000 --> 00:01:11.000]  對於我們的意義在哪裡
[00:01:11.000 --> 00:01:14.000]  今天我們看的那段經文
[00:01:14.000 --> 00:01:19.000]  是《春海及記》十七章八節打後的一段經文
[00:01:19.000 --> 00:01:23.000]  當時阿瑪力來到利菲定這個地方
[00:01:23.000 --> 00:01:25.000]  與以色列爭戰
[00:01:25.000 --> 00:01:27.000]  這個圖大家看
[00:01:27.000 --> 00:01:29.000]  或許不是十分清晰
[00:01:29.000 --> 00:01:31.000]  利菲定在圖上
[00:01:31.000 --> 00:01:33.000]  現在你看到的畫面
[00:01:33.000 --> 00:01:36.000]  右手邊比較下一點的位置
[00:01:36.000 --> 00:01:39.000]  你看到有四個字叫西乃曠野
[00:01:39.000 --> 00:01:42.000]  上一點的位置就是利菲定
[00:01:42.000 --> 00:01:44.000]  在那個端端那裡
[00:01:44.000 --> 00:01:46.000]  就在那個地方
[00:01:46.000 --> 00:01:49.000]  有一場戰爭
[00:01:49.000 --> 00:01:52.000]  這個是以色列民出埃及後
[00:01:52.000 --> 00:01:56.000]  在曠野的第一場戰爭
[00:01:56.000 --> 00:01:59.000]  阿瑪力究竟是什麼人呢?
[00:01:59.000 --> 00:02:01.000]  值得我們認識一下
[00:02:01.000 --> 00:02:04.000]  在《創世紀》三十六章十到十二節那裏這樣說
[00:02:04.000 --> 00:02:07.000]  「以素子孫的名字如下
[00:02:07.000 --> 00:02:11.000]  以素的妻子雅大生以利法
[00:02:11.000 --> 00:02:15.000]  亭納是以素兒子以利法的妾
[00:02:15.000 --> 00:02:18.000]  她為以利法生了阿瑪力」
[00:02:18.000 --> 00:02:23.000]  所以我們知道阿瑪力是以素的後人
[00:02:23.000 --> 00:02:27.000]  阿瑪力人與以色列人是親屬
[00:02:27.000 --> 00:02:29.000]  他們有關係的
[00:02:29.000 --> 00:02:32.000]  因為以素與雅各是兩兄弟
[00:02:32.000 --> 00:02:35.000]  所以他們的後人也是親屬的關係
[00:02:35.000 --> 00:02:37.000]  但是我們很肯定地說
[00:02:37.000 --> 00:02:40.000]  他們的關係並不友好
[00:02:40.000 --> 00:02:43.000]  甚至可以這樣說是宿敵
[00:02:43.000 --> 00:02:45.000]  這個值得我們去思考
[00:02:45.000 --> 00:02:49.000]  為什麼親屬到後來又發展成為敵人
[00:02:49.000 --> 00:02:51.000]  並不友好呢?
[00:02:51.000 --> 00:02:56.000]  我們很肯定一件事就是相當不起於阿瑪力人
[00:02:56.000 --> 00:02:59.000]  因為他們的手段非常卑劣
[00:02:59.000 --> 00:03:03.000]  可以這樣說他們欺負以色列民
[00:03:03.000 --> 00:03:05.000]  特別記載這一段
[00:03:05.000 --> 00:03:07.000]  以色列民出埃及的路上
[00:03:07.000 --> 00:03:10.000]  他們遇到阿瑪力的這一段經歷
[00:03:10.000 --> 00:03:12.000]  聖經在其他地方有記載
[00:03:12.000 --> 00:03:15.000]  神對這一群人的評價是什麼
[00:03:15.000 --> 00:03:18.000]  新明紀的二十五章十七到十九節這樣說
[00:03:18.000 --> 00:03:21.000]  你要記得你們出埃及的時候
[00:03:21.000 --> 00:03:24.000]  阿瑪力在路上怎樣對待你
[00:03:24.000 --> 00:03:26.000]  在路上迎擊你
[00:03:26.000 --> 00:03:28.000]  趁你疲乏困原的時候
[00:03:28.000 --> 00:03:31.000]  擊殺所有在你後面軟弱的人
[00:03:31.000 --> 00:03:33.000]  並不敬畏神
[00:03:33.000 --> 00:03:35.000]  到後面上帝說
[00:03:35.000 --> 00:03:39.000]  你要把阿瑪力的命從天下逃去
[00:03:39.000 --> 00:03:41.000]  其實在這個時候
[00:03:41.000 --> 00:03:44.000]  以色列民並沒有主動挑動戰爭
[00:03:44.000 --> 00:03:46.000]  沒有
[00:03:46.000 --> 00:03:49.000]  但是阿瑪力卻要欺負他們
[00:03:49.000 --> 00:03:51.000]  而且卑劣的地方就是
[00:03:51.000 --> 00:03:54.000]  趁他們累了就要取他們的命
[00:03:54.000 --> 00:03:55.000]  他們非常累
[00:03:55.000 --> 00:03:57.000]  很疲乏很軟弱的時候
[00:03:57.000 --> 00:04:00.000]  他就要攻擊他們很軟弱的人
[00:04:00.000 --> 00:04:03.000]  真的想要取他們的命
[00:04:03.000 --> 00:04:05.000]  這個如果大家記得
[00:04:05.000 --> 00:04:09.000]  出埃及的場面是浩浩蕩蕩
[00:04:09.000 --> 00:04:12.000]  不只是有男人在裡面都有婦孺
[00:04:12.000 --> 00:04:14.000]  也肯定有長者
[00:04:14.000 --> 00:04:16.000]  在這個時候在走難當中
[00:04:16.000 --> 00:04:18.000]  這樣被人攻擊
[00:04:18.000 --> 00:04:22.000]  是很不容易去面對的
[00:04:22.000 --> 00:04:24.000]  今天值得我們問
[00:04:24.000 --> 00:04:28.000]  誰是我們的阿瑪力人
[00:04:28.000 --> 00:04:32.000]  阿瑪力人是以色列的仇敵
[00:04:32.000 --> 00:04:35.000]  那誰是我們的阿瑪力人呢?
[00:04:35.000 --> 00:04:39.000]  或許我們和弟兄姊妹會有衝突
[00:04:39.000 --> 00:04:40.000]  我們不喜歡某個人
[00:04:40.000 --> 00:04:42.000]  或者某個人不喜歡我們
[00:04:42.000 --> 00:04:45.000]  但是我可以很肯定地說
[00:04:45.000 --> 00:04:48.000]  他們絕對不是我們的敵人
[00:04:48.000 --> 00:04:49.000]  他們不是我們的敵人
[00:04:49.000 --> 00:04:50.000]  所以我們的矛頭
[00:04:50.000 --> 00:04:52.000]  沒有指向我們的弟兄姊妹
[00:04:52.000 --> 00:04:54.000]  是因為我不喜歡他
[00:04:54.000 --> 00:04:55.000]  我覺得他這樣
[00:04:55.000 --> 00:04:56.000]  他覺得我這樣
[00:04:56.000 --> 00:04:58.000]  所以我們彼此為敵
[00:04:58.000 --> 00:04:59.000]  不是的
[00:04:59.000 --> 00:05:01.000]  他們不是我們的敵人
[00:05:01.000 --> 00:05:03.000]  真正的敵人只有一個
[00:05:03.000 --> 00:05:05.000]  那惡者撒旦
[00:05:05.000 --> 00:05:07.000]  彼得前書五章八節這樣說
[00:05:07.000 --> 00:05:10.000]  務要謹慎 要警醒
[00:05:10.000 --> 00:05:12.000]  因為你們的仇敵魔鬼
[00:05:12.000 --> 00:05:14.000]  如同咆哮的獅子
[00:05:14.000 --> 00:05:16.000]  走來走去
[00:05:16.000 --> 00:05:19.000]  尋找可吞吃的人
[00:05:19.000 --> 00:05:21.000]  務要謹慎 要警醒
[00:05:21.000 --> 00:05:22.000]  你們的仇敵魔鬼
[00:05:22.000 --> 00:05:24.000]  這段話不是對著
[00:05:24.000 --> 00:05:26.000]  未信主的人說的
[00:05:26.000 --> 00:05:29.000]  是對著信耶穌的人說的
[00:05:29.000 --> 00:05:31.000]  上帝想我們要去小心
[00:05:31.000 --> 00:05:33.000]  是這個仇敵
[00:05:33.000 --> 00:05:36.000]  不是我們身邊的人
[00:05:36.000 --> 00:05:38.000]  我們甚少去說
[00:05:38.000 --> 00:05:39.000]  究竟這個仇敵
[00:05:39.000 --> 00:05:42.000]  會怎樣對付我們的生命呢?
[00:05:42.000 --> 00:05:44.000]  原來有至少幾個方式
[00:05:44.000 --> 00:05:46.000]  第一樣很自然的
[00:05:46.000 --> 00:05:48.000]  是引誘我們犯罪
[00:05:48.000 --> 00:05:51.000]  當我們陷在罪惡當中的時候
[00:05:51.000 --> 00:05:53.000]  我們自然的心就會遠離神
[00:05:53.000 --> 00:05:56.000]  我們跟神的關係很疏遠
[00:05:56.000 --> 00:05:59.000]  其實惡者無非想做一件事
[00:05:59.000 --> 00:06:01.000]  最好就是遠離神
[00:06:01.000 --> 00:06:03.000]  最好就是沒有親近神
[00:06:03.000 --> 00:06:05.000]  跟神有這麼遠 得這麼遠就最好了
[00:06:05.000 --> 00:06:07.000]  我破壞了這個關係就成功了
[00:06:07.000 --> 00:06:10.000]  所以所有事情都向著這個向度
[00:06:10.000 --> 00:06:12.000]  第二樣就是當我們遇到
[00:06:12.000 --> 00:06:15.000]  人生的風浪和巨大的困難的時候
[00:06:15.000 --> 00:06:18.000]  那個惡者都會趁機影響我們的信心
[00:06:18.000 --> 00:06:21.000]  讓我們對神失去信心
[00:06:21.000 --> 00:06:23.000]  我們開始懷疑神
[00:06:23.000 --> 00:06:25.000]  一定是上帝作弄我
[00:06:25.000 --> 00:06:27.000]  一定是上帝對我不好
[00:06:27.000 --> 00:06:28.000]  為什麼要這樣呢?
[00:06:28.000 --> 00:06:31.000]  在疫情期間一定會有很多人問
[00:06:31.000 --> 00:06:34.000]  上帝你知道疫情很厲害
[00:06:34.000 --> 00:06:36.000]  你見不見到
[00:06:36.000 --> 00:06:38.000]  每天排隊去強檢
[00:06:38.000 --> 00:06:40.000]  你見不見到我們每天一千多宗
[00:06:40.000 --> 00:06:42.000]  有機會上到一萬宗
[00:06:42.000 --> 00:06:44.000]  上帝為什麼不出手?
[00:06:44.000 --> 00:06:47.000]  上帝是不是你要整頓我們?
[00:06:47.000 --> 00:06:48.000]  我們開始懷疑神
[00:06:48.000 --> 00:06:49.000]  我們埋怨神
[00:06:49.000 --> 00:06:51.000]  一定是祂對我們不好
[00:06:51.000 --> 00:06:53.000]  我們甚至遠離神
[00:06:53.000 --> 00:06:55.000]  這個也是惡者的攻擊
[00:06:55.000 --> 00:06:57.000]  一些詭計
[00:06:57.000 --> 00:07:00.000]  令我們覺得對、懷疑
[00:07:00.000 --> 00:07:02.000]  一定是祂不好
[00:07:02.000 --> 00:07:05.000]  祂對你好,怎麼會有疫情呢?
[00:07:05.000 --> 00:07:07.000]  這些時候要小心
[00:07:07.000 --> 00:07:08.000]  第三件事
[00:07:08.000 --> 00:07:10.000]  當我們彼此
[00:07:10.000 --> 00:07:11.000]  弟兄姊妹當中
[00:07:11.000 --> 00:07:13.000]  我們肢體當中發生衝突的時候
[00:07:13.000 --> 00:07:16.000]  那個惡者也在當中搞破壞
[00:07:16.000 --> 00:07:18.000]  加深大家不愉快的感覺
[00:07:18.000 --> 00:07:20.000]  造成教會分裂
[00:07:20.000 --> 00:07:22.000]  分黨分派
[00:07:22.000 --> 00:07:25.000]  自然大家就沒辦法只為主作見證
[00:07:25.000 --> 00:07:27.000]  大家都很憤怒
[00:07:27.000 --> 00:07:29.000]  我很想對付那個對我不好的人
[00:07:29.000 --> 00:07:31.000]  每天用嘴巴說是非
[00:07:31.000 --> 00:07:34.000]  就要說對方怎樣不好
[00:07:34.000 --> 00:07:37.000]  那惡者就贏了
[00:07:37.000 --> 00:07:39.000]  在不知不覺之間
[00:07:39.000 --> 00:07:41.000]  他已經勝利
[00:07:41.000 --> 00:07:43.000]  因為我們已經不同心
[00:07:43.000 --> 00:07:45.000]  我們也沒有這樣的力量
[00:07:45.000 --> 00:07:46.000]  令人歸主
[00:07:46.000 --> 00:07:48.000]  第四件事也是很卑劣的
[00:07:48.000 --> 00:07:52.000]  就是他可以直接攻擊我們的身心靈
[00:07:52.000 --> 00:07:56.000]  令我們經歷很多患難和痛苦
[00:07:56.000 --> 00:07:58.000]  我想說一個事實
[00:07:58.000 --> 00:08:01.000]  就是如果我們經常聽見見證
[00:08:01.000 --> 00:08:05.000]  宣教士和傳福音的勇士
[00:08:05.000 --> 00:08:08.000]  他們經歷的屬靈攻擊是很多的
[00:08:08.000 --> 00:08:10.000]  我很肯定這一點
[00:08:10.000 --> 00:08:12.000]  因為他們要搶救靈魂
[00:08:12.000 --> 00:08:14.000]  所以一定很直接地
[00:08:14.000 --> 00:08:17.000]  會跟那個惡者碰到正
[00:08:17.000 --> 00:08:20.000]  還有凡納至在基督耶穌裡
[00:08:20.000 --> 00:08:21.000]  過敬虔生活的
[00:08:21.000 --> 00:08:23.000]  也要受到逼迫
[00:08:23.000 --> 00:08:25.000]  要面對很多屬靈的攻擊
[00:08:25.000 --> 00:08:27.000]  這個一定是真的
[00:08:27.000 --> 00:08:28.000]  除非我今天
[00:08:28.000 --> 00:08:31.000]  我不打算敬虔道人
[00:08:31.000 --> 00:08:32.000]  否則你要知道
[00:08:32.000 --> 00:08:35.000]  那惡者是一定不會放過你的
[00:08:35.000 --> 00:08:38.000]  我最近去預備這篇講章的時候
[00:08:38.000 --> 00:08:39.000]  去思考的時候
[00:08:39.000 --> 00:08:42.000]  我發覺不是
[00:08:42.000 --> 00:08:46.000]  不只是這些人面對很多屬靈的攻擊
[00:08:46.000 --> 00:08:50.000]  不只是他們面對那惡者的攻擊
[00:08:50.000 --> 00:08:53.000]  其實其他人也會
[00:08:53.000 --> 00:08:55.000]  那個惡者就是這樣
[00:08:55.000 --> 00:08:57.000]  透過不同的位置
[00:08:57.000 --> 00:08:59.000]  一直就是這個好像咆哮的獅子
[00:08:59.000 --> 00:09:01.000]  走來走去
[00:09:01.000 --> 00:09:04.000]  找不同的空間去攻擊不同的人
[00:09:04.000 --> 00:09:08.000]  我們平時很少思考這些問題
[00:09:08.000 --> 00:09:11.000]  我們是否在自己的罪惡裡
[00:09:11.000 --> 00:09:14.000]  是否在很多關係的破裂裡
[00:09:14.000 --> 00:09:17.000]  根本沒有這個空間去思考
[00:09:17.000 --> 00:09:19.000]  但今天藉著這場仗要想
[00:09:19.000 --> 00:09:22.000]  我們的亞馬力人是誰
[00:09:22.000 --> 00:09:24.000]  弟兄姊妹想清楚
[00:09:24.000 --> 00:09:25.000]  不是你的弟兄
[00:09:25.000 --> 00:09:27.000]  你的姊妹
[00:09:27.000 --> 00:09:30.000]  而是那惡者
[00:09:30.000 --> 00:09:34.000]  究竟我們要怎樣去打這場仗呢
[00:09:34.000 --> 00:09:35.000]  一會兒我會繼續說
[00:09:35.000 --> 00:09:37.000]  其實我們生命裡有什麼仗
[00:09:37.000 --> 00:09:38.000]  我們要去打呢
[00:09:38.000 --> 00:09:40.000]  要去說
[00:09:40.000 --> 00:09:41.000]  我們說回
[00:09:41.000 --> 00:09:43.000]  又看回那場仗
[00:09:43.000 --> 00:09:47.000]  很明顯亞馬力人是有備而來的
[00:09:47.000 --> 00:09:49.000]  他們很善於打仗
[00:09:49.000 --> 00:09:51.000]  以色列人就不是了
[00:09:51.000 --> 00:09:54.000]  說得再下一點
[00:09:54.000 --> 00:09:58.000]  以色列人是很集排軍
[00:09:58.000 --> 00:10:01.000]  集排軍沒有訓練的一批人
[00:10:01.000 --> 00:10:04.000]  他們不善於打仗
[00:10:04.000 --> 00:10:06.000]  但在這個位置
[00:10:06.000 --> 00:10:08.000]  以色列人沒有選擇
[00:10:08.000 --> 00:10:09.000]  他們並不好戰
[00:10:09.000 --> 00:10:11.000]  他們不是想去打別人
[00:10:11.000 --> 00:10:12.000]  別人打到過來
[00:10:12.000 --> 00:10:14.000]  你不去迎戰沒有辦法
[00:10:14.000 --> 00:10:17.000]  所以被迫一定要去打
[00:10:17.000 --> 00:10:22.000]  我們可以從三個層面去看這場仗
[00:10:22.000 --> 00:10:24.000]  這是非常精彩
[00:10:24.000 --> 00:10:27.000]  其實很少在聖經裡
[00:10:27.000 --> 00:10:30.000]  讓我們看這層面是這麼清晰
[00:10:30.000 --> 00:10:31.000]  這三場仗
[00:10:31.000 --> 00:10:32.000]  但我想說
[00:10:32.000 --> 00:10:34.000]  事實上我們在生命裡
[00:10:34.000 --> 00:10:35.000]  在生活裡
[00:10:35.000 --> 00:10:36.000]  在侍奉裡打仗
[00:10:36.000 --> 00:10:39.000]  都會經歷這三個層次
[00:10:39.000 --> 00:10:41.000]  哪三個層次呢
[00:10:41.000 --> 00:10:44.000]  第一個地面上的爭戰
[00:10:44.000 --> 00:10:46.000]  肉搏戰一定會
[00:10:46.000 --> 00:10:48.000]  第九節摩西對約斯亞說
[00:10:48.000 --> 00:10:50.000]  你為我們選出人來
[00:10:50.000 --> 00:10:52.000]  出去和亞馬力爭戰
[00:10:52.000 --> 00:10:53.000]  十節
[00:10:53.000 --> 00:10:57.000]  於是約斯亞照著摩西對他所說的話去做
[00:10:57.000 --> 00:10:59.000]  和亞馬力爭戰
[00:10:59.000 --> 00:11:03.000]  你一定要有前方的戰士出去打
[00:11:03.000 --> 00:11:06.000]  但有一個特別的位置值得我們注意
[00:11:06.000 --> 00:11:09.000]  就是你要選出人來
[00:11:09.000 --> 00:11:13.000]  原來不是每個人都打
[00:11:13.000 --> 00:11:15.000]  要選人
[00:11:15.000 --> 00:11:16.000]  但是
[00:11:16.000 --> 00:11:18.000]  聖經沒有說得很清楚
[00:11:18.000 --> 00:11:20.000]  你的準則是什麼呢
[00:11:20.000 --> 00:11:23.000]  因為這不是這段經文的重點
[00:11:23.000 --> 00:11:26.000]  但我知道要選人
[00:11:26.000 --> 00:11:28.000]  我不知道準則是什麼
