
[00:00:00.000 --> 00:00:02.000]  領子妹平安
[00:00:02.000 --> 00:00:09.000]  感謝神讓我們今天有這樣的福氣去敬拜讚美祂 去聆聽祂的話語
[00:00:09.000 --> 00:00:13.000]  願意神讓我們今天大大的得著祂
[00:00:13.000 --> 00:00:16.000]  我們一同再次禱告
[00:00:16.000 --> 00:00:20.000]  天父上帝我們感謝祢
[00:00:20.000 --> 00:00:24.000]  讓我們仍然有生命氣息去親近祢
[00:00:24.000 --> 00:00:27.000]  願意今天祢開我們的眼睛
[00:00:27.000 --> 00:00:30.000]  讓我們看見祢的榮耀
[00:00:30.000 --> 00:00:33.000]  看見祢的奇妙與聖潔
[00:00:33.000 --> 00:00:36.000]  就讓我們將心歸給祢
[00:00:36.000 --> 00:00:40.000]  願聖靈在我們每一個心裡面去工作
[00:00:40.000 --> 00:00:43.000]  感動我們 回應神
[00:00:43.000 --> 00:00:47.000]  奉耶穌基督的名字 祈禱 阿們
[00:00:47.000 --> 00:00:53.000]  今天的題目叫做「盛哉盛哉盛哉」
[00:00:53.000 --> 00:00:59.000]  這三個詞語是一個詞語的重複
[00:00:59.000 --> 00:01:02.000]  不停地說「盛哉盛哉盛哉」
[00:01:02.000 --> 00:01:05.000]  其實是一個三重贊
[00:01:05.000 --> 00:01:08.000]  例子一段敬拜讚美的說話
[00:01:08.000 --> 00:01:12.000]  一個讚美的詞語重複了三次
[00:01:12.000 --> 00:01:14.000]  就是說很重要
[00:01:14.000 --> 00:01:17.000]  盛哉是指聖潔
[00:01:17.000 --> 00:01:20.000]  如果我們把它再轉一轉
[00:01:20.000 --> 00:01:23.000]  盛哉 盛哉 盛哉
[00:01:23.000 --> 00:01:27.000]  代表了這個盛哉是最高級別
[00:01:27.000 --> 00:01:29.000]  最盛哉的意思
[00:01:29.000 --> 00:01:34.000]  這個三重的重讚是發自撒拉弗的口
[00:01:34.000 --> 00:01:37.000]  撒拉弗是指天使
[00:01:37.000 --> 00:01:39.000]  經文裡這樣說
[00:01:39.000 --> 00:01:42.000]  主坐在高高的寶座上
[00:01:42.000 --> 00:01:47.000]  這個寶座應該是在天上的聖殿裡
[00:01:47.000 --> 00:01:52.000]  有天使停留在神之上的空中
[00:01:52.000 --> 00:01:54.000]  在那裡侍候神
[00:01:54.000 --> 00:01:58.000]  天使向神發出了敬拜讚美
[00:01:58.000 --> 00:02:01.000]  一連三次讚美神的聖潔
[00:02:01.000 --> 00:02:05.000]  他們讚美神是最聖潔的那一位
[00:02:05.000 --> 00:02:09.000]  什麼叫做最聖潔呢?
[00:02:09.000 --> 00:02:13.000]  這些詞語我們在教會聽得多
[00:02:13.000 --> 00:02:16.000]  說得多 其實都很抽象
[00:02:16.000 --> 00:02:18.000]  我現在叫你形容一下
[00:02:18.000 --> 00:02:20.000]  什麼叫做最聖潔呢?
[00:02:20.000 --> 00:02:22.000]  那怎麼形容呢?
[00:02:22.000 --> 00:02:25.000]  我們試試拿一些形容詞
[00:02:25.000 --> 00:02:28.000]  是不是像一張紙一樣
[00:02:28.000 --> 00:02:32.000]  白白的 這樣叫聖潔
[00:02:32.000 --> 00:02:34.000]  但紙的白色
[00:02:34.000 --> 00:02:37.000]  都有很多不同的程度
[00:02:37.000 --> 00:02:39.000]  有時候感覺上看起來
[00:02:39.000 --> 00:02:42.000]  叫白紙 也不是那麼白
[00:02:42.000 --> 00:02:45.000]  又或者不行 用雪
[00:02:45.000 --> 00:02:47.000]  雪一樣的白
[00:02:47.000 --> 00:02:48.000]  聖潔就是這樣
[00:02:48.000 --> 00:02:50.000]  好像雪一樣的
[00:02:50.000 --> 00:02:52.000]  是不是這樣叫聖潔呢?
[00:02:52.000 --> 00:02:55.000]  又或者我們用太陽的光芒
[00:02:55.000 --> 00:02:56.000]  會不會近一點
[00:02:56.000 --> 00:02:59.000]  去形容神的聖潔 行不行呢?
[00:02:59.000 --> 00:03:02.000]  當太陽的光照著我們的眼睛的時候
[00:03:02.000 --> 00:03:05.000]  大家有沒有試過這個經驗?
[00:03:05.000 --> 00:03:06.000]  實際你的眼睛
