
[00:00:00.000 --> 00:00:01.000]  好 大家平安
[00:00:01.000 --> 00:00:05.640]  我高興今天跟大家分享神的話
[00:00:05.640 --> 00:00:10.240]  今天來到西貢漢羅營
[00:00:10.240 --> 00:00:11.600]  一個郊外的地方
[00:00:11.600 --> 00:00:15.840]  今天編導我也是很切合
[00:00:15.840 --> 00:00:17.760]  是郊外來講
[00:00:17.760 --> 00:00:20.240]  因為今天講的經文
[00:00:20.240 --> 00:00:22.520]  處境是在一個郊外
[00:00:22.520 --> 00:00:25.320]  剛才說有田有野
[00:00:25.320 --> 00:00:27.800]  還有一個井
[00:00:27.800 --> 00:00:29.080]  一會兒我會講
[00:00:29.080 --> 00:00:31.080]  不知道在人生中
[00:00:31.080 --> 00:00:33.880]  你覺得什麼是很重要的呢
[00:00:33.880 --> 00:00:37.080]  很多人都覺得錢很重要
[00:00:37.080 --> 00:00:40.840]  還有很多東西很重要
[00:00:40.840 --> 00:00:43.800]  今天想跟大家分享
[00:00:43.800 --> 00:00:45.800]  什麼是很重要
[00:00:45.800 --> 00:00:49.480]  主題叫不一樣的漢奸
[00:00:49.480 --> 00:00:56.600]  剛才說在約翰福音四章
[00:00:56.600 --> 00:01:01.160]  耶穌和門徒經過薩馬利亞的地方
[00:01:01.160 --> 00:01:03.160]  當時是正午
[00:01:03.160 --> 00:01:05.160]  正午的時候很熱
[00:01:05.160 --> 00:01:07.160]  他們走路困倦
[00:01:07.160 --> 00:01:09.160]  門徒去買食物
[00:01:09.160 --> 00:01:11.160]  耶穌坐在井旁
[00:01:11.160 --> 00:01:14.360]  那時有一個薩馬利亞婦人
[00:01:14.360 --> 00:01:16.360]  中午來打水
[00:01:16.360 --> 00:01:20.520]  耶穌問這個婦人拿水喝
[00:01:20.520 --> 00:01:23.800]  這個婦人說你是猶太人
[00:01:23.800 --> 00:01:25.800]  我是薩馬利亞人
[00:01:25.800 --> 00:01:29.480]  猶太人和薩馬利亞人沒有來往
[00:01:29.480 --> 00:01:32.920]  好像以色列和巴勒斯坦
[00:01:32.920 --> 00:01:34.920]  都有敵對關係
[00:01:34.920 --> 00:01:36.920]  門徒回來也看到
[00:01:36.920 --> 00:01:38.920]  耶穌和這個婦人聊天
[00:01:38.920 --> 00:01:40.920]  覺得很奇怪
[00:01:40.920 --> 00:01:42.920]  打破了當時的傳統
[00:01:42.920 --> 00:01:46.600]  男人和女人要保持距離
[00:01:46.600 --> 00:01:50.600]  耶穌問她拿水喝
[00:01:50.600 --> 00:01:52.600]  這個婦人說井很深
[00:01:52.600 --> 00:01:54.920]  你有沒有打水
[00:01:54.920 --> 00:01:56.920]  為什麼要拿水喝
[00:01:56.920 --> 00:01:58.920]  耶穌說
[00:01:58.920 --> 00:02:00.920]  如果你知道神的恩賜
[00:02:00.920 --> 00:02:02.920]  你一早求祂
[00:02:02.920 --> 00:02:04.920]  祂就會賜給你活水
[00:02:04.920 --> 00:02:06.920]  喝了永遠不渴
[00:02:06.920 --> 00:02:08.920]  你喝這些水
[00:02:08.920 --> 00:02:10.920]  仍然會渴
[00:02:10.920 --> 00:02:12.920]  但喝了神賜的活水
[00:02:12.920 --> 00:02:14.920]  就永遠不渴
[00:02:14.920 --> 00:02:16.920]  這個婦人就問耶穌
[00:02:16.920 --> 00:02:18.920]  讓我喝吧
[00:02:18.920 --> 00:02:20.920]  耶穌就問她
[00:02:20.920 --> 00:02:22.920]  叫你丈夫來吧
[00:02:22.920 --> 00:02:24.920]  叫你丈夫來吧
[00:02:24.920 --> 00:02:26.920]  這個婦人如何回答耶穌
[00:02:26.920 --> 00:02:28.920]  她立即防衛機制
[00:02:28.920 --> 00:02:30.920]  我沒有丈夫
[00:02:30.920 --> 00:02:32.920]  耶穌說
[00:02:32.920 --> 00:02:34.920]  你之前有五個丈夫
[00:02:34.920 --> 00:02:36.920]  現在這個丈夫也不是你的丈夫
[00:02:36.920 --> 00:02:38.920]  這個婦人就很驚訝
[00:02:38.920 --> 00:02:40.920]  你是不是先知
[00:02:40.920 --> 00:02:42.920]  你知道我的事
[00:02:42.920 --> 00:02:44.920]  你們禮拜在這個山上
[00:02:44.920 --> 00:02:46.920]  在耶路撒冷
[00:02:46.920 --> 00:02:48.920]  我們禮拜就在這個山上
[00:02:48.920 --> 00:02:50.920]  耶穌說
[00:02:50.920 --> 00:02:52.920]  遲到了
[00:02:52.920 --> 00:02:54.920]  今天拜父
[00:02:54.920 --> 00:02:56.920]  不是在這裡
[00:02:56.920 --> 00:02:58.920]  今天拜父就像大家剛才敬拜
[00:02:58.920 --> 00:03:00.920]  我們用心靈和誠實
[00:03:00.920 --> 00:03:02.920]  來敬拜
[00:03:02.920 --> 00:03:04.920]  這個婦人就說
[00:03:04.920 --> 00:03:06.920]  莫非你就是
[00:03:06.920 --> 00:03:08.920]  要來的救主
[00:03:08.920 --> 00:03:10.920]  來賽亞
[00:03:10.920 --> 00:03:12.920]  耶穌就說
[00:03:12.920 --> 00:03:14.920]  換圖回來的時候
[00:03:14.920 --> 00:03:16.920]  看到耶穌和這個婦人
[00:03:16.920 --> 00:03:18.920]  聊天也很奇怪
[00:03:18.920 --> 00:03:20.920]  然後
[00:03:20.920 --> 00:03:22.920]  換圖去買食物
