
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹平安
[00:00:03.000 --> 00:00:04.000]  平安
[00:00:04.000 --> 00:00:05.000]  感謝神
[00:00:05.000 --> 00:00:08.000]  每個星期能夠回來敬拜
[00:00:08.000 --> 00:00:10.000]  親近我們的神
[00:00:10.000 --> 00:00:12.000]  都是神給我們很大的福氣
[00:00:12.000 --> 00:00:15.000]  在這裡想問大家一個問題
[00:00:15.000 --> 00:00:19.000]  我看到在座大部分弟兄姊妹
[00:00:19.000 --> 00:00:22.000]  都已經信耶穌一段時間
[00:00:22.000 --> 00:00:25.000]  可能有些是很長很長
[00:00:25.000 --> 00:00:26.000]  有些都不短
[00:00:26.000 --> 00:00:27.000]  一段日子
[00:00:27.000 --> 00:00:30.000]  想問大家一個問題
[00:00:30.000 --> 00:00:33.000]  信完耶穌之後
[00:00:33.000 --> 00:00:38.000]  神對我們的期望是什麼?
[00:00:38.000 --> 00:00:41.000]  在這個位置回答就可以了
[00:00:41.000 --> 00:00:42.000]  大聲說出來
[00:00:42.000 --> 00:00:44.000]  信耶穌之後
[00:00:44.000 --> 00:00:47.000]  神對我們的期望是什麼?
[00:00:47.000 --> 00:00:49.000]  有沒有期望的呢?
[00:00:49.000 --> 00:00:51.000]  有,這麼大聲
[00:00:51.000 --> 00:00:53.000]  大聲在這個位置說就行了
[00:00:53.000 --> 00:00:56.000]  期望是什麼呢?
[00:00:56.000 --> 00:00:57.000]  什麼?
[00:00:57.000 --> 00:00:58.000]  永生
[00:00:58.000 --> 00:00:59.000]  永生
[00:00:59.000 --> 00:01:02.000]  永生是上帝賜給我們的禮物
[00:01:02.000 --> 00:01:03.000]  信耶穌之後
[00:01:03.000 --> 00:01:05.000]  神就給我們了
[00:01:05.000 --> 00:01:06.000]  永遠和他一起
[00:01:06.000 --> 00:01:08.000]  是禮物
[00:01:08.000 --> 00:01:10.000]  很好,想起了永生
[00:01:10.000 --> 00:01:11.000]  神對我們的期望是什麼?
[00:01:11.000 --> 00:01:13.000]  有沒有人可以回答?
[00:01:13.000 --> 00:01:14.000]  聽到行到
[00:01:14.000 --> 00:01:15.000]  聽到行到
[00:01:15.000 --> 00:01:16.000]  哇,很好
[00:01:16.000 --> 00:01:17.000]  聽神的話語
[00:01:17.000 --> 00:01:19.000]  又遵行出來
[00:01:19.000 --> 00:01:20.000]  好,非常好
[00:01:20.000 --> 00:01:21.000]  還有沒有?
[00:01:21.000 --> 00:01:22.000]  哇,很好
[00:01:22.000 --> 00:01:23.000]  給點掌聲
[00:01:23.000 --> 00:01:26.000]  信耶穌之後
[00:01:26.000 --> 00:01:28.000]  上帝對我們的期望
[00:01:28.000 --> 00:01:29.000]  大家應該可以回答的
[00:01:29.000 --> 00:01:33.000]  要我們得著豐盛的生命
[00:01:33.000 --> 00:01:35.000]  回應今天的講題
[00:01:35.000 --> 00:01:36.000]  非常好
[00:01:36.000 --> 00:01:39.000]  效法基督
[00:01:39.000 --> 00:01:42.000]  活得像耶穌
[00:01:42.000 --> 00:01:45.000]  原來神對我們是有期望的
[00:01:45.000 --> 00:01:46.000]  所以今天這段經文
[00:01:46.000 --> 00:01:49.000]  是一段很重要的經文
[00:01:49.000 --> 00:01:52.000]  是上帝要和我們說話
[00:01:52.000 --> 00:01:55.000]  有意聽的就應當聽
[00:01:55.000 --> 00:01:56.000]  其實這段經文
[00:01:56.000 --> 00:01:58.000]  只到十一節
[00:01:58.000 --> 00:02:00.000]  今天我想大家做一件事
[00:02:00.000 --> 00:02:03.000]  請大家翻開程序表
[00:02:03.000 --> 00:02:05.000]  一路看著這段經文
[00:02:05.000 --> 00:02:07.000]  因為裡面有些位置
[00:02:07.000 --> 00:02:10.000]  需要仔細地翻看
[00:02:10.000 --> 00:02:12.000]  看看神的心意
[00:02:12.000 --> 00:02:14.000]  如何活出一個敬虔
[00:02:14.000 --> 00:02:16.000]  很豐富的生命
[00:02:16.000 --> 00:02:18.000]  生命是豐富的
[00:02:18.000 --> 00:02:19.000]  生命不是枯乾的
[00:02:19.000 --> 00:02:21.000]  死著死著的
[00:02:21.000 --> 00:02:24.000]  也不是天天過著
[00:02:24.000 --> 00:02:27.000]  很貧窮的生命
[00:02:27.000 --> 00:02:28.000]  沒錯
[00:02:28.000 --> 00:02:29.000]  神希望我們有一個
[00:02:29.000 --> 00:02:32.000]  很渴慕祂的心
[00:02:32.000 --> 00:02:34.000]  但最終神的心意
