
[00:00:00.000 --> 00:00:03.400]  好,OK
[00:00:03.400 --> 00:00:06.000]  好,大型節目,祝你們平安
[00:00:06.000 --> 00:00:09.400]  清不清楚,後面聽到我這個音量
[00:00:09.400 --> 00:00:12.800]  OK,好,大家好,我是吳景霖傳道
[00:00:12.800 --> 00:00:16.600]  叫我不傳道,但其實我是會傳道的
[00:00:16.600 --> 00:00:18.000]  所以大家不用擔心
[00:00:18.000 --> 00:00:22.800]  也少來到紅人堂跟大家講道
[00:00:22.800 --> 00:00:26.200]  可能大家戴著口罩不認得我
[00:00:26.200 --> 00:00:30.600]  也很高興,特別是看到這麼多人能夠回來
[00:00:30.600 --> 00:00:33.600]  坐在你旁邊的人,你看一看他
[00:00:33.600 --> 00:00:36.600]  他還在你旁邊,他還沒被人捉去隔離
[00:00:36.600 --> 00:00:39.600]  其實也是值得感恩的一件事
[00:00:39.600 --> 00:00:42.600]  能夠回來,不是必然
[00:00:42.600 --> 00:00:49.200]  今天講的經文,其實這段經文已經很熟了
[00:00:49.200 --> 00:00:52.200]  我們很熟悉,講新舊的問題
[00:00:52.200 --> 00:00:55.200]  通常人們會新年去講
[00:00:55.200 --> 00:00:57.800]  因為新一年就講新事物
[00:00:57.800 --> 00:01:01.000]  但是新舊這件事,我想問大家
[00:01:01.000 --> 00:01:06.800]  是否固定的?有沒有一些是歷久常新,永遠都新的?
[00:01:06.800 --> 00:01:12.200]  未必的,新舊有時候是一個相對
[00:01:12.200 --> 00:01:14.800]  或者是一個流動的概念
[00:01:14.800 --> 00:01:18.400]  為什麼這樣說?舉個例子,譬如手提電話
[00:01:18.400 --> 00:01:21.200]  你出了一部手提電話,用得好好的
[00:01:21.200 --> 00:01:23.800]  我的iPhone11也很新
[00:01:23.800 --> 00:01:26.400]  但是出了iPhone12之後
[00:01:26.400 --> 00:01:29.000]  它原來只不過是一個舊電話
[00:01:29.000 --> 00:01:32.200]  原來所謂新的東西,新只有一年
[00:01:32.200 --> 00:01:37.800]  那個旗艦機,原來下一年已經不是旗艦了
[00:01:37.800 --> 00:01:39.800]  現在的事情很有趣
[00:01:39.800 --> 00:01:43.800]  但是,是不是有些東西永遠都是舊的呢?
[00:01:43.800 --> 00:01:46.600]  舊了就永遠都是舊的,是不是?
[00:01:46.600 --> 00:01:52.200]  有時候未必的,如果你發現有些考古的新發現
[00:01:52.200 --> 00:01:57.200]  挖到一個古墓,挖到一個很完整的恐龍花石
[00:01:57.200 --> 00:02:01.200]  挖到一些古代的文獻,譬如死海古卷
[00:02:01.200 --> 00:02:03.400]  我們找到一卷新的東西
[00:02:03.400 --> 00:02:06.200]  是不是真的新的?幾千年了,幾萬年了
[00:02:06.200 --> 00:02:08.000]  骨頭幾億年了
[00:02:08.000 --> 00:02:09.800]  但是對我們來說就是新的了
[00:02:09.800 --> 00:02:12.400]  因為是一些新的發現,是不是?
[00:02:12.400 --> 00:02:16.400]  有些東西可能是一些舊的知識
[00:02:16.400 --> 00:02:18.800]  不過你以前從來沒有聽過
[00:02:18.800 --> 00:02:21.000]  於是當你聽到,你學到的時候
[00:02:21.000 --> 00:02:23.200]  對你來說就是一種新知識
[00:02:23.200 --> 00:02:27.800]  新和舊,你會發現是一個流動的概念
[00:02:27.800 --> 00:02:29.400]  是一個相對的概念
[00:02:29.400 --> 00:02:34.200]  沒有一個固定的,沒有一個絕對的在裡面
[00:02:34.200 --> 00:02:37.800]  所以今天說的經文
[00:02:37.800 --> 00:02:43.400]  耶穌對所謂新和舊的情況有一點批判和教導
[00:02:43.400 --> 00:02:47.000]  我們首先看18到20節
[00:02:47.000 --> 00:02:51.800]  第18節說:那時約翰的門徒和法利塞人都禁食
[00:02:51.800 --> 00:02:53.600]  他們來問耶穌說:
[00:02:53.600 --> 00:02:56.800]  約翰的門徒和法利塞人的門徒禁食
[00:02:56.800 --> 00:03:00.800]  你的門徒卻不禁食,這是為什麼呢?
[00:03:00.800 --> 00:03:03.800]  這群「他們」指什麼人呢?
[00:03:03.800 --> 00:03:08.600]  就是指約翰的門徒和法利塞人
[00:03:08.600 --> 00:03:11.200]  法利塞人我想大家都知道
[00:03:11.200 --> 00:03:14.000]  他和耶穌的關係不是很好
[00:03:14.000 --> 00:03:16.800]  甚至是到了這段經文的時候
[00:03:16.800 --> 00:03:20.400]  他們已經是有心來找耶穌麻煩
[00:03:20.400 --> 00:03:23.600]  他當然不是來誠心問問題
[00:03:23.600 --> 00:03:25.800]  他是來找耶穌麻煩的
[00:03:25.800 --> 00:03:29.600]  但是約翰的門徒就不同了
[00:03:29.600 --> 00:03:34.200]  照道理他們應該對耶穌有些認識
[00:03:34.200 --> 00:03:37.200]  記不記得在耶穌的門徒裡面
[00:03:37.200 --> 00:03:41.200]  其實有兩個原本是約翰的門徒
[00:03:41.200 --> 00:03:45.600]  其中一個就是彼得的弟弟安德烈
[00:03:45.600 --> 00:03:51.200]  所以照道理約翰的門徒對耶穌是有一定的認識
[00:03:51.200 --> 00:03:53.400]  他們應該知道耶穌是什麼人
[00:03:53.400 --> 00:03:57.600]  他不應該來找他麻煩
[00:03:57.600 --> 00:03:59.600]  他們的目的是不同
[00:03:59.600 --> 00:04:03.400]  他們問了什麼問題
[00:04:03.400 --> 00:04:07.000]  約翰的門徒和法利塞人的門徒禁食
[00:04:07.000 --> 00:04:10.200]  你的門徒卻不禁食,這是為什麼呢?
[00:04:10.200 --> 00:04:12.600]  大家有沒有操練過禁食?
[00:04:12.600 --> 00:04:14.800]  有禁食吧?都有試過禁食
[00:04:14.800 --> 00:04:18.400]  禁食是為了什麼?
[00:04:18.400 --> 00:04:20.000]  為了什麼呢?
[00:04:20.000 --> 00:04:22.000]  佩華禁食是為了什麼?
[00:04:22.000 --> 00:04:26.000]  認得你,所以就唯有問你
[00:04:26.000 --> 00:04:29.600]  (為了什麼禮儀?)
[00:04:29.600 --> 00:04:32.800]  為了一些重要的節日
[00:04:32.800 --> 00:04:35.800]  或者是一些重要的事情
[00:04:35.800 --> 00:04:37.800]  例如有些很大的事情
[00:04:37.800 --> 00:04:42.200]  例如身邊有些朋友的肢體患了重病
[00:04:42.200 --> 00:04:46.200]  我們為他禁食禱告求上帝的醫治來到
[00:04:46.200 --> 00:04:48.200]  或者是有一些情況
[00:04:48.200 --> 00:04:50.400]  就像當時的文化
[00:04:50.400 --> 00:04:53.400]  禁食是代表認罪悔改
[00:04:53.400 --> 00:04:55.000]  痛悔
[00:04:55.000 --> 00:04:57.200]  於是他禁食
[00:04:57.200 --> 00:04:59.800]  這是一個很普遍的宗教行為
[00:04:59.800 --> 00:05:03.400]  法利塞人一個星期禁食兩次
[00:05:03.400 --> 00:05:08.000]  所以禁食是很普遍的
[00:05:08.000 --> 00:05:11.200]  他們為了什麼要認罪悔改呢?
[00:05:11.200 --> 00:05:13.400]  那時候無緣無故認罪悔改什麼呢?
[00:05:13.400 --> 00:05:17.400]  其實是在說以色列和猶太
[00:05:17.400 --> 00:05:22.200]  當時已經亡國了
[00:05:22.200 --> 00:05:24.000]  那時候耶穌的時代
[00:05:24.000 --> 00:05:30.200]  他們已經在被統治的情況下
[00:05:30.200 --> 00:05:32.400]  他們亡國
[00:05:32.400 --> 00:05:34.400]  猶太人相信
[00:05:34.400 --> 00:05:37.200]  是因為自己的祖先得罪上帝
[00:05:37.200 --> 00:05:38.200]  他們得罪上帝
[00:05:38.200 --> 00:05:40.000]  所以上帝懲罰他們
[00:05:40.000 --> 00:05:42.800]  於是以色列和猶太就亡國了
[00:05:42.800 --> 00:05:47.000]  這是他們很明白的一件事
[00:05:47.000 --> 00:05:50.800]  他們一直都過著一種痛悔的生活
[00:05:50.800 --> 00:05:54.200]  他們希望上帝的拯救會來到
[00:05:54.200 --> 00:05:56.800]  他們希望尼塞亞會來拯救
[00:05:56.800 --> 00:06:00.800]  所以他們經常保持著一種很敬虔
[00:06:00.800 --> 00:06:03.000]  或者他們很持守律法
[00:06:03.000 --> 00:06:06.200]  他們很認真在信仰裡面
[00:06:06.200 --> 00:06:10.200]  約翰的門徒和法利策人
[00:06:10.200 --> 00:06:12.200]  雖然是兩個不同的群體
[00:06:12.200 --> 00:06:16.800]  但是他們同樣是猶太人
[00:06:16.800 --> 00:06:19.800]  所以他們有實踐禁食這個行為
[00:06:19.800 --> 00:06:21.200]  是很正常的
[00:06:21.200 --> 00:06:23.200]  不會有什麼意見分歧
[00:06:23.200 --> 00:06:27.200]  或者不會有什麼吵架的問題出現
[00:06:27.200 --> 00:06:30.200]  就算是現代我們不同宗派也好
[00:06:30.200 --> 00:06:32.800]  你也不會說有太大的分歧
[00:06:32.800 --> 00:06:35.200]  對於祈禱禁食這些東西
[00:06:35.200 --> 00:06:42.200]  問題就是為什麼耶穌那幫人反傳統呢?
[00:06:42.200 --> 00:06:44.200]  不禁食
[00:06:44.200 --> 00:06:46.200]  一些做慣做熟的事情
[00:06:46.200 --> 00:06:48.200]  全部猶太人都是禁食的
[00:06:48.200 --> 00:06:51.200]  就是你這個耶穌帶著那幫人不禁食
[00:06:51.200 --> 00:06:54.200]  對於他們來說他們會擔心的
[00:06:54.200 --> 00:06:57.200]  得罪上帝那怎麼辦?
[00:06:57.200 --> 00:07:01.200]  他們不知道耶穌是尼塞亞
[00:07:01.200 --> 00:07:02.200]  你要知道
[00:07:02.200 --> 00:07:04.200]  你這個人帶著那幫人不禁食
[00:07:04.200 --> 00:07:06.200]  得罪上帝那怎麼辦呢?
[00:07:06.200 --> 00:07:09.200]  法利塞人來找耶穌麻煩
[00:07:09.200 --> 00:07:13.200]  但是約翰的門徒可能真的要來搞清楚這件事
[00:07:13.200 --> 00:07:16.200]  因為不搞清楚可能會引起很大的問題
[00:07:16.200 --> 00:07:18.200]  就是一個信仰的危機
[00:07:18.200 --> 00:07:20.200]  好了,那耶穌就解釋了
[00:07:20.200 --> 00:07:21.200]  第十九節
[00:07:21.200 --> 00:07:25.200]  耶穌對他們說新郎和賓客在一起的時候
[00:07:25.200 --> 00:07:26.200]  賓客怎能禁食呢?
[00:07:26.200 --> 00:07:28.200]  只要新郎和他們在一起
[00:07:28.200 --> 00:07:29.200]  他們不能禁食
[00:07:29.200 --> 00:07:32.200]  但日子將到新郎要被帶走
[00:07:32.200 --> 00:07:34.200]  那一天他們就要禁食了
[00:07:34.200 --> 00:07:36.200]  這個新郎是指誰呢?
[00:07:36.200 --> 00:07:38.200]  誰是新郎呢?
[00:07:38.200 --> 00:07:40.200]  是耶穌吧
[00:07:40.200 --> 00:07:41.200]  耶穌指自己
[00:07:41.200 --> 00:07:43.200]  那為什麼說自己是新郎呢?
[00:07:43.200 --> 00:07:45.200]  因為是男人
[00:07:45.200 --> 00:07:47.200]  不說自己是新娘
[00:07:47.200 --> 00:07:51.200]  新郎是娶老婆回去的人
[00:07:51.200 --> 00:07:52.200]  是不是?新郎
[00:07:52.200 --> 00:07:54.200]  好了,其實他不是隨口說的
[00:07:54.200 --> 00:07:56.200]  我們要看《河西亞書》
[00:07:56.200 --> 00:07:58.200]  就是舊約裡面的《河西亞書》
[00:07:58.200 --> 00:08:00.200]  河西亞的時代
[00:08:00.200 --> 00:08:03.200]  大概是以色列國開始走下坡
[00:08:03.200 --> 00:08:06.200]  那時候被列強圍住
[00:08:06.200 --> 00:08:09.200]  被亞述和埃及圍住
[00:08:09.200 --> 00:08:13.200]  於是就和亞述和埃及簽訂了和約
[00:08:13.200 --> 00:08:14.200]  同盟
[00:08:14.200 --> 00:08:16.200]  但問題是
[00:08:16.200 --> 00:08:19.200]  這些同盟引致一些外邦的信仰
[00:08:19.200 --> 00:08:21.200]  入侵了以色列
[00:08:21.200 --> 00:08:23.200]  以色列人開始
[00:08:23.200 --> 00:08:26.200]  他們的信仰走下坡
[00:08:26.200 --> 00:08:29.200]  他們不再只是相信耶和華
[00:08:29.200 --> 00:08:32.200]  而是開始有一些混雜的信仰出現
[00:08:32.200 --> 00:08:33.200]  信仰走下坡
[00:08:33.200 --> 00:08:35.200]  於是乎
[00:08:35.200 --> 00:08:37.200]  這個《河西亞書》裡面
[00:08:37.200 --> 00:08:39.200]  以色列被上帝形容他們是
[00:08:39.200 --> 00:08:41.200]  一個淫亂的婦人
[00:08:41.200 --> 00:08:43.200]  一個淫亂的婦人
[00:08:43.200 --> 00:08:44.200]  就是不忠
[00:08:44.200 --> 00:08:45.200]  不忠
[00:08:45.200 --> 00:08:47.200]  他們對誰不忠呢?
[00:08:47.200 --> 00:08:49.200]  對上帝不忠
[00:08:49.200 --> 00:08:52.200]  以色列人對上帝不忠
[00:08:52.200 --> 00:08:55.200]  於是他們開始拜一些假神偶像
[00:08:55.200 --> 00:08:59.200]  上帝就追討他們的罪
[00:08:59.200 --> 00:09:01.200]  之後以色列和猶太亡國
[00:09:01.200 --> 00:09:03.200]  其實就是因為上帝的懲罰
[00:09:03.200 --> 00:09:04.200]  淋到
[00:09:04.200 --> 00:09:07.200]  但上帝是否就這樣算數呢?
[00:09:07.200 --> 00:09:09.200]  懲罰完就算數
[00:09:09.200 --> 00:09:10.200]  不是的
[00:09:10.200 --> 00:09:14.200]  上帝也有預言會拯救他們
[00:09:14.200 --> 00:09:15.200]  是會拯救的
[00:09:15.200 --> 00:09:16.200]  雖然有懲罰
[00:09:16.200 --> 00:09:17.200]  但會拯救
[00:09:17.200 --> 00:09:20.200]  在《河西亞書》二章十九到二十節這樣說
[00:09:20.200 --> 00:09:24.200]  我必聘你永遠歸我為妻
[00:09:24.200 --> 00:09:27.200]  聘就是娶回來的意思
[00:09:27.200 --> 00:09:30.200]  以公義公平慈愛憐憫
[00:09:30.200 --> 00:09:31.200]  聘你歸我
[00:09:31.200 --> 00:09:34.200]  也以信實聘你歸我
[00:09:34.200 --> 00:09:36.200]  你就必認識耶和華
[00:09:36.200 --> 00:09:38.200]  聘就是娶老婆的意思
[00:09:38.200 --> 00:09:41.200]  我們結婚有聘禮
[00:09:41.200 --> 00:09:42.200]  娶他回來
[00:09:42.200 --> 00:09:46.200]  雖然以色列人對上帝不忠
[00:09:46.200 --> 00:09:50.200]  但上帝會以公義公平慈愛憐憫
[00:09:50.200 --> 00:09:51.200]  娶他們回來
[00:09:52.200 --> 00:09:55.200]  因此耶穌說自己是新郎
[00:09:55.200 --> 00:09:57.200]  不是隨口說的
[00:09:57.200 --> 00:09:59.200]  有舊約的根據支持
[00:09:59.200 --> 00:10:02.200]  他形容自己就是新郎
[00:10:02.200 --> 00:10:06.200]  來娶你那群以色列人回到上帝那裡
[00:10:06.200 --> 00:10:08.200]  他代表了上帝
[00:10:08.200 --> 00:10:11.200]  剛才說過
[00:10:11.200 --> 00:10:13.200]  猶太人禁食
[00:10:13.200 --> 00:10:16.200]  是向神代表認罪痛悔
[00:10:16.200 --> 00:10:18.200]  希望尼塞亞尼拯救
[00:10:18.200 --> 00:10:20.200]  尼塞亞也來了
