
[00:00:00.000 --> 00:00:02.000]  各位觀眾早安
[00:00:02.000 --> 00:00:05.520]  今天跟大家一起看經文
[00:00:05.520 --> 00:00:08.760]  《易賽亞書》第43章的經文
[00:00:08.760 --> 00:00:11.280]  經文這樣說
[00:00:11.280 --> 00:00:16.420]  「耶和華如此說,你們不要紀念從前的事,也不要思想古時的事。
[00:00:16.420 --> 00:00:20.720]  看!我要做一件新事,如今要發言,你們豈不知道嗎?
[00:00:20.720 --> 00:00:25.080]  我必在曠野開道路,在沙漠開江河。」
[00:00:25.080 --> 00:00:32.000]  這段經文是關於我們如何思想信仰中的一些新事
[00:00:32.000 --> 00:00:35.520]  上次我來到港道時也有提及類似的話題
[00:00:35.520 --> 00:00:37.520]  提及我們生命中的根深
[00:00:37.520 --> 00:00:41.600]  今天我們會繼續談論類似的話題
[00:00:41.600 --> 00:00:44.320]  《易賽亞書》第43章
[00:00:44.320 --> 00:00:45.760]  我們首先要認識這段經文
[00:00:45.760 --> 00:00:50.800]  這段經文被稱為第二易賽亞的部分
[00:00:50.800 --> 00:00:52.800]  什麼是第二易賽亞呢?
[00:00:52.800 --> 00:00:55.520]  發現《易賽亞書》第43章
[00:00:55.520 --> 00:00:59.880]  經文有一個很明顯的時代轉換
[00:00:59.880 --> 00:01:01.000]  原來有的
[00:01:01.000 --> 00:01:04.120]  世聲有時空轉換的東西
[00:01:04.120 --> 00:01:06.600]  在第一章第43章
[00:01:06.600 --> 00:01:13.960]  易賽亞說的是以色列人被擄的前景
[00:01:13.960 --> 00:01:16.320]  他們將要被擄
[00:01:16.320 --> 00:01:19.000]  耶路撒冷將要被毀
[00:01:19.000 --> 00:01:22.440]  國家滅亡前的一個狀況
[00:01:22.440 --> 00:01:24.440]  但如果打開第43章之後
[00:01:24.440 --> 00:01:28.320]  發現整個時空突然轉換150年之後
[00:01:28.320 --> 00:01:31.240]  說的是滅亡之後的情況
[00:01:31.240 --> 00:01:33.240]  耶路撒冷已經被毀
[00:01:33.240 --> 00:01:36.160]  以色列已經被擄到巴比倫
[00:01:36.160 --> 00:01:38.160]  國家已經滅亡
[00:01:38.160 --> 00:01:42.440]  所以我們將第43章稱為第二易賽亞
[00:01:42.440 --> 00:01:46.680]  第二段時空的景象
[00:01:46.680 --> 00:01:49.960]  跟第一易賽亞相差150年
[00:01:49.960 --> 00:01:53.720]  不再預告耶路撒冷滅亡
[00:01:53.720 --> 00:01:57.480]  而是對於身處滅亡後的巴比倫人
[00:01:57.480 --> 00:02:00.080]  一群將來的人來說話
[00:02:00.080 --> 00:02:03.200]  不再勸導人悔改
[00:02:03.200 --> 00:02:05.200]  而是一群被擄的人
[00:02:05.200 --> 00:02:06.520]  他們怎樣歸回
[00:02:06.520 --> 00:02:09.480]  回到自己的家鄉信息
[00:02:09.480 --> 00:02:11.720]  因此《易賽亞書》第43章
[00:02:11.720 --> 00:02:15.720]  其實是一段以色列人被擄的時候
[00:02:15.720 --> 00:02:19.680]  上帝呼籲他們離開巴比倫
[00:02:19.680 --> 00:02:22.680]  回到自己的家鄉
[00:02:22.680 --> 00:02:28.120]  呼籲以色列人不要再逗留在巴比倫
[00:02:28.120 --> 00:02:28.920]  快點離開
[00:02:28.920 --> 00:02:32.040]  離開現在居住的地方
[00:02:32.040 --> 00:02:36.720]  不要再留戀這個異邦城市
[00:02:36.720 --> 00:02:39.960]  這個城市不再屬於你
[00:02:39.960 --> 00:02:42.720]  你應該回到自己的家鄉
[00:02:43.680 --> 00:02:47.320]  基本上整個第41到48章
[00:02:47.320 --> 00:02:51.200]  都不斷重複類似的信息
[00:02:51.200 --> 00:02:55.200]  不過對於這麼充滿盼望的喜訊
[00:02:55.200 --> 00:02:58.560]  這群身處巴比倫的人
[00:02:58.560 --> 00:03:01.680]  他們不覺得有什麼慶賀
[00:03:01.680 --> 00:03:04.480]  大概是一聲噢
[00:03:04.480 --> 00:03:05.480]  就算數
[00:03:05.480 --> 00:03:08.120]  他們不斷推搪去砌詞
[00:03:08.120 --> 00:03:11.120]  回到耶路撒冷的路途很遙遠
[00:03:11.120 --> 00:03:13.600]  回到家鄉找不到食物
[00:03:13.600 --> 00:03:17.840]  其實我們很好的來信服
[00:03:17.840 --> 00:03:20.840]  這個異邦的皇帝就好了
[00:03:20.840 --> 00:03:24.640]  甚至乎去享受被擄的快樂
[00:03:24.640 --> 00:03:28.640]  尋求苟且偷生的幸福
[00:03:28.640 --> 00:03:30.840]  坦白說就是習慣了
[00:03:30.840 --> 00:03:31.760]  已經習慣了
[00:03:31.760 --> 00:03:33.760]  習慣了被擄的生活
[00:03:33.760 --> 00:03:36.440]  習慣了自己的家鄉已經滅亡
[00:03:36.440 --> 00:03:37.840]  習慣了一個沒有未來
[00:03:37.840 --> 00:03:40.560]  沒有什麼期盼的信仰
[00:03:40.560 --> 00:03:44.040]  相比起耶路撒冷那個未知之數
[00:03:44.040 --> 00:03:48.440]  他們寧願活在一個沒有理想的狀態裡面
[00:03:48.440 --> 00:03:50.760]  認定自己一輩子就是這樣
[00:03:50.760 --> 00:03:54.160]  去容養自己在一個被擄的裡面
[00:03:54.160 --> 00:03:57.960]  認命不服妥協
[00:03:57.960 --> 00:03:59.280]  何錫爾曾在第一次會議
[00:03:59.280 --> 00:04:01.640]  《以上下書》第43章這段經文
[00:04:01.640 --> 00:04:05.560]  正是針對這個問題來寫的
