
[00:00:00.000 --> 00:00:02.860]  弟兄姊妹 再一次講 主女便平安
[00:00:02.860 --> 00:00:05.160]  我們一起同心禱告
[00:00:05.160 --> 00:00:08.540]  天父啊 我們剛才
[00:00:08.540 --> 00:00:10.140]  謙守聖餐
[00:00:10.140 --> 00:00:11.740]  為了祢的愛子
[00:00:11.740 --> 00:00:14.920]  為我們人類犧牲釘十字架
[00:00:14.920 --> 00:00:16.940]  成為了我們的救贖
[00:00:16.940 --> 00:00:18.740]  成為了我們的榮耀
[00:00:18.740 --> 00:00:20.020]  我們的冠冕
[00:00:20.020 --> 00:00:22.480]  使我們能夠在地上
[00:00:22.480 --> 00:00:25.780]  以榮耀祢的聖名來生活
[00:00:25.780 --> 00:00:28.820]  多謝祢讓我們能夠有聖經的教導
[00:00:28.820 --> 00:00:30.960]  這一段這麼長的經文
[00:00:30.960 --> 00:00:34.900]  這一個令我們有反思空間的比喻
[00:00:34.900 --> 00:00:37.000]  也讓我們能夠看到
[00:00:37.000 --> 00:00:40.100]  真是在整個的比喻裏面
[00:00:40.100 --> 00:00:44.000]  那個意思是相當清楚
[00:00:44.000 --> 00:00:48.080]  盼望我們能夠真是在地上的生活
[00:00:48.080 --> 00:00:51.780]  我們常常有一個警醒 謹慎的心
[00:00:51.780 --> 00:00:53.620]  因為主耶穌
[00:00:53.620 --> 00:00:56.220]  祢來到去警告當時的門徒
[00:00:56.220 --> 00:00:59.320]  在前的真是會在後
[00:00:59.320 --> 00:01:04.420]  在後的又可以能夠在愛恩典裏面
[00:01:04.420 --> 00:01:06.200]  來站到前
[00:01:06.200 --> 00:01:07.620]  我們仰望主
[00:01:07.620 --> 00:01:08.760]  教導我們
[00:01:08.760 --> 00:01:11.340]  我們都是來自不同的背景
[00:01:11.340 --> 00:01:12.260]  性格
[00:01:12.260 --> 00:01:14.100]  我們更加是有不同的
[00:01:14.100 --> 00:01:16.540]  可能教會的經驗生活
[00:01:16.540 --> 00:01:19.000]  但是我們能夠在洪恩家
[00:01:19.000 --> 00:01:20.580]  一起這樣聚集
[00:01:20.580 --> 00:01:23.380]  我們可以來到去每個星期敬拜祢
[00:01:23.380 --> 00:01:26.580]  這個是神冥冥中有祢的帶領
[00:01:26.580 --> 00:01:27.880]  有祢的感動
[00:01:27.880 --> 00:01:29.580]  也都有祢的差遣
[00:01:29.580 --> 00:01:31.080]  所以我們很盼望
[00:01:31.080 --> 00:01:34.360]  我們從一個很宏觀的眼光看
[00:01:34.360 --> 00:01:35.960]  其實整個的世界
[00:01:35.960 --> 00:01:38.160]  就是神的葡萄園
[00:01:38.160 --> 00:01:40.360]  我們在主的角度裏面
[00:01:40.360 --> 00:01:43.360]  其實我們就能夠在不同的地方
[00:01:43.360 --> 00:01:44.860]  一同的敬拜
[00:01:44.860 --> 00:01:47.300]  幫助我們能夠透過這個
[00:01:47.300 --> 00:01:49.500]  今天我們要看的經文
[00:01:49.500 --> 00:01:51.740]  來彼此有勉勵提醒
[00:01:51.740 --> 00:01:53.640]  我們這樣仰望禱告
[00:01:53.640 --> 00:01:55.940]  奉耶穌基督的名
[00:01:55.940 --> 00:01:57.040]  阿們
[00:01:57.040 --> 00:01:59.320]  在今個月
[00:01:59.320 --> 00:02:00.620]  1號
[00:02:00.620 --> 00:02:02.920]  就收到一個邀請
[00:02:02.920 --> 00:02:03.820]  就是
[00:02:03.820 --> 00:02:04.780]  見道神學院
[00:02:04.780 --> 00:02:05.420]  對不起
[00:02:05.420 --> 00:02:07.920]  播道神學院88週年
[00:02:07.920 --> 00:02:10.660]  有一個弟兄居然邀請我
[00:02:10.660 --> 00:02:12.820]  其實我就不太認識他
[00:02:12.820 --> 00:02:15.700]  邀請我去參加他的畢業典禮
[00:02:15.700 --> 00:02:17.440]  很高興很榮幸
[00:02:17.440 --> 00:02:19.340]  很早去到5點半
[00:02:19.340 --> 00:02:20.100]  就要坐定了
[00:02:20.100 --> 00:02:21.740]  因為沒有位子的
[00:02:21.740 --> 00:02:23.040]  很早去到
[00:02:23.040 --> 00:02:24.440]  安靜等候
[00:02:24.440 --> 00:02:25.500]  接著
[00:02:25.500 --> 00:02:26.440]  整體
[00:02:26.440 --> 00:02:27.900]  很多的畢業生
[00:02:27.900 --> 00:02:29.440]  都有二十多人
[00:02:29.440 --> 00:02:32.380]  這個弟兄當然是其中一個
[00:02:32.380 --> 00:02:35.620]  正道的牧師
[00:02:35.620 --> 00:02:37.020]  非常親切
[00:02:37.020 --> 00:02:39.820]  是2004年的時間
[00:02:39.820 --> 00:02:42.420]  我申請播道神學院的時候
[00:02:42.420 --> 00:02:43.920]  就是這位院長
[00:02:43.920 --> 00:02:46.100]  楊院長接見我
[00:02:46.100 --> 00:02:48.060]  大家彼此交談
[00:02:48.060 --> 00:02:49.160]  接著
[00:02:49.160 --> 00:02:51.760]  那一年就進不了播道神學院
[00:02:51.760 --> 00:02:54.600]  第二年就進了見道神學院
[00:02:54.600 --> 00:02:56.540]  我變成見道的同學
[00:02:56.540 --> 00:03:00.440]  楊院長特地從蘇格蘭回來
[00:03:00.440 --> 00:03:01.740]  講這一堂道
[00:03:01.740 --> 00:03:03.880]  非常之感動
[00:03:03.880 --> 00:03:07.680]  原來他說每一個能夠侍奉主
[00:03:07.680 --> 00:03:09.080]  長時間
[00:03:09.080 --> 00:03:13.680]  能夠仍然懷著這一份感動的初心
[00:03:13.680 --> 00:03:15.880]  只有一個原因
[00:03:15.880 --> 00:03:20.060]  就是認識主耶穌的大愛
[00:03:20.060 --> 00:03:23.900]  很感動在場的每一位畢業生
[00:03:23.900 --> 00:03:25.600]  畢業有很多事情要做
[00:03:25.600 --> 00:03:26.260]  又要上台
[00:03:26.260 --> 00:03:27.640]  又要拿獎
[00:03:27.640 --> 00:03:30.240]  可能都沒有什麼心情聽道
[00:03:30.240 --> 00:03:31.740]  但是我們坐在這裡
[00:03:31.740 --> 00:03:34.640]  特別我們服侍一段時間的弟兄姐妹
[00:03:34.640 --> 00:03:35.440]  牧者
[00:03:35.440 --> 00:03:37.940]  我們就憤外有一份的感動
[00:03:37.940 --> 00:03:38.880]  而且
[00:03:38.880 --> 00:03:40.180]  那個感動
[00:03:40.180 --> 00:03:43.480]  不單止是聽那一堂道
[00:03:43.480 --> 00:03:47.580]  而是能夠每一年出席畢業典禮
[00:03:47.580 --> 00:03:50.560]  見到有很多的牧者
[00:03:50.560 --> 00:03:52.160]  不同的年齡的
[00:03:52.160 --> 00:03:53.760]  來到去受栽培
[00:03:53.760 --> 00:03:55.360]  三年、四年
[00:03:55.360 --> 00:03:57.160]  能夠出工場
[00:03:57.160 --> 00:03:59.160]  記得當晚那個
[00:03:59.160 --> 00:04:01.560]  每一個畢業生
[00:04:01.560 --> 00:04:02.960]  都有一個代表
[00:04:02.960 --> 00:04:04.460]  來到去支持
[00:04:04.460 --> 00:04:05.840]  多謝學院
[00:04:05.840 --> 00:04:07.540]  多謝老師
[00:04:07.540 --> 00:04:09.340]  多謝很多的奉獻者
[00:04:09.340 --> 00:04:12.040]  支持者、同行者
[00:04:12.040 --> 00:04:15.580]  那位弟兄年紀相當大了
[00:04:15.580 --> 00:04:17.120]  可以看到
[00:04:17.120 --> 00:04:18.420]  原來讀神學
[00:04:18.420 --> 00:04:20.880]  不需要有一個法定年齡的
[00:04:20.880 --> 00:04:23.420]  有些很大年紀都可以讀神學的
[00:04:23.420 --> 00:04:26.620]  當然我的弟兄很年輕而已
[00:04:26.620 --> 00:04:31.360]  其實就是錦繡堂未來九月份的傳道牧者
[00:04:31.360 --> 00:04:33.200]  很感動
[00:04:33.200 --> 00:04:37.040]  讓我在一路的思想裡面
[00:04:37.040 --> 00:04:40.340]  我想起這一段我很喜歡
[00:04:40.340 --> 00:04:44.840]  亦是我自己經常提醒自己的經文
[00:04:44.840 --> 00:04:46.940]  很想今天跟大家分享
[00:04:46.940 --> 00:04:49.040]  剛剛過去的星期四
[00:04:49.040 --> 00:04:51.940]  我們每兩個月一次
[00:04:51.940 --> 00:04:55.780]  屯門、元朗、天水圍的所有宣道會
[00:04:55.780 --> 00:04:58.160]  我們會聚集一起禱告
[00:04:58.160 --> 00:04:59.620]  今次去到
[00:04:59.620 --> 00:05:01.220]  因為我星期四
[00:05:01.220 --> 00:05:04.320]  很多時候都是我們週間有福音團契
[00:05:04.320 --> 00:05:07.700]  不是太想來到去停
[00:05:07.700 --> 00:05:08.540]  停了太多
[00:05:08.540 --> 00:05:10.140]  但今次很有感動
[00:05:10.140 --> 00:05:13.940]  跟長者、弟兄姊妹說
[00:05:13.940 --> 00:05:15.100]  今次要停一次
[00:05:15.100 --> 00:05:16.700]  我要去參加祈禱會
[00:05:16.700 --> 00:05:19.040]  又帶給我有很大的感動
[00:05:19.040 --> 00:05:21.840]  因為又看到不同的宣道會
[00:05:21.840 --> 00:05:24.680]  又有新的神學生畢業
[00:05:24.680 --> 00:05:28.080]  加入宣道會的侍奉的行列
[00:05:28.080 --> 00:05:31.120]  看到有很多年輕的牧者
[00:05:31.120 --> 00:05:33.620]  那個感動又是很大的
