
[00:00:00.000 --> 00:00:02.000]  各位頂上平安
[00:00:02.000 --> 00:00:05.380]  因為2107的防疫措施
[00:00:05.380 --> 00:00:08.560]  可以在教會台上不需要戴口罩
[00:00:08.560 --> 00:00:11.280]  所以今天很開心可以見到大家
[00:00:11.280 --> 00:00:13.280]  大家見到我的真樣子
[00:00:13.280 --> 00:00:18.560]  今天跟大家分享的訊息
[00:00:18.560 --> 00:00:20.560]  相信大家都很熟悉
[00:00:20.560 --> 00:00:25.840]  有兩個問題
[00:00:25.840 --> 00:00:35.840]  我想回到第一個重點
[00:00:35.840 --> 00:00:42.160]  今天想跟大家探討兩個問題
[00:00:42.160 --> 00:00:44.640]  誰是我的鄰舍
[00:00:44.640 --> 00:00:48.320]  我是誰人的鄰舍
[00:00:48.320 --> 00:00:50.320]  俗語有云
[00:00:50.320 --> 00:00:53.600]  近親不如
[00:00:53.600 --> 00:00:57.840]  對不起是遠親
[00:00:57.840 --> 00:00:59.840]  太緊張了
[00:00:59.840 --> 00:01:01.840]  遠親不如近鄰
[00:01:01.840 --> 00:01:05.120]  表達鄰舍對我來說很重要
[00:01:05.120 --> 00:01:07.120]  在聖經裡有說
[00:01:07.120 --> 00:01:10.080]  做一個好鄰舍很重要
[00:01:10.080 --> 00:01:13.120]  重要到是神的誡命
[00:01:13.120 --> 00:01:15.920]  在進入經文前
[00:01:15.920 --> 00:01:18.400]  想跟大家收看半集
[00:01:18.400 --> 00:01:20.400]  短短的短片
[00:01:20.400 --> 00:01:22.400]  大家在看的時候要想想
[00:01:22.400 --> 00:01:24.400]  在片中的主角
[00:01:24.400 --> 00:01:26.400]  他是否一個好的鄰舍
[00:01:26.400 --> 00:01:32.400]  開了
[00:01:32.400 --> 00:01:34.400]  我已經開了
[00:01:34.400 --> 00:01:38.400]  現在我們來看看
[00:01:48.400 --> 00:01:50.400]  他應該是在說泰語
[00:01:50.400 --> 00:01:52.400]  他應該是在說泰語
[00:01:52.400 --> 00:01:54.400]  他應該是在說泰語
[00:01:54.400 --> 00:01:56.400]  他應該是在說泰語
[00:01:56.400 --> 00:01:58.400]  他應該是在說泰語
[00:01:58.400 --> 00:02:00.400]  他應該是在說泰語
[00:02:00.400 --> 00:02:02.400]  他應該是在說泰語
[00:02:02.400 --> 00:02:04.400]  他應該是在說泰語
[00:02:04.400 --> 00:02:06.400]  他應該是在說泰語
[00:02:06.400 --> 00:02:08.400]  他應該是在說泰語
[00:02:08.400 --> 00:02:10.400]  他應該是在說泰語
[00:02:10.400 --> 00:02:12.400]  他應該是在說泰語
[00:02:12.400 --> 00:02:14.400]  他應該是在說泰語
[00:02:14.400 --> 00:02:16.400]  他應該是在說泰語
[00:02:16.400 --> 00:02:18.400]  他應該是在說泰語
[00:02:18.400 --> 00:02:20.400]  他應該是在說泰語
[00:02:20.400 --> 00:02:22.400]  他應該是在說泰語
[00:02:22.400 --> 00:02:24.400]  他應該是在說泰語
[00:02:24.400 --> 00:02:26.400]  他應該是在說泰語
[00:02:26.400 --> 00:02:28.400]  他應該是在說泰語
[00:02:28.400 --> 00:02:30.400]  他應該是在說泰語
[00:02:30.400 --> 00:02:32.400]  他應該是在說泰語
[00:02:32.400 --> 00:02:34.400]  他應該是在說泰語
[00:02:34.400 --> 00:02:36.400]  他應該是在說泰語
[00:02:36.400 --> 00:02:38.400]  他應該是在說泰語
[00:02:38.400 --> 00:02:40.400]  他應該是在說泰語
[00:02:40.400 --> 00:02:42.400]  他應該是在說泰語
[00:02:42.400 --> 00:02:44.400]  他應該是在說泰語
[00:02:44.400 --> 00:02:46.400]  他應該是在說泰語
[00:02:46.400 --> 00:02:48.400]  他應該是在說泰語
[00:02:48.400 --> 00:02:50.400]  他應該是在說泰語
[00:02:50.400 --> 00:02:52.400]  他應該是在說泰語
[00:02:52.400 --> 00:02:54.400]  他應該是在說泰語
[00:02:54.400 --> 00:02:56.400]  他應該是在說泰語
[00:02:56.400 --> 00:02:58.400]  他應該是在說泰語
[00:02:58.400 --> 00:03:00.400]  他應該是在說泰語
[00:03:00.400 --> 00:03:02.400]  他應該是在說泰語
[00:03:02.400 --> 00:03:04.400]  他應該是在說泰語
[00:03:04.400 --> 00:03:06.400]  他應該是在說泰語
[00:03:06.400 --> 00:03:08.400]  他應該是在說泰語
[00:03:08.400 --> 00:03:10.400]  他應該是在說泰語
