
[00:00:00.000 --> 00:00:03.200]  各位兄弟姐妹,午安!
[00:00:03.200 --> 00:00:05.600]  我們一起來聽上帝的話
[00:00:05.600 --> 00:00:08.800]  今天的講題是上帝的話
[00:00:08.800 --> 00:00:14.800]  我們一起來認識和思想上帝的話
[00:00:14.800 --> 00:00:17.800]  講道本身就是上帝的話
[00:00:17.800 --> 00:00:23.000]  上帝透過講道在聖經裡對我們每位弟兄姐妹來說話
[00:00:23.000 --> 00:00:25.800]  不知道大家喜不喜歡說話
[00:00:25.800 --> 00:00:27.800]  有些弟兄姐妹喜歡說話
[00:00:27.800 --> 00:00:29.400]  我自己就一般般喜歡說話
[00:00:29.400 --> 00:00:32.000]  我也是比較內向性格的人
[00:00:32.000 --> 00:00:35.600]  我用MBTI性格測試
[00:00:35.600 --> 00:00:37.200]  我叫INTJ
[00:00:37.200 --> 00:00:41.000]  比較喜歡聆聽和沉默
[00:00:41.000 --> 00:00:43.400]  說話都是偏向簡潔
[00:00:43.400 --> 00:00:44.800]  一針見血準確
[00:00:44.800 --> 00:00:46.400]  說完就完
[00:00:46.400 --> 00:00:49.800]  所以講道對我來說是一個很享受的事情
[00:00:49.800 --> 00:00:53.000]  因為能夠慢慢精心炮製一段說話
[00:00:53.000 --> 00:00:54.800]  和大家分享
[00:00:54.800 --> 00:00:58.200]  當然作為一個INTJ
[00:00:58.200 --> 00:00:59.800]  我想大家也一樣
[00:00:59.800 --> 00:01:01.000]  作為一個成年人
[00:01:01.000 --> 00:01:02.800]  大家長大後
[00:01:02.800 --> 00:01:05.800]  縱然不是什麼說話高手
[00:01:05.800 --> 00:01:09.800]  大家大概都掌握了說話的重點
[00:01:09.800 --> 00:01:12.000]  學會何時打開話題
[00:01:12.000 --> 00:01:15.800]  何時說幾句簡單的chitchat
[00:01:15.800 --> 00:01:17.800]  何時不適合說什麼話題
[00:01:17.800 --> 00:01:19.600]  大家也知道
[00:01:19.600 --> 00:01:21.200]  在這個社會裡
[00:01:21.200 --> 00:01:24.000]  說話其實很重要
[00:01:24.000 --> 00:01:25.600]  也是無可避免
[00:01:25.600 --> 00:01:27.000]  我們長大後
[00:01:27.000 --> 00:01:30.400]  說話的機會隨之而來也越來越多
[00:01:30.400 --> 00:01:34.400]  說話不單單是一個很純粹的事情
[00:01:34.400 --> 00:01:38.400]  說話成為了一種工作
[00:01:38.400 --> 00:01:44.400]  功能、禮貌、要求、方式、職業
[00:01:44.400 --> 00:01:46.800]  所以我想大家在社會裡都知道
[00:01:46.800 --> 00:01:50.400]  說話基本上是一件很必然的事情
[00:01:50.400 --> 00:01:53.400]  我自己到了中年的時候
[00:01:53.400 --> 00:01:56.400]  也發覺到時不想說也不說
[00:01:56.400 --> 00:01:59.400]  所以也明白公園伯伯的心情
[00:01:59.400 --> 00:02:03.400]  基本上沉默不說話就不說話
[00:02:03.400 --> 00:02:06.400]  當然說話也不一定是說話
[00:02:06.400 --> 00:02:09.400]  有時候我們文字上的說話
[00:02:09.400 --> 00:02:11.400]  也是一種方式
[00:02:11.400 --> 00:02:14.400]  大家用手機和別人溝通的時候
[00:02:14.400 --> 00:02:17.400]  很多時候都不是說出來
[00:02:17.400 --> 00:02:19.400]  而是在手機打出來
[00:02:19.400 --> 00:02:20.400]  現在不同了
[00:02:20.400 --> 00:02:22.400]  20年前我們想打電話給別人
[00:02:22.400 --> 00:02:23.400]  就會打電話給別人
[00:02:23.400 --> 00:02:25.400]  現在想打電話給別人會怎樣
[00:02:25.400 --> 00:02:26.400]  會先發訊息給別人
[00:02:26.400 --> 00:02:30.400]  約時間問對方是否接受才打給他
[00:02:30.400 --> 00:02:35.400]  所以無論是文字、打電話、留言
[00:02:35.400 --> 00:02:38.400]  其實都是一個目的
[00:02:38.400 --> 00:02:41.400]  去傳遞我們本身想說的訊息
[00:02:41.400 --> 00:02:45.400]  說話是一種思想的表達
[00:02:45.400 --> 00:02:48.400]  一種交流、訊息的傳遞
[00:02:48.400 --> 00:02:50.400]  不過不知道大家有沒有同感
[00:02:50.400 --> 00:02:52.400]  在這個年頭
[00:02:52.400 --> 00:02:57.400]  說話和語言是越來越卑賤
[00:02:57.400 --> 00:02:58.400]  不知如何說
[00:02:58.400 --> 00:03:00.400]  特別是我們現在看到
[00:03:00.400 --> 00:03:03.400]  這兩年裡面出現了AI的時候
[00:03:03.400 --> 00:03:05.400]  基本上你一按一個按鈕
[00:03:05.400 --> 00:03:08.400]  字和文字就不斷地出現
[00:03:08.400 --> 00:03:13.400]  所以發覺在一個這麼訊息澎湃
[00:03:13.400 --> 00:03:17.400]  文字廉價、說話失真的年代裡
[00:03:17.400 --> 00:03:20.400]  我們越來越多快餐式的交流
[00:03:20.400 --> 00:03:25.400]  或者商業的說話套路
[00:03:25.400 --> 00:03:29.400]  或者是誇大其詞、言過其實的說話
[00:03:29.400 --> 00:03:32.400]  我們有很多聽到的說話
[00:03:32.400 --> 00:03:36.400]  但真正能夠聽到的可能是很少
[00:03:36.400 --> 00:03:39.400]  今天我們回到最基本
[00:03:39.400 --> 00:03:43.400]  我們思想上帝、我們的神
[00:03:43.400 --> 00:03:46.400]  祂自己的說話
[00:03:46.400 --> 00:03:53.400]  我們透過聖經來認識上帝的說話
[00:03:53.400 --> 00:03:58.400]  究竟我們如何和上帝的說話相處
[00:03:58.400 --> 00:04:00.400]  去回應上帝的說話
[00:04:00.400 --> 00:04:01.400]  我祈禱
[00:04:01.400 --> 00:04:06.400]  天父多謝祢幫我們透過崇拜來敬拜
[00:04:06.400 --> 00:04:09.400]  我們更加在聖道的時間裡
[00:04:09.400 --> 00:04:12.400]  去恭敬、聆聽祢的說話
[00:04:12.400 --> 00:04:15.400]  求主祢親自對我們說話
[00:04:15.400 --> 00:04:18.400]  透過耶穌基督的彰顯
[00:04:18.400 --> 00:04:21.400]  聖靈當中的傳遞
[00:04:21.400 --> 00:04:24.400]  我們能夠真正地認識
[00:04:24.400 --> 00:04:26.400]  用我們的生命來回應祢的說話
[00:04:26.400 --> 00:04:28.400]  求主祢來帶領我們
[00:04:28.400 --> 00:04:29.400]  奉主命求
[00:04:29.400 --> 00:04:30.400]  阿門
[00:04:30.400 --> 00:04:33.400]  究竟什麼是上帝的說話呢?
[00:04:33.400 --> 00:04:39.400]  不知道大家有沒有聽過神跟你說話?
[00:04:39.400 --> 00:04:40.400]  有沒有?
[00:04:40.400 --> 00:04:42.400]  應該有的吧?
[00:04:42.400 --> 00:04:44.400]  讀了那麼久應該都有的吧?
[00:04:44.400 --> 00:04:46.400]  你覺得怎樣說?
[00:04:46.400 --> 00:04:49.400]  在什麼情境裡聽到神跟你說話?
[00:04:49.400 --> 00:04:51.400]  神是說廣東話的嗎?
[00:04:51.400 --> 00:04:52.400]  是不是?
[00:04:52.400 --> 00:04:53.400]  也是的吧?
[00:04:53.400 --> 00:04:55.400]  還是一個黑人穿西裝
[00:04:55.400 --> 00:04:57.400]  說英文的樣子
[00:04:57.400 --> 00:04:59.400]  還是一陣風吹過
[00:04:59.400 --> 00:05:02.400]  突然有聲音出現
[00:05:02.400 --> 00:05:05.400]  然後突然醒神的樣子
[00:05:05.400 --> 00:05:07.400]  大家應該有試過吧?
[00:05:07.400 --> 00:05:09.400]  有沒有試過很迷茫的時候
[00:05:09.400 --> 00:05:11.400]  突然想問神的心意
[00:05:11.400 --> 00:05:13.400]  翻一本聖經
[00:05:13.400 --> 00:05:15.400]  中了一頁就看看那一頁
[00:05:15.400 --> 00:05:17.400]  有點像問米
[00:05:17.400 --> 00:05:19.400]  打開看看神跟我們說什麼
[00:05:19.400 --> 00:05:23.400]  所以我們很多時候都會嘗試
[00:05:23.400 --> 00:05:27.400]  聽或體會神跟我們說話
[00:05:27.400 --> 00:05:30.400]  今天看經文正正是說這段經文
[00:05:30.400 --> 00:05:34.400]  是說上帝的說話是一回事
[00:05:34.400 --> 00:05:35.400]  可以讀到嗎?
[00:05:35.400 --> 00:05:37.400]  這段是《讓福音》第一章
[00:05:37.400 --> 00:05:39.400]  十四到十八節經文
[00:05:39.400 --> 00:05:40.400]  我們一起讀吧
[00:05:40.400 --> 00:05:42.400]  準備,一二三
[00:05:42.400 --> 00:05:46.400]  道成肉肉生,住在我們中間
[00:05:46.400 --> 00:05:49.400]  充充滿滿地有恩典有真理
[00:05:49.400 --> 00:05:52.400]  我們也見過他的榮光
[00:05:52.400 --> 00:05:57.400]  正是父獨身兒子的螢光
[00:05:57.400 --> 00:06:01.400]  約翰為他作見證,喊著說
[00:06:01.400 --> 00:06:03.400]  這就是我曾說
[00:06:03.400 --> 00:06:06.400]  那在我以後來的先於我
[00:06:06.400 --> 00:06:10.400]  因為在我以前他已經存在
[00:06:10.400 --> 00:06:15.400]  從他豐富裡我們都領受了恩典
[00:06:15.400 --> 00:06:18.400]  並且欣賞加恩
[00:06:18.400 --> 00:06:21.400]  律法是藉著兩西斑部的
[00:06:21.400 --> 00:06:26.400]  恩典和真理卻是由耶穌基督來的
[00:06:26.400 --> 00:06:29.400]  從來沒有人見過神
[00:06:29.400 --> 00:06:35.400]  只有在父懷裡獨身兒子將他表明出來
[00:06:35.400 --> 00:06:37.400]  在《讓福音》第一章裡
[00:06:37.400 --> 00:06:42.400]  一開始的時候稱之為神學引言
[00:06:42.400 --> 00:06:44.400]  簡單說說這段經文
[00:06:44.400 --> 00:06:46.400]  如果你熟悉的話
[00:06:46.400 --> 00:06:49.400]  你會發現《讓福音》跟其他三段福音書有點不同
[00:06:49.400 --> 00:06:51.400]  《讓福音》用了一個很有趣
[00:06:51.400 --> 00:06:54.400]  很獨特的神學論述
[00:06:54.400 --> 00:06:57.400]  來介紹耶穌基督的起初
[00:06:57.400 --> 00:07:00.400]  太初有道,對神同在,多謝神
[00:07:00.400 --> 00:07:02.400]  即是太初與神同在
[00:07:02.400 --> 00:07:04.400]  其他的福音書並非如此
[00:07:04.400 --> 00:07:06.400]  其他的福音書
