
[00:00:00.000 --> 00:00:04.400]  你好
[00:00:04.400 --> 00:00:13.480]  今天我們會講這個獵王記下的很美麗的圖畫
[00:00:13.480 --> 00:00:15.160]  還沒有到使徒時代
[00:00:15.160 --> 00:00:17.840]  你就會看到上帝讓這件事
[00:00:17.840 --> 00:00:19.560]  讓一個愛邦人
[00:00:19.560 --> 00:00:23.640]  一個高官在位大能的勇士
[00:00:23.640 --> 00:00:29.920]  貼服服地相信馬耶和華這一位的真實
[00:00:29.920 --> 00:00:34.400]  在這本書講這個異象的時候
[00:00:34.400 --> 00:00:36.440]  宣教這件事
[00:00:36.440 --> 00:00:39.600]  甚至這個事件裡面
[00:00:39.600 --> 00:00:44.440]  你會看到有很多個人的質素
[00:00:44.440 --> 00:00:50.040]  讓這位大能勇士去相信主
[00:00:50.040 --> 00:00:54.400]  今天也會順道教大家一些泰文
[00:00:54.400 --> 00:00:55.120]  好不好?
[00:00:55.120 --> 00:00:56.120]  好
[00:00:56.120 --> 00:00:57.520]  那你留心了
[00:00:57.520 --> 00:01:00.640]  有很多個「濟」
[00:01:00.640 --> 00:01:02.240]  你要記住這些「濟」
[00:01:02.240 --> 00:01:06.400]  第一個「濟」就是「偉濟」
[00:01:06.400 --> 00:01:12.000]  「偉濟」泰文的「濟」就是心的意思
[00:01:12.000 --> 00:01:16.480]  「偉濟」在第十一幅那裡
[00:01:16.480 --> 00:01:21.080]  「偉濟」的意思就是可以很信任你
[00:01:21.080 --> 00:01:24.120]  「濟偉」就是擺的意思
[00:01:24.120 --> 00:01:25.400]  我可以信任你
[00:01:25.400 --> 00:01:27.360]  我的心可以擺在
[00:01:27.360 --> 00:01:28.320]  就是很放心
[00:01:28.320 --> 00:01:30.920]  也有些像我們廣東話
[00:01:30.920 --> 00:01:32.680]  放心下去
[00:01:32.680 --> 00:01:34.280]  泰文就是這樣的意思
[00:01:34.280 --> 00:01:35.160]  「偉濟」
[00:01:35.160 --> 00:01:36.840]  我們可不可以做到一個呢?
[00:01:36.840 --> 00:01:39.280]  「吞喺倌圓偉還濟呆」
[00:01:39.280 --> 00:01:45.800]  就是讓別人都可以很信任你
[00:01:45.800 --> 00:01:48.440]  我想在宣教裡面
[00:01:48.440 --> 00:01:51.520]  這個信任是很重要的
[00:01:51.520 --> 00:01:54.560]  無論是一個警察會
[00:01:54.560 --> 00:01:56.960]  支持的教會
[00:01:56.960 --> 00:01:58.480]  支持的人士
[00:01:58.480 --> 00:02:00.360]  你一定要有一份信心
[00:02:00.360 --> 00:02:02.000]  就是給一個信任感
[00:02:02.000 --> 00:02:03.320]  給前面那個人
[00:02:03.320 --> 00:02:04.360]  那個人去了
[00:02:04.360 --> 00:02:05.000]  好像我一樣
[00:02:05.000 --> 00:02:06.240]  我去了泰國
[00:02:06.240 --> 00:02:08.040]  我是沒有親戚在那裡
[00:02:08.040 --> 00:02:09.680]  所以我皮膚很黑
[00:02:09.680 --> 00:02:11.160]  人們都以為我是
[00:02:11.160 --> 00:02:13.240]  你是不是泰國華僑
[00:02:13.240 --> 00:02:13.800]  我不是
[00:02:13.800 --> 00:02:16.360]  我去那裡是舉目無親的
[00:02:16.360 --> 00:02:20.360]  我真的很信任後面的團隊
[00:02:20.360 --> 00:02:22.840]  警察我去之後
[00:02:22.840 --> 00:02:26.040]  都會遙遠距離照顧
[00:02:26.040 --> 00:02:30.200]  所以這份信任是很重要的
[00:02:30.200 --> 00:02:32.720]  當然你自己也要做好自己
[00:02:32.720 --> 00:02:34.000]  你去那裡
[00:02:34.000 --> 00:02:38.160]  是不是每天都去布吉島呢?
[00:02:38.160 --> 00:02:39.960]  當然我們那裡去布吉島
[00:02:39.960 --> 00:02:41.680]  真的是山長水遠的
[00:02:41.680 --> 00:02:43.240]  是去不了的
[00:02:43.240 --> 00:02:48.560]  在這一書我們會看到
[00:02:48.560 --> 00:02:49.560]  「偉濟」
[00:02:49.560 --> 00:02:51.840]  「偉濟」就是信不信任
[00:02:51.840 --> 00:02:53.520]  你有沒有這份信任
[00:02:53.520 --> 00:02:55.240]  在這個人的身上呢?
[00:02:55.240 --> 00:02:57.080]  整件事
[00:02:57.080 --> 00:02:59.240]  「乃萬佢信主」
[00:02:59.240 --> 00:03:02.760]  「他相信上帝是真的神」
[00:03:02.760 --> 00:03:04.160]  你會看到
[00:03:04.160 --> 00:03:06.120]  是有很多人
[00:03:06.120 --> 00:03:09.760]  那份信任連結在一起的
[00:03:09.760 --> 00:03:12.200]  「阿蘭王」這個元帥
[00:03:12.200 --> 00:03:13.120]  不要忘記
[00:03:13.120 --> 00:03:15.400]  他的主人的事
[00:03:15.400 --> 00:03:17.120]  是在「阿蘭王」的面前
[00:03:17.120 --> 00:03:20.800]  「阿蘭王」就是「變哈達二世」
[00:03:20.800 --> 00:03:22.640]  「阿蘭」這個國家
[00:03:22.640 --> 00:03:25.520]  就是敘利亞的國家
[00:03:25.520 --> 00:03:28.840]  他是一人之上
[00:03:28.840 --> 00:03:32.520]  萬人之下的一個神父
[00:03:32.520 --> 00:03:38.440]  是一個很權重的人
[00:03:38.440 --> 00:03:42.160]  但是在聖經裡面第一節有說到
[00:03:42.160 --> 00:03:47.280]  上帝是藉著「乃萬」
[00:03:47.280 --> 00:03:51.160]  來讓他得勝的
[00:03:51.160 --> 00:03:55.440]  透過他的手來教訓以色列人
[00:03:55.440 --> 00:03:58.560]  他是一個大能的勇士
[00:03:58.560 --> 00:04:00.920]  但是很可惜
[00:04:00.920 --> 00:04:03.400]  在未到可惜之前
[00:04:03.400 --> 00:04:05.640]  他這麼大能的時候
[00:04:05.640 --> 00:04:08.000]  我想我們如果有些長官
[00:04:08.000 --> 00:04:09.640]  或者在學校裡面
[00:04:09.640 --> 00:04:11.320]  有些校長、老師
[00:04:11.320 --> 00:04:12.520]  他做得好、教得好
[00:04:12.520 --> 00:04:15.280]  我們都很喜歡和他聊天
[00:04:15.280 --> 00:04:18.360]  或者和他拍照
[00:04:18.360 --> 00:04:19.920]  都很好
[00:04:19.920 --> 00:04:23.440]  那麼這位大能的勇士
[00:04:23.440 --> 00:04:26.520]  其實他得到人民的愛戴
[00:04:26.520 --> 00:04:30.680]  他有他的榮華富貴地位
[00:04:30.680 --> 00:04:31.680]  什麼都有
[00:04:31.680 --> 00:04:33.760]  很可惜人生裡面
[00:04:33.760 --> 00:04:37.080]  不是每樣都有齊
[00:04:37.080 --> 00:04:39.200]  總是有一些缺陷
[00:04:39.200 --> 00:04:41.120]  他很遺憾地
[00:04:41.120 --> 00:04:44.040]  他有了這個麻風
[00:04:44.040 --> 00:04:46.240]  這個麻風
[00:04:46.240 --> 00:04:49.960]  大家都知道是去到1940年
[00:04:49.960 --> 00:04:55.360]  才可以能夠治好一些麻風病
[00:04:55.360 --> 00:04:56.560]  換句話說
[00:04:56.560 --> 00:04:59.040]  1940年之前
[00:04:59.040 --> 00:05:02.840]  麻風是一個人見人驚的事
[00:05:02.840 --> 00:05:04.800]  當然它不像我們今天
[00:05:04.800 --> 00:05:09.400]  我們這個COVID-19
[00:05:09.400 --> 00:05:11.520]  傳染性很快
[00:05:11.520 --> 00:05:12.880]  它是有傳染
[00:05:12.880 --> 00:05:15.360]  不過它的傳染沒有這麼快
[00:05:15.360 --> 00:05:17.840]  比較慢一些
[00:05:17.840 --> 00:05:20.560]  但是它的潛伏期
[00:05:20.560 --> 00:05:22.840]  最糟糕是你開頭
[00:05:22.840 --> 00:05:24.400]  中了招都不知道
[00:05:24.400 --> 00:05:25.760]  5到20年
[00:05:25.760 --> 00:05:28.840]  這個是很慢很慢的情況
[00:05:28.840 --> 00:05:30.520]  但是問題是
[00:05:30.520 --> 00:05:32.960]  因著不同的病人
[00:05:32.960 --> 00:05:36.480]  它會侵略神經系統
[00:05:36.480 --> 00:05:37.680]  呼吸道
[00:05:37.680 --> 00:05:39.920]  皮膚 眼睛
[00:05:39.920 --> 00:05:43.880]  甚至乎皮膚上會出現一些肉瘤
[00:05:43.880 --> 00:05:48.880]  慢慢侵害神經系統
[00:05:48.880 --> 00:05:53.720]  連痛楚 感受都可以慢慢消失
[00:05:53.720 --> 00:05:56.400]  所以你會見到麻風病人
