
[00:00:00.000 --> 00:00:05.000]  (聖母向大人致謝)
[00:00:05.000 --> 00:00:07.000]  大兄姊妹平安
[00:00:07.000 --> 00:00:12.000]  感謝神讓我們回到祂的家裡去敬拜祂
[00:00:12.000 --> 00:00:14.000]  我們再一次一同去禱告
[00:00:14.000 --> 00:00:18.000]  (禱告)
[00:00:18.000 --> 00:00:21.000]  天父求祢今天開我們的眼睛
[00:00:21.000 --> 00:00:23.000]  開我們的耳朵
[00:00:23.000 --> 00:00:25.000]  讓我們看到祢的作為
[00:00:25.000 --> 00:00:28.000]  明白祢的心意
[00:00:28.000 --> 00:00:34.000]  讓我們知道神要我們思想什麼事情
[00:00:34.000 --> 00:00:37.000]  願聖靈在我們心裡動功
[00:00:37.000 --> 00:00:42.000]  帶領我們去回應神祢自己的教導
[00:00:42.000 --> 00:00:46.000]  奉耶穌基督的名字祈禱
[00:00:46.000 --> 00:00:48.000]  (阿們)
[00:00:48.000 --> 00:00:53.000]  我深信我們並不是常常去看這段經文
[00:00:53.000 --> 00:00:56.000]  在講壇上也不多
[00:00:56.000 --> 00:00:58.000]  今天跟大家看的時候
[00:00:58.000 --> 00:01:02.000]  真的有一些位置很想一同去思考
[00:01:02.000 --> 00:01:06.000]  今天是講「那時以色列中沒有和」
[00:01:06.000 --> 00:01:14.000]  這是《士思記》中心的一個要點
[00:01:14.000 --> 00:01:17.000]  「士思」時期所發生的事情就是
[00:01:17.000 --> 00:01:21.000]  「那時以色列中沒有和」
[00:01:21.000 --> 00:01:25.000]  《士思記》是接續《約書亞記》的一段書
[00:01:25.000 --> 00:01:30.000]  我們先看看整段經文的背景
[00:01:30.000 --> 00:01:33.000]  這個表格我發覺有些細節
[00:01:33.000 --> 00:01:36.000]  可能看不太清楚
[00:01:36.000 --> 00:01:45.000]  這個肯定是進入了迦南地
[00:01:45.000 --> 00:01:49.000]  打仗,分了地之後
[00:01:49.000 --> 00:01:58.000]  這裡有一段經文是說進入迦南地
[00:01:58.000 --> 00:02:04.000]  分地後牽涉到幾卷書都有提及
[00:02:04.000 --> 00:02:09.000]  一直到《奈及記》,《新明記》,《約書亞記》
[00:02:09.000 --> 00:02:14.000]  到之後,已經在迦南地裡
[00:02:14.000 --> 00:02:16.000]  已經分了地之後
[00:02:16.000 --> 00:02:21.000]  到《約書亞記》的時代過去後
[00:02:21.000 --> 00:02:25.000]  進入了「士思」的時期
[00:02:25.000 --> 00:02:27.000]  我們再看一看
[00:02:27.000 --> 00:02:39.000]  在這段時期,你會看到很大的以色列文的改變
[00:02:39.000 --> 00:02:45.000]  約書亞死了,和他那個時代的認識上帝作為的人都過去了
[00:02:45.000 --> 00:02:49.000]  在這個時期,新的一代,他們不認識神
[00:02:49.000 --> 00:02:54.000]  他們都沒有聽過上帝當時的作為
[00:02:54.000 --> 00:02:58.000]  來到這裡,有些地方值得我們思考
[00:02:58.000 --> 00:03:02.000]  為什麼到了這個時候,突然間所有東西都斷了
[00:03:02.000 --> 00:03:06.000]  沒錯,約書亞離開了
[00:03:06.000 --> 00:03:08.000]  他過世了
[00:03:08.000 --> 00:03:11.000]  他那個世代的人過去了
[00:03:11.000 --> 00:03:14.000]  但是為什麼呢?我們值得問一個問題
[00:03:14.000 --> 00:03:17.000]  就是信仰沒有傳承
[00:03:17.000 --> 00:03:21.000]  信仰沒有一代一代傳下去
[00:03:21.000 --> 00:03:25.000]  以致到那一代的人離開了之後
[00:03:25.000 --> 00:03:31.000]  他們在世世之後,新的一代就不認識神了
[00:03:31.000 --> 00:03:36.000]  沒錯,新一代是很大的問題
[00:03:36.000 --> 00:03:39.000]  同時,也在說家庭的傳承
[00:03:39.000 --> 00:03:42.000]  整個民族的傳承都出了問題
[00:03:42.000 --> 00:03:45.000]  沒有很好的一代一代
[00:03:45.000 --> 00:03:50.000]  所以今天我回看我們眾人
[00:03:50.000 --> 00:03:54.000]  無論我站在這裡說話,或者大家坐在下面聽
[00:03:54.000 --> 00:03:57.000]  其實我和你都有責任
[00:03:57.000 --> 00:04:01.000]  去將信仰一代一代的相傳
[00:04:01.000 --> 00:04:03.000]  不是普通的說
[00:04:03.000 --> 00:04:06.000]  而是很衷心的教導
[00:04:06.000 --> 00:04:10.000]  教導年輕人,教導下一代
[00:04:10.000 --> 00:04:14.000]  有子女的,教導你的子女
[00:04:14.000 --> 00:04:16.000]  育身的子女
[00:04:16.000 --> 00:04:19.000]  有屬靈的子女,教導屬靈的子女
[00:04:19.000 --> 00:04:23.000]  其實這是我們這一代的責任
[00:04:23.000 --> 00:04:26.000]  我深信無論是約書亞那一代的人
[00:04:26.000 --> 00:04:28.000]  是哪一代的人都好
[00:04:28.000 --> 00:04:32.000]  都需要將信仰傳承下去
[00:04:32.000 --> 00:04:37.000]  現在的新一代,他們不認識上帝
[00:04:37.000 --> 00:04:41.000]  接著他們開始侍奉朱巴力
[00:04:41.000 --> 00:04:43.000]  他們侍奉二幫的神
[00:04:43.000 --> 00:04:45.000]  大大的得罪上帝
[00:04:45.000 --> 00:04:49.000]  他們四處列國,人們拜什麼神明
[00:04:49.000 --> 00:04:50.000]  他們又去拜
[00:04:50.000 --> 00:04:52.000]  神非常的憤怒
[00:04:52.000 --> 00:04:55.000]  這個階段就是這樣
[00:04:55.000 --> 00:04:57.000]  接著神很憤怒
[00:04:57.000 --> 00:05:00.000]  又興起一些敵人去壓迫他們
[00:05:00.000 --> 00:05:03.000]  去管教這些以色列民
[00:05:03.000 --> 00:05:06.000]  是真的很嚴厲的壓迫
[00:05:06.000 --> 00:05:08.000]  是很嚴厲的管教
[00:05:08.000 --> 00:05:12.000]  所以以色列民在面對外邦敵人的攻擊
[00:05:12.000 --> 00:05:14.000]  那些壓迫的時候
[00:05:14.000 --> 00:05:17.000]  他們感到很辛苦,大叫救命
[00:05:17.000 --> 00:05:19.000]  向上帝祈求
[00:05:19.000 --> 00:05:21.000]  很辛苦啊,救命啊
[00:05:21.000 --> 00:05:25.000]  神在這個時候很憐憫他的百姓
[00:05:25.000 --> 00:05:28.000]  興起士師來拯救他們
[00:05:28.000 --> 00:05:32.000]  這個就是士師記的起源
[00:05:32.000 --> 00:05:37.000]  士師的興起正正是因為百姓犯罪
[00:05:37.000 --> 00:05:39.000]  得罪上帝
[00:05:39.000 --> 00:05:44.000]  上帝興起外邦人成為百姓的仇敵
[00:05:44.000 --> 00:05:46.000]  藉此要管教他們
[00:05:46.000 --> 00:05:48.000]  百姓叫救命
[00:05:48.000 --> 00:05:51.000]  神就透過士師去拯救他們
[00:05:51.000 --> 00:05:53.000]  士師有兩個很重要的角色
[00:05:53.000 --> 00:05:55.000]  第一個角色就是
[00:05:55.000 --> 00:05:59.000]  他會是一個判斷是非的人
[00:05:59.000 --> 00:06:01.000]  一個斷案的人
[00:06:01.000 --> 00:06:04.000]  譬如當中有什麼的一些
[00:06:04.000 --> 00:06:06.000]  我們社會上的一些案件
[00:06:06.000 --> 00:06:09.000]  不同的事情要判斷誰對誰不對
[00:06:09.000 --> 00:06:12.000]  通常人們去到士師那裡
[00:06:12.000 --> 00:06:15.000]  他就好像法官那樣去作出判斷
[00:06:15.000 --> 00:06:18.000]  因為其實士師的英文就是法官的意思
[00:06:18.000 --> 00:06:20.000]  所以士師是有這個角色
[00:06:20.000 --> 00:06:22.000]  但是更加重要的角色
[00:06:22.000 --> 00:06:24.000]  就是士師會帶領以色列人去打仗
[00:06:24.000 --> 00:06:27.000]  去對付那些外邦的仇敵
[00:06:27.000 --> 00:06:30.000]  所以他也有這個角色
[00:06:30.000 --> 00:06:32.000]  好了,說起
[00:06:32.000 --> 00:06:38.000]  我們當時以色列人最主要拜的
[00:06:38.000 --> 00:06:40.000]  其中一個是巴力
[00:06:40.000 --> 00:06:43.000]  另外就是艾斯塔祿
[00:06:43.000 --> 00:06:46.000]  通常他們拜這些都是跟我們
[00:06:46.000 --> 00:06:50.000]  他們肉身需要有些很實際的利益
[00:06:50.000 --> 00:06:53.000]  外邦人拜的神都是這樣的
[00:06:53.000 --> 00:06:56.000]  就是對他們肉身有些實際的好處
[00:06:56.000 --> 00:07:01.000]  他們覺得,例如巴力是掌管雨水的風暴的
[00:07:01.000 --> 00:07:04.000]  你靠著他,你討好他
[00:07:04.000 --> 00:07:08.000]  他就給你的農業、農產品都可以豐收
[00:07:08.000 --> 00:07:11.000]  所以當地人很喜歡拜巴力
[00:07:11.000 --> 00:07:15.000]  艾斯塔祿就跟我們的生殖歷很有關係
[00:07:15.000 --> 00:07:18.000]  是愛情和戰爭的女神
[00:07:18.000 --> 00:07:20.000]  還不靠他
[00:07:20.000 --> 00:07:22.000]  當時外邦人拜這些
[00:07:22.000 --> 00:07:25.000]  以色列人照樣去跟
[00:07:25.000 --> 00:07:29.000]  結果他們大大得罪神
[00:07:29.000 --> 00:07:33.000]  神興起的那些外邦的仇敵
[00:07:33.000 --> 00:07:35.000]  就在這幅圖裡面
[00:07:35.000 --> 00:07:38.000]  都說了有不同的外邦人
[00:07:38.000 --> 00:07:41.000]  你見到是遍滿了地圖
[00:07:41.000 --> 00:07:43.000]  遍滿了以色列的領土
[00:07:43.000 --> 00:07:47.000]  昔日,以色列人進入迦南地的時候
[00:07:47.000 --> 00:07:52.000]  神應許了,將整個地方給他們
[00:07:52.000 --> 00:07:55.000]  就算在約書亞時期
[00:07:55.000 --> 00:07:57.000]  他們打仗都還沒打完
[00:07:57.000 --> 00:07:59.000]  還有些地還沒得到
[00:07:59.000 --> 00:08:01.000]  當時上帝是答應過的
[00:08:01.000 --> 00:08:05.000]  會將這些外邦人、這些民族全部趕出去
[00:08:05.000 --> 00:08:09.000]  但重點是以色列人要跟從上帝的教導
[00:08:09.000 --> 00:08:13.000]  是忠心的跟從神,作神的指紋
[00:08:13.000 --> 00:08:18.000]  但到現在,你見到這麼多外邦的仇敵
[00:08:18.000 --> 00:08:20.000]  遍佈在這個版圖裡
[00:08:20.000 --> 00:08:24.000]  就更加證明了以色列人那種不忠心
[00:08:24.000 --> 00:08:26.000]  去背叛上帝,拜偶像
[00:08:26.000 --> 00:08:27.000]  所以上帝決定
[00:08:27.000 --> 00:08:31.000]  不會將這些仇敵從他們的應許之地挪走
[00:08:31.000 --> 00:08:33.000]  任由他們在這裡
[00:08:33.000 --> 00:08:37.000]  反而上帝會用得著這些人去管教他們的百姓
[00:08:39.000 --> 00:08:41.000]  事實時期的特色
[00:08:41.000 --> 00:08:44.000]  就好像這個循環圖一樣
[00:08:44.000 --> 00:08:46.000]  以色列人犯罪
[00:08:46.000 --> 00:08:49.000]  接著的戰罪,他們會受苦
[00:08:49.000 --> 00:08:52.000]  受外邦仇敵的逼迫、壓制
[00:08:52.000 --> 00:08:55.000]  接著他們向上帝呼求
[00:08:55.000 --> 00:08:57.000]  神仍然憐憫他們
[00:08:57.000 --> 00:09:00.000]  會興起事實帶領他們
[00:09:00.000 --> 00:09:02.000]  他們會得夢拯救
[00:09:02.000 --> 00:09:04.000]  和平一段時間之後
[00:09:04.000 --> 00:09:08.000]  他的死性不改又來犯罪
[00:09:08.000 --> 00:09:10.000]  於是這個循環又下降
[00:09:10.000 --> 00:09:12.000]  你看到這裡乘6
[00:09:12.000 --> 00:09:16.000]  整個《攝施記》的循環進行了6次
[00:09:16.000 --> 00:09:19.000]  就一直循環,又再循環
[00:09:19.000 --> 00:09:26.000]  這個稍稍看,有三大段
[00:09:26.000 --> 00:09:29.000]  有三大段就是一章一節到三章六節
[00:09:29.000 --> 00:09:33.000]  仍然是有講到征戰
[00:09:33.000 --> 00:09:36.000]  是怎樣為著他們的應許地去打仗
[00:09:36.000 --> 00:09:38.000]  是得著他們的應許地
