
[00:00:00.000 --> 00:00:05.000]  開始的時候我們再一次一同禱告
[00:00:05.000 --> 00:00:11.000]  天父上帝很感謝你
[00:00:11.000 --> 00:00:16.000]  在新的一年仍然賜給我們這樣的福氣
[00:00:16.000 --> 00:00:18.000]  有這樣的恩典
[00:00:18.000 --> 00:00:21.000]  可以回到你的家裡去敬拜你
[00:00:21.000 --> 00:00:24.000]  很願意你對我們眾人說話
[00:00:24.000 --> 00:00:28.000]  願意聖靈充滿我們每一個的心靈
[00:00:29.000 --> 00:00:32.000]  讓我們明白神所要對我們說話
[00:00:32.000 --> 00:00:35.000]  也讓我們有很悉切的回應
[00:00:35.000 --> 00:00:41.000]  我們將這一堂道傳言交在神的手中
[00:00:41.000 --> 00:00:44.000]  願神顯出你的榮耀
[00:00:44.000 --> 00:00:48.000]  奉耶穌基督的名字祈禱
[00:00:48.000 --> 00:00:50.000]  阿們
[00:00:50.000 --> 00:00:54.000]  今天講這一堂道
[00:00:54.000 --> 00:00:57.000]  我覺得非常寶貴
[00:00:58.000 --> 00:01:02.000]  是《擁抱那非一般的道》
[00:01:02.000 --> 00:01:07.000]  大家記不記得新一年教會的主題
[00:01:07.000 --> 00:01:11.000]  我們一起讀一次
[00:01:11.000 --> 00:01:13.000]  預備起
[00:01:13.000 --> 00:01:15.000]  學務真理
[00:01:15.000 --> 00:01:17.000]  遵行主道
[00:01:17.000 --> 00:01:21.000]  今天首先要講
[00:01:22.000 --> 00:01:28.000]  《擁抱那非一般的道》究竟是一回事
[00:01:28.000 --> 00:01:33.000]  首先要解釋一下道是甚麼
[00:01:33.000 --> 00:01:36.000]  道是甚麼意思呢
[00:01:36.000 --> 00:01:41.000]  其實道的意思本來是非常豐富的
[00:01:41.000 --> 00:01:44.000]  有分開外在的意思
[00:01:44.000 --> 00:01:46.000]  有內在的意思
[00:01:46.000 --> 00:01:50.000]  內在的可以說是我們的思想
[00:01:51.000 --> 00:01:52.000]  理性
[00:01:52.000 --> 00:01:55.000]  而外在的表達
[00:01:55.000 --> 00:01:57.000]  就是說話
[00:01:57.000 --> 00:01:59.000]  是訊息
[00:01:59.000 --> 00:02:01.000]  原來這些是道
[00:02:01.000 --> 00:02:04.000]  可以很立體地看道
[00:02:04.000 --> 00:02:08.000]  不是很平面的純粹文字
[00:02:08.000 --> 00:02:10.000]  不是很小的文字
[00:02:10.000 --> 00:02:12.000]  是很立體的
[00:02:12.000 --> 00:02:14.000]  原來有思想的
[00:02:14.000 --> 00:02:16.000]  原來有說話有訊息的
[00:02:16.000 --> 00:02:18.000]  道是這麼豐富的
[00:02:19.000 --> 00:02:21.000]  我們現在說的是說話和訊息
[00:02:21.000 --> 00:02:24.000]  是誰的說話和訊息呢
[00:02:24.000 --> 00:02:27.000]  我們每個人都在說話
[00:02:27.000 --> 00:02:30.000]  就算現在我也在說話
[00:02:30.000 --> 00:02:33.000]  剛才細熊也在說話
[00:02:33.000 --> 00:02:36.000]  大家在台下也在說話
[00:02:36.000 --> 00:02:38.000]  有很多人的說話
[00:02:38.000 --> 00:02:41.000]  也可以發放不同的訊息
[00:02:41.000 --> 00:02:44.000]  是否一般人的訊息和說話呢
[00:02:44.000 --> 00:02:47.000]  不是
[00:02:48.000 --> 00:02:51.000]  這裡不是一般的說話和訊息
[00:02:51.000 --> 00:02:54.000]  而是神的話語
[00:02:54.000 --> 00:02:57.000]  是神的訊息
[00:02:57.000 --> 00:02:59.000]  為什麼這樣說呢
[00:02:59.000 --> 00:03:01.000]  我們看下這段經文
[00:03:01.000 --> 00:03:05.000]  我們再看一章一字的經文
[00:03:05.000 --> 00:03:07.000]  太初有道
[00:03:07.000 --> 00:03:09.000]  道與神同在
[00:03:09.000 --> 00:03:11.000]  道就是神
[00:03:11.000 --> 00:03:13.000]  太初有道
[00:03:13.000 --> 00:03:17.000]  這個道在太初的時候已經在這裡
[00:03:17.000 --> 00:03:21.000]  太初是萬有開始的時候
[00:03:21.000 --> 00:03:23.000]  是宇宙開始的時候
[00:03:23.000 --> 00:03:25.000]  原來在這個之前
[00:03:25.000 --> 00:03:27.000]  在這個之前
[00:03:27.000 --> 00:03:29.000]  道已經存在
[00:03:29.000 --> 00:03:32.000]  所以很明顯這個道不是我說的話
[00:03:32.000 --> 00:03:34.000]  是你說的話
[00:03:34.000 --> 00:03:36.000]  它是神的話語
[00:03:36.000 --> 00:03:38.000]  是神的訊息
[00:03:38.000 --> 00:03:40.000]  很久很久已經存在
[00:03:40.000 --> 00:03:42.000]  還有很特別
[00:03:42.000 --> 00:03:45.000]  世界是藉著它而來
[00:03:46.000 --> 00:03:47.000]  因為他說
[00:03:47.000 --> 00:03:50.000]  一張衣紙萬物都是藉著它而造的
[00:03:50.000 --> 00:03:53.000]  沒有一樣不是藉著它而造的
[00:03:53.000 --> 00:03:58.000]  原來在上帝創造世界的時候
[00:03:58.000 --> 00:04:00.000]  道是有份的
[00:04:00.000 --> 00:04:03.000]  世界是藉著它而來的
[00:04:03.000 --> 00:04:06.000]  原來它是一個執行者
[00:04:06.000 --> 00:04:09.000]  在上帝的創造工作裡
[00:04:09.000 --> 00:04:11.000]  它是執行的一個
[00:04:11.000 --> 00:04:13.000]  沒有它沒有世界
[00:04:13.000 --> 00:04:15.000]  它是世界的起源
[00:04:15.000 --> 00:04:17.000]  有它才有世界
[00:04:17.000 --> 00:04:22.000]  世界裡每一樣東西都是藉著它而有的
[00:04:22.000 --> 00:04:26.000]  所以這個道非比尋常
[00:04:26.000 --> 00:04:29.000]  這個道這個訊息
[00:04:29.000 --> 00:04:35.000]  和上帝的作為有很緊密的關係
[00:04:35.000 --> 00:04:42.000]  剛才說的是創造的大能
[00:04:43.000 --> 00:04:46.000]  一會兒我們會看到其他的大能在當中
[00:04:46.000 --> 00:04:50.000]  這個道與神的關係非常緊密
[00:04:50.000 --> 00:04:55.000]  剛才說一章一節道與神同在
[00:04:55.000 --> 00:04:59.000]  一章二節道太初與神同在
[00:04:59.000 --> 00:05:03.000]  在世界在宇宙未曾存在之前
[00:05:03.000 --> 00:05:06.000]  道已經與神一起
[00:05:06.000 --> 00:05:08.000]  重複了兩次
[00:05:08.000 --> 00:05:10.000]  是說關係緊密
[00:05:11.000 --> 00:05:13.000]  它是神的同伴
[00:05:13.000 --> 00:05:16.000]  它與神同行同伴
[00:05:16.000 --> 00:05:20.000]  已經是由世界在宇宙開始之前
[00:05:20.000 --> 00:05:23.000]  那個關係已經是這樣
[00:05:23.000 --> 00:05:26.000]  所以是非常非常緊密
[00:05:26.000 --> 00:05:29.000]  可能與神一起
[00:05:29.000 --> 00:05:32.000]  與神緊密也可以是其他東西
[00:05:32.000 --> 00:05:34.000]  經文很強調
[00:05:34.000 --> 00:05:37.000]  道就是神
[00:05:39.000 --> 00:05:41.000]  不是一個普通的人
[00:05:41.000 --> 00:05:43.000]  不是一個物件
[00:05:43.000 --> 00:05:45.000]  道自己就是神
[00:05:45.000 --> 00:05:48.000]  道就是神
[00:05:48.000 --> 00:05:51.000]  道與神同行
[00:05:51.000 --> 00:05:53.000]  它是神的同伴
[00:05:53.000 --> 00:05:55.000]  它自己就是神
[00:05:55.000 --> 00:05:57.000]  就是這麼緊密
[00:05:57.000 --> 00:06:00.000]  絕對不能當它是普通的說話
[00:06:00.000 --> 00:06:02.000]  普通的訊息
[00:06:02.000 --> 00:06:04.000]  它真的非一般
[00:06:04.000 --> 00:06:06.000]  在這個過程裡
[00:06:07.000 --> 00:06:12.000]  我們會看看這個道是什麼呢?
[00:06:12.000 --> 00:06:15.000]  這個道在道裡有生命
[00:06:15.000 --> 00:06:18.000]  這個生命也不是一般的生命
[00:06:18.000 --> 00:06:20.000]  是屬靈的生命
[00:06:20.000 --> 00:06:24.000]  是一個可以復活的生命
[00:06:24.000 --> 00:06:27.000]  很有權能的生命
[00:06:27.000 --> 00:06:32.000]  這個生命在人裡成為人的光
[00:06:32.000 --> 00:06:34.000]  那光又是什麼呢?
[00:06:35.000 --> 00:06:37.000]  光是在說啟示
[00:06:37.000 --> 00:06:40.000]  光是在說啟示
[00:06:40.000 --> 00:06:42.000]  很特別
[00:06:42.000 --> 00:06:44.000]  這個道在人裡
[00:06:44.000 --> 00:06:49.000]  比我們經歷屬靈的生命
[00:06:49.000 --> 00:06:51.000]  是很特別的
[00:06:51.000 --> 00:06:54.000]  這個道本身有屬靈的生命
[00:06:54.000 --> 00:06:56.000]  有復活的生命
[00:06:56.000 --> 00:06:58.000]  有權能的
[00:06:58.000 --> 00:07:00.000]  這個生命進入我們裡面
[00:07:00.000 --> 00:07:02.000]  就成為我們的光
[00:07:02.000 --> 00:07:04.000]  對我們有很大的影響
[00:07:04.000 --> 00:07:11.000]  很多人對著道的光拒絕
[00:07:11.000 --> 00:07:13.000]  為什麼呢?
[00:07:13.000 --> 00:07:15.000]  為什麼呢?
[00:07:15.000 --> 00:07:17.000]  這裡很特別
[00:07:17.000 --> 00:07:19.000]  我們看看光暗的分別
[00:07:19.000 --> 00:07:21.000]  大家看看經文裡
[00:07:21.000 --> 00:07:25.000]  我們回到一章四節
[00:07:25.000 --> 00:07:27.000]  一章五節
[00:07:27.000 --> 00:07:29.000]  一章四節說在他裡面有生命
[00:07:29.000 --> 00:07:31.000]  前面再說
[00:07:32.000 --> 00:07:34.000]  被造的在他裡面有生命
[00:07:34.000 --> 00:07:36.000]  這生命就是人的光
[00:07:36.000 --> 00:07:38.000]  光照在黑暗裡
[00:07:38.000 --> 00:07:41.000]  黑暗卻沒有勝過光
[00:07:41.000 --> 00:07:45.000]  光和暗有很大的分別
[00:07:45.000 --> 00:07:49.000]  暗不只是說沒有光
[00:07:49.000 --> 00:07:51.000]  黑暗不只是沒有光
[00:07:51.000 --> 00:07:54.000]  其實黑暗是在說邪惡
[00:07:54.000 --> 00:07:56.000]  活逆上帝
[00:07:56.000 --> 00:08:01.000]  原來世界是黑暗的
[00:08:01.000 --> 00:08:04.000]  因為世界充滿了罪惡
[00:08:04.000 --> 00:08:06.000]  充滿了我們人的罪惡
[00:08:06.000 --> 00:08:09.000]  世界裡的人也是活逆神
[00:08:09.000 --> 00:08:12.000]  所以世界是黑暗的
[00:08:12.000 --> 00:08:14.000]  很特別
[00:08:14.000 --> 00:08:16.000]  和光有很大的分別
[00:08:16.000 --> 00:08:18.000]  當光出現的時候
[00:08:18.000 --> 00:08:20.000]  它會照在黑暗裡
[00:08:20.000 --> 00:08:23.000]  黑暗不能勝過光
[00:08:23.000 --> 00:08:28.000]  但是光卻可以照在黑暗裡
[00:08:29.000 --> 00:08:32.000]  在光暗的分別裡
[00:08:32.000 --> 00:08:35.000]  人對光有不同的反應
[00:08:35.000 --> 00:08:38.000]  有很多人拒絕
[00:08:38.000 --> 00:08:40.000]  選擇是拒絕的
[00:08:40.000 --> 00:08:42.000]  為什麼呢?
[00:08:42.000 --> 00:08:44.000]  因為人知道自己的行為是惡的
[00:08:44.000 --> 00:08:50.000]  不願意讓人看到自己的行為是惡的
[00:08:50.000 --> 00:08:52.000]  所以拒絕光
[00:08:52.000 --> 00:08:55.000]  但也有人接納
[00:08:55.000 --> 00:08:57.000]  會接納這個光
[00:08:58.000 --> 00:08:59.000]  會相信這個道
[00:08:59.000 --> 00:09:03.000]  我們看回約翰福音三章十九二十節
[00:09:03.000 --> 00:09:06.000]  大家聽我讀就行了
[00:09:06.000 --> 00:09:08.000]  光來到世上
[00:09:08.000 --> 00:09:11.000]  世人因自己的行為是惡的
[00:09:11.000 --> 00:09:14.000]  不愛光 倒愛黑暗
[00:09:14.000 --> 00:09:16.000]  這就定了他們的罪
[00:09:16.000 --> 00:09:18.000]  二十節
