
[00:00:00.000 --> 00:00:04.000]  各位感宣家庭姐妹 主女平安
[00:00:04.000 --> 00:00:06.000]  很想在這個堂慶日子裏面
[00:00:06.000 --> 00:00:11.000]  去送兩句話給大家
[00:00:11.000 --> 00:00:16.000]  災於活水江河 靈命日盡
[00:00:16.000 --> 00:00:21.000]  蘊納基督盤石 誠摯宣道
[00:00:21.000 --> 00:00:23.000]  當中是蘊含著我們宣道會
[00:00:23.000 --> 00:00:26.000]  一個很強調的精神
[00:00:26.000 --> 00:00:29.000]  我們不單止自己的靈命要盡心
[00:00:29.000 --> 00:00:33.000]  我們也要繼續承擔主所託付給我們的使命
[00:00:33.000 --> 00:00:35.000]  所以在這裏也謹代表自己的教會
[00:00:35.000 --> 00:00:40.000]  北宣去恭賀感宣家42周年的堂慶夢恩
[00:00:40.000 --> 00:00:44.000]  也代表宣道會 香港區聯會去恭賀大家
[00:00:44.000 --> 00:00:47.000]  剛才主席幫我們讀了這個肥理門書
[00:00:47.000 --> 00:00:49.000]  今天和你看這段經文
[00:00:49.000 --> 00:00:54.000]  我們到底在這裏當中可以領受到一個怎樣的訊息呢
[00:00:54.000 --> 00:00:58.000]  聖經裏面又是怎樣看一個教會
[00:00:58.000 --> 00:01:05.000]  一個群體的關係是怎樣呢
[00:01:05.000 --> 00:01:08.000]  當肥理門書這樣寫的時候
[00:01:08.000 --> 00:01:09.000]  這裏提到
[00:01:09.000 --> 00:01:13.000]  我聽見你對主耶穌和眾聖徒有愛心和信心
[00:01:13.000 --> 00:01:15.000]  你看到那個愛的字
[00:01:15.000 --> 00:01:18.000]  你就知道牧師你是說彼此相愛
[00:01:18.000 --> 00:01:21.000]  不單止這樣 在這裏更加提出
[00:01:21.000 --> 00:01:24.000]  在這段經文裏面很強調一個中心思想
[00:01:24.000 --> 00:01:29.000]  就是這班彼此相愛的人是有團契關係的
[00:01:29.000 --> 00:01:32.000]  你說我知道 我也會回團契 回小組
[00:01:32.000 --> 00:01:35.000]  或者我們一起查經
[00:01:35.000 --> 00:01:38.000]  不單止是那個合意的小組群體
[00:01:38.000 --> 00:01:41.000]  而是到底我們這個家 這個整個教會
[00:01:41.000 --> 00:01:44.000]  是否有彼此團契的關係
[00:01:44.000 --> 00:01:46.000]  這個更加重要
[00:01:46.000 --> 00:01:49.000]  團契這個字的原文在新約聖經出現了有二十次
[00:01:49.000 --> 00:01:52.000]  其中有一次出現在肥理門書
[00:01:52.000 --> 00:01:55.000]  剛才我聽經文也不是很看得懂
[00:01:55.000 --> 00:01:57.000]  一會兒會告訴你在哪裏
[00:01:57.000 --> 00:02:00.000]  肥理門書是保羅在監獄裏面所寫的信件
[00:02:00.000 --> 00:02:07.000]  信當中保羅為一個由肥理門這個家裏逃走出來的奴僕
[00:02:07.000 --> 00:02:10.000]  或者奴隸歐尼西姆去求情
[00:02:10.000 --> 00:02:13.000]  歐尼西姆逃跑之後輾轉就遇到保羅
[00:02:13.000 --> 00:02:15.000]  也因此信了耶穌
[00:02:15.000 --> 00:02:19.000]  表面上這封信是處理一個個別的事件
[00:02:19.000 --> 00:02:22.000]  修補兩個人的關係
[00:02:22.000 --> 00:02:25.000]  但實際保羅是行文之中讓大家體會到
[00:02:25.000 --> 00:02:27.000]  他做了三個的示範
[00:02:27.000 --> 00:02:29.000]  我們走在這條天路裏面
[00:02:29.000 --> 00:02:32.000]  我們說的群體 我們說的教會
[00:02:32.000 --> 00:02:35.000]  在這條天路裏面怎樣可以得到友伴
[00:02:35.000 --> 00:02:39.000]  一個信仰群體又可以怎樣一起前行
[00:02:39.000 --> 00:02:43.000]  我們會透過這封信一起去學習一下
[00:02:43.000 --> 00:02:45.000]  我們自己的群體 我們的教會生活
[00:02:45.000 --> 00:02:47.000]  是否也可以向著這個目標
[00:02:47.000 --> 00:02:50.000]  友伴 前行 繼續邁進
[00:02:50.000 --> 00:02:54.000]  我們一起將這段聽到的時間再交代給主
[00:02:54.000 --> 00:02:58.000]  教會元首耶穌基督 我們感謝讚美你
[00:02:58.000 --> 00:03:01.000]  剛才我們在敬拜的當中
[00:03:01.000 --> 00:03:05.000]  我們很感受到這個家是由很多人去組成
[00:03:05.000 --> 00:03:08.000]  亦都彼此願意同心
[00:03:08.000 --> 00:03:10.000]  我們知道我們的目標是對準你
[00:03:10.000 --> 00:03:12.000]  亦領受你給我們的使命
[00:03:12.000 --> 00:03:14.000]  現在我們打開你的話語
[00:03:14.000 --> 00:03:17.000]  願聖靈指教我們當明白的真理
[00:03:17.000 --> 00:03:18.000]  多謝你
[00:03:18.000 --> 00:03:20.000]  我們的祈禱是奉主耶穌基督
[00:03:20.000 --> 00:03:23.000]  得聖名自祈求 阿門
[00:03:23.000 --> 00:03:30.000]  在剛才的四至六節那裏
[00:03:30.000 --> 00:03:31.000]  我們再一起看看
[00:03:31.000 --> 00:03:34.000]  不如我請大家一起和我讀這三節經文
[00:03:34.000 --> 00:03:35.000]  預備起
[00:03:35.000 --> 00:03:39.000]  我聽見你對主耶穌和眾聖徒
[00:03:39.000 --> 00:03:42.000]  有愛心和信心
[00:03:42.000 --> 00:03:45.000]  我每逢禱告提到你的時候
[00:03:45.000 --> 00:03:48.000]  就常常感謝我的神
[00:03:48.000 --> 00:03:53.000]  願你與眾人分享你的信心的時候
[00:03:53.000 --> 00:03:55.000]  會產生功效
[00:03:55.000 --> 00:04:01.000]  使我們可以知道在我們中間的一切善事
[00:04:01.000 --> 00:04:03.000]  都是為基督作的
[00:04:03.000 --> 00:04:05.000]  這裏提到愛心
[00:04:05.000 --> 00:04:06.000]  你會看得很清楚
[00:04:06.000 --> 00:04:07.000]  在第四五節那裏提到
[00:04:07.000 --> 00:04:12.000]  他說:肥理門你有的愛心不是掛在口邊的
[00:04:12.000 --> 00:04:14.000]  根據聖經學者的分析
[00:04:14.000 --> 00:04:17.000]  在肥理門的年代曾經發生過一些天災
[00:04:17.000 --> 00:04:20.000]  極之可能的就是肥理門見到教會裏面
[00:04:20.000 --> 00:04:25.000]  因災難而生活缺乏的人
[00:04:25.000 --> 00:04:28.000]  他們缺少生活的物資 錢糧
[00:04:28.000 --> 00:04:33.000]  於是肥理門就用自己所有的去幫助這些弟兄姊妹
[00:04:33.000 --> 00:04:37.000]  其中第五節更加貼近原文的翻譯是這樣的
[00:04:37.000 --> 00:04:42.000]  因為我聽說你對眾聖徒有愛心
[00:04:42.000 --> 00:04:45.000]  對主耶穌有信心
[00:04:45.000 --> 00:04:48.000]  原來在這封信當中不斷提到的愛
[00:04:48.000 --> 00:04:51.000]  對象是弟兄姊妹
[00:04:51.000 --> 00:04:53.000]  是主內的弟兄姊妹
[00:04:53.000 --> 00:04:54.000]  是基督徒之間
[00:04:54.000 --> 00:04:57.000]  是聖徒的群體有的彼此相愛
[00:04:57.000 --> 00:05:04.000]  這個愛心不只是我們對我們見到的人
[00:05:04.000 --> 00:05:07.000]  在街外的人有連續恩賜
[00:05:07.000 --> 00:05:13.000]  而這種愛心在我們的群體都要常常有
[00:05:13.000 --> 00:05:17.000]  或者我們都稍為在想一想
[00:05:17.000 --> 00:05:20.000]  當這個時刻問你
[00:05:20.000 --> 00:05:24.000]  你在腦海裏面想起哪一兩位敢宣家的弟兄姊妹呢
[00:05:24.000 --> 00:05:28.000]  你應該想像到 馬上想到
[00:05:28.000 --> 00:05:35.000]  現在常常和你WhatsApp通訊 微信的弟兄姊妹是哪一類呢
[00:05:35.000 --> 00:05:40.000]  可能你有時候想到的人不是這些很關切的人
[00:05:40.000 --> 00:05:44.000]  可能是你要不斷學習以愛心去對待的人
[00:05:44.000 --> 00:05:49.000]  會不會有些時候自己其實對教會人的愛心
[00:05:49.000 --> 00:05:52.000]  是比對自己家裏的人多
[00:05:52.000 --> 00:05:56.000]  在我們真實的家庭裏面有時候是這樣的
[00:05:56.000 --> 00:05:59.000]  在教會的家裏面會不會都是這樣呢
[00:05:59.000 --> 00:06:01.000]  對外面的人會寬容
[00:06:01.000 --> 00:06:05.000]  但卻是對本應親近的人
[00:06:05.000 --> 00:06:08.000]  有時候會多了少少計較
[00:06:08.000 --> 00:06:11.000]  在第六節裏說
[00:06:11.000 --> 00:06:16.000]  願你與眾人分享你的信心的時候
[00:06:16.000 --> 00:06:21.000]  這個分享其實就是我一開始說的團契這個字
[00:06:21.000 --> 00:06:24.000]  在聖經的原文就是團契這個字
[00:06:24.000 --> 00:06:27.000]  當然這個團契不是限制一個小組一個群體
[00:06:27.000 --> 00:06:30.000]  而是可以說是一個教會一班人
[00:06:30.000 --> 00:06:35.000]  聚集一齊敬拜常常見面的一班人
[00:06:35.000 --> 00:06:39.000]  在這個其中 分享是有分享的
[00:06:39.000 --> 00:06:42.000]  我見到外面擺了很多食物攤位
[00:06:42.000 --> 00:06:44.000]  一會兒大家會分享食物
[00:06:44.000 --> 00:06:46.000]  不單止這樣
[00:06:46.000 --> 00:06:50.000]  對於肥利們 保羅是否想跟他們說
[00:06:50.000 --> 00:06:52.000]  記住了 肥利們
[00:06:52.000 --> 00:06:55.000]  你這麼有愛心 你就要有愛心到底
[00:06:55.000 --> 00:07:01.000]  剛才一開始說過這封信表面上是說兩個人要修補關係
[00:07:01.000 --> 00:07:03.000]  是不是保羅想說
[00:07:03.000 --> 00:07:07.000]  你去原諒那個得罪你的人
[00:07:07.000 --> 00:07:09.000]  不是
[00:07:09.000 --> 00:07:12.000]  保羅不是這樣去教肥利們
[00:07:12.000 --> 00:07:14.000]  或者命令肥利們
[00:07:14.000 --> 00:07:16.000]  你要這樣這樣做
[00:07:16.000 --> 00:07:21.000]  保羅是首先說我去分享我怎樣實踐
[00:07:21.000 --> 00:07:25.000]  因著信耶穌基督而對人能夠有的愛心
[00:07:25.000 --> 00:07:30.000]  對我身邊的聖徒有的愛心
[00:07:30.000 --> 00:07:34.000]  在第八第九節他這樣說
[00:07:34.000 --> 00:07:36.000]  他本應可以吩咐肥利們
[00:07:36.000 --> 00:07:41.000]  因為教會的群體裏面他的位份是很高的
[00:07:41.000 --> 00:07:44.000]  但是保羅沒有說一人少一句
[00:07:44.000 --> 00:07:46.000]  保羅也沒有計較自己是使徒地位
[00:07:46.000 --> 00:07:48.000]  你就聽我說 給我面子
[00:07:48.000 --> 00:07:49.000]  他不是這樣
[00:07:49.000 --> 00:07:52.000]  他也沒有計較自己的面子 個人榮辱
[00:07:52.000 --> 00:07:55.000]  保羅說我是憑著
[00:07:55.000 --> 00:07:57.000]  我是透過
[00:07:57.000 --> 00:08:01.000]  我是通過愛去請求你
[00:08:01.000 --> 00:08:03.000]  去求你肥利們
[00:08:03.000 --> 00:08:05.000]  我求你
[00:08:05.000 --> 00:08:09.000]  你可以像我一樣這樣去做
[00:08:09.000 --> 00:08:11.000]  我在其他教會聽過一件這樣的事
[00:08:11.000 --> 00:08:14.000]  不是錦算監 不是北宣
[00:08:14.000 --> 00:08:16.000]  有兩位弟兄
[00:08:16.000 --> 00:08:20.000]  他們一起去開教會執事會
[00:08:20.000 --> 00:08:22.000]  在過去一段很長的年日裏面
[00:08:22.000 --> 00:08:25.000]  領袖弟兄A也得到領袖弟兄B的幫助
[00:08:25.000 --> 00:08:28.000]  每一次開完會都送他回家 順道
[00:08:28.000 --> 00:08:31.000]  每次在路上開車的時候
[00:08:31.000 --> 00:08:34.000]  弟兄A和弟兄B會談剛才開會的事
[00:08:34.000 --> 00:08:35.000]  說一下教會的事情
[00:08:35.000 --> 00:08:37.000]  大家繼續分享
[00:08:37.000 --> 00:08:39.000]  有一次就是這樣開完執事會議之後
[00:08:39.000 --> 00:08:41.000]  回家的途中
[00:08:41.000 --> 00:08:43.000]  弟兄A說開教會的崇拜
[00:08:43.000 --> 00:08:45.000]  就和弟兄B說
[00:08:45.000 --> 00:08:46.000]  現在崇拜這樣這樣
[00:08:46.000 --> 00:08:49.000]  我覺得應該可以這樣
[00:08:49.000 --> 00:08:50.000]  於是他就把自己的意見
[00:08:50.000 --> 00:08:51.000]  這樣這樣這樣
[00:08:51.000 --> 00:08:55.000]  不斷地和弟兄B說
[00:08:55.000 --> 00:09:00.000]  在那一次車程的分享之後
[00:09:00.000 --> 00:09:01.000]  弟兄A不知為何總是覺得
[00:09:01.000 --> 00:09:05.000]  弟兄B接著就有意無意嘗試避開他
[00:09:05.000 --> 00:09:06.000]  甚至開完會之後
[00:09:06.000 --> 00:09:08.000]  總是他去過廁所
[00:09:08.000 --> 00:09:09.000]  轉頭他就開車走了
[00:09:09.000 --> 00:09:11.000]  沒有接著他一起走
[00:09:11.000 --> 00:09:13.000]  弟兄A思前想後
[00:09:13.000 --> 00:09:16.000]  是不是正因為弟兄B
[00:09:16.000 --> 00:09:17.000]  上次和他說崇拜的事
[00:09:17.000 --> 00:09:19.000]  他是有份負責的
[00:09:19.000 --> 00:09:22.000]  是不是他有點不高興呢
[00:09:22.000 --> 00:09:24.000]  但是他說大家都是領袖
[00:09:24.000 --> 00:09:26.000]  大家都是在教會裡去管理的人
[00:09:26.000 --> 00:09:28.000]  我當時已經很客氣和他
[00:09:28.000 --> 00:09:31.000]  去說這件事很中立的
[00:09:31.000 --> 00:09:34.000]  去分享一些看法
[00:09:34.000 --> 00:09:35.000]  所以我不是很明白
[00:09:35.000 --> 00:09:39.000]  為什麼他會這樣氣我
[00:09:39.000 --> 00:09:41.000]  再過多一段時間
[00:09:41.000 --> 00:09:43.000]  弟兄A再三反省
[00:09:43.000 --> 00:09:49.000]  他發現是不是我沒有換位思考
[00:09:49.000 --> 00:09:51.000]  我沒有在我這位弟兄的角度
[00:09:51.000 --> 00:09:52.000]  去看回這件事
[00:09:52.000 --> 00:09:54.000]  當我去分享我的意見
[00:09:54.000 --> 00:09:57.000]  很中肯的意見的時候
[00:09:57.000 --> 00:10:00.000]  我作為執事的資格的時候
[00:10:00.000 --> 00:10:03.000]  我用權利和地位去出發
[00:10:03.000 --> 00:10:07.000]  去反映對方B弟兄所收到的
[00:10:07.000 --> 00:10:10.000]  是一些誠實話
[00:10:10.000 --> 00:10:12.000]  B弟兄他反省
[00:10:12.000 --> 00:10:14.000]  是 我是說了誠實話
[00:10:14.000 --> 00:10:20.000]  但是我沒有對弟兄有愛心
[00:10:20.000 --> 00:10:23.000]  保羅為肥理門去感恩
[00:10:23.000 --> 00:10:24.000]  因為他真的可以
[00:10:24.000 --> 00:10:26.000]  展現出愛心在有災難的時候
[00:10:26.000 --> 00:10:27.000]  怎樣去幫助身邊人
[00:10:27.000 --> 00:10:29.000]  社區的人
[00:10:29.000 --> 00:10:32.000]  但是保羅他繼續去教導肥理門
[00:10:32.000 --> 00:10:35.000]  或者去求肥理門
[00:10:35.000 --> 00:10:37.000]  你可以像我這樣
[00:10:37.000 --> 00:10:39.000]  嘗試超越我們的位份
[00:10:39.000 --> 00:10:40.000]  我們的權利
[00:10:40.000 --> 00:10:44.000]  用這一份很單純的愛心
[00:10:44.000 --> 00:10:48.000]  去對待我們身邊的聖徒
[00:10:48.000 --> 00:10:49.000]  你看到嗎
[00:10:49.000 --> 00:10:50.000]  教會群體裏面
[00:10:50.000 --> 00:10:53.000]  我們因著這個大團契的關係
[00:10:53.000 --> 00:10:55.000]  我們是著重能夠
[00:10:55.000 --> 00:10:58.000]  很實在的去彼此相愛
[00:10:58.000 --> 00:11:00.000]  說的話的人
[00:11:00.000 --> 00:11:01.000]  自己實踐出來
[00:11:01.000 --> 00:11:03.000]  保羅去分享
[00:11:03.000 --> 00:11:04.000]  他也是這樣做
[00:11:04.000 --> 00:11:07.000]  這個經文對我都有很大的提醒
[00:11:07.000 --> 00:11:09.000]  回想過去這幾年
[00:11:09.000 --> 00:11:12.000]  我們所面對的人際那種
[00:11:12.000 --> 00:11:15.000]  我形容很intense
[00:11:15.000 --> 00:11:18.000]  很緊張
[00:11:18.000 --> 00:11:20.000]  很容易擦槍走火
[00:11:20.000 --> 00:11:22.000]  一句話 一句貼文
[00:11:22.000 --> 00:11:26.000]  可以變成很多爭拗的年日
[00:11:26.000 --> 00:11:29.000]  超越權利
[00:11:29.000 --> 00:11:31.000]  用愛心去對待我身邊的人
[00:11:31.000 --> 00:11:35.000]  這個是主給我的提醒
[00:11:35.000 --> 00:11:38.000]  現代人的關係的確是很麻煩
[00:11:38.000 --> 00:11:42.000]  因為我們常常被這個社會去教導
[00:11:42.000 --> 00:11:48.000]  我們要用功利 得失 效益 好處去計算
[00:11:48.000 --> 00:11:51.000]  對的 因為我們是這樣生存的
[00:11:51.000 --> 00:11:53.000]  我們是這樣生活的
[00:11:53.000 --> 00:11:55.000]  我們去賺得我們每天所需用
[00:11:55.000 --> 00:11:57.000]  是用這些方式
[00:11:57.000 --> 00:11:59.000]  所以這是很中立的事情
[00:11:59.000 --> 00:12:03.000]  但是如果我們所有的人際關係都是這樣的話
[00:12:03.000 --> 00:12:05.000]  就很可怕了
[00:12:05.000 --> 00:12:08.000]  例如一個人轉了工
[00:12:08.000 --> 00:12:11.000]  他自然會繼續和舊同事有一些聯繫
[00:12:11.000 --> 00:12:14.000]  不過慢慢就會越來越少
[00:12:14.000 --> 00:12:16.000]  因為大家不再圍繞同一個目標
[00:12:16.000 --> 00:12:19.000]  為了同一間公司去賺到一些利益
[00:12:19.000 --> 00:12:21.000]  以前的關係是會越來越淡的
