
[00:00:00.000 --> 00:00:02.480]  謝主有機會在這裏和大家分享
[00:00:02.480 --> 00:00:04.360]  我代表母堂問候每一位
[00:00:04.360 --> 00:00:06.400]  我們每一次都說到
[00:00:06.400 --> 00:00:12.520]  紅欣堂現在事工非常之有進展
[00:00:12.520 --> 00:00:13.760]  很多元化
[00:00:13.760 --> 00:00:17.360]  我們都為紅欣堂很感恩
[00:00:17.360 --> 00:00:19.840]  我們都一起祈禱
[00:00:19.840 --> 00:00:21.960]  還有我們一起聽道
[00:00:21.960 --> 00:00:23.680]  親愛的天父我們來到祢的庚前
[00:00:23.680 --> 00:00:26.600]  我們祈求祢慰養小羊
[00:00:26.600 --> 00:00:30.480]  無論聽的說的都蒙祢的恩典
[00:00:30.480 --> 00:00:31.480]  得祢的教導
[00:00:31.480 --> 00:00:34.400]  奉主基督 聖名 阿門
[00:00:34.400 --> 00:00:39.320]  今天和大家分享一段大家很熟悉的經文
[00:00:39.320 --> 00:00:42.920]  《針研三章》五至八節
[00:00:42.920 --> 00:00:45.240]  為什麼在這一段呢
[00:00:45.240 --> 00:00:47.920]  最近在讀《針研》的時候
[00:00:47.920 --> 00:00:51.080]  我發覺《針研》有很多很好的教導
[00:00:51.080 --> 00:00:58.240]  但是都想自己有去專心學習和大家一起分享
[00:00:58.240 --> 00:01:02.400]  我發覺《針研》裏面有很多地方講驕傲
[00:01:02.400 --> 00:01:04.880]  《新約》也有很多地方講驕傲
[00:01:04.880 --> 00:01:08.680]  我又相信其實神不是教我們驕傲的
[00:01:08.680 --> 00:01:10.560]  不過祂想教我們謙卑
[00:01:10.560 --> 00:01:14.480]  所以我就由驕傲我們開始去看驕傲
[00:01:14.480 --> 00:01:16.440]  從驕傲一直看下去的時候
[00:01:16.440 --> 00:01:22.920]  看看人的生命要從驕傲轉去學習謙卑的時候
[00:01:22.920 --> 00:01:25.400]  我們要怎樣去演進呢
[00:01:25.400 --> 00:01:27.360]  讓我們一直學習的時候
[00:01:27.360 --> 00:01:30.760]  我們的生命又能夠有一個轉向
[00:01:30.760 --> 00:01:34.640]  由我們本性上可能有的驕傲
[00:01:34.640 --> 00:01:39.080]  轉而有一個謙卑馴服的心來侍奉神
[00:01:39.080 --> 00:01:40.680]  有一節的聖經
[00:01:40.680 --> 00:01:46.760]  我覺得要很留神的去提醒自己
[00:01:46.760 --> 00:01:49.640]  驕傲在敗壞以先
[00:01:49.640 --> 00:01:52.920]  耐心高傲的在跌倒之前
[00:01:52.920 --> 00:01:56.320]  原來驕傲是很嚴重的
[00:01:56.320 --> 00:02:00.280]  驕傲會帶來失敗的
[00:02:00.280 --> 00:02:01.720]  我立刻想起誰呢?
[00:02:01.720 --> 00:02:02.960]  我想起大胃王
[00:02:02.960 --> 00:02:04.480]  大胃王很成功的
[00:02:04.480 --> 00:02:06.600]  我們每個人都覺得他很成功的
[00:02:06.600 --> 00:02:10.280]  很成功的大胃王就做了一件事
[00:02:10.280 --> 00:02:12.200]  他立國之後
[00:02:12.200 --> 00:02:14.440]  有一次他就說
[00:02:14.440 --> 00:02:17.880]  我要先知道我有多少國民
[00:02:17.880 --> 00:02:20.200]  這個其實都是一個心裏面的驕傲
[00:02:20.200 --> 00:02:22.040]  看看我的國家有多大
[00:02:22.040 --> 00:02:23.880]  我的人民有多多
[00:02:23.880 --> 00:02:26.320]  最終這件事
[00:02:26.320 --> 00:02:28.640]  他也知道神不想他去做
[00:02:28.640 --> 00:02:30.640]  但是有那種隱憂
[00:02:30.640 --> 00:02:32.720]  我還是想知道
[00:02:32.720 --> 00:02:34.960]  於是引來一個大的禍患
[00:02:34.960 --> 00:02:37.480]  死了很多國民
[00:02:37.480 --> 00:02:39.040]  有一個瘟疫來到
[00:02:39.040 --> 00:02:42.040]  令到他們受到很大的災難
[00:02:42.040 --> 00:02:47.200]  於是大胃就謙卑、凝聚、悔改
[00:02:47.200 --> 00:02:50.360]  才止息了這一次的瘟疫
[00:02:50.360 --> 00:02:55.600]  原來敗壞就是在驕傲之後
[00:02:55.600 --> 00:02:57.200]  躺在謙卑的時候
[00:02:57.200 --> 00:03:00.520]  很多事情是可以預防了的
[00:03:00.520 --> 00:03:04.680]  《針苑》裏面有很多關於驕傲的經文
[00:03:04.680 --> 00:03:06.080]  這裏只是部分
[00:03:06.080 --> 00:03:07.480]  還未列得完
[00:03:07.480 --> 00:03:10.800]  如果再看《舊約聖經》
[00:03:10.800 --> 00:03:13.000]  和《新約聖經》的教導的時候
[00:03:13.000 --> 00:03:14.240]  更長
[00:03:14.240 --> 00:03:16.240]  驕傲很多的
[00:03:16.240 --> 00:03:18.240]  但是驕傲說出來的時候
[00:03:18.240 --> 00:03:20.240]  一直提醒我們一件事
[00:03:20.240 --> 00:03:22.240]  驕傲是沒有智慧的
[00:03:22.240 --> 00:03:23.600]  驕傲是哪些人有呢?
[00:03:23.600 --> 00:03:25.600]  是愚妄人才有的
[00:03:25.600 --> 00:03:27.600]  驕傲是什麼呢?
[00:03:27.600 --> 00:03:30.240]  是不受責備已經是驕傲了
[00:03:30.240 --> 00:03:32.760]  驕傲是帶來敗壞
[00:03:32.760 --> 00:03:40.440]  驕傲是為了一些傲慢人預留了的刑罰
[00:03:40.440 --> 00:03:44.320]  裏面說了很多驕傲不好的事情
[00:03:44.320 --> 00:03:46.320]  驕傲這麼多的不好
[00:03:46.320 --> 00:03:48.320]  但是社會裏面怎麼看呢?
[00:03:48.320 --> 00:03:50.920]  社會裏面不是叫我們不要驕傲
[00:03:50.920 --> 00:03:52.440]  社會裏面怎麼看人呢?
[00:03:52.440 --> 00:03:54.040]  社會裏面看人是看一件事
[00:03:54.040 --> 00:03:56.040]  你有沒有成就啊?
[00:03:56.040 --> 00:03:58.040]  說真的
[00:03:58.040 --> 00:04:00.480]  我們出去找一間茶餐廳吃飯的時候
[00:04:00.480 --> 00:04:03.240]  多不多客人啊?
[00:04:03.240 --> 00:04:05.240]  沒有客人的那一間
[00:04:05.240 --> 00:04:07.240]  都不要想了
[00:04:07.240 --> 00:04:11.240]  那是那一間茶餐廳的成就
[00:04:11.240 --> 00:04:14.240]  如果那個廚師出來告訴你
[00:04:14.240 --> 00:04:16.240]  你叫牛扒
[00:04:16.240 --> 00:04:18.240]  其實牛扒要怎麼煎呢?
[00:04:18.240 --> 00:04:20.240]  你還進不進去吃啊?
[00:04:20.240 --> 00:04:23.240]  你想一下
[00:04:23.240 --> 00:04:25.240]  真的
[00:04:25.240 --> 00:04:27.240]  將來有機會分享牛扒怎麼煮
[00:04:27.240 --> 00:04:29.240]  我去隔壁那間餐廳
[00:04:29.240 --> 00:04:32.240]  我們會有這樣的情況出現
[00:04:32.240 --> 00:04:34.240]  做事
[00:04:34.240 --> 00:04:36.240]  人家看效率的
[00:04:36.240 --> 00:04:38.240]  而且你跟別人應對
[00:04:38.240 --> 00:04:40.240]  人家都看你的效率的
[00:04:40.240 --> 00:04:42.240]  是不是啊?
[00:04:42.240 --> 00:04:44.240]  跟著就會看看
[00:04:44.240 --> 00:04:46.240]  這個人走出來有沒有自信啊
[00:04:46.240 --> 00:04:48.240]  如果頭低低的話
[00:04:48.240 --> 00:04:50.240]  人家就覺得都不知道是不是
[00:04:50.240 --> 00:04:52.240]  找不找他工作呢?
[00:04:52.240 --> 00:04:54.240]  好像社會裏面
[00:04:54.240 --> 00:04:57.240]  要求並不是說他謙不謙卑啊?
[00:04:57.240 --> 00:04:59.240]  不要看這些
[00:04:59.240 --> 00:05:01.240]  反而看他出來的樣子
[00:05:01.240 --> 00:05:03.240]  他都驕傲得起
[00:05:03.240 --> 00:05:05.240]  他能夠有優越感
[00:05:05.240 --> 00:05:07.240]  他還有些優越
[00:05:07.240 --> 00:05:09.240]  才能夠有優越感
[00:05:09.240 --> 00:05:11.240]  於是就引起我們
[00:05:11.240 --> 00:05:13.240]  會朝向這個方向走
[00:05:13.240 --> 00:05:15.240]  甚至我們生活裏
[00:05:15.240 --> 00:05:17.240]  我們自己都會
[00:05:17.240 --> 00:05:19.240]  你有沒有讀聖經啊?
[00:05:19.240 --> 00:05:21.240]  讀完新舊約全書沒有呢?
[00:05:21.240 --> 00:05:23.240]  你讀了一次嗎?
[00:05:23.240 --> 00:05:25.240]  我新約讀了兩次
[00:05:25.240 --> 00:05:27.240]  我比你好
[00:05:27.240 --> 00:05:29.240]  我們會比較
[00:05:29.240 --> 00:05:31.240]  比較帶來
[00:05:31.240 --> 00:05:33.240]  我比較聰明
[00:05:33.240 --> 00:05:35.240]  跟著有少少傲慢
[00:05:35.240 --> 00:05:37.240]  有少少對隔壁那個人
[00:05:37.240 --> 00:05:39.240]  這樣的態度
[00:05:39.240 --> 00:05:41.240]  這個都不是神想的
[00:05:41.240 --> 00:05:43.240]  神不希望我們這樣的
[00:05:43.240 --> 00:05:45.240]  神也不想我們
[00:05:45.240 --> 00:05:47.240]  開會都說是這樣
[00:05:47.240 --> 00:05:49.240]  我說就是了
[00:05:49.240 --> 00:05:51.240]  我說是就可以了
[00:05:51.240 --> 00:05:53.240]  全票通過,拜託
[00:05:53.240 --> 00:05:55.240]  我們應該堅持自己的意見
[00:05:55.240 --> 00:05:57.240]  不是
[00:05:57.240 --> 00:05:59.240]  我們應該堅持的是神的意見
[00:05:59.240 --> 00:06:01.240]  我們大家一起開會
[00:06:01.240 --> 00:06:03.240]  一起談的時候
[00:06:03.240 --> 00:06:05.240]  我們就會想多一些
[00:06:05.240 --> 00:06:07.240]  思想到闊一些
[00:06:07.240 --> 00:06:09.240]  看看神對我們
[00:06:09.240 --> 00:06:11.240]  整體有什麼共同的
[00:06:11.240 --> 00:06:13.240]  帶領
[00:06:13.240 --> 00:06:15.240]  在聖經裏面
[00:06:15.240 --> 00:06:17.240]  我就選擇這段經文
