
[00:00:00.000 --> 00:00:05.000]  大兄姐妹早晨
[00:00:05.000 --> 00:00:08.000]  很高興今天和大家一起敬拜
[00:00:08.000 --> 00:00:12.000]  雖然我們還是要靠網上來敬拜
[00:00:12.000 --> 00:00:15.000]  不過我們在網上
[00:00:15.000 --> 00:00:18.000]  我們同樣可以來專心
[00:00:18.000 --> 00:00:20.000]  來親近上帝
[00:00:20.000 --> 00:00:23.000]  今天很高興在崇拜當中
[00:00:23.000 --> 00:00:25.000]  和大家唱詩歌
[00:00:25.000 --> 00:00:26.000]  又祈禱
[00:00:26.000 --> 00:00:29.000]  還有一些詩歌也很激勵我們
[00:00:29.000 --> 00:00:31.000]  各位弟兄姊妹們
[00:00:31.000 --> 00:00:34.000]  為了今天早上敬拜上帝的機會
[00:00:34.000 --> 00:00:36.000]  獻上我們的感恩
[00:00:36.000 --> 00:00:39.000]  今天和大家思想的題目
[00:00:39.000 --> 00:00:41.000]  叫合輔蒙福
[00:00:41.000 --> 00:00:43.000]  喜歡這個題目嗎?
[00:00:43.000 --> 00:00:46.000]  我相信這個題目人見人愛
[00:00:46.000 --> 00:00:49.000]  平時我們說合輔統請
[00:00:49.000 --> 00:00:51.000]  我現在也是合輔統請
[00:00:51.000 --> 00:00:53.000]  統請什麼?
[00:00:53.000 --> 00:00:55.000]  統請全家蒙福
[00:00:55.000 --> 00:00:58.000]  如何能夠合輔蒙福呢?
[00:00:58.000 --> 00:01:01.000]  我們今天就選擇《約伯記》
[00:01:01.000 --> 00:01:04.000]  《約伯記》第一章一到五節
[00:01:04.000 --> 00:01:07.000]  在這裡我們可以看到
[00:01:07.000 --> 00:01:09.000]  一說到約伯
[00:01:09.000 --> 00:01:12.000]  我想大家都很熟悉這個名字
[00:01:12.000 --> 00:01:15.000]  但《約伯記》我不知道你有沒有看過
[00:01:15.000 --> 00:01:19.000]  可能你覺得舊約的聖經很深奧
[00:01:19.000 --> 00:01:21.000]  你就可能沒有打開
[00:01:21.000 --> 00:01:23.000]  舊約的經文去看
[00:01:23.000 --> 00:01:27.000]  但是你對約伯也很有印象
[00:01:27.000 --> 00:01:29.000]  原因是什麼呢?
[00:01:29.000 --> 00:01:37.000]  原因是你在自己生活不順利的時候
[00:01:37.000 --> 00:01:39.000]  或者遇到困難的時候
[00:01:39.000 --> 00:01:41.000]  遇到逆境的時候
[00:01:41.000 --> 00:01:43.000]  你就很快想起約伯
[00:01:43.000 --> 00:01:44.000]  為什麼呢?
[00:01:44.000 --> 00:01:46.000]  因為有同路人
[00:01:46.000 --> 00:01:48.000]  他曾經受過患難
[00:01:48.000 --> 00:01:51.000]  受過苦難比我們更加大
[00:01:51.000 --> 00:01:54.000]  所以你就會很快想起約伯
[00:01:54.000 --> 00:01:56.000]  希望有共鳴
[00:01:56.000 --> 00:01:59.000]  有同路人去支持你
[00:01:59.000 --> 00:02:01.000]  結果可能《約伯記》對你來說
[00:02:01.000 --> 00:02:03.000]  是半生熟也不一定
[00:02:03.000 --> 00:02:05.000]  人物你會熟悉
[00:02:05.000 --> 00:02:07.000]  但經文可能你會陌生
[00:02:07.000 --> 00:02:08.000]  不過無論如何也好
[00:02:08.000 --> 00:02:11.000]  今天早上我們看這段聖經的時候
[00:02:11.000 --> 00:02:13.000]  各位弟兄姊妹
[00:02:13.000 --> 00:02:17.000]  你要對約伯的印象有少許改變
[00:02:17.000 --> 00:02:19.000]  因為很多時候我們一想起約伯
[00:02:19.000 --> 00:02:21.000]  就覺得他很淒涼
[00:02:21.000 --> 00:02:23.000]  覺得他怎樣
[00:02:23.000 --> 00:02:25.000]  頭髮蓬鬆
[00:02:25.000 --> 00:02:28.000]  山瘡從頭長到腳
[00:02:28.000 --> 00:02:32.000]  一個人獨自坐在路邊
[00:02:32.000 --> 00:02:34.000]  神情落寞
[00:02:34.000 --> 00:02:38.000]  這個就是我們對約伯的印象
[00:02:38.000 --> 00:02:40.000]  如果你有這樣的印象
[00:02:40.000 --> 00:02:45.000]  今天早上我要幫你洗脫這個形象
[00:02:45.000 --> 00:02:47.000]  要少許的革新
[00:02:47.000 --> 00:02:48.000]  為什麼呢?
[00:02:48.000 --> 00:02:49.000]  因為你剛才的印象
[00:02:49.000 --> 00:02:52.000]  都是約伯遭遇患難之後的景象
[00:02:52.000 --> 00:02:55.000]  但在約伯未遭受患難之前
[00:02:55.000 --> 00:02:58.000]  他的情況卻不是這樣的
[00:02:58.000 --> 00:03:02.000]  他的情景是非常光彩的
[00:03:02.000 --> 00:03:04.000]  令人羨慕的
[00:03:04.000 --> 00:03:06.000]  何以見得呢?
[00:03:06.000 --> 00:03:08.000]  我們試試逐點來看
[00:03:08.000 --> 00:03:11.000]  首先我們看看約伯是生於哪個地方
[00:03:11.000 --> 00:03:15.000]  聖經說約伯生於烏斯地
[00:03:15.000 --> 00:03:18.000]  烏斯地是什麼地方呢?
[00:03:18.000 --> 00:03:23.000]  烏斯地是約旦河東的地方
[00:03:23.000 --> 00:03:28.000]  可以跳到約旦河東的地方
[00:03:28.000 --> 00:03:29.000]  有幅地圖
[00:03:29.000 --> 00:03:34.000]  約旦河東和約旦河西是很不同的
[00:03:34.000 --> 00:03:38.000]  約旦河西是以色列人的應許地
[00:03:38.000 --> 00:03:45.000]  約旦河東是阿拉伯人和以東人居住的地方
[00:03:45.000 --> 00:03:51.000]  烏斯地剛好在阿拉伯地和以東地之間
[00:03:51.000 --> 00:03:53.000]  叫烏斯地
[00:03:53.000 --> 00:03:56.000]  約伯是生於約旦河東的人
[00:03:56.000 --> 00:04:00.000]  即是說約伯不是希伯來人
[00:04:00.000 --> 00:04:02.000]  即不是猶太人
[00:04:02.000 --> 00:04:04.000]  在猶太人生活當中
[00:04:04.000 --> 00:04:06.000]  他是一個愛邦人也不一定
[00:04:06.000 --> 00:04:07.000]  不過很感恩
[00:04:07.000 --> 00:04:11.000]  他透過什麼渠道認識天父
[00:04:11.000 --> 00:04:14.000]  敬拜耶和華這位真神
[00:04:14.000 --> 00:04:20.000]  所以約伯當時在那個地方生活
[00:04:20.000 --> 00:04:22.000]  他的背景是很不錯的
[00:04:22.000 --> 00:04:24.000]  首先我們發覺
[00:04:24.000 --> 00:04:29.000]  原來約伯這個人個人名聲是非常好的
[00:04:29.000 --> 00:04:30.000]  為什麼?
[00:04:30.000 --> 00:04:32.000]  有十二個字去形容他
[00:04:32.000 --> 00:04:33.000]  不得了
[00:04:33.000 --> 00:04:35.000]  頂層門邊十二個字
[00:04:35.000 --> 00:04:39.000]  這十二個字就是約伯完全正直
[00:04:39.000 --> 00:04:41.000]  敬畏上帝
[00:04:41.000 --> 00:04:43.000]  遠離惡事
[00:04:43.000 --> 00:04:47.000]  這十二個字是不是很棒呢?
[00:04:47.000 --> 00:04:50.000]  如果有人用這十二個字去形容你
[00:04:50.000 --> 00:04:51.000]  不要說十二個字
[00:04:51.000 --> 00:04:54.000]  八個字都很感恩
[00:04:54.000 --> 00:04:56.000]  原來約伯這麼好
[00:04:56.000 --> 00:04:58.000]  完全正直
[00:04:58.000 --> 00:04:59.000]  敬畏上帝
[00:04:59.000 --> 00:05:01.000]  遠離惡事
[00:05:01.000 --> 00:05:03.000]  所以你見到他個人的聲望
[00:05:03.000 --> 00:05:05.000]  個人的名聲
[00:05:05.000 --> 00:05:10.000]  是非常榮耀上帝的
[00:05:10.000 --> 00:05:13.000]  這個人一說起他的名字
[00:05:13.000 --> 00:05:15.000]  就豎起手指
[00:05:15.000 --> 00:05:17.000]  這個人是頂呱呱
[00:05:17.000 --> 00:05:21.000]  不單是一個好人
[00:05:21.000 --> 00:05:24.000]  而是一個敬畏上帝的人
[00:05:24.000 --> 00:05:25.000]  這是第一
[00:05:25.000 --> 00:05:26.000]  他的名聲
[00:05:26.000 --> 00:05:27.000]  第二
[00:05:27.000 --> 00:05:30.000]  聖經記載他的財富
[00:05:30.000 --> 00:05:31.000]  如果你發覺
[00:05:31.000 --> 00:05:33.000]  剛才主席讀經文
[00:05:33.000 --> 00:05:34.000]  你留心數一數
[00:05:34.000 --> 00:05:36.000]  你會發覺不得了
[00:05:36.000 --> 00:05:38.000]  他的牛羊多到多少?
[00:05:38.000 --> 00:05:40.000]  成千這麼厲害
[00:05:40.000 --> 00:05:42.000]  駱駝也不少
[00:05:42.000 --> 00:05:44.000]  牛也五百對
[00:05:44.000 --> 00:05:45.000]  你有沒有留意到?
[00:05:45.000 --> 00:05:46.000]  各位頂智妹妹
[00:05:46.000 --> 00:05:48.000]  如果你逐一去買
[00:05:48.000 --> 00:05:50.000]  逐一去計算
[00:05:50.000 --> 00:05:55.000]  你會發覺他的家財滿貫
[00:05:55.000 --> 00:05:58.000]  你會發覺這位約伯
[00:05:58.000 --> 00:06:02.000]  他的財富真是富甲一方
[00:06:02.000 --> 00:06:06.000]  所以我們說他是烏斯地的首富
[00:06:06.000 --> 00:06:08.000]  是當之無愧
[00:06:08.000 --> 00:06:09.000]  大家認同嗎?
[00:06:09.000 --> 00:06:12.000]  你想想這麼多的牛羊駱駝
[00:06:12.000 --> 00:06:15.000]  在當時舊約的年代
[00:06:15.000 --> 00:06:16.000]  遠古的時候
[00:06:16.000 --> 00:06:19.000]  能夠在畜牧的日子當中
[00:06:19.000 --> 00:06:22.000]  擁有這麼多的牛羊
[00:06:22.000 --> 00:06:23.000]  實在是甚麼?
[00:06:23.000 --> 00:06:27.000]  實在是顯示出他富有的地方
[00:06:27.000 --> 00:06:30.000]  這就是他個人的財富
[00:06:30.000 --> 00:06:31.000]  不單是這樣
[00:06:31.000 --> 00:06:33.000]  聖經還描述
[00:06:33.000 --> 00:06:36.000]  他是一個名門望族
[00:06:36.000 --> 00:06:37.000]  為甚麼呢?
[00:06:37.000 --> 00:06:39.000]  因為這個家族裡
[00:06:39.000 --> 00:06:42.000]  竟然有多少位兒子
[00:06:42.000 --> 00:06:43.000]  約伯有七個兒子
[00:06:43.000 --> 00:06:45.000]  有三個女兒
