
[00:00:00.000 --> 00:00:05.800]  很感恩弟兄姊妹午餐後都有這個特別的聚會去參加
[00:00:05.800 --> 00:00:09.600]  這個題目其實都吸引的
[00:00:09.600 --> 00:00:12.240]  吸引的地方是我們應該怎樣去看
[00:00:12.240 --> 00:00:16.400]  跟我們的宗派有少許不同的神學上
[00:00:16.400 --> 00:00:18.080]  到底它是異端?
[00:00:18.080 --> 00:00:20.680]  它是有什麼極端的問題?
[00:00:20.680 --> 00:00:22.680]  還是我們有問題?
[00:00:22.680 --> 00:00:24.480]  我們都要去了解
[00:00:24.480 --> 00:00:27.680]  所以今天很開心有廖炳棠牧師
[00:00:27.680 --> 00:00:30.400]  他在這個課題有沒有二十年?
[00:00:30.400 --> 00:00:31.800]  這方面的研究
[00:00:31.800 --> 00:00:35.800]  真的他一直跟靈因的牧者有對話
[00:00:35.800 --> 00:00:38.480]  直接的對話其實是更加寶貴
[00:00:38.480 --> 00:00:41.880]  所以我們就把這個時間交給廖炳棠牧師
[00:00:41.880 --> 00:00:53.280]  洪恩棠弟兄姊妹平安
[00:00:53.280 --> 00:00:56.200]  很開心今天下午有機會跟大家見面
[00:00:56.200 --> 00:01:00.600]  星期日下午都會回來聽講座
[00:01:00.600 --> 00:01:02.000]  我通常有一個概念
[00:01:02.000 --> 00:01:03.800]  就是應該是比較愛主的弟兄姊妹
[00:01:03.800 --> 00:01:06.800]  認真信仰的人
[00:01:06.800 --> 00:01:14.000]  所以講之前想知道一下大家
[00:01:14.000 --> 00:01:17.800]  有多少人你接觸的朋友或者認識的人當中
[00:01:17.800 --> 00:01:21.600]  有人是你覺得他在參加靈因的教會的?
[00:01:21.600 --> 00:01:23.400]  有沒有?有沒有人接觸?
[00:01:23.400 --> 00:01:25.000]  都不少
[00:01:25.000 --> 00:01:27.400]  另外第二個問題想知道大家接觸的
[00:01:27.400 --> 00:01:30.000]  你們自己覺得有沒有參加過某些聚會
[00:01:30.000 --> 00:01:31.000]  是有一些靈因成份
[00:01:31.000 --> 00:01:34.600]  或者是靈因的機構他們舉辦的聚會?
[00:01:34.600 --> 00:01:35.200]  有沒有人?
[00:01:35.200 --> 00:01:36.400]  都很多
[00:01:36.400 --> 00:01:39.000]  這個都是不奇怪
[00:01:39.000 --> 00:01:43.000]  因為我想靈因運動其實在人數上面
[00:01:43.000 --> 00:01:45.000]  就是1998年之後
[00:01:45.000 --> 00:01:47.400]  就已經是超越了傳統的方信仰
[00:01:47.400 --> 00:01:49.400]  就是全世界的統計
[00:01:49.400 --> 00:01:52.400]  估計是六億至七億左右
[00:01:52.400 --> 00:01:56.200]  傳統的方信仰現在大概是三億多
[00:01:56.200 --> 00:01:59.400]  就是說他們可能是一倍
[00:01:59.400 --> 00:02:04.000]  所以去全世界其實他們是多數
[00:02:04.000 --> 00:02:07.600]  當然多數就不一定他們走在聖經裏面
[00:02:07.600 --> 00:02:11.000]  如果偏差的多數都可能是一個很擔心的現象
[00:02:11.000 --> 00:02:11.800]  都不一定的
[00:02:11.800 --> 00:02:14.000]  我們一會慢慢談
[00:02:14.000 --> 00:02:19.200]  今天下午就會講的題目就是講靈因運動
[00:02:19.200 --> 00:02:22.200]  但是題目就是講聖靈充滿
[00:02:22.200 --> 00:02:23.200]  我收到
[00:02:23.200 --> 00:02:26.200]  會嘗試從正面去講
[00:02:26.200 --> 00:02:28.200]  什麼是聖靈充滿?
[00:02:28.200 --> 00:02:30.200]  然後就是靈因運動
[00:02:30.200 --> 00:02:33.200]  或者一個正式的名字叫五秦宗及靈因運動
[00:02:33.200 --> 00:02:34.200]  一會解釋一下
[00:02:34.200 --> 00:02:37.200]  這個時候就是
[00:02:37.200 --> 00:02:42.200]  可以說是一個比較有一點點偏差的一種追求聖靈充滿的方法
[00:02:42.200 --> 00:02:45.200]  所以我們先講我們自己方信仰怎樣追求
[00:02:45.200 --> 00:02:47.200]  和是一件什麼事情
[00:02:47.200 --> 00:02:50.200]  然後我們才講它的偏差
[00:02:50.200 --> 00:02:52.200]  今天會反過來講
[00:02:52.200 --> 00:02:55.200]  我來之前
[00:02:55.200 --> 00:02:59.200]  以前我看到講道
[00:02:59.200 --> 00:03:02.200]  講過CP139或者其他的經文
[00:03:02.200 --> 00:03:07.200]  都提過我們崇拜
[00:03:07.200 --> 00:03:09.200]  或者是聽講座都是
[00:03:09.200 --> 00:03:12.200]  最重要就是帶著耶穌一起
[00:03:12.200 --> 00:03:14.200]  我不知道大家還記不記得
[00:03:14.200 --> 00:03:15.200]  就是說你回來崇拜
[00:03:15.200 --> 00:03:18.200]  第一件事就是和弟兄姊妹打完招呼之後
[00:03:18.200 --> 00:03:21.200]  跟耶穌打招呼
[00:03:21.200 --> 00:03:22.200]  心裏面
[00:03:22.200 --> 00:03:25.200]  告訴你我是來敬拜你的
[00:03:25.200 --> 00:03:29.200]  所以就是和大家都講過
[00:03:29.200 --> 00:03:30.200]  崇拜的時候
[00:03:30.200 --> 00:03:32.200]  如果我們心裏面知道耶穌基督在
[00:03:32.200 --> 00:03:35.200]  所以一會就算唱那些詩歌
[00:03:35.200 --> 00:03:37.200]  我喜不喜歡聽都不要緊
[00:03:37.200 --> 00:03:39.200]  你喜歡聽就可以了
[00:03:39.200 --> 00:03:40.200]  最重要就是
[00:03:40.200 --> 00:03:41.200]  反而我們唱的時候
[00:03:41.200 --> 00:03:43.200]  真是口唱心和
[00:03:43.200 --> 00:03:45.200]  想起和多謝耶穌的事情
[00:03:45.200 --> 00:03:48.200]  我們就真是變成崇拜
[00:03:48.200 --> 00:03:52.200]  但如果你心裏沒有耶穌基督
[00:03:52.200 --> 00:03:55.200]  那你唱歌就沒有了對象
[00:03:55.200 --> 00:03:58.200]  你分到自己崇拜還是唱歌
[00:03:58.200 --> 00:03:59.200]  你明白嗎
[00:03:59.200 --> 00:04:01.200]  你可以唱歌是沒有敬拜過神
[00:04:01.200 --> 00:04:03.200]  因為你沒有運用過你的信心
[00:04:03.200 --> 00:04:05.200]  聽講座也是一樣
[00:04:05.200 --> 00:04:08.200]  其實你可以憑著自己的經驗
[00:04:08.200 --> 00:04:10.200]  知識去聽
[00:04:10.200 --> 00:04:12.200]  又可以和耶穌一起聽
[00:04:12.200 --> 00:04:15.200]  你可以透過今天下午
[00:04:15.200 --> 00:04:17.200]  無論是講完的分享
[00:04:17.200 --> 00:04:19.200]  或者是弟兄姊妹的提問
[00:04:19.200 --> 00:04:22.200]  分享你對我的說話
[00:04:22.200 --> 00:04:26.200]  除了讓我認識這個課題多些之外
[00:04:26.200 --> 00:04:28.200]  懂得面對這些朋友
[00:04:28.200 --> 00:04:30.200]  弟兄姊妹之外
[00:04:30.200 --> 00:04:33.200]  我自己怎樣去追求聖靈充滿呢
[00:04:33.200 --> 00:04:35.200]  如果你有這樣的心的時候
[00:04:35.200 --> 00:04:38.200]  你聽這個講座就很不同了
[00:04:38.200 --> 00:04:39.200]  你明白嗎
[00:04:39.200 --> 00:04:41.200]  這樣解釋聖靈充滿
[00:04:41.200 --> 00:04:45.200]  其實也是你這方面的一個學習
[00:04:45.200 --> 00:04:47.200]  充滿就是讓耶穌
[00:04:47.200 --> 00:04:49.200]  時時刻刻成為我們生命的主
[00:04:49.200 --> 00:04:51.200]  而不是一句口號
[00:04:51.200 --> 00:04:54.200]  你聽講座可以有耶穌和你一起聽
[00:04:54.200 --> 00:04:55.200]  可以沒有
[00:04:55.200 --> 00:04:58.200]  你回來崇拜可以唱一首歌
[00:04:58.200 --> 00:05:00.200]  可以唱給耶穌聽
[00:05:00.200 --> 00:05:01.200]  可以有兩種
[00:05:01.200 --> 00:05:02.200]  你唱給耶穌聽
[00:05:02.200 --> 00:05:04.200]  那你就是敬拜了祂
[00:05:04.200 --> 00:05:06.200]  你唱歌只是唱歌
[00:05:06.200 --> 00:05:07.200]  那就是唱了歌
[00:05:07.200 --> 00:05:08.200]  你知道分別嗎
[00:05:08.200 --> 00:05:10.200]  所以可以很大
[00:05:10.200 --> 00:05:14.200]  分別就是我們自己有沒有運用信心
[00:05:14.200 --> 00:05:16.200]  就是耶穌基督現在和我們同在
[00:05:16.200 --> 00:05:19.200]  和我自己有沒有屬靈上的開放
[00:05:19.200 --> 00:05:22.200]  就是你教我屬靈功課
[00:05:22.200 --> 00:05:24.200]  我等候你
[00:05:24.200 --> 00:05:26.200]  我們一起祈禱
[00:05:26.200 --> 00:05:30.200]  應該我們也有背誦《小道信經》
[00:05:30.200 --> 00:05:33.200]  我們一起起立
[00:05:33.200 --> 00:05:36.200]  我們慢慢背誦《小道信經》
[00:05:36.200 --> 00:05:38.200]  提醒我們三位一體的上帝
[00:05:38.200 --> 00:05:40.200]  時刻和我們同在
[00:05:40.200 --> 00:05:41.200]  我們背誦完之後
[00:05:41.200 --> 00:05:43.200]  我們每人有半分鐘的時間
[00:05:43.200 --> 00:05:45.200]  去向神去求
[00:05:45.200 --> 00:05:46.200]  就是這個下午
[00:05:46.200 --> 00:05:48.200]  你自己想有屬靈上有什麼得著
[00:05:48.200 --> 00:05:49.200]  你自己向祂求
