
[00:00:00.000 --> 00:00:02.000]  大家好,我是羅家峰
[00:00:02.000 --> 00:00:04.000]  今天我們會討論禱告的道
[00:00:04.000 --> 00:00:06.000]  大家也很熟悉祈禱
[00:00:06.000 --> 00:00:08.000]  不過我們也一起反省一下禱告的生命
[00:00:08.000 --> 00:00:10.000]  我們藉著這段經文
[00:00:10.000 --> 00:00:12.000]  羅家峰第一章是一段聖誕節的故事
[00:00:12.000 --> 00:00:14.000]  羅家峰第一章是一段聖誕節的故事
[00:00:14.000 --> 00:00:16.000]  羅家峰第一章是一段聖誕節的故事
[00:00:16.000 --> 00:00:18.000]  羅家峰第一章是一段聖誕節的故事
[00:00:18.000 --> 00:00:20.000]  羅家峰第一章是一段聖誕節的故事
[00:00:20.000 --> 00:00:22.000]  羅家峰第一章是一段聖誕節的故事
[00:00:22.000 --> 00:00:24.000]  羅家峰第一章是一段聖誕節的故事
[00:00:24.000 --> 00:00:30.000]  羅家峰第一章是一段聖誕節的故事
[00:00:30.000 --> 00:00:32.000]  基本上是耶穌基督出生的故事
[00:00:32.000 --> 00:00:34.000]  基本上是耶穌基督出生的故事
[00:00:34.000 --> 00:00:36.000]  其實也是施西約翰出生的故事
[00:00:36.000 --> 00:00:38.000]  兩個嬰兒出生的故事
[00:00:38.000 --> 00:00:40.000]  其實也是施西約翰出生的故事
[00:00:40.000 --> 00:00:42.000]  兩個嬰兒出生的故事
[00:00:42.000 --> 00:00:44.000]  彼此交叉在故事的編排裏
[00:00:44.000 --> 00:00:46.000]  彼此交叉在故事的編排裏
[00:00:46.000 --> 00:00:48.000]  第5到25節是天使加拔列向撒加尼亞去顯現
[00:00:48.000 --> 00:00:50.000]  第5到25節是天使加拔列向撒加尼亞去顯現
[00:00:50.000 --> 00:00:52.000]  第5到25節是天使加拔列向撒加尼亞去顯現
[00:00:52.000 --> 00:00:54.000]  第5到25節是天使加拔列向撒加尼亞去顯現
[00:00:54.000 --> 00:00:56.000]  第5到26節是馬利亞的祈禱
[00:00:56.000 --> 00:00:58.000]  第5到26節是馬利亞的祈禱
[00:00:58.000 --> 00:01:00.000]  第5到26節是馬利亞的祈禱
[00:01:00.000 --> 00:01:02.000]  第5到26節是馬利亞的祈禱
[00:01:02.000 --> 00:01:04.000]  第5到27節是撒加尼亞的禱告
[00:01:04.000 --> 00:01:06.000]  第5到27節是撒加尼亞的禱告
[00:01:06.000 --> 00:01:08.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:08.000 --> 00:01:10.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:10.000 --> 00:01:12.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:12.000 --> 00:01:14.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:14.000 --> 00:01:16.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:16.000 --> 00:01:18.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:18.000 --> 00:01:20.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:20.000 --> 00:01:22.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:22.000 --> 00:01:24.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:24.000 --> 00:01:26.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:26.000 --> 00:01:28.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:28.000 --> 00:01:52.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:52.000 --> 00:01:54.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:54.000 --> 00:01:56.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:56.000 --> 00:01:58.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:01:58.000 --> 00:02:00.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:02:00.000 --> 00:02:02.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:02:02.000 --> 00:02:04.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:02:04.000 --> 00:02:06.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:02:06.000 --> 00:02:08.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:02:08.000 --> 00:02:32.000]  羅家峰第一章是彼此平衡兩個嬰兒出生的故事
[00:02:32.000 --> 00:02:39.000]  所以羅家峰會把禱告特別強調在這本書中
[00:02:39.000 --> 00:02:42.000]  今天我們也在楊核利看一段經文
[00:02:42.000 --> 00:02:46.000]  發現很多跟禱告有關的段落
[00:02:46.000 --> 00:02:50.000]  並不是純粹馬利亞和尊主頌的祈禱
[00:02:50.000 --> 00:02:56.000]  而是整個故事的編排中有很多特別的禱告安排
[00:02:56.000 --> 00:02:59.000]  我們看看第五至十節的經文
[00:02:59.000 --> 00:03:03.000]  在希律作猶太王的時候
[00:03:03.000 --> 00:03:07.000]  阿比亞班有一個祭司名叫撒加里亞
[00:03:07.000 --> 00:03:10.000]  他妻子是亞倫的後代名叫伊莉莎白
[00:03:10.000 --> 00:03:13.000]  他們兩人在神面前都是二人
[00:03:13.000 --> 00:03:16.000]  遵行主的一切誡命和條例
[00:03:16.000 --> 00:03:17.000]  沒有可知責定
