
[00:00:00.000 --> 00:00:10.000]  (主席向觀眾展示禮品)
[00:00:10.000 --> 00:00:12.000]  領子們一起同心祈禱
[00:00:12.000 --> 00:00:15.000]  感謝天父
[00:00:15.000 --> 00:00:18.000]  我們可以來到有聖餐的主日
[00:00:18.000 --> 00:00:22.000]  我們剛才來到以聖餐的餅和杯
[00:00:22.000 --> 00:00:27.000]  紀念主耶穌十字架上的大愛
[00:00:27.000 --> 00:00:29.000]  和這份恩典
[00:00:29.000 --> 00:00:30.000]  感謝主
[00:00:30.000 --> 00:00:35.000]  我們雖然在天雨下了很久
[00:00:35.000 --> 00:00:37.000]  好像沒有停過
[00:00:37.000 --> 00:00:40.000]  但是我們能夠憤外感受到
[00:00:40.000 --> 00:00:43.000]  主耶穌在我們的生命裡
[00:00:43.000 --> 00:00:47.000]  無論是天晴或雨天
[00:00:47.000 --> 00:00:51.000]  或是我們生活順暢的時候
[00:00:51.000 --> 00:00:54.000]  或是有不如意的時候
[00:00:54.000 --> 00:00:57.000]  我們的主這份救贖恩典
[00:00:57.000 --> 00:01:00.000]  這份情愛沒有改變
[00:01:00.000 --> 00:01:01.000]  我們感謝主
[00:01:01.000 --> 00:01:04.000]  幫助我們能夠透過信仰
[00:01:04.000 --> 00:01:09.000]  使我們的生活能夠有與神同行的人生
[00:01:09.000 --> 00:01:12.000]  我們今早等候在祢的面前
[00:01:12.000 --> 00:01:15.000]  感謝祢讓我們在這樣的天氣
[00:01:15.000 --> 00:01:19.000]  也有頂子妹在我們中間一同虔誠敬拜
[00:01:19.000 --> 00:01:23.000]  很盼望這個屬靈的家
[00:01:23.000 --> 00:01:27.000]  一起在這個地方為主的福音
[00:01:27.000 --> 00:01:31.000]  來慶旺我們這樣感恩禱告
[00:01:31.000 --> 00:01:33.000]  奉耶穌基督的名
[00:01:33.000 --> 00:01:34.000]  阿們
[00:01:34.000 --> 00:01:37.000]  很久沒有講詩篇
[00:01:37.000 --> 00:01:41.000]  這篇詩篇其實相當重要
[00:01:41.000 --> 00:01:45.000]  有極多的解經家告訴我們
[00:01:45.000 --> 00:01:48.000]  《馬太福音》的二十六章
[00:01:48.000 --> 00:01:52.000]  主耶穌唱了詩之後
[00:01:52.000 --> 00:01:54.000]  在最後的晚餐
[00:01:54.000 --> 00:01:56.000]  祂就出去
[00:01:56.000 --> 00:01:59.000]  唱《哈利路亞詩》
[00:01:59.000 --> 00:02:02.000]  就是這一篇118篇
[00:02:02.000 --> 00:02:06.000]  其中因為詩篇很長
[00:02:06.000 --> 00:02:07.000]  這個段落
[00:02:07.000 --> 00:02:10.000]  22、23、24節
[00:02:10.000 --> 00:02:12.000]  今天就不夠時間去講
[00:02:12.000 --> 00:02:17.000]  很重要的匠人所棄的石頭
[00:02:17.000 --> 00:02:20.000]  已經成為了房閣的頭塊石頭
[00:02:20.000 --> 00:02:22.000]  是誰做的呢?
[00:02:22.000 --> 00:02:25.000]  在我們眼中看為稀奇
[00:02:25.000 --> 00:02:28.000]  這是耶和華所定的日子
[00:02:28.000 --> 00:02:31.000]  我們在其中高興歡喜
[00:02:31.000 --> 00:02:34.000]  如果去參加婚禮
[00:02:34.000 --> 00:02:37.000]  第24節就很受歡迎
[00:02:37.000 --> 00:02:39.000]  很多人就用那節聖經
[00:02:39.000 --> 00:02:43.000]  作為他們婚禮的重要開始
[00:02:43.000 --> 00:02:47.000]  不過這節聖經其實是在講
[00:02:47.000 --> 00:02:53.000]  那些完全不顧耶穌的人
[00:02:53.000 --> 00:02:57.000]  對祂的生命的蹂躪
[00:02:57.000 --> 00:02:59.000]  耶穌唱這首詩
[00:02:59.000 --> 00:03:02.000]  接著走出去準備接受
[00:03:02.000 --> 00:03:07.000]  在赫西瑪利園猶大的出賣
[00:03:07.000 --> 00:03:10.000]  在這首詩歌中所說的
[00:03:10.000 --> 00:03:13.000]  祂就是被棄的石頭
[00:03:13.000 --> 00:03:15.000]  但是令我們稀奇的就是
[00:03:15.000 --> 00:03:17.000]  這塊被棄的石頭
[00:03:17.000 --> 00:03:20.000]  成為了房閣的頭塊石頭
[00:03:20.000 --> 00:03:22.000]  所以這篇詩篇
[00:03:22.000 --> 00:03:25.000]  我一直去查一些資料
[00:03:25.000 --> 00:03:28.000]  原來很重要
[00:03:28.000 --> 00:03:32.000]  在500年前的馬丁路德
[00:03:32.000 --> 00:03:34.000]  他說這篇詩篇
[00:03:34.000 --> 00:03:36.000]  是他整個人生
[00:03:36.000 --> 00:03:39.000]  他唯一喜歡的詩篇
[00:03:39.000 --> 00:03:42.000]  這篇詩篇盛載著的
[00:03:42.000 --> 00:03:44.000]  當然極多的解經家
[00:03:44.000 --> 00:03:47.000]  都認為是大胃王
[00:03:47.000 --> 00:03:49.000]  他經過了很多危難之後
[00:03:49.000 --> 00:03:51.000]  寫的這篇詩
[00:03:51.000 --> 00:03:54.000]  其中有第五到十三節
[00:03:54.000 --> 00:03:57.000]  講述他的生命故事
[00:03:57.000 --> 00:03:59.000]  所以差不多馬丁路德
[00:03:59.000 --> 00:04:01.000]  可以對號入座
[00:04:01.000 --> 00:04:04.000]  他在面對宗教改革
[00:04:04.000 --> 00:04:07.000]  他寫了的九十五條之後
[00:04:07.000 --> 00:04:10.000]  輾轉受到教廷
[00:04:10.000 --> 00:04:17.000]  他所愛他所尊敬的領袖
[00:04:17.000 --> 00:04:19.000]  當時稱為教皇
[00:04:19.000 --> 00:04:21.000]  或者是地方的
[00:04:21.000 --> 00:04:25.000]  在威登堡教堂的領導人
[00:04:25.000 --> 00:04:29.000]  向他發出最後的通牒
[00:04:29.000 --> 00:04:34.000]  要麼收回對教廷的指控
[00:04:34.000 --> 00:04:39.000]  要麼被趕逐離開教堂
[00:04:39.000 --> 00:04:43.000]  馬丁路德最有名的言論
[00:04:43.000 --> 00:04:46.000]  除非你在聖經裡
[00:04:46.000 --> 00:04:48.000]  找到我有什麼錯誤
[00:04:48.000 --> 00:04:52.000]  否則願主幫助我
[00:04:52.000 --> 00:04:55.000]  就是這篇詩的靈感
[00:04:55.000 --> 00:04:57.000]  很寶貴
[00:04:57.000 --> 00:04:59.000]  所以我們今天
[00:04:59.000 --> 00:05:02.000]  跟大家去看看一到十三節
[00:05:02.000 --> 00:05:04.000]  將來有時間
[00:05:04.000 --> 00:05:07.000]  我們再看下一個半的一段
[00:05:07.000 --> 00:05:10.000]  教會
[00:05:10.000 --> 00:05:13.000]  如果大衛王
[00:05:13.000 --> 00:05:16.000]  他到了一個有人生經歷
[00:05:16.000 --> 00:05:20.000]  很多生命故事的人生階段
[00:05:20.000 --> 00:05:25.000]  他緊張國家什麼呢?
[00:05:25.000 --> 00:05:26.000]  一到第四節
[00:05:26.000 --> 00:05:31.000]  已經充分反映大衛王的內心
[00:05:31.000 --> 00:05:33.000]  要人學習
[00:05:33.000 --> 00:05:38.000]  學習神是怎樣的神
[00:05:38.000 --> 00:05:41.000]  你們要稱謝耶和華
[00:05:41.000 --> 00:05:43.000]  因為祂的良善
[00:05:43.000 --> 00:05:46.000]  因為祂的慈愛
[00:05:46.000 --> 00:05:49.000]  永存的
[00:05:49.000 --> 00:05:51.000]  我們就這樣唱詩歌
[00:05:51.000 --> 00:05:53.000]  一點都不難
[00:05:53.000 --> 00:05:55.000]  但是要在生活
[00:05:55.000 --> 00:05:58.000]  在你實際的處境
[00:05:58.000 --> 00:06:02.000]  去體驗耶和華本為良善
[00:06:02.000 --> 00:06:05.000]  祂的慈愛永遠常存
[00:06:05.000 --> 00:06:07.000]  不只是大衛
[00:06:07.000 --> 00:06:11.000]  他說願以色列所有神的恩若
[00:06:11.000 --> 00:06:13.000]  摩西之若的子民
[00:06:13.000 --> 00:06:14.000]  即猶太人
[00:06:14.000 --> 00:06:16.000]  都要像他這樣
[00:06:16.000 --> 00:06:18.000]  能夠這樣說
[00:06:18.000 --> 00:06:21.000]  神的慈愛永遠常存
[00:06:21.000 --> 00:06:22.000]  不單止
[00:06:22.000 --> 00:06:24.000]  收窄範圍
[00:06:24.000 --> 00:06:25.000]  你是以色列人
[00:06:25.000 --> 00:06:28.000]  一個星期才上去聖殿
[00:06:28.000 --> 00:06:31.000]  但是在聖殿裡工作的人
[00:06:31.000 --> 00:06:34.000]  他就說願亞倫加
[00:06:34.000 --> 00:06:36.000]  都要這樣認定
[00:06:36.000 --> 00:06:39.000]  祂的慈愛永遠常存
[00:06:39.000 --> 00:06:40.000]  不單止
[00:06:40.000 --> 00:06:43.000]  還有所有敬畏神的人
[00:06:43.000 --> 00:06:46.000]  都要這樣宣告
[00:06:46.000 --> 00:06:49.000]  在禮拜堂
[00:06:49.000 --> 00:06:50.000]  在聖殿
[00:06:50.000 --> 00:06:52.000]  當時還沒有聖殿
[00:06:52.000 --> 00:06:53.000]  因為他的兒子
[00:06:53.000 --> 00:06:55.000]  所羅門起聖殿
[00:06:55.000 --> 00:06:57.000]  在會幕
[00:06:57.000 --> 00:06:59.000]  當時的侍羅會幕
[00:06:59.000 --> 00:07:01.000]  但是要每一個人
[00:07:01.000 --> 00:07:03.000]  在生活裡
[00:07:03.000 --> 00:07:04.000]  在人生裡
[00:07:04.000 --> 00:07:05.000]  都經歷
[00:07:05.000 --> 00:07:06.000]  都經驗
[00:07:06.000 --> 00:07:07.000]  都能夠宣告
[00:07:07.000 --> 00:07:10.000]  祂的慈愛永遠常存
[00:07:10.000 --> 00:07:12.000]  這個就要很多時間
[00:07:12.000 --> 00:07:15.000]  每個人有不同的故事經歷
[00:07:15.000 --> 00:07:18.000]  如果大家有機會
[00:07:18.000 --> 00:07:19.000]  看新聞
[00:07:19.000 --> 00:07:20.000]  你們會知道
[00:07:20.000 --> 00:07:21.000]  前幾天
