
[00:00:00.000 --> 00:00:08.000]  如果願望可以成真
[00:00:08.000 --> 00:00:11.000]  你想你的人生要些什麼呢?
[00:00:11.000 --> 00:00:16.000]  剛才很感恩我們聽到Mary姊妹的見證
[00:00:16.000 --> 00:00:20.000]  可能在她人生不同的年歲
[00:00:20.000 --> 00:00:22.000]  想要的東西都會不同
[00:00:22.000 --> 00:00:24.000]  可能在我們中間
[00:00:24.000 --> 00:00:26.000]  我們都會有很多東西可以想
[00:00:26.000 --> 00:00:28.000]  我給你十秒想想你想要些什麼
[00:00:28.000 --> 00:00:32.000]  這些?
[00:00:32.000 --> 00:00:35.000]  這些?
[00:00:35.000 --> 00:00:39.000]  這些?
[00:00:39.000 --> 00:00:42.000]  這些?
[00:00:42.000 --> 00:00:48.000]  其實能夠心想事成,誰不想呢?
[00:00:48.000 --> 00:00:52.000]  剛才主席幫我們讀了聖經的一本書
[00:00:52.000 --> 00:00:56.000]  Mary姊妹就有美貌與智慧
[00:00:56.000 --> 00:00:58.000]  我只講智慧
[00:00:58.000 --> 00:01:00.000]  這本書是講智慧的
[00:01:00.000 --> 00:01:01.000]  傳道書
[00:01:01.000 --> 00:01:03.000]  傳道書講的智慧就是
[00:01:03.000 --> 00:01:07.000]  如果我們可以心想事成的人生
[00:01:07.000 --> 00:01:10.000]  是不是最好呢?
[00:01:10.000 --> 00:01:14.000]  在經文第九節說
[00:01:14.000 --> 00:01:17.000]  眼睛所看的比心裡妄想的都好
[00:01:17.000 --> 00:01:21.000]  這也是虛空,也是暴風
[00:01:21.000 --> 00:01:23.000]  聖經直接說出
[00:01:23.000 --> 00:01:28.000]  人心想事成的真相其實反轉就是心裡妄想
[00:01:28.000 --> 00:01:34.000]  如果真的看著看著就滿足就好了
[00:01:34.000 --> 00:01:36.000]  看著看著就好了
[00:01:36.000 --> 00:01:39.000]  但我們人偏偏多數不是這樣的
[00:01:39.000 --> 00:01:41.000]  有沒有試過去吃自助餐
[00:01:41.000 --> 00:01:42.000]  自助餐是怎樣吃的?
[00:01:42.000 --> 00:01:44.000]  排隊進去已經想好
[00:01:44.000 --> 00:01:48.000]  我一會兒要先去拿長腳蟹壽司
[00:01:48.000 --> 00:01:50.000]  吃長腳蟹壽司的時候
[00:01:50.000 --> 00:01:53.000]  就想著何時去拿燒牛肉
[00:01:53.000 --> 00:01:54.000]  你一邊吃那樣東西
[00:01:54.000 --> 00:01:56.000]  一邊想下一樣東西
[00:01:56.000 --> 00:01:58.000]  可能我們吃的時候
[00:01:58.000 --> 00:02:01.000]  沒有好好面對那件食品
[00:02:01.000 --> 00:02:02.000]  要學學麗兒
[00:02:02.000 --> 00:02:05.000]  怎樣尊重食品
[00:02:05.000 --> 00:02:07.000]  我們人心就是這一類
[00:02:07.000 --> 00:02:11.000]  想,我們想很多東西
[00:02:11.000 --> 00:02:14.000]  於是實際我們可能都覺得OK
[00:02:14.000 --> 00:02:18.000]  不過我們是不滿足
[00:02:18.000 --> 00:02:20.000]  我們很希望心想事成
[00:02:20.000 --> 00:02:24.000]  這個在我們新年也會互相祝賀
[00:02:24.000 --> 00:02:26.000]  心想事成不是不好
[00:02:26.000 --> 00:02:30.000]  不過是否就得到你想要的人生呢?
[00:02:30.000 --> 00:02:35.000]  傳道書就給了幾個關於心想事成的例子
[00:02:35.000 --> 00:02:38.000]  二至三至七至九節都有心裡這隻字
[00:02:38.000 --> 00:02:39.000]  重複的
[00:02:39.000 --> 00:02:41.000]  它告訴你
[00:02:41.000 --> 00:02:44.000]  有這一切你心裡想要的東西
[00:02:44.000 --> 00:02:47.000]  到底會有什麼情況出現
[00:02:47.000 --> 00:02:50.000]  其中第二節我們先看
[00:02:50.000 --> 00:02:52.000]  那裡說
[00:02:52.000 --> 00:02:56.000]  就是人夢神似他財富資產和尊榮
[00:02:56.000 --> 00:02:57.000]  以至他
[00:02:57.000 --> 00:02:58.000]  怎樣呢?大字一起讀
[00:02:58.000 --> 00:03:00.000]  心裡所願的
[00:03:00.000 --> 00:03:03.000]  一樣都不缺
[00:03:03.000 --> 00:03:04.000]  一樣都不缺
[00:03:04.000 --> 00:03:07.000]  你要的東西都有
[00:03:07.000 --> 00:03:09.000]  生命裡很豐富
[00:03:09.000 --> 00:03:10.000]  從小到大
[00:03:10.000 --> 00:03:12.000]  你都是有滿足的
[00:03:12.000 --> 00:03:14.000]  聖經說有
[00:03:14.000 --> 00:03:16.000]  都要用得到才行
[00:03:16.000 --> 00:03:18.000]  有都要用得到才行
[00:03:18.000 --> 00:03:19.000]  你同不同意嗎?
[00:03:19.000 --> 00:03:21.000]  可能你也聽過這樣的例子
[00:03:21.000 --> 00:03:26.000]  有人在供一個全維多利亞海警的大單位
[00:03:26.000 --> 00:03:28.000]  有這麼大的房子
[00:03:28.000 --> 00:03:30.000]  自己清潔也很麻煩
[00:03:30.000 --> 00:03:32.000]  就請傭人姐姐幫忙
[00:03:32.000 --> 00:03:35.000]  不過因為這個人工作時間也很長
[00:03:35.000 --> 00:03:37.000]  基本上一個星期
[00:03:37.000 --> 00:03:39.000]  只有一天半天真的在家
[00:03:39.000 --> 00:03:42.000]  平日早上出晚歸工作
[00:03:42.000 --> 00:03:44.000]  有很多其他活動
[00:03:44.000 --> 00:03:48.000]  你猜誰每天都在享用全維多利亞海警?
[00:03:48.000 --> 00:03:52.000]  可能是姐姐吧
[00:03:52.000 --> 00:03:55.000]  收集回來給人用
[00:03:55.000 --> 00:03:58.000]  聖經很早就指出這個智慧
[00:03:58.000 --> 00:03:59.000]  所以從結果而言
[00:03:59.000 --> 00:04:00.000]  心想事成
[00:04:00.000 --> 00:04:02.000]  其實可以是一種
[00:04:02.000 --> 00:04:04.000]  不是真是福氣
[00:04:04.000 --> 00:04:06.000]  我想起我自己的祖父
[00:04:06.000 --> 00:04:08.000]  上世紀的五十年代
[00:04:08.000 --> 00:04:11.000]  帶著一堆金條來香港
[00:04:11.000 --> 00:04:15.000]  聽聞家裡有一塊土地
[00:04:15.000 --> 00:04:17.000]  是今天的跑馬地
[00:04:17.000 --> 00:04:20.000]  當時他六個小孩很小
[00:04:20.000 --> 00:04:23.000]  如果他能好好運用金條
[00:04:23.000 --> 00:04:25.000]  很容易養活一家八口
[00:04:25.000 --> 00:04:27.000]  綽綽有餘
[00:04:27.000 --> 00:04:30.000]  但他被朋友帶去
[00:04:30.000 --> 00:04:31.000]  想想這些
[00:04:31.000 --> 00:04:32.000]  試試這些
[00:04:32.000 --> 00:04:33.000]  玩玩這些
[00:04:33.000 --> 00:04:34.000]  搞搞那些
[00:04:34.000 --> 00:04:37.000]  結果全部家產漸漸被洗掉
[00:04:37.000 --> 00:04:38.000]  被人騙走
[00:04:38.000 --> 00:04:39.000]  賭錢
[00:04:39.000 --> 00:04:42.000]  他們怎樣賭啤牌呢?
[00:04:42.000 --> 00:04:45.000]  拿著啤牌
[00:04:45.000 --> 00:04:47.000]  攤得很開
[00:04:47.000 --> 00:04:48.000]  周圍的人
[00:04:48.000 --> 00:04:49.000]  前後都有人圍著他
[00:04:49.000 --> 00:04:52.000]  其實很容易打到龍通
[00:04:52.000 --> 00:04:54.000]  其他人就很容易騙走他的錢
[00:04:54.000 --> 00:04:57.000]  這些東西一樣都沒有留下
[00:04:57.000 --> 00:05:01.000]  本來看著那堆金條是很安心的
[00:05:01.000 --> 00:05:03.000]  但結果他是不是真的能用到
[00:05:03.000 --> 00:05:05.000]  到他很快的年日
[00:05:05.000 --> 00:05:07.000]  中年的時候
[00:05:07.000 --> 00:05:10.000]  心裡裝著很多東西
[00:05:10.000 --> 00:05:14.000]  變成完全空空的痛
[00:05:14.000 --> 00:05:16.000]  傳道書說第二個心想
[00:05:16.000 --> 00:05:18.000]  不是說錢
[00:05:18.000 --> 00:05:21.000]  說多少歲
[00:05:21.000 --> 00:05:24.000]  這裡說人若生一百個兒子
[00:05:24.000 --> 00:05:25.000]  活許多歲數
[00:05:25.000 --> 00:05:26.000]  他即使壽命很長
[00:05:26.000 --> 00:05:29.000]  心裡卻不因福樂而滿足
[00:05:29.000 --> 00:05:30.000]  其實我們中國人
[00:05:30.000 --> 00:05:33.000]  常常都渴望長壽
[00:05:33.000 --> 00:05:36.000]  一般人都認為長壽是福氣
[00:05:36.000 --> 00:05:38.000]  當然是好的
[00:05:38.000 --> 00:05:39.000]  問問大家
[00:05:39.000 --> 00:05:41.000]  世上哪個地區的人
[00:05:41.000 --> 00:05:44.000]  平均年齡是最高的?
[00:05:44.000 --> 00:05:45.000]  有些人知道
[00:05:45.000 --> 00:05:47.000]  有些人猜到
[00:05:47.000 --> 00:05:49.000]  以前有印象是日本的
[00:05:49.000 --> 00:05:51.000]  因為我們經常看到
[00:05:51.000 --> 00:05:52.000]  世界之最
[00:05:52.000 --> 00:05:54.000]  說日本有很多人歲
[00:05:54.000 --> 00:05:55.000]  一百一十幾一百二十歲
[00:05:55.000 --> 00:05:56.000]  的確
[00:05:56.000 --> 00:05:58.000]  他們人歲比較多
[00:05:58.000 --> 00:06:00.000]  但平均
[00:06:00.000 --> 00:06:02.000]  壽命最長的地方
[00:06:02.000 --> 00:06:03.000]  不是日本
[00:06:03.000 --> 00:06:05.000]  是香港
[00:06:05.000 --> 00:06:07.000]  是我們香港
[00:06:07.000 --> 00:06:09.000]  2021年發表全球調查
[00:06:09.000 --> 00:06:11.000]  發現香港當時是連續
[00:06:11.000 --> 00:06:13.000]  七年成為世界上
[00:06:13.000 --> 00:06:16.000]  人均年齡最高的地區
[00:06:16.000 --> 00:06:17.000]  當時的數字
[00:06:17.000 --> 00:06:21.000]  香港女性平均是89.6歲
[00:06:21.000 --> 00:06:22.000]  很長
[00:06:22.000 --> 00:06:24.000]  你看看你到90歲了沒有
[00:06:24.000 --> 00:06:26.000]  有很長時間
[00:06:26.000 --> 00:06:28.000]  弟兄不用擔心
[00:06:28.000 --> 00:06:32.000]  我們都有84.65歲
[00:06:32.000 --> 00:06:36.000]  是全世界所有國家地區裡
[00:06:36.000 --> 00:06:39.000]  最高的
[00:06:39.000 --> 00:06:41.000]  長壽
[00:06:41.000 --> 00:06:43.000]  開心
[00:06:43.000 --> 00:06:44.000]  現在數數
[00:06:44.000 --> 00:06:46.000]  差多少年了
[00:06:46.000 --> 00:06:48.000]  但你想想
[00:06:48.000 --> 00:06:50.000]  為什麼會是香港呢
[00:06:50.000 --> 00:06:52.000]  天水圍這裡不錯
[00:06:52.000 --> 00:06:53.000]  地方闊落
[00:06:53.000 --> 00:06:55.000]  我在港島
[00:06:55.000 --> 00:06:58.000]  住的地方環境狹窄
[00:06:58.000 --> 00:07:00.000]  一出街空氣污濁
[00:07:00.000 --> 00:07:02.000]  生活匆忙
[00:07:02.000 --> 00:07:04.000]  工作壓力很大
[00:07:04.000 --> 00:07:06.000]  香港人吃東西
[00:07:06.000 --> 00:07:09.000]  肉多菜少
[00:07:09.000 --> 00:07:12.000]  你去街不會點菜
[00:07:12.000 --> 00:07:14.000]  都是點肉
[00:07:14.000 --> 00:07:16.000]  所以我們都是吃三高食品
[00:07:16.000 --> 00:07:18.000]  雖然標榜三低
[00:07:18.000 --> 00:07:20.000]  但都是三高食品
[00:07:20.000 --> 00:07:22.000]  煎炸油炸
[00:07:22.000 --> 00:07:23.000]  濃味的食物
[00:07:23.000 --> 00:07:25.000]  我們竟然可以是
[00:07:25.000 --> 00:07:27.000]  世界人均年齡最高的地區
[00:07:27.000 --> 00:07:29.000]  如果對於生活富足
[00:07:29.000 --> 00:07:31.000]  沒有太多病痛
[00:07:31.000 --> 00:07:33.000]  能夠養天年
[00:07:33.000 --> 00:07:35.000]  退休
[00:07:35.000 --> 00:07:37.000]  可以這樣活這麼高壽
[00:07:37.000 --> 00:07:39.000]  其實都是一個好消息
[00:07:39.000 --> 00:07:43.000]  但長壽是否等於滿足呢
[00:07:43.000 --> 00:07:47.000]  不少上了年紀的朋友跟我說
[00:07:47.000 --> 00:07:51.000]  有時候都想不要太長命
[00:07:51.000 --> 00:07:55.000]  有時候長命大
[00:07:55.000 --> 00:07:56.000]  多病痛
[00:07:56.000 --> 00:07:58.000]  就比上班更忙
[00:07:58.000 --> 00:08:00.000]  一三五就去醫院覆診
[00:08:00.000 --> 00:08:02.000]  二四六就做物理治療
[00:08:02.000 --> 00:08:05.000]  你回到醫院
[00:08:05.000 --> 00:08:06.000]  診所時間都很多
[00:08:06.000 --> 00:08:08.000]  出去排一排
[00:08:08.000 --> 00:08:09.000]  如果是這樣的話
[00:08:09.000 --> 00:08:10.000]  我要長壽
[00:08:10.000 --> 00:08:12.000]  是否真的要覆診呢
[00:08:12.000 --> 00:08:13.000]  這裡有經文說
[00:08:13.000 --> 00:08:15.000]  那個人有100個兒子
[00:08:15.000 --> 00:08:18.000]  其實是說他有很多代
[00:08:18.000 --> 00:08:20.000]  表達他的生命可以延續很長
[00:08:20.000 --> 00:08:22.000]  才可以生這麼多兒子
[00:08:22.000 --> 00:08:24.000]  是否等於快樂呢
[00:08:24.000 --> 00:08:26.000]  有一個大的家庭
[00:08:26.000 --> 00:08:29.000]  是否就是快樂呢
[00:08:29.000 --> 00:08:32.000]  世界上被談論得最多的家庭
[00:08:32.000 --> 00:08:34.000]  你有沒有想起哪個家庭呢
[00:08:34.000 --> 00:08:41.000]  英女皇的家庭
[00:08:41.000 --> 00:08:42.000]  間中有新聞
[00:08:42.000 --> 00:08:46.000]  最近有兩兄弟的新聞
[00:08:46.000 --> 00:08:49.000]  特別是這五年
[00:08:49.000 --> 00:08:51.000]  風風雨雨
[00:08:51.000 --> 00:08:53.000]  兒孫輩都很多事
[00:08:53.000 --> 00:08:55.000]  前年九月
[00:08:55.000 --> 00:08:58.000]  女皇九十六歲高齡離世
[00:08:58.000 --> 00:09:00.000]  她離世前幾年
[00:09:00.000 --> 00:09:02.000]  她的孫子都很多新聞
[00:09:02.000 --> 00:09:03.000]  哈里王子夫婦
[00:09:03.000 --> 00:09:04.000]  威廉王子夫婦
[00:09:04.000 --> 00:09:06.000]  兩兄弟夫婦不和
[00:09:06.000 --> 00:09:09.000]  女皇的丈夫再早一年
[00:09:09.000 --> 00:09:11.000]  即2021年已經離世
[00:09:11.000 --> 00:09:14.000]  當這個菲納親王離世的時候
[00:09:14.000 --> 00:09:17.000]  傳媒就將他一生說過的
[00:09:17.000 --> 00:09:18.000]  有智慧的說話
[00:09:18.000 --> 00:09:20.000]  刊登了一些出來
[00:09:20.000 --> 00:09:22.000]  留意到其中一句
[00:09:22.000 --> 00:09:23.000]  她自己並不是很明白
[00:09:23.000 --> 00:09:25.000]  什麼叫做獨立自主
[00:09:25.000 --> 00:09:28.000]  因為她自己是全世界
[00:09:28.000 --> 00:09:30.000]  被管治得最多的人
[00:09:30.000 --> 00:09:32.000]  女皇身邊又管治她
[00:09:32.000 --> 00:09:33.000]  不止
[00:09:33.000 --> 00:09:35.000]  她說皇室有很多規條
[00:09:35.000 --> 00:09:37.000]  全部都是別人決定
[00:09:37.000 --> 00:09:40.000]  就連她的兒子改什麼名字
[00:09:40.000 --> 00:09:42.000]  她都沒有權
[00:09:42.000 --> 00:09:44.000]  要跟很多規則改
[00:09:44.000 --> 00:09:47.000]  這個丈夫離世之後
[00:09:47.000 --> 00:09:52.000]  皇室就送了幾隻新的小狗給英女皇陪她
[00:09:52.000 --> 00:09:54.000]  英女皇聽聞很喜歡一隻小狗
[00:09:54.000 --> 00:09:55.000]  叫做哥基狗
[00:09:55.000 --> 00:09:57.000]  很短腳的那些
[00:09:57.000 --> 00:09:58.000]  很希望陪她
[00:09:58.000 --> 00:10:00.000]  但怎知沒有幾個月
[00:10:00.000 --> 00:10:02.000]  其中一隻小狗就病死了
[00:10:02.000 --> 00:10:03.000]  很慘
[00:10:03.000 --> 00:10:06.000]  女皇接連受到這些打擊
[00:10:06.000 --> 00:10:08.000]  還有在那一兩年
[00:10:08.000 --> 00:10:10.000]  有些調查報道發現
[00:10:10.000 --> 00:10:12.000]  找出當年
[00:10:12.000 --> 00:10:14.000]  在十多二十年前
[00:10:14.000 --> 00:10:19.000]  其中BBC的記者做了一幾則假新聞
[00:10:19.000 --> 00:10:24.000]  令到當時她的前媳婦
[00:10:24.000 --> 00:10:25.000]  戴安娜王妃
[00:10:25.000 --> 00:10:28.000]  因為那則新聞變得疑神疑鬼
[00:10:28.000 --> 00:10:31.000]  間接造成
[00:10:31.000 --> 00:10:33.000]  其中可能走向離婚
[00:10:33.000 --> 00:10:36.000]  走向後來很多很多悲劇的原因
[00:10:36.000 --> 00:10:39.000]  女皇什麼都有
[00:10:39.000 --> 00:10:42.000]  龐大的皇室家庭
[00:10:42.000 --> 00:10:45.000]  但是不是等於滿足呢?
[00:10:45.000 --> 00:10:47.000]  有很多兒孫
[00:10:47.000 --> 00:10:49.000]  是不是等於滿足呢?
[00:10:49.000 --> 00:10:51.000]  聖經說
[00:10:51.000 --> 00:10:54.000]  再活千年
[00:10:54.000 --> 00:10:56.000]  卻不能夠享福
