
[00:00:00.000 --> 00:00:03.200]  鄧小妹 早安
[00:00:03.200 --> 00:00:06.600]  很高興來到紅磡堂和大家一起去敬拜
[00:00:06.600 --> 00:00:12.000]  今天我們會看一段保羅在《迦太書》裏面的講道
[00:00:12.000 --> 00:00:14.000]  保羅在《迦太書》裏面
[00:00:14.000 --> 00:00:19.000]  都是講明一些很基本的信仰
[00:00:19.000 --> 00:00:24.000]  我們回到教會很多年前都認識的一些課題
[00:00:24.000 --> 00:00:28.000]  恩信 清義 福音 救恩的課題
[00:00:28.000 --> 00:00:30.000]  今天我們一起看一段經文
[00:00:30.000 --> 00:00:38.000]  重新思想律法對我們作為基督徒的意義在哪裏
[00:00:38.000 --> 00:00:41.000]  要講律法的課題之前
[00:00:41.000 --> 00:00:44.000]  我們都要講恩信 清義
[00:00:44.000 --> 00:00:48.000]  大家都很熟悉聽過的一個道理
[00:00:48.000 --> 00:00:52.000]  恩信 清義是保羅在《迦太書》裏面的教導
[00:00:52.000 --> 00:00:55.000]  在第二章十六節裏面的道理
[00:00:55.000 --> 00:00:58.000]  後來他都在《羅馬書》裏面
[00:00:58.000 --> 00:01:02.000]  特意重新很清楚地講明這個道理
[00:01:02.000 --> 00:01:05.000]  更加重要的是我們今天是基督徒
[00:01:05.000 --> 00:01:06.000]  我們是新教徒
[00:01:06.000 --> 00:01:11.000]  五百年前馬丁路德都是重新來強調
[00:01:11.000 --> 00:01:13.000]  恩信 清義的教導
[00:01:13.000 --> 00:01:16.000]  你知道對路德來說
[00:01:16.000 --> 00:01:19.000]  重新去強調信心
[00:01:19.000 --> 00:01:23.000]  不單單是我們信仰的起點
[00:01:23.000 --> 00:01:26.000]  更加是我們整個信仰的全部
[00:01:26.000 --> 00:01:28.000]  一切都是來自於五百年前
[00:01:28.000 --> 00:01:31.000]  看回五百年前路德的改教的時候
[00:01:31.000 --> 00:01:35.000]  其實路德是一個天主教會的修士
[00:01:35.000 --> 00:01:39.000]  他是一個非常認真追求自己
[00:01:39.000 --> 00:01:41.000]  要求自己很高的人
[00:01:41.000 --> 00:01:43.000]  他都有點火爆
[00:01:43.000 --> 00:01:45.000]  對於自己很認真的一個人
[00:01:45.000 --> 00:01:49.000]  所以在五百年前他在十五條裏面
[00:01:49.000 --> 00:01:52.000]  他去改教去釘上十五條的時候
[00:01:52.000 --> 00:01:55.000]  很強調這個道理
[00:01:55.000 --> 00:01:58.000]  路德其實是慢慢地講出
[00:01:58.000 --> 00:02:02.000]  他對自己對人一個最徹底的發言
[00:02:02.000 --> 00:02:07.000]  就是人是對於自己的軟弱和罪
[00:02:07.000 --> 00:02:11.000]  徹底地去發言自己的問題
[00:02:11.000 --> 00:02:16.000]  在他還未說得出恩信 清義這麼清楚之前
[00:02:16.000 --> 00:02:19.000]  其實有一個更加重要的概念
[00:02:19.000 --> 00:02:21.000]  就是卑微神童
[00:02:21.000 --> 00:02:23.000]  卑微神童就是說
[00:02:23.000 --> 00:02:27.000]  人對自己無能為力的那種徹底的醒悟
[00:02:27.000 --> 00:02:29.000]  面對上帝的要求
