(字幕: 陳志全)。
(主持人: 多謝大家來)。
(主持人: 大家繼續吃飯)。
(主持人: 和你聊聊故事)。
(主持人: 主要是講故事)。
(主持人: 但也要解釋一下《超小經》)。
(主持人: 福音序會也要講一下《聖經》)。
(主持人: 這間是我以前)。
(主持人: 2001年住的房子)。
(主持人: 不用理會它)。
(主持人: 我遲些總會講到這間房子)。
(主持人: 不過開始的時候)。
(主持人: 不用理會它)。
(主持人: 你繼續吃東西便可以)。
(主持人: 剛才Mimi介紹過一節經文)。
(主持人: 日子如何 力量也必如何)。
(主持人: 經文其實是來自舊約的生命記)。
(主持人: 經文的背景是怎樣的呢)。
(主持人: 經文背景是說)。
(主持人: 以色列人)。
(主持人: 我不知道你們有些人)。
(主持人: 對舊約也不是很熟悉)。
(主持人: 少少背景是)。
(主持人: 以色列人 本來是埃及被人欺負)。
(主持人: 神便帶領他們離開埃及)。
(主持人: 去一個叫做流奶與蜜之地)。
(主持人: 叫做迦南)。
(主持人: 即是今天的以色列這個地方)。
(主持人: 那段經文的出現)。
(主持人: 是說那些以色列人)。
(主持人: 摩西帶他們出埃及)。
(主持人: 去到約旦河的東岸)。
(主持人: 即是快要過河了)。
(主持人: 快要過河的時候)。
(主持人: 摩西便要死了)。
(主持人: 神告訴他們)。
(主持人: 是時候回到天家了)。
(主持人: 摩西臨死之前)。
(主持人: 對那些以色列人說話)。
(主持人: 勉勵那些以色列人說話)。
(主持人: 你想像的處境)。
(主持人: 其實應該想像一下)。
(主持人: 即是你什麼機構也好)。
(主持人: 教會也好)。
(主持人: 什麼組織也好)。
(主持人: 總之這個組織裡)。
(主持人: 最威風的那個)。
(主持人: 如果是教會)。
(主持人: 設立教會的人)。
(主持人: 30年前建立這間教會)。
(主持人: 由10個人建立到現在1000人)。
(主持人: 即是很偉大的一個領袖)。
(主持人: 摩西)。
(主持人: 即將死亡)。
(主持人: 現在那些人要進入迦南地)。
(主持人: 其實這個情況也令人擔心)。
(主持人: 最重要的將在)。
(主持人: 抗日繞了40年在繞圈)。
(主持人: 現在要進去了)。
