
[00:00:00.000 --> 00:00:02.240]  好,弟兄姊妹平安
[00:00:02.240 --> 00:00:06.240]  來到這個流淌這個月題的第二篇訊息
[00:00:06.240 --> 00:00:10.240]  上次講到其實我還未講完
[00:00:10.240 --> 00:00:12.240]  上次講到結尾的時候
[00:00:12.240 --> 00:00:14.240]  突然間台下發生了一些事
[00:00:14.240 --> 00:00:18.240]  我臨時草草了結了那篇講道
[00:00:18.240 --> 00:00:20.240]  不過我覺得還是好的
[00:00:20.240 --> 00:00:22.240]  因為原來剩下來的東西
[00:00:22.240 --> 00:00:24.240]  其實今天講會更加好
[00:00:24.240 --> 00:00:27.240]  上次我們講到流淌七年
[00:00:27.240 --> 00:00:29.740]  流淌是一個上帝的神蹟
[00:00:29.740 --> 00:00:32.740]  一個上帝藉著眾人來行出來的神蹟
[00:00:32.740 --> 00:00:35.740]  我們要走到神蹟的最前面
[00:00:35.740 --> 00:00:40.740]  我們才能感覺到神蹟的同在
[00:00:40.740 --> 00:00:42.740]  所以今天我們一起去思考
[00:00:42.740 --> 00:00:44.740]  我們怎樣來實際
[00:00:44.740 --> 00:00:49.740]  有血有足地去參與上帝的神蹟
[00:00:49.740 --> 00:00:52.740]  如果你有看上一集的《牧者廢催》
[00:00:52.740 --> 00:00:54.740]  其中一個都市傳說就是問什麼
[00:00:54.740 --> 00:00:58.740]  有人問流淌牧者是不是星期六才上班
[00:00:58.740 --> 00:01:01.740]  我就回應你
[00:01:01.740 --> 00:01:03.740]  你星期六見到我
[00:01:03.740 --> 00:01:05.740]  我星期六才見到你
[00:01:05.740 --> 00:01:08.740]  我一直都有一個很巨大的問號
[00:01:08.740 --> 00:01:11.740]  究竟大家一切五的樣子是什麼樣子
[00:01:11.740 --> 00:01:15.740]  有時候在街上突然間遇到弟兄姊妹
[00:01:15.740 --> 00:01:18.740]  我感覺是很開心很奇妙
[00:01:18.740 --> 00:01:20.740]  又好像很陌生的感覺
[00:01:20.740 --> 00:01:23.740]  見到你們上班的樣子
[00:01:23.740 --> 00:01:25.740]  感覺又很專業
[00:01:25.740 --> 00:01:28.740]  又好像正在上班
[00:01:28.740 --> 00:01:32.740]  那種訓練有素的即場人設
[00:01:32.740 --> 00:01:34.740]  讓我知道你們是基督徒
[00:01:34.740 --> 00:01:36.740]  是一個很特別的感覺
[00:01:36.740 --> 00:01:40.740]  總之星期六的感覺
[00:01:40.740 --> 00:01:41.740]  等於每天的氣場
[00:01:41.740 --> 00:01:43.740]  跟平時一至五是很不同的
[00:01:43.740 --> 00:01:44.740]  大家有沒有感覺
[00:01:44.740 --> 00:01:48.740]  那個氣氛好像兩個平行時空一樣
[00:01:48.740 --> 00:01:51.740]  所以平時上班的你
[00:01:51.740 --> 00:01:56.740]  跟留堂的你究竟是怎樣的
[00:01:56.740 --> 00:01:59.740]  兩者的落差有多大
[00:01:59.740 --> 00:02:01.740]  星期六在教會裏面
[00:02:01.740 --> 00:02:03.740]  你唱著全地是高自我主
[00:02:03.740 --> 00:02:07.740]  星期一回到公司見到全港最低能的boss
[00:02:07.740 --> 00:02:09.740]  星期六在教會裏面
[00:02:09.740 --> 00:02:11.740]  見到很可愛的留堂牧者
[00:02:11.740 --> 00:02:14.740]  星期一在上班就對著那隻東西
[00:02:14.740 --> 00:02:15.740]  星期六見到在教會裏面
[00:02:15.740 --> 00:02:17.740]  潘Sir笑面迎人
[00:02:17.740 --> 00:02:18.740]  星期一回到校裏
[00:02:18.740 --> 00:02:21.740]  見到那個西藤藤
[00:02:21.740 --> 00:02:23.740]  總之是很大的落差
[00:02:23.740 --> 00:02:26.740]  在公司裏面面對著一些永遠做不完的工作
[00:02:26.740 --> 00:02:29.740]  面對著同事之間的明爭暗鬥
[00:02:29.740 --> 00:02:31.740]  面對著很不基督徒的環境
[00:02:31.740 --> 00:02:33.740]  你覺得星期六的留堂
[00:02:33.740 --> 00:02:36.740]  好像在做夢一樣
[00:02:36.740 --> 00:02:38.740]  教會很豐盛
[00:02:38.740 --> 00:02:40.740]  世界很唏噓
[00:02:40.740 --> 00:02:44.740]  這個是我們很真實的寫照
[00:02:44.740 --> 00:02:46.740]  因為世界太唏噓
[00:02:46.740 --> 00:02:48.740]  很多人特別是第一次見面
[00:02:48.740 --> 00:02:50.740]  發展了一套生存模式出來
[00:02:50.740 --> 00:02:54.740]  他們將教會當成一個避難所
[00:02:54.740 --> 00:02:57.740]  當作一個每個星期一次的充電站
[00:02:57.740 --> 00:02:59.740]  劇本都是這樣
[00:02:59.740 --> 00:03:03.740]  你在外面飽受摧殘 體無完膚 遍體鱗傷
[00:03:03.740 --> 00:03:08.740]  然後你拖著一個即場被人打得半死的靈魂回來
[00:03:08.740 --> 00:03:11.740]  敬拜充電為奴
[00:03:11.740 --> 00:03:13.740]  充飽電就對著自己說
[00:03:13.740 --> 00:03:16.740]  我現在要再捱五天
[00:03:16.740 --> 00:03:21.740]  回到這個世界不斷燃燒耗盡再消亡
[00:03:21.740 --> 00:03:24.740]  就像手機充電
[00:03:24.740 --> 00:03:27.740]  運氣好的話 星期四剩下20%
[00:03:27.740 --> 00:03:30.740]  運氣不好的話 星期二開一個很無聊的會議
[00:03:30.740 --> 00:03:33.740]  就沒有電了
[00:03:33.740 --> 00:03:35.740]  日復一日 週而復始
[00:03:35.740 --> 00:03:38.740]  充電耗盡 再充電再耗盡
[00:03:38.740 --> 00:03:41.740]  OT到死亡 回到星期六再復活過
[00:03:41.740 --> 00:03:45.740]  如果現實是這樣的話
[00:03:45.740 --> 00:03:50.740]  如果我們的信仰只不過是每星期一次的止痛藥
[00:03:50.740 --> 00:03:53.740]  就算Full Church是幾近的神蹟
[00:03:53.740 --> 00:03:57.740]  Full Church是七周年 十周年 廿周年都好
[00:03:57.740 --> 00:04:01.740]  其實都沒有什麼值得我們高興
[00:04:01.740 --> 00:04:03.740]  親愛的弟姐妹 我對你來說
[00:04:03.740 --> 00:04:07.740]  你覺得留堂是一間什麼樣的教會呢
[00:04:07.740 --> 00:04:10.740]  或者我可以這樣問 從這個問題開始問起
[00:04:10.740 --> 00:04:13.740]  你覺得留堂是幾點結束的
[00:04:13.740 --> 00:04:15.740]  留堂是幾點結束的
[00:04:15.740 --> 00:04:19.740]  每個禮拜你經過門口我跟你拜拜的時候
[00:04:19.740 --> 00:04:22.740]  就覺得留堂已經結束了
[00:04:22.740 --> 00:04:24.740]  究竟留堂是幾點結束的
[00:04:24.740 --> 00:04:27.740]  是不是禮拜六晚就結束了
[00:04:27.740 --> 00:04:30.740]  如果你隨便抓一個基督徒問
[00:04:30.740 --> 00:04:32.740]  什麼叫做教會的時候
[00:04:32.740 --> 00:04:34.740]  他會怎樣回答你
[00:04:34.740 --> 00:04:38.740]  大概都是一個空間的答案
[00:04:38.740 --> 00:04:40.740]  我回到教會
[00:04:40.740 --> 00:04:43.740]  在我們的哲學裡 教會是一個地點
[00:04:43.740 --> 00:04:46.740]  一個座標 一個你要去的地方
[00:04:46.740 --> 00:04:48.740]  你去一個餐廳吃飯
[00:04:48.740 --> 00:04:51.740]  你去戲院看戲 你去演唱會看表演
[00:04:51.740 --> 00:04:54.740]  你要去一個地方做一些活動
[00:04:54.740 --> 00:04:56.740]  參加一些活動
[00:04:56.740 --> 00:04:59.740]  所以每個禮拜六你回來唱幾首詩歌
[00:04:59.740 --> 00:05:02.740]  聽一篇道 見到熟悉的人
[00:05:02.740 --> 00:05:06.740]  我回到教會了 電量由零到100%
[00:05:06.740 --> 00:05:08.740]  轉身就離開
[00:05:08.740 --> 00:05:13.740]  或者我們覺得教會是一個機構組織
[00:05:13.740 --> 00:05:15.740]  有牧師 有傳道人
[00:05:15.740 --> 00:05:17.740]  有搞活動 搞節目
[00:05:17.740 --> 00:05:19.740]  有Facebook 有IG 有Youtube
[00:05:19.740 --> 00:05:22.740]  只要那個齒輪不轉 仍然都轉的話
[00:05:22.740 --> 00:05:25.740]  其實教會運作正常
[00:05:25.740 --> 00:05:30.740]  但這個是不是聖經裡面所說的教會呢
[00:05:30.740 --> 00:05:34.740]  這個只是教會裡面一個很少很少的部分
[00:05:34.740 --> 00:05:37.740]  是 但是是一個很少很少的部分
[00:05:37.740 --> 00:05:41.740]  如果教會只不過是一個地點
[00:05:41.740 --> 00:05:44.740]  我們的職場 我們的家庭
[00:05:44.740 --> 00:05:46.740]  我們那些沒有聚會的職位
