
[00:00:00.000 --> 00:00:03.000]  各位民安,大家好嗎?
[00:00:03.000 --> 00:00:06.000]  我希望你們各人都安好
[00:00:06.000 --> 00:00:09.000]  在這個星期的頭兩天
[00:00:09.000 --> 00:00:12.000]  有很多同學來到我家玩
[00:00:12.000 --> 00:00:15.000]  我們一起打牌,一起聊天
[00:00:15.000 --> 00:00:18.000]  其實我真的很久沒有試過這種
[00:00:18.000 --> 00:00:20.000]  同學相聚的感覺
[00:00:20.000 --> 00:00:22.000]  是很開心的
[00:00:22.000 --> 00:00:25.000]  我不知道這個星期大家又過得怎樣呢?
[00:00:25.000 --> 00:00:28.000]  但是在前兩天
[00:00:28.000 --> 00:00:32.000]  我看到一個香港資深的男演員
[00:00:32.000 --> 00:00:34.000]  87歲
[00:00:34.000 --> 00:00:36.000]  在酒店隔離的時候
[00:00:36.000 --> 00:00:39.000]  酒店職員因為防疫的政策
[00:00:39.000 --> 00:00:41.000]  而不敢開門
[00:00:41.000 --> 00:00:45.000]  有些說是等了衛生署的人來了才開門
[00:00:45.000 --> 00:00:50.000]  有些說可能酒店職員是等了15分鐘才開門
[00:00:50.000 --> 00:00:54.000]  但最後就已經發現他離開了世界
[00:00:54.000 --> 00:00:57.000]  而之前的一段時間
[00:00:57.000 --> 00:01:01.000]  就是當我在思考港島的時候
[00:01:01.000 --> 00:01:03.000]  我看到的同樣都是一些
[00:01:03.000 --> 00:01:07.000]  我從來沒有在香港見過的亂象
[00:01:07.000 --> 00:01:12.000]  我幾乎每一天都在網上看到一些影片和相片
[00:01:12.000 --> 00:01:15.000]  例如一個個的屍體
[00:01:15.000 --> 00:01:18.000]  竟然安放在有病人住的病房
[00:01:18.000 --> 00:01:21.000]  有人拿著一把很小的小剪刀
[00:01:21.000 --> 00:01:24.000]  去一個食肆的老闆打劫
[00:01:24.000 --> 00:01:27.000]  他明顯好像是很新手,初入行似的
[00:01:27.000 --> 00:01:29.000]  失敗了之後
[00:01:29.000 --> 00:01:31.000]  食肆老闆竟然說
[00:01:31.000 --> 00:01:33.000]  如果要上庭的話
[00:01:33.000 --> 00:01:35.000]  他會為打劫者求情
[00:01:35.000 --> 00:01:37.000]  老闆說他明白
[00:01:37.000 --> 00:01:41.000]  他明白是因為這個時勢而弄到他這樣
[00:01:41.000 --> 00:01:44.000]  我又看到一些影片
[00:01:44.000 --> 00:01:46.000]  在隔離營的人
[00:01:46.000 --> 00:01:49.000]  在大叫,在發洩
[00:01:49.000 --> 00:01:51.000]  其實這些都不好笑
[00:01:51.000 --> 00:01:53.000]  有很多很多的東西
[00:01:53.000 --> 00:01:55.000]  我心裏面是感覺
[00:01:55.000 --> 00:01:59.000]  我從來都沒有見過香港人好像瘋了
[00:01:59.000 --> 00:02:01.000]  我不想這樣說
[00:02:01.000 --> 00:02:03.000]  但我覺得大家都好像瘋了
[00:02:03.000 --> 00:02:05.000]  包括我自己
[00:02:05.000 --> 00:02:09.000]  大家都好像受著不同程度的苦
[00:02:09.000 --> 00:02:12.000]  上至長者,下至孩童
[00:02:12.000 --> 00:02:14.000]  生至活人,死至死屍
[00:02:14.000 --> 00:02:17.000]  都在受苦
[00:02:17.000 --> 00:02:19.000]  所以我今天選擇了約翰福音
[00:02:19.000 --> 00:02:22.000]  和大家一起思考一下
[00:02:22.000 --> 00:02:24.000]  因為約翰福音寫作的時間
[00:02:24.000 --> 00:02:27.000]  背景其實都是很瘋狂的
[00:02:27.000 --> 00:02:30.000]  他大概是在猶太戰爭失敗
[00:02:30.000 --> 00:02:33.000]  聖殿被毀之後
[00:02:33.000 --> 00:02:37.000]  甚至可能是去到羅馬皇帝多瑪田的時候
[00:02:37.000 --> 00:02:40.000]  去到屠殺大量的基督徒
[00:02:40.000 --> 00:02:43.000]  無論時間升到那裏
[00:02:43.000 --> 00:02:45.000]  約翰福音的作者
[00:02:45.000 --> 00:02:47.000]  都是在以色列人和基督徒
[00:02:47.000 --> 00:02:49.000]  受迫害的背景下
[00:02:49.000 --> 00:02:52.000]  去寫這第四本福音書
[00:02:52.000 --> 00:02:55.000]  很特別的是
[00:02:55.000 --> 00:02:58.000]  其實當時已經有三本福音書
[00:02:58.000 --> 00:03:01.000]  馬漢福音、馬太福音、勞教福音
[00:03:01.000 --> 00:03:04.000]  但正正是在他知道
[00:03:04.000 --> 00:03:07.000]  甚至可能已經讀過這三本福音書之後
[00:03:07.000 --> 00:03:10.000]  同時他面對著真實發生在
[00:03:10.000 --> 00:03:13.000]  以色列人和基督徒身上的事
[00:03:13.000 --> 00:03:15.000]  就迫他去思想
[00:03:15.000 --> 00:03:18.000]  究竟怎樣在他自身身處的環境當中
[00:03:18.000 --> 00:03:21.000]  再去看耶穌的教導
[00:03:21.000 --> 00:03:23.000]  耶穌所做過的事
[00:03:23.000 --> 00:03:26.000]  和耶穌所應許的事呢?
[00:03:26.000 --> 00:03:30.000]  所以我覺得約翰福音真的是一個很好的寶貝
[00:03:30.000 --> 00:03:34.000]  因為他是在那個時代的一個信仰反思
[00:03:34.000 --> 00:03:36.000]  他是書寫
[00:03:36.000 --> 00:03:39.000]  作者在他自身身處的環境裏面
[00:03:39.000 --> 00:03:42.000]  所重新思考的一個耶穌基督
[00:03:42.000 --> 00:03:45.000]  所以我想和大家一起去看看約翰福音
[00:03:45.000 --> 00:03:50.000]  作者面對著一個很混亂、很恐懼
[00:03:50.000 --> 00:03:53.000]  充滿極權和死亡的時間當中
[00:03:53.000 --> 00:03:55.000]  他怎樣用另一個角度
[00:03:55.000 --> 00:03:59.000]  一個有別於之前三本福音書的角度
[00:03:59.000 --> 00:04:01.000]  去看這個信仰
[00:04:01.000 --> 00:04:04.000]  去看我們作為基督徒要做的事
[00:04:04.000 --> 00:04:07.000]  所以今天希望大家和我一起去看看
[00:04:07.000 --> 00:04:09.000]  約翰福音第十一章
[00:04:09.000 --> 00:04:11.000]  拉薩路復活
[00:04:11.000 --> 00:04:14.000]  這段經文是約翰福音獨有的經文
[00:04:14.000 --> 00:04:16.000]  而選擇拉薩路復活
[00:04:16.000 --> 00:04:18.000]  也是很符合香港的情況
[00:04:18.000 --> 00:04:22.000]  又有提到生病和死亡
[00:04:22.000 --> 00:04:25.000]  我們一起去看看
[00:04:25.000 --> 00:04:28.000]  這個事跡大家應該不陌生
[00:04:28.000 --> 00:04:30.000]  如果大概說一下
[00:04:30.000 --> 00:04:32.000]  大家可以拿著一本聖經
[00:04:32.000 --> 00:04:34.000]  但在上面的事情是這樣的
[00:04:34.000 --> 00:04:39.000]  拉薩路是一個耶穌所熟悉的家庭當中的一個弟弟
[00:04:39.000 --> 00:04:41.000]  而他病了
[00:04:41.000 --> 00:04:44.000]  他的兩個姐姐瑪大馬利亞
[00:04:44.000 --> 00:04:47.000]  就派人傳訊息給耶穌
[00:04:47.000 --> 00:04:50.000]  請耶穌到他們那裡去醫治弟弟
[00:04:50.000 --> 00:04:54.000]  而結果耶穌沒有馬上出發
[00:04:54.000 --> 00:04:56.000]  他停留了兩天的時間
[00:04:56.000 --> 00:05:00.000]  直到耶穌說拉薩路已經死了
[00:05:00.000 --> 00:05:04.000]  他才說現在是時候要去叫醒拉薩路了
[00:05:04.000 --> 00:05:09.000]  但門徒他當時就很想勸退耶穌這個決定
[00:05:09.000 --> 00:05:12.000]  因為拉薩路住的地方很近耶路撒冷
[00:05:12.000 --> 00:05:18.000]  很容易會被有心抓耶穌的猶太領袖有機可乘
[00:05:18.000 --> 00:05:21.000]  但耶穌卻堅持要去
[00:05:21.000 --> 00:05:25.000]  而他終於去到拉薩路家附近的時候
[00:05:25.000 --> 00:05:27.000]  拉薩路已經死了四天
[00:05:27.000 --> 00:05:30.000]  已經是死透無力回天的狀態
[00:05:30.000 --> 00:05:33.000]  所以瑪大馬利亞跟耶穌說
[00:05:33.000 --> 00:05:35.000]  耶穌如果你早點來
[00:05:35.000 --> 00:05:38.000]  如果你早點來我弟弟就會康復
[00:05:38.000 --> 00:05:40.000]  但現在已經死了四天
[00:05:40.000 --> 00:05:44.000]  現在靈魂都進不去肉體裡
[00:05:44.000 --> 00:05:46.000]  已經無力回天了
[00:05:46.000 --> 00:05:48.000]  但耶穌說
[00:05:48.000 --> 00:05:51.000]  復活在我生命也在我
[00:05:51.000 --> 00:05:55.000]  信我的人雖然死了也必復活
[00:05:55.000 --> 00:05:58.000]  所以活著又信我的人
[00:05:58.000 --> 00:06:01.000]  必定永遠活著
[00:06:01.000 --> 00:06:03.000]  你信這話嗎
[00:06:03.000 --> 00:06:06.000]  然後他就復活了拉薩路
[00:06:06.000 --> 00:06:09.000]  因為整段經文有44節
[00:06:09.000 --> 00:06:12.000]  甚至如果我們更完整地看的話
[00:06:12.000 --> 00:06:14.000]  就要去到第12章
[00:06:14.000 --> 00:06:16.000]  所以今天我們不會這樣做
[00:06:16.000 --> 00:06:21.000]  現在我們集中看11章25-26節的經文
[00:06:21.000 --> 00:06:23.000]  這兩節經文裡面耶穌說
[00:06:23.000 --> 00:06:25.000]  我就是復活和生命
[00:06:25.000 --> 00:06:28.000]  信我的人雖然死了也要活著
[00:06:28.000 --> 00:06:30.000]  所以活著又信我的人
[00:06:30.000 --> 00:06:31.000]  必定永遠活著
[00:06:31.000 --> 00:06:34.000]  你信這話嗎
[00:06:34.000 --> 00:06:36.000]  25節我們一起看
[00:06:36.000 --> 00:06:38.000]  我就是復活
[00:06:38.000 --> 00:06:40.000]  我就是生命
[00:06:40.000 --> 00:06:43.000]  信我的人雖然死了也要活著
[00:06:43.000 --> 00:06:46.000]  這一句我們是明白的
[00:06:46.000 --> 00:06:48.000]  他是在說末日
[00:06:48.000 --> 00:06:50.000]  他在說末日上帝會復活
[00:06:50.000 --> 00:06:52.000]  所有忠於他的信道者
[00:06:52.000 --> 00:06:54.000]  我們看以賽亞書
[00:06:54.000 --> 00:06:56.000]  我們也看過但爾利書
[00:06:56.000 --> 00:06:58.000]  看過荷西亞書
[00:06:58.000 --> 00:07:00.000]  甚至我們看過兩約的文獻
[00:07:00.000 --> 00:07:02.000]  我們都知道
[00:07:02.000 --> 00:07:04.000]  以色列人一直都相信
[00:07:04.000 --> 00:07:06.000]  忠於上帝的信道者
[00:07:06.000 --> 00:07:08.000]  他只是睡了
[00:07:08.000 --> 00:07:10.000]  我們輕輕看一下經文
[00:07:10.000 --> 00:07:13.000]  以賽亞書第26章第19節
[00:07:13.000 --> 00:07:14.000]  他說
[00:07:14.000 --> 00:07:16.000]  屬你的死人要活過來
[00:07:16.000 --> 00:07:18.000]  他們的屍體要起來
[00:07:18.000 --> 00:07:21.000]  乃是住在塵土裡的必醒起
[00:07:21.000 --> 00:07:23.000]  並且歡呼
[00:07:23.000 --> 00:07:26.000]  因為你的金路像早晨的金路般臨到
