
[00:00:00.000 --> 00:00:05.000]  各位朋友大家好
[00:00:05.000 --> 00:00:12.000]  今天我們是在一個很好的崇拜裏面的第三講
[00:00:12.000 --> 00:00:18.000]  題目叫吸退宗教信仰有興趣平時有間中抗幾百頁好書並且人生意義性格內向
[00:00:18.000 --> 00:00:20.000]  時能的哀人
[00:00:20.000 --> 00:00:23.000]  這個題目其實是我改的
[00:00:23.000 --> 00:00:26.000]  因為其實是我來的
[00:00:26.000 --> 00:00:32.000]  我小時候讀中學的時候是背包裏長期帶著幾百頁書的人
[00:00:32.000 --> 00:00:35.000]  現在沒有了因為我帶電腦
[00:00:35.000 --> 00:00:37.000]  更加重一點
[00:00:37.000 --> 00:00:39.000]  平時都是看書
[00:00:39.000 --> 00:00:42.000]  我以前讀大學當然是讀哲學
[00:00:42.000 --> 00:00:43.000]  讀完哲學之後
[00:00:43.000 --> 00:00:45.000]  結了十年神學回來
[00:00:45.000 --> 00:00:51.000]  所以今天從這個角度和大家一起去談一下信仰
[00:00:51.000 --> 00:00:54.000]  今天的講道是有點特別的
[00:00:54.000 --> 00:00:56.000]  不是傳統的方式
[00:00:56.000 --> 00:00:58.000]  如果你知道的也是
[00:00:58.000 --> 00:01:01.000]  這個裏面我們是出問題
[00:01:01.000 --> 00:01:03.000]  出一個Google form給大家去問問題
[00:01:03.000 --> 00:01:09.000]  今天是一個答問的形式的一個環節
[00:01:09.000 --> 00:01:15.000]  今天的崇拜的講道基本上就是會回答大家問題
[00:01:15.000 --> 00:01:17.000]  其實有很多問題
[00:01:17.000 --> 00:01:19.000]  有四二十多五十條問題
[00:01:19.000 --> 00:01:22.000]  我選了二十多條
[00:01:22.000 --> 00:01:24.000]  我盡量都會回答
[00:01:24.000 --> 00:01:27.000]  但有些問信徒的心路我就不回答
[00:01:27.000 --> 00:01:30.000]  因為這些不是給信仰探索的人
[00:01:30.000 --> 00:01:31.000]  這些遲些再說
[00:01:31.000 --> 00:01:34.000]  所以怎樣做基督徒我今天就不回答
[00:01:34.000 --> 00:01:37.000]  但就講關於信仰的課題
[00:01:37.000 --> 00:01:40.000]  一會兒都可以即場問問題
[00:01:40.000 --> 00:01:43.000]  即時有些互動環節
[00:01:43.000 --> 00:01:45.000]  不用說話的
[00:01:45.000 --> 00:01:47.000]  如果你們叫你們不會說話的
[00:01:47.000 --> 00:01:50.000]  你們可以掃描QR Code
[00:01:50.000 --> 00:01:52.000]  再問問題都可以
[00:01:52.000 --> 00:01:53.000]  一會兒就問
[00:01:53.000 --> 00:01:56.000]  我們一會兒的環節就是這樣
[00:01:56.000 --> 00:02:00.000]  今天這麼大隻
[00:02:00.000 --> 00:02:02.000]  我未試過沒有講章上台講道
[00:02:02.000 --> 00:02:07.000]  即場大家有些答問題的時間
[00:02:07.000 --> 00:02:10.000]  我們就開始
[00:02:10.000 --> 00:02:11.000]  第一條
[00:02:11.000 --> 00:02:13.000]  我有一個powerpoint有一個remote
