
[00:00:00.000 --> 00:00:06.000]  今天我們去思想愛仇敵
[00:00:06.000 --> 00:00:09.000]  我不知道在新星期一大家回來聽
[00:00:09.000 --> 00:00:12.000]  愛仇敵有沒有相沖
[00:00:12.000 --> 00:00:18.000]  但大家都很有心知道愛仇敵都回來
[00:00:18.000 --> 00:00:24.000]  耶穌說愛仇敵是從一個禍福論裡延伸出來的
[00:00:24.000 --> 00:00:28.000]  愛和恨是兩種很強烈
[00:00:28.000 --> 00:00:32.000]  並且會擴散的能量
[00:00:32.000 --> 00:00:36.000]  耶穌想透過愛仇敵這幾句短句
[00:00:36.000 --> 00:00:38.000]  去問我們一個問題
[00:00:38.000 --> 00:00:42.000]  究竟今天充滿我們內心的
[00:00:42.000 --> 00:00:45.000]  主導我們人生或者我們的情緒
[00:00:45.000 --> 00:00:51.000]  又或者別人在我們身上看見的是哪一種能量呢
[00:00:51.000 --> 00:00:55.000]  是仇敵引發出來的恨
[00:00:55.000 --> 00:00:58.000]  還是天父對我們的愛呢
[00:00:58.000 --> 00:01:02.000]  耶穌透過愛仇敵去問我們這個問題
[00:01:02.000 --> 00:01:06.000]  天父的愛是不是壓倒性呢
[00:01:06.000 --> 00:01:09.000]  我們今天先看三段經文
[00:01:09.000 --> 00:01:11.000]  我們先理解經文
[00:01:11.000 --> 00:01:15.000]  然後我們會盡心去想究竟什麼叫愛
[00:01:15.000 --> 00:01:17.000]  什麼是仇敵的恨
[00:01:17.000 --> 00:01:22.000]  最後我會嘗試歸納一下有沒有可行的做法
[00:01:22.000 --> 00:01:25.000]  以致我們能夠做到愛仇敵
[00:01:25.000 --> 00:01:27.000]  我們先讀經文
[00:01:27.000 --> 00:01:33.000]  如果大家看見的都可以讀出這三頁的powerpoint
[00:01:33.000 --> 00:01:35.000]  如果看見的可以避讀
[00:01:35.000 --> 00:01:36.000]  一、二、三
[00:01:36.000 --> 00:01:41.000]  整段愛仇敵的經文是延伸到上面的和福論
[00:01:41.000 --> 00:01:44.000]  上面的和福論我們沒有讀到
[00:01:44.000 --> 00:01:47.000]  不過有一節總括了和福論
[00:01:47.000 --> 00:01:49.000]  6章22節
[00:01:49.000 --> 00:01:59.000]  「恨惡你們,拒絕你們,辱罵你們,棄掉你們的名,以為是惡的,你們就有福了。」
[00:01:59.000 --> 00:02:05.000]  耶穌說和福論是給門徒聽道的人知道兩件事
[00:02:05.000 --> 00:02:10.000]  第一,世界從來對屬神的人都是不友善
[00:02:10.000 --> 00:02:12.000]  一直都是這樣
[00:02:12.000 --> 00:02:15.000]  第二,今生受迫害
[00:02:15.000 --> 00:02:17.000]  為神受迫害的人
[00:02:17.000 --> 00:02:20.000]  神將來必定會逆轉
[00:02:20.000 --> 00:02:24.000]  門徒是知道這兩件重要的事
[00:02:24.000 --> 00:02:28.000]  這是和福逆轉的潛規則
[00:02:28.000 --> 00:02:32.000]  然後才說到什麼叫愛仇敵
[00:02:32.000 --> 00:02:35.000]  所以我們所讀的6章27節
[00:02:35.000 --> 00:02:37.000]  耶穌說「子時」
[00:02:37.000 --> 00:02:39.000]  世界是這樣的
[00:02:39.000 --> 00:02:41.000]  不過你們是怎樣的呢?
[00:02:41.000 --> 00:02:43.000]  在第一個段落裡面
[00:02:43.000 --> 00:02:45.000]  27至30
[00:02:45.000 --> 00:02:46.000]  第一章
[00:02:46.000 --> 00:02:49.000]  耶穌舉出一些很激烈的例子
[00:02:49.000 --> 00:02:52.000]  被人辱罵的你們要祝福他
[00:02:52.000 --> 00:02:55.000]  被人打的你們不但不還手
[00:02:55.000 --> 00:02:56.000]  還要怎樣?
[00:02:56.000 --> 00:02:58.000]  還要拿著那邊被人打
[00:02:58.000 --> 00:03:02.000]  耶穌用一些搶人耳目的例子
[00:03:02.000 --> 00:03:04.000]  一些誇張的例子
[00:03:04.000 --> 00:03:06.000]  不是叫我們跟著去做
[00:03:06.000 --> 00:03:09.000]  他是想我們注意兩件事
[00:03:09.000 --> 00:03:12.000]  第一,就是剛才所說的和福論
[00:03:12.000 --> 00:03:14.000]  世界是很不友善
[00:03:14.000 --> 00:03:17.000]  對屬神的人從來不友善
[00:03:17.000 --> 00:03:20.000]  但是愛仇敵這個命令
[00:03:20.000 --> 00:03:22.000]  仍然是絕對的
[00:03:22.000 --> 00:03:24.000]  仍然是不能推翻
[00:03:24.000 --> 00:03:26.000]  就算別人對你這樣
[00:03:26.000 --> 00:03:30.000]  你仍然要持守愛仇敵這個概念
[00:03:30.000 --> 00:03:33.000]  第二,耶穌所舉的所有反應
[00:03:33.000 --> 00:03:37.000]  你有沒有留意到一些共通點?
[00:03:37.000 --> 00:03:39.000]  是不合情理的
[00:03:39.000 --> 00:03:42.000]  是別人猜不到你會這樣做
[00:03:42.000 --> 00:03:44.000]  耶穌不是純粹說
[00:03:44.000 --> 00:03:47.000]  你要做得再盡一點
[00:03:47.000 --> 00:03:49.000]  耶穌是在說一個問題
[00:03:49.000 --> 00:03:52.000]  就是帶去這段經文的最後一節
[00:03:52.000 --> 00:03:54.000]  就是你們願意怎樣
[00:03:54.000 --> 00:03:56.000]  人怎樣待你們
[00:03:56.000 --> 00:03:59.000]  你們也要怎樣待人
[00:03:59.000 --> 00:04:02.000]  這句話是與大相關
[00:04:02.000 --> 00:04:04.000]  這句是當時猶太文化
[00:04:04.000 --> 00:04:06.000]  或者當時的處境
[00:04:06.000 --> 00:04:08.000]  是金科玉律
[00:04:08.000 --> 00:04:10.000]  人與人相處
[00:04:10.000 --> 00:04:13.000]  你想人對你好,你就先對人好
[00:04:13.000 --> 00:04:15.000]  這是人間的運作
[00:04:15.000 --> 00:04:16.000]  沒有問題的
[00:04:16.000 --> 00:04:18.000]  耶穌沒有說這句有錯
[00:04:18.000 --> 00:04:22.000]  不過,你們是不是都這樣運作呢?
[00:04:22.000 --> 00:04:25.000]  耶穌想用這句話的下半句
[00:04:25.000 --> 00:04:27.000]  你們有點不同
[00:04:27.000 --> 00:04:31.000]  你們是要學先怎樣對人
[00:04:31.000 --> 00:04:34.000]  哪管別人怎樣對你
[00:04:34.000 --> 00:04:37.000]  你仍然用你自己那套方式
[00:04:37.000 --> 00:04:39.000]  去對待那些人
[00:04:39.000 --> 00:04:42.000]  你不是按著別人對你好或不好
[00:04:42.000 --> 00:04:44.000]  這樣去回應
[00:04:44.000 --> 00:04:47.000]  你是自己有一套方式去對待人
[00:04:47.000 --> 00:04:49.000]  因為記得耶穌提過
[00:04:49.000 --> 00:04:51.000]  你知道禍福將來會倒轉
[00:04:51.000 --> 00:04:53.000]  這是你知道的
[00:04:53.000 --> 00:04:57.000]  所以你的運作不是按著人間對你好不好
[00:04:57.000 --> 00:04:58.000]  這樣去運作
[00:04:58.000 --> 00:05:01.000]  而是你知道天父給了你一個提示
[00:05:01.000 --> 00:05:03.000]  將來一切會倒轉
[00:05:03.000 --> 00:05:06.000]  你自己有對人的主動權
[00:05:06.000 --> 00:05:09.000]  你可以選擇用什麼態度去對待人
[00:05:09.000 --> 00:05:11.000]  那些態度可能很誇張
[00:05:11.000 --> 00:05:14.000]  總之別人想不到你會這樣做
[00:05:14.000 --> 00:05:17.000]  這是第一個層次
[00:05:17.000 --> 00:05:20.000]  然後耶穌引申到第二個層次
[00:05:20.000 --> 00:05:23.000]  他繼續說為什麼我們要這樣做
[00:05:23.000 --> 00:05:25.000]  第二個層次是耶穌說
[00:05:25.000 --> 00:05:27.000]  用三個反問句
[00:05:27.000 --> 00:05:31.000]  他說罪人都能夠去愛那些值得愛的人
[00:05:31.000 --> 00:05:33.000]  有什麼可誇呢?
[00:05:33.000 --> 00:05:35.000]  有什麼可以酬謝呢?
[00:05:35.000 --> 00:05:37.000]  第一就是說罪人
[00:05:37.000 --> 00:05:40.000]  罪人不是說道德敗壞的人
[00:05:40.000 --> 00:05:42.000]  在經文開初
[00:05:42.000 --> 00:05:45.000]  他是對比聽道的人
[00:05:45.000 --> 00:05:47.000]  那些已經認識主
[00:05:47.000 --> 00:05:49.000]  蒙救恩的人
[00:05:49.000 --> 00:05:53.000]  罪人就是那些不知道禍福會逆轉
[00:05:53.000 --> 00:05:55.000]  未信主的人
[00:05:55.000 --> 00:05:56.000]  相對是這樣
[00:05:56.000 --> 00:05:58.000]  那些人什麼都不知道
[00:05:58.000 --> 00:06:00.000]  他們都會認識人對你好
[00:06:00.000 --> 00:06:01.000]  我對人好
[00:06:01.000 --> 00:06:02.000]  都認識這些
[00:06:02.000 --> 00:06:04.000]  有什麼特別呢?
[00:06:04.000 --> 00:06:06.000]  然後耶穌說
[00:06:06.000 --> 00:06:08.000]  有什麼可以酬謝呢?
[00:06:08.000 --> 00:06:11.000]  酬謝這個詞有些特別
[00:06:11.000 --> 00:06:13.000]  酬謝的意思是
[00:06:13.000 --> 00:06:14.000]  你做了一些事
[00:06:14.000 --> 00:06:16.000]  別人會給你報仇
[00:06:16.000 --> 00:06:18.000]  這就叫酬謝
[00:06:18.000 --> 00:06:20.000]  不就是對上那句
[00:06:20.000 --> 00:06:22.000]  我對人好
[00:06:22.000 --> 00:06:23.000]  人對我好
[00:06:23.000 --> 00:06:25.000]  這就叫酬謝
[00:06:25.000 --> 00:06:27.000]  但這段經文
[00:06:27.000 --> 00:06:31.000]  他說應用到我們這群聽道的人身上
[00:06:31.000 --> 00:06:34.000]  不是用酬謝轉了一個字
[00:06:34.000 --> 00:06:35.000]  有沒有留意到?
[00:06:35.000 --> 00:06:37.000]  是賞賜
[00:06:37.000 --> 00:06:39.000]  再不是酬謝
[00:06:39.000 --> 00:06:41.000]  不是人間的運作
[00:06:41.000 --> 00:06:45.000]  而是來自神給你的一個賞賜
[00:06:45.000 --> 00:06:49.000]  這個賞賜是關乎你的身份
[00:06:49.000 --> 00:06:51.000]  你有一個新的身份
[00:06:51.000 --> 00:06:54.000]  這個身份不是你值得配得
[00:06:54.000 --> 00:06:58.000]  這是作最高者而止的身份
[00:06:58.000 --> 00:07:01.000]  而你能夠作這個身份
[00:07:01.000 --> 00:07:05.000]  是基於上帝對你的憐愛
[00:07:05.000 --> 00:07:07.000]  不是你做了什麼
[00:07:07.000 --> 00:07:09.000]  又值得回應
[00:07:09.000 --> 00:07:12.000]  而是上帝這樣給你的
[00:07:12.000 --> 00:07:15.000]  所以整個第二段落
[00:07:15.000 --> 00:07:17.000]  他給我們一個
[00:07:17.000 --> 00:07:19.000]  另外一個層次的提醒
[00:07:19.000 --> 00:07:21.000]  既然我們又聽過道
[00:07:21.000 --> 00:07:23.000]  又信主
[00:07:23.000 --> 00:07:26.000]  又知道禍福將會逆轉
[00:07:26.000 --> 00:07:28.000]  對人好
[00:07:28.000 --> 00:07:31.000]  再不是按照我的期望
[00:07:31.000 --> 00:07:33.000]  期望別人對我好
[00:07:33.000 --> 00:07:36.000]  對人好是因為什麼?
[00:07:36.000 --> 00:07:38.000]  神一直都對我很好
[00:07:38.000 --> 00:07:43.000]  我的連結不是和人與人之間的瓜瓜葛葛
[00:07:43.000 --> 00:07:46.000]  而是因為我一直知道上帝對我好
[00:07:46.000 --> 00:07:49.000]  所以我就這樣對人好
[00:07:49.000 --> 00:07:52.000]  所以這一段落的最後一句
[00:07:52.000 --> 00:07:58.000]  就是神對我們的愛就像父的慈悲一樣
[00:07:58.000 --> 00:08:00.000]  這一句是重要的
[00:08:00.000 --> 00:08:03.000]  我會留在最後再說多一點
