
[00:00:00.000 --> 00:00:08.000]  頂指每晚安,歡迎大家來到神學百貨第三季的最後一講
[00:00:08.000 --> 00:00:13.000]  應該這季完結之後就沒有了
[00:00:13.000 --> 00:00:18.000]  整個流唐的神學百貨系列應該會到今天
[00:00:18.000 --> 00:00:22.000]  所以開始前也要說一點感謝的說話
[00:00:22.000 --> 00:00:25.000]  應該要在最後才說,不過先說多一點
[00:00:25.000 --> 00:00:30.000]  感謝這麼多集的幕後工作人員
[00:00:30.000 --> 00:00:37.000]  侍奉頂指每晚都是在開機,每次都是很好地說我們預備
[00:00:37.000 --> 00:00:42.000]  稍後再說一點最後的說話
[00:00:42.000 --> 00:00:45.000]  但我覺得很不捨得這個話題
[00:00:45.000 --> 00:00:48.000]  這麼多花,剛才的影片都說到
[00:00:48.000 --> 00:00:54.000]  生命是一切,我們去思考基督徒的生命
[00:00:54.000 --> 00:01:01.000]  為什麼我們會在這一課的最後說到寬容呢?
[00:01:01.000 --> 00:01:09.000]  有沒有想過為什麼特意選擇寬容作為第三季的總結
[00:01:09.000 --> 00:01:12.000]  我們談到基督徒的內蘊生命
[00:01:12.000 --> 00:01:16.000]  我們基督徒的生命裡面很多的質素
[00:01:16.000 --> 00:01:22.000]  我們說過很多,本真、高貴、快樂、忠誠
[00:01:22.000 --> 00:01:27.000]  創意、行動、勝利,最後就是寬容
[00:01:27.000 --> 00:01:32.000]  這個是我特意選擇的,也是會特意放在最後
[00:01:32.000 --> 00:01:36.000]  寬容對我來說,特別是這幾年裡面
[00:01:36.000 --> 00:01:40.000]  我覺得是一個很重要的屬靈價值
[00:01:40.000 --> 00:01:44.000]  而這個都是比較少人談及
[00:01:44.000 --> 00:01:51.000]  這個十六百課是有關我們流唐的信仰特質
[00:01:51.000 --> 00:01:53.000]  我們嘗試去說明
[00:01:53.000 --> 00:01:58.000]  希望每一個回到教會的弟子姐妹都能夠擁有
[00:01:58.000 --> 00:02:03.000]  和一起來經驗生命的質素
[00:02:03.000 --> 00:02:07.000]  所以寬容是我特意放在這一課說
[00:02:07.000 --> 00:02:14.000]  事實上它是關乎於一個真理的追求者
[00:02:14.000 --> 00:02:17.000]  一個很重要的東西
[00:02:17.000 --> 00:02:19.000]  如果你說整個十六百課
[00:02:19.000 --> 00:02:23.000]  三季都是關乎於一些神學聖經
[00:02:23.000 --> 00:02:26.000]  上帝的真理,我們的回應說話
[00:02:26.000 --> 00:02:33.000]  寬容是作為最後一個永無止境的一個完結
[00:02:33.000 --> 00:02:39.000]  當然我們生命的道路是一個不會停止的追尋
[00:02:39.000 --> 00:02:44.000]  我們要不斷去追尋上帝的真理,去認識真理
[00:02:44.000 --> 00:02:49.000]  如果要為一個百課系列作一個句號的話
[00:02:49.000 --> 00:02:56.000]  特意選擇寬容,作為大家一起來共勉一個事情
[00:02:56.000 --> 00:03:00.000]  寬容這個字我很喜歡
[00:03:00.000 --> 00:03:07.000]  寬容其實是關乎於我們對於事情,對於人的態度
[00:03:07.000 --> 00:03:13.000]  我們作為基督徒,我們怎樣來對待人
[00:03:13.000 --> 00:03:16.000]  怎樣來對待一些不同意見的人
[00:03:16.000 --> 00:03:18.000]  特別是基督教會裡面
[00:03:18.000 --> 00:03:21.000]  我在香港教會裡面,這十幾年裡面
[00:03:21.000 --> 00:03:26.000]  經歷了很多不同的爭拗,很多不同的爭論
[00:03:26.000 --> 00:03:32.000]  保守和不保守,就算不保守也分開幾邊
[00:03:32.000 --> 00:03:36.000]  很多時候也會發生很多爭拗和討論
[00:03:36.000 --> 00:03:39.000]  甚至在教會裡面也是
[00:03:39.000 --> 00:03:44.000]  在教會裡面,我們對於基督徒之間的相處
[00:03:44.000 --> 00:03:48.000]  其實也是一個很不容易的事情
[00:03:48.000 --> 00:03:57.000]  所以我覺得留堂是一個如果真的要去標榜一個很重要的價值
[00:03:57.000 --> 00:04:02.000]  當然不是唯一一個,其中一個很重要的就是寬容
[00:04:02.000 --> 00:04:08.000]  留堂算是寬容的,我想給很多人的印象也是
[00:04:08.000 --> 00:04:14.000]  我也說過,很多人來到我們教會裡面的時候
[00:04:14.000 --> 00:04:19.000]  他們覺得我們教會是可以接納的
[00:04:19.000 --> 00:04:24.000]  無論是傳道人,應徵的傳道人,或者是很多不同的頂尖妹
[00:04:24.000 --> 00:04:28.000]  曾經在其他的教會裡面,他們不被接納
[00:04:28.000 --> 00:04:30.000]  受過一些拒絕的時候
[00:04:30.000 --> 00:04:36.000]  他們都會覺得留堂是一個可以再嘗試的地方
[00:04:36.000 --> 00:04:40.000]  所以今天我們也會說出這一點
[00:04:40.000 --> 00:04:45.000]  當然我們說我們有second flow,我們經常強調要有要求
[00:04:45.000 --> 00:04:49.000]  所以我們今天也說一下對於耶穌基督的要求
[00:04:49.000 --> 00:04:52.000]  對於生命的要求,對於真理的要求
[00:04:52.000 --> 00:04:55.000]  和寬容之間的關係
[00:04:55.000 --> 00:05:00.000]  所以今天我們也特地選了這樣的書法
[00:05:00.000 --> 00:05:09.000]  這是一些草書,都是比較寬鬆、簡便、隨意的字體
[00:05:09.000 --> 00:05:16.000]  希望大家可以有一種這樣的肅靈的質素來對待我們的人生
[00:05:16.000 --> 00:05:20.000]  我們先說一下聖經
[00:05:20.000 --> 00:05:25.000]  我發現,我也不知道,原來聖經也有很多寬容這個字
[00:05:25.000 --> 00:05:28.000]  我也不是因為聖經有,所以這麼想
[00:05:28.000 --> 00:05:33.000]  但是我覺得原來聖經裡面,特別是和學本,也有很多寬容這個字
[00:05:33.000 --> 00:05:36.000]  當然它的意思未必是這樣
[00:05:36.000 --> 00:05:41.000]  但是它的選擇用的字眼,其實是用了寬容這個字
[00:05:41.000 --> 00:05:48.000]  如果你們去看聖經的時候,我想最重要的一句經文就是這個
[00:05:48.000 --> 00:05:51.000]  特別是這個字眼,我先不說
[00:05:51.000 --> 00:05:56.000]  Anasomai這個字,這是一個希臘文
[00:05:56.000 --> 00:06:01.000]  如果你看這個字的原文的意思,你會發現有兩個
[00:06:01.000 --> 00:06:07.000]  一個是對於自我的restraint,自我的約束和tolerance
[00:06:07.000 --> 00:06:15.000]  對於一些事情,它是會容忍的,它是會堅守忍耐的
[00:06:15.000 --> 00:06:19.000]  事實上這個字和堅忍是很相似的
[00:06:19.000 --> 00:06:24.000]  當你來到寬容一些事情的時候,其實那些不是你的preference
[00:06:24.000 --> 00:06:27.000]  不是你的意願,不是你的選擇
[00:06:27.000 --> 00:06:35.000]  對於一些不同的事情,你是有一種耐性和堅忍去克制自己
[00:06:35.000 --> 00:06:43.000]  去承受它,這是關乎一種時間和等待的關係
[00:06:43.000 --> 00:06:48.000]  都是願意背負起它
[00:06:48.000 --> 00:06:52.000]  所以這是關乎一些這樣的事情的意思
[00:06:52.000 --> 00:06:57.000]  第二,就是他甚至去接納它
[00:06:57.000 --> 00:07:04.000]  未必一定是同意的,但起碼你來到他去接納他,去聆聽他
[00:07:04.000 --> 00:07:10.000]  所以這個字是對於一些不是你自己的想法
[00:07:10.000 --> 00:07:16.000]  你那種忍耐和堅守,如果用那個字去理解的時候
[00:07:16.000 --> 00:07:18.000]  Anasomai這個字
[00:07:18.000 --> 00:07:21.000]  這個字有哪個經文呢
[00:07:21.000 --> 00:07:26.000]  其實你發覺從舊約到新約的research和我本的話
[00:07:26.000 --> 00:07:28.000]  都有很多不同的字眼
[00:07:28.000 --> 00:07:30.000]  當然那個原文未必是一樣的字眼
[00:07:30.000 --> 00:07:33.000]  有時候翻譯成中文的字不代表同一個原文
[00:07:33.000 --> 00:07:39.000]  但最重要最正當一個有關寬容的字
[00:07:39.000 --> 00:07:42.000]  我想就是這個,耶福撒沙第四章
[00:07:42.000 --> 00:07:50.000]  特別是保羅去提醒到我們凡事謙虛、溫柔、忍耐、用愛心互相寬容
[00:07:50.000 --> 00:07:54.000]  我們平時都比較少去留意這個字
[00:07:54.000 --> 00:07:57.000]  我都會強調,謙虛、忍耐、溫柔
[00:07:57.000 --> 00:08:01.000]  我都比較多去思考,但我們比較少提及寬容這個字
[00:08:01.000 --> 00:08:05.000]  你見到我特意用了不同的顏色對著那個希臘文
[00:08:05.000 --> 00:08:10.000]  你會見到,第一個就是metapontes
[00:08:10.000 --> 00:08:12.000]  所有,就是凡事的字
[00:08:12.000 --> 00:08:16.000]  凡事,接著就是謙虛,接著就是溫柔
[00:08:16.000 --> 00:08:25.000]  第三個就是metamorphism
[00:08:25.000 --> 00:08:27.000]  這個就是忍耐
[00:08:27.000 --> 00:08:34.000]  我特意提出來,因為你會發現整句話裡面只有一個動詞
[00:08:34.000 --> 00:08:38.000]  其實正正就是寬容的第四個字
[00:08:38.000 --> 00:08:40.000]  特意用了我們Full Church Blue的顏色
[00:08:40.000 --> 00:08:43.000]  就是unicommenor這個字
[00:08:43.000 --> 00:08:45.000]  唯一一個動詞就是這個
[00:08:45.000 --> 00:08:48.000]  所以整句話只有一個動詞
[00:08:48.000 --> 00:08:53.000]  就是要彼此在愛裡面寬容
[00:08:53.000 --> 00:09:00.000]  在寬容的行動裡面,你再加上這三樣東西
[00:09:00.000 --> 00:09:02.000]  就是謙虛、溫柔、忍耐
[00:09:02.000 --> 00:09:07.000]  但你要做的,或者你真正要去面對的那件事情
[00:09:07.000 --> 00:09:09.000]  其實正正就是寬容
[00:09:09.000 --> 00:09:12.000]  並且這個寬容是在愛裡面
[00:09:12.000 --> 00:09:15.000]  所以你會發現,這個經文其實
[00:09:15.000 --> 00:09:21.000]  如果你看原文的話,你會看到那個重要性在哪裡
[00:09:21.000 --> 00:09:23.000]  四個字不是一樣的
[00:09:23.000 --> 00:09:31.000]  寬容這個字其實是整個你最具體對人對事的一個表達和行動
[00:09:31.000 --> 00:09:36.000]  前面三個字都是一個participle,一個名詞動詞
[00:09:36.000 --> 00:09:39.000]  但唯一一個動詞就是寬容這個字
[00:09:39.000 --> 00:09:44.000]  所以你會發現,我們面對著弟兄姊妹的時候
[00:09:44.000 --> 00:09:46.000]  面對著基督徒的時候
[00:09:46.000 --> 00:09:51.000]  我們彼此來寬容,特別強調
[00:09:51.000 --> 00:09:54.000]  大家都是這樣的對方在愛裡面
[00:09:54.000 --> 00:09:59.000]  這個就是我們今天認識這個字的第一句話
[00:09:59.000 --> 00:10:03.000]  所以這個經文裡面,你會發現有很多
[00:10:03.000 --> 00:10:09.000]  我會再抄幾個經文,來跟大家了解寬容這個字
[00:10:09.000 --> 00:10:11.000]  同一個原文
[00:10:11.000 --> 00:10:16.000]  第一句就是伊夫蘇書第四章的經文
[00:10:16.000 --> 00:10:18.000]  而另一句就是哥羅西書第三章
[00:10:18.000 --> 00:10:23.000]  如果有人對別人有嫌隙,總要彼此寬容,互相寬恕
[00:10:23.000 --> 00:10:27.000]  諸心怎樣饒恕了你們,你們也要怎樣饒恕人
[00:10:27.000 --> 00:10:35.000]  其實保羅是將寬容這個字和饒恕放在一起
[00:10:35.000 --> 00:10:40.000]  其實你會發現寬容和寬恕都很類似
[00:10:40.000 --> 00:10:42.000]  當然是不同的字眼
[00:10:42.000 --> 00:10:44.000]  但往往我們會放在一起
[00:10:44.000 --> 00:10:49.000]  因為是關乎一些你不認同的東西
[00:10:49.000 --> 00:10:54.000]  關乎你對於一些事情的對待
[00:10:54.000 --> 00:10:59.000]  所以保羅提到你寬恕一些人,你要去寬容他們
[00:10:59.000 --> 00:11:07.000]  那些東西的忍耐、承受,正正就是寬容要說的東西
[00:11:07.000 --> 00:11:09.000]  所以今天我們不是說寬恕
[00:11:09.000 --> 00:11:12.000]  但有機會可以問寬恕
[00:11:12.000 --> 00:11:21.000]  但你會發現保羅是將寬容這個字和寬恕並列在一起
[00:11:21.000 --> 00:11:25.000]  另外一個,你會發現這個字看和本是看不到的
[00:11:25.000 --> 00:11:29.000]  其實都是寬容的字,但會有另一個意思
[00:11:29.000 --> 00:11:35.000]  所以我們在神的宗教會裡親自誇獎你們
[00:11:35.000 --> 00:11:40.000]  因為你們在所受的一切的不患難中仍然存著堅忍和信心
[00:11:40.000 --> 00:11:48.000]  這種堅忍,面對這些事情,你仍然忍耐著
[00:11:48.000 --> 00:11:51.000]  其實正正就是寬容的一個反應
[00:11:51.000 --> 00:11:58.000]  這個是關乎我們的相信,兼乎我們對這些事情的忍耐
[00:11:58.000 --> 00:12:03.000]  另外,我勸你們耐心接受我這個勸勉的話
[00:12:03.000 --> 00:12:05.000]  這裡也用了寬容這個字
[00:12:05.000 --> 00:12:10.000]  所以也是一種你需要一點耐性去對待一些事情
[00:12:10.000 --> 00:12:18.000]  這個就是我們所謂的寬容的聖經字眼
[00:12:18.000 --> 00:12:27.000]  其實並不難解釋,基本上都是在說一些你不認同的東西
[00:12:27.000 --> 00:12:29.000]  一些你不同的想法
[00:12:29.000 --> 00:12:37.000]  但放在今天的社會裡,你會發現這個字眼有一個更加深遠的意義
[00:12:37.000 --> 00:12:41.000]  我們會說一點點在社會哲學裡
[00:12:41.000 --> 00:12:46.000]  人們都提出寬容的重要性
[00:12:46.000 --> 00:12:51.000]  如果這個字眼英文就可以解作tolerance或者toleration
[00:12:51.000 --> 00:12:57.000]  toleration是解作容忍或者寬容
[00:12:57.000 --> 00:12:59.000]  所以正正就是這個意思
[00:12:59.000 --> 00:13:05.000]  社會裡需要有toleration,又需要有妥協
[00:13:05.000 --> 00:13:10.000]  你要對著一些不同的東西去容忍它,去讓步
[00:13:10.000 --> 00:13:15.000]  這是我們面對著一個很不同的價值觀的時候
[00:13:15.000 --> 00:13:21.000]  我們需要一個很重要的人與人之間的概念
[00:13:21.000 --> 00:13:25.000]  說一點點社會哲學的東西
[00:13:25.000 --> 00:13:30.000]  有五個大前提,大家不知道是不是葉永同
[00:13:30.000 --> 00:13:32.000]  所以這是一個不是實學的東西
[00:13:32.000 --> 00:13:34.000]  第一個命題是什麼?
[00:13:34.000 --> 00:13:38.000]  There is no master value to which all other values can be reduced
[00:13:38.000 --> 00:13:46.000]  沒有一個最底層的共同價值可以能夠不斷的來表達出來
[00:13:46.000 --> 00:13:49.000]  所以人與人之間,起碼在現實社會裡
[00:13:49.000 --> 00:13:56.000]  大家那種價值觀其實是沒有一個每個人共同擁有的價值
[00:13:56.000 --> 00:14:00.000]  這是他們的假設或者前置
[00:14:00.000 --> 00:14:06.000]  人與人之間其實不容易找到一個計算大家共同價值
[00:14:06.000 --> 00:14:10.000]  你重視友情,我重視金錢,我重視工作
[00:14:10.000 --> 00:14:13.000]  這個有沒有哪個value更加重要呢?
[00:14:13.000 --> 00:14:19.000]  其實你可以有的,但又不可以完全絕對化了
[00:14:19.000 --> 00:14:23.000]  所以有人重視工作,有人重視家庭,有人重視友情
[00:14:23.000 --> 00:14:31.000]  所以有不同的價值觀念其實是不能夠找到大家最底層共同的價值
[00:14:31.000 --> 00:14:36.000]  沒有的,任何東西都找不到這樣的價值觀,這是第一個命題
[00:14:36.000 --> 00:14:40.000]  所以基於第一個命題,這個就是it makes no sense
[00:14:40.000 --> 00:14:46.000]  因為大家沒有共同價值,沒有一個最基層最重要的共同價值
[00:14:46.000 --> 00:15:01.000]  人就不可以隨便地說出哪個價值比誰的價值更加優勝或更加重要
[00:15:01.000 --> 00:15:04.000]  在社會裡大家都是有這樣的情況
[00:15:04.000 --> 00:15:10.000]  沒有一個絕對的價值比別人的價值更加高
[00:15:10.000 --> 00:15:14.000]  所以不同人有不同價值,不同人有不同的看法
[00:15:14.000 --> 00:15:19.000]  當然這個不是基督教的思想,但起碼在社會裡有這樣的看法
[00:15:19.000 --> 00:15:23.000]  不同的價值是很難排一個絕對的priority
[00:15:23.000 --> 00:15:33.000]  所以建基於這兩點的時候,我們因為這個世界沒有一個最common的最基層最底層的價值
[00:15:33.000 --> 00:15:37.000]  都不能夠嘗試去排優先次序的時候
[00:15:37.000 --> 00:15:51.000]  我們就沒有辦法在我們的生活裡隨意地避免影響別人的價值
[00:15:51.000 --> 00:15:59.000]  因為大家價值不同,都沒有辦法大家共同地堪一個相同的priority的時候
[00:15:59.000 --> 00:16:05.000]  我們的決定往往都沒有辦法完全滿足其他人的價值觀
[00:16:05.000 --> 00:16:07.000]  大家都make sense?
[00:16:07.000 --> 00:16:19.000]  所以在這種情況下,我們更加沒有可能長遠地在共同生活下
[00:16:19.000 --> 00:16:27.000]  避免將別人的價值觀或多或少地破壞
[00:16:27.000 --> 00:16:32.000]  我想大家都不難去找例子
[00:16:32.000 --> 00:16:38.000]  基本上家裡都是這樣,晚上看電視應該開什麼台,或者做什麼
[00:16:38.000 --> 00:16:41.000]  大家沒有可能有一個共同的事情
[00:16:41.000 --> 00:16:45.000]  所以當你做的時候,你總是能夠跟別人的價值觀有衝突
[00:16:45.000 --> 00:17:01.000]  第五,就因為這個緣故,我們沒有辦法去避免conflict between them in the different practice and form of association
[00:17:01.000 --> 00:17:05.000]  我們沒有辦法避免任何的衝突
[00:17:05.000 --> 00:17:09.000]  所以社會就是這樣,政治就是這樣
[00:17:09.000 --> 00:17:13.000]  人人之間都有不同的價值概念,怎樣去平衡它呢?
[00:17:13.000 --> 00:17:15.000]  是沒有可能的,沒有可能有圓滿的
[00:17:15.000 --> 00:17:20.000]  這個就是關乎於大家的價值觀的問題
[00:17:20.000 --> 00:17:27.000]  因為這五點的緣故,我們就會發現有三樣的後果
[00:17:27.000 --> 00:17:32.000]  第一個就是人與人之間的conflict是必然會出現的
[00:17:32.000 --> 00:17:41.000]  人與人之間的conflict,辦公室政治,家庭問題,感情問題,兩夫妻之間的問題都是一樣
[00:17:41.000 --> 00:17:46.000]  這個都不用爭辯了,大家就沒有可能完全避免衝突
[00:17:46.000 --> 00:17:54.000]  這種叫incommensurability,就是不能消化的價值觀念
