
[00:00:00.000 --> 00:00:03.000]  Flo Church的弟兄姊妹晚安
[00:00:03.000 --> 00:00:04.000]  (晚安)
[00:00:04.000 --> 00:00:07.800]  這個講題的宣傳圖出了之後
[00:00:07.800 --> 00:00:11.000]  我聽到有弟兄姊妹說是帶著一個
[00:00:11.000 --> 00:00:13.000]  可以回答問題的期待
[00:00:13.000 --> 00:00:16.000]  我看到有人倒頭預算
[00:00:16.000 --> 00:00:17.000]  很好啊
[00:00:17.000 --> 00:00:18.000]  可以引起期待
[00:00:18.000 --> 00:00:21.000]  其實我是要加一隻雞腿給這個畫圖的姊妹
[00:00:21.000 --> 00:00:23.000]  我的姊妹應該知道我在說她
[00:00:23.000 --> 00:00:25.000]  她今天也在這裡
[00:00:25.000 --> 00:00:29.000]  當我收到這個閱題是說要人的時候
[00:00:29.000 --> 00:00:31.000]  我又在想什麼呢
[00:00:31.000 --> 00:00:33.000]  我第一時間就在想
[00:00:33.000 --> 00:00:34.000]  哪裡要人呢
[00:00:34.000 --> 00:00:35.000]  要什麼人呢
[00:00:35.000 --> 00:00:37.000]  要人做什麼呢
[00:00:37.000 --> 00:00:39.000]  我不單止腦子會馬上想起這些問題
[00:00:39.000 --> 00:00:41.000]  我手部也會馬上想起動作
[00:00:41.000 --> 00:00:43.000]  如果我問大家我要索帶
[00:00:43.000 --> 00:00:44.000]  是怎樣呢
[00:00:44.000 --> 00:00:46.000]  就是這樣
[00:00:46.000 --> 00:00:48.000]  如果我說我要頭盔是怎樣呢
[00:00:48.000 --> 00:00:50.000]  就是這樣
[00:00:50.000 --> 00:00:52.000]  如果耶穌要人的話
[00:00:52.000 --> 00:00:55.000]  那應該是什麼手部動作呢
[00:00:55.000 --> 00:00:59.000]  大家可不可以馬上創造一個手部動作出來呢
[00:00:59.000 --> 00:01:01.000]  OK
[00:01:01.000 --> 00:01:05.000]  我由去年疫情到今年
[00:01:05.000 --> 00:01:07.000]  現在已經是四月底了
[00:01:07.000 --> 00:01:11.000]  我發覺其實我們好像都不知道做什麼好
[00:01:11.000 --> 00:01:14.000]  好像只有被動挨打
[00:01:14.000 --> 00:01:16.000]  我們不停地聽著某些歌
[00:01:16.000 --> 00:01:18.000]  我們又遺漏
[00:01:18.000 --> 00:01:22.000]  分享我們很憤怒、很傷心、很迷惘等等各種情緒
[00:01:22.000 --> 00:01:24.000]  我問我朋友
[00:01:24.000 --> 00:01:26.000]  你會不會移民呢
[00:01:26.000 --> 00:01:28.000]  他說我有BNO
[00:01:28.000 --> 00:01:30.000]  但我沒有錢
[00:01:30.000 --> 00:01:33.000]  我馬上壓制著心裡的那種
[00:01:33.000 --> 00:01:35.000]  幸好有你陪我
[00:01:35.000 --> 00:01:37.000]  我回覆了一句
[00:01:37.000 --> 00:01:40.000]  同是天涯淪落人
[00:01:40.000 --> 00:01:44.000]  我們一起看著打針才可以上班、上學、吃飯吧
[00:01:44.000 --> 00:01:46.000]  他說是呀
[00:01:46.000 --> 00:01:48.000]  我們共同進退吧
[00:01:48.000 --> 00:01:50.000]  我們一起看著要記名投票
[00:01:50.000 --> 00:01:52.000]  要不就取消投票吧
[00:01:52.000 --> 00:01:57.000]  我們整個感覺都好像沒什麼可以做到
[00:01:57.000 --> 00:01:59.000]  但其實我很記得
[00:01:59.000 --> 00:02:00.000]  在去年年尾
[00:02:00.000 --> 00:02:03.000]  有Full Church的組員曾經跟我分享過
[00:02:03.000 --> 00:02:07.000]  我想知道我們其實可以做到什麼
[00:02:07.000 --> 00:02:10.000]  我想知道基督徒面對現在
[00:02:10.000 --> 00:02:12.000]  我們可以做什麼
[00:02:12.000 --> 00:02:14.000]  我想了很久
[00:02:14.000 --> 00:02:16.000]  最後我想跟大家分享一下
[00:02:16.000 --> 00:02:21.000]  耶穌與法利賽人的聖經問答比賽裡的最後反擊
[00:02:21.000 --> 00:02:25.000]  是出自《馬太福音》22章41至46節
[00:02:25.000 --> 00:02:28.000]  我稱之為耶穌之反擊
[00:02:28.000 --> 00:02:30.000]  在這22章裡
[00:02:30.000 --> 00:02:33.000]  其實有不同的宗教領袖
[00:02:33.000 --> 00:02:36.000]  都在聖殿裡挑機耶穌的聖經
[00:02:36.000 --> 00:02:38.000]  最主要的原因
[00:02:38.000 --> 00:02:41.000]  就是他們不認同耶穌的權柄和身份
[00:02:41.000 --> 00:02:42.000]  所以他們搞砸腦子
[00:02:42.000 --> 00:02:44.000]  精心想一些問題出來
[00:02:44.000 --> 00:02:46.000]  想切割耶穌
[00:02:46.000 --> 00:02:48.000]  例如我們拿到一個PowerPoint
[00:02:48.000 --> 00:02:49.000]  有一個slide
[00:02:49.000 --> 00:02:52.000]  Round 1 15至22節
[00:02:52.000 --> 00:02:55.000]  第一場主要是法利賽人派了他的徒弟
[00:02:55.000 --> 00:02:56.000]  去問耶穌
[00:02:56.000 --> 00:02:58.000]  可不可以納粹給凱撒呢?
[00:02:58.000 --> 00:03:00.000]  去到第二張slide
[00:03:00.000 --> 00:03:03.000]  Round 2 23至33節
[00:03:03.000 --> 00:03:06.000]  第二場就是殺刀該人問
[00:03:06.000 --> 00:03:07.000]  復活的時候
[00:03:07.000 --> 00:03:10.000]  家族兄弟都娶過的女子
[00:03:10.000 --> 00:03:12.000]  最後會算是哪一個人的妻子呢?
[00:03:12.000 --> 00:03:14.000]  去到第三張slide
[00:03:14.000 --> 00:03:17.000]  Round 3 34至40節
[00:03:17.000 --> 00:03:18.000]  第三場
[00:03:18.000 --> 00:03:21.000]  法利賽人見到殺刀該人都不敵了
[00:03:21.000 --> 00:03:23.000]  他們又上前來問耶穌
[00:03:23.000 --> 00:03:26.000]  哇! 律法裡面有這麼多條誡命
