
[00:00:00.000 --> 00:00:05.480]  歡迎大家繼續參加網上崇拜
[00:00:05.480 --> 00:00:08.000]  特別是實時參加的你
[00:00:08.000 --> 00:00:10.120]  在空中的這一秒
[00:00:10.120 --> 00:00:12.600]  無論你身處在哪一個時區
[00:00:12.600 --> 00:00:15.480]  你可以在即時通訊那裡
[00:00:15.480 --> 00:00:20.000]  參加以下這個觀眾互動簡潔局的環節
[00:00:20.000 --> 00:00:22.400]  我真的預備了兩份講章
[00:00:22.400 --> 00:00:29.520]  在左邊就是一個放煙花的好消息
[00:00:29.520 --> 00:00:30.800]  如果你想聽這個
[00:00:30.800 --> 00:00:33.000]  你可以留言告訴我們
[00:00:33.000 --> 00:00:37.000]  旁邊這個帶著眼淚的微笑
[00:00:37.000 --> 00:00:40.960]  是一個sad but true的壞消息
[00:00:40.960 --> 00:00:43.680]  如果你想先聽壞消息
[00:00:43.680 --> 00:00:46.560]  你可以留言告訴我們
[00:00:46.560 --> 00:00:50.080]  我很需要網上流淌目者
[00:00:50.080 --> 00:00:53.080]  Flow Church Pastor幫我看一看帖文
[00:00:53.080 --> 00:00:56.600]  頭十個留言的朋友選擇哪一個比較多
[00:00:56.600 --> 00:00:59.320]  我就先說哪一個消息
[00:00:59.320 --> 00:01:03.160]  如果平手的話
[00:01:03.160 --> 00:01:07.720]  就由monpost的同工投下神聖的一票
[00:01:07.720 --> 00:01:11.040]  有沒有結果?
[00:01:11.040 --> 00:01:12.800]  我看不到
[00:01:12.800 --> 00:01:20.160]  有結果了嗎?頭十個
[00:01:20.160 --> 00:01:23.320]  數得到嗎?
[00:01:24.920 --> 00:01:28.080]  sad but true 大家喜歡先苦後甜的
[00:01:28.080 --> 00:01:30.080]  沒有問題
[00:01:30.080 --> 00:01:34.400]  sad but true的消息就是
[00:01:34.400 --> 00:01:37.360]  我們沒有人知道這個疫症何時才會完結
[00:01:37.360 --> 00:01:39.600]  我們也不知道香港會不會
[00:01:39.600 --> 00:01:40.960]  第五波之後會不會有第六波
[00:01:40.960 --> 00:01:41.800]  我不知道
[00:01:41.800 --> 00:01:47.760]  但很想去紀念在疫苗通行證真正完結之前
[00:01:47.760 --> 00:01:50.520]  一些未能夠進入宗教場所
[00:01:50.520 --> 00:01:53.840]  和一些未能夠自由進入其他表列處所
[00:01:53.840 --> 00:01:56.280]  而帶來生活不便的一群
[00:01:56.280 --> 00:02:00.440]  也紀念香港教會的報道工作
[00:02:00.440 --> 00:02:02.760]  因為當我們正在煩惱
[00:02:02.760 --> 00:02:05.720]  誰會有未打疫苗不能回教會
[00:02:05.720 --> 00:02:09.080]  其實我們討論的都是自己人
[00:02:09.080 --> 00:02:11.240]  但與此同時
[00:02:11.240 --> 00:02:14.360]  堂會和一些未打疫苗
[00:02:14.360 --> 00:02:18.040]  或者不想使用疫苗通行證的福音對象
[00:02:18.040 --> 00:02:21.040]  距離比以往更加遠
[00:02:22.720 --> 00:02:26.360]  回到今天所說的經文
[00:02:26.360 --> 00:02:29.240]  經文其實是來自哈巴谷書
[00:02:29.240 --> 00:02:31.720]  哈巴谷書是小仙之書之一
[00:02:31.720 --> 00:02:33.320]  舊約希伯來聖經
[00:02:33.320 --> 00:02:35.880]  共有十二卷小仙之書
[00:02:35.880 --> 00:02:38.000]  少並不代表它不重要
[00:02:38.000 --> 00:02:40.200]  少只是它篇幅很少
[00:02:40.200 --> 00:02:41.840]  哈巴谷書只有三章
[00:02:41.840 --> 00:02:43.200]  我鼓勵你們
[00:02:43.200 --> 00:02:46.400]  短短地一次過看完三章
[00:02:46.400 --> 00:02:51.960]  以下哪一項是最符合你對舊約仙之的印象
[00:02:51.960 --> 00:02:53.960]  一、微卜先知
[00:02:53.960 --> 00:02:57.600]  即是預言神童
[00:02:57.600 --> 00:03:00.760]  教會今個月的月題是月位
[00:03:00.760 --> 00:03:04.000]  看球賽就最忌預測哪隊會贏
[00:03:04.000 --> 00:03:06.600]  可能會有燈神
[00:03:06.600 --> 00:03:10.400]  第二、神的代言人替上帝說話
[00:03:10.400 --> 00:03:14.800]  針對君王或百姓作出斥責
[00:03:14.800 --> 00:03:19.040]  第三、輔助君王或祭司
[00:03:19.040 --> 00:03:22.040]  開道以色列百姓
[00:03:22.040 --> 00:03:25.120]  大家可以繼續在即時通訊互動
[00:03:25.120 --> 00:03:26.600]  我事後會再看
[00:03:26.600 --> 00:03:31.400]  哈巴谷並非以上三類的先知
[00:03:31.400 --> 00:03:34.160]  先知身處的環境
[00:03:34.160 --> 00:03:40.120]  是被列強還治的以色列人
[00:03:40.120 --> 00:03:42.120]  以色列裏面
[00:03:42.120 --> 00:03:47.160]  在哈巴谷書的第一章和第二章
[00:03:47.160 --> 00:03:50.280]  記錄了先知和上帝的對話
[00:03:50.280 --> 00:03:54.960]  先知說出自己內心掙扎的過程
[00:03:54.960 --> 00:03:56.680]  先知告訴神
[00:03:56.680 --> 00:03:59.960]  當時我所身處的亂世中
[00:03:59.960 --> 00:04:02.280]  充斥了頹垣敗瓦
[00:04:02.280 --> 00:04:04.280]  我們很苦
[00:04:04.280 --> 00:04:07.280]  哈巴谷書的結構非常簡單
[00:04:07.280 --> 00:04:09.680]  一章二至四節
[00:04:09.680 --> 00:04:12.280]  哈巴谷第一次向上帝申訴
[00:04:12.280 --> 00:04:14.280]  五至十一節
[00:04:14.280 --> 00:04:16.280]  上帝第一次回答
[00:04:16.280 --> 00:04:18.280]  一章十二至十七節
[00:04:18.280 --> 00:04:21.280]  哈巴谷第二次向上帝申訴
[00:04:21.280 --> 00:04:23.280]  二章二至二十節
[00:04:23.280 --> 00:04:26.280]  是上帝第二次回應
[00:04:26.280 --> 00:04:28.280]  三章一至十九節
[00:04:28.280 --> 00:04:31.280]  是哈巴谷的禱告和意象
[00:04:31.280 --> 00:04:33.280]  而今日我們所看的經文
[00:04:33.280 --> 00:04:38.280]  是座落在第一次上帝對哈巴谷先知的回應
[00:04:38.280 --> 00:04:40.280]  哈巴谷身處的社會
[00:04:40.280 --> 00:04:43.280]  發生了甚麼事要向上帝申訴
[00:04:43.280 --> 00:04:48.280]  我們以後會透過閱讀或寫作文本劇本
[00:04:48.280 --> 00:04:52.280]  經常用到的五個W一個H六合法
[00:04:52.280 --> 00:04:54.280]  何事何地何人
[00:04:54.280 --> 00:04:56.280]  何事為何與何
[00:04:56.280 --> 00:04:59.280]  敘事者已經在哈巴谷書裏面好好記錄
[00:04:59.280 --> 00:05:01.280]  我們一起看下去
[00:05:01.280 --> 00:05:03.280]  一章第六節
[00:05:03.280 --> 00:05:05.280]  我必興起迦勒底人
[00:05:05.280 --> 00:05:10.280]  就是殘忍暴躁之民通行遍地
[00:05:10.280 --> 00:05:12.280]  霸佔不屬於自己的住處
[00:05:12.280 --> 00:05:15.280]  經文說到巴比倫的迦勒底人
[00:05:15.280 --> 00:05:17.280]  正興起和強大
[00:05:17.280 --> 00:05:20.280]  南國猶大國亡國前
[00:05:20.280 --> 00:05:23.280]  正面臨外敵巴比倫的威脅
[00:05:23.280 --> 00:05:25.280]  已經危在旦夕
[00:05:25.280 --> 00:05:26.280]  根據歷史我們知道
[00:05:26.280 --> 00:05:28.280]  哈巴谷是主前大約
[00:05:28.280 --> 00:05:32.280]  689至605年間開始做先知
[00:05:32.280 --> 00:05:34.280]  學者都相信成書的年份
[00:05:34.280 --> 00:05:38.280]  是在主前609至597這十幾年的期間
[00:05:38.280 --> 00:05:40.280]  當時一方面
[00:05:40.280 --> 00:05:43.280]  外國的勢力就越來越大
[00:05:43.280 --> 00:05:45.280]  與此同時這段時期
[00:05:45.280 --> 00:05:47.280]  南國最後那兩三個猶大王
[00:05:47.280 --> 00:05:49.280]  都是一些庸碌的君王
[00:05:49.280 --> 00:05:51.280]  已知道他們的國家充滿了
[00:05:51.280 --> 00:05:53.280]  強暴和罪惡
[00:05:53.280 --> 00:05:55.280]  哈巴谷書就是在這個
[00:05:55.280 --> 00:05:58.280]  外憂內患的背景底下寫成
[00:05:58.280 --> 00:06:02.280]  就解答了何時when這個問題
[00:06:02.280 --> 00:06:05.280]  假如我們真的去將哈巴谷書
[00:06:05.280 --> 00:06:08.280]  當做一部讀劇的劇本去看
[00:06:08.280 --> 00:06:10.280]  其實結構是非常簡單
[00:06:10.280 --> 00:06:13.280]  就是哈巴谷說 上帝說
[00:06:13.280 --> 00:06:15.280]  哈巴谷說 上帝說
[00:06:15.280 --> 00:06:17.280]  我們就很簡單解答了
[00:06:17.280 --> 00:06:19.280]  何人乎這個問題
[00:06:19.280 --> 00:06:21.280]  對話只涉及兩個人
[00:06:21.280 --> 00:06:23.280]  他們不是因為要遵守
[00:06:23.280 --> 00:06:25.280]  跨家庭二人限聚
[00:06:25.280 --> 00:06:27.280]  他們的訊息也不需要
[00:06:27.280 --> 00:06:30.280]  經過點對點加密
[00:06:30.280 --> 00:06:32.280]  第二章的第二節
[00:06:32.280 --> 00:06:34.280]  耶和華回答我說
[00:06:34.280 --> 00:06:37.280]  將這物事清楚地寫在看板上
[00:06:37.280 --> 00:06:39.280]  使人容易朗讀
[00:06:39.280 --> 00:06:42.280]  是上帝叫先知寫在看板上
[00:06:42.280 --> 00:06:44.280]  讓人看的
[00:06:44.280 --> 00:06:46.280]  就好像我們教會
[00:06:46.280 --> 00:06:48.280]  留堂製作室的場地
[00:06:48.280 --> 00:06:50.280]  初心的房間
[00:06:50.280 --> 00:06:52.280]  那裡是留堂發展史的縮影區
[00:06:52.280 --> 00:06:56.280]  記錄了過去不同年日的文宣和主題
[00:06:56.280 --> 00:06:59.280]  張貼出來是為了讓人容易看到
[00:06:59.280 --> 00:07:01.280]  看到的時候提醒我們
[00:07:01.280 --> 00:07:03.280]  留堂是為了什麼而立
[00:07:03.280 --> 00:07:04.280]  是為上主的福音
[00:07:04.280 --> 00:07:06.280]  搞動眾人的心
[00:07:06.280 --> 00:07:09.280]  相信上帝叫哈巴菊去整碧布
[00:07:09.280 --> 00:07:11.280]  也是這個意思
[00:07:11.280 --> 00:07:13.280]  上帝對先知的回答寫得出來
[00:07:13.280 --> 00:07:16.280]  就是絕對容許對話以外的任何人
[00:07:16.280 --> 00:07:18.280]  去查看和聆聽
[00:07:18.280 --> 00:07:21.280]  不單止和哈巴菊一個人說話
[00:07:21.280 --> 00:07:23.280]  第二章第一節
[00:07:23.280 --> 00:07:25.280]  我要站在我的瞭望台
[00:07:25.280 --> 00:07:27.280]  立在城樓上觀看
[00:07:27.280 --> 00:07:30.280]  看耶和華要對我說什麼
[00:07:30.280 --> 00:07:34.280]  發生這一段先知和上帝對話的地點
[00:07:34.280 --> 00:07:37.280]  就是在瞭望台
[00:07:37.280 --> 00:07:39.280]  城樓上的一個對話
[00:07:39.280 --> 00:07:41.280]  這裡解答了"Where"
[00:07:41.280 --> 00:07:43.280]  哪裡的答案
[00:07:43.280 --> 00:07:48.280]  但這也是第二章後半段
[00:07:48.280 --> 00:07:51.280]  先知和上帝對話的地點
[00:07:51.280 --> 00:07:54.280]  但第一章一開始申訴的時候
[00:07:54.280 --> 00:07:56.280]  地點發生在哪裡
[00:07:56.280 --> 00:07:58.280]  是未知的
[00:07:58.280 --> 00:08:00.280]  在經文的上文下
[00:08:00.280 --> 00:08:01.280]  我們會看到
[00:08:01.280 --> 00:08:03.280]  當先知上了瞭望台之後
[00:08:03.280 --> 00:08:06.280]  上帝正在回答他的答案
[00:08:06.280 --> 00:08:09.280]  其實是在回應他一開始的問題
[00:08:09.280 --> 00:08:12.280]  所以我對於哈巴菊書
[00:08:12.280 --> 00:08:14.280]  作出了以下的分段
[00:08:14.280 --> 00:08:16.280]  一章二至四節
[00:08:16.280 --> 00:08:19.280]  哈巴菊就開始向上帝申訴
[00:08:19.280 --> 00:08:21.280]  五至十一節
[00:08:21.280 --> 00:08:23.280]  上帝其實是正在回答他
[00:08:23.280 --> 00:08:25.280]  但十二至十七節
[00:08:25.280 --> 00:08:26.280]  我會形容
[00:08:26.280 --> 00:08:30.280]  哈巴菊就好像打斷了上帝對他的答案
[00:08:30.280 --> 00:08:32.280]  他不滿意上帝對他的答案
[00:08:32.280 --> 00:08:34.280]  他繼續申訴
[00:08:34.280 --> 00:08:38.280]  我會形象化
[00:08:38.280 --> 00:08:39.280]  六四的部分
[00:08:39.280 --> 00:08:41.280]  哈巴菊就向上帝說
[00:08:41.280 --> 00:08:44.280]  你為什麼不答應我們
[00:08:44.280 --> 00:08:47.280]  為什麼看不到我們所面對的罪惡
[00:08:47.280 --> 00:08:50.280]  然後上帝就正在回答他
[00:08:50.280 --> 00:08:53.280]  他正在回答你
[00:08:53.280 --> 00:08:55.280]  但你又再搶白
[00:08:55.280 --> 00:08:57.280]  你又再插嘴
[00:08:57.280 --> 00:09:02.280]  第一段對話
[00:09:02.280 --> 00:09:04.280]  就是在這樣的情況下發生
[00:09:04.280 --> 00:09:06.280]  進入到經文的第一點
[00:09:06.280 --> 00:09:08.280]  想和大家分享的是
[00:09:08.280 --> 00:09:10.280]  身於亂世的先知有種責任
[00:09:10.280 --> 00:09:12.280]  是做申訴的專員
[00:09:12.280 --> 00:09:17.280]  先知哈巴菊的確是一個非常專業的申訴專員
[00:09:17.280 --> 00:09:19.280]  他在那封投訴信裡
[00:09:19.280 --> 00:09:21.280]  很清楚地說出
[00:09:21.280 --> 00:09:24.280]  南國猶大本土面對著什麼邪惡
[00:09:24.280 --> 00:09:27.280]  而第一章第二節申訴的第一句
[00:09:27.280 --> 00:09:30.280]  已經有一個自己很有共鳴的說話
[00:09:30.280 --> 00:09:31.280]  就是
[00:09:31.280 --> 00:09:35.280]  我呼求你不應運
[00:09:35.280 --> 00:09:38.280]  要到何時呢
[00:09:38.280 --> 00:09:40.280]  我有時也會氣稱
[00:09:40.280 --> 00:09:42.280]  第五波疫情好像回大
[00:09:42.280 --> 00:09:44.280]  回到2020年的新年
[00:09:44.280 --> 00:09:46.280]  疫情捲土重來
[00:09:46.280 --> 00:09:48.280]  又戴過口罩
[00:09:48.280 --> 00:09:49.280]  又來過網上送餐
[00:09:49.280 --> 00:09:51.280]  又要視像性餐
[00:09:51.280 --> 00:09:53.280]  維持了兩年多三年的疫情
[00:09:53.280 --> 00:09:55.280]  要到何時呢
[00:09:55.280 --> 00:09:58.280]  2020年開始就有很多航班停飛
[00:09:58.280 --> 00:10:02.280]  甚至有些國家是全國封關
[00:10:02.280 --> 00:10:04.280]  本來兩年前的今天
[00:10:04.280 --> 00:10:06.280]  我已經買了機票
[00:10:06.280 --> 00:10:08.280]  三月和四月
[00:10:08.280 --> 00:10:11.280]  我全家去宣教工場短宣兩個月
[00:10:11.280 --> 00:10:13.280]  但大家都看到
[00:10:13.280 --> 00:10:14.280]  事到如今
[00:10:14.280 --> 00:10:16.280]  究竟可以出發宣教了嗎
[00:10:16.280 --> 00:10:19.280]  我是很想疫情快點完結
[00:10:19.280 --> 00:10:20.280]  你呢
[00:10:20.280 --> 00:10:22.280]  心目中有沒有一些事情
[00:10:22.280 --> 00:10:24.280]  一直在問上帝
[00:10:24.280 --> 00:10:26.280]  要到何時呢
[00:10:26.280 --> 00:10:28.280]  我的長期病
[00:10:28.280 --> 00:10:30.280]  我的痛症何時才會康復
[00:10:30.280 --> 00:10:32.280]  我生活中所面對的難關
[00:10:32.280 --> 00:10:35.280]  憂骨 仇敵何時才會過去
[00:10:35.280 --> 00:10:36.280]  我失業的情況
[00:10:36.280 --> 00:10:37.280]  要到何時呢
[00:10:37.280 --> 00:10:40.280]  我的呼音對象何時才信主
[00:10:40.280 --> 00:10:44.280]  某某何時才會成功戒煙戒毒
[00:10:44.280 --> 00:10:46.280]  戒情緒勒索
[00:10:46.280 --> 00:10:47.280]  還有
[00:10:47.280 --> 00:10:49.280]  日常生活裏面
[00:10:49.280 --> 00:10:51.280]  在各間社會上所面對到的
[00:10:51.280 --> 00:10:53.280]  荒誕虛假詭詐
[00:10:53.280 --> 00:10:55.280]  要到何時呢
[00:10:55.280 --> 00:10:57.280]  自從上年
[00:10:57.280 --> 00:10:59.280]  6月25日開始
[00:10:59.280 --> 00:11:00.280]  我都聽過不少人說
[00:11:00.280 --> 00:11:02.280]  我不想再看新聞了
[00:11:02.280 --> 00:11:03.280]  因為他們很心灰
[00:11:03.280 --> 00:11:05.280]  他們不再等候
[00:11:05.280 --> 00:11:07.280]  先知哈巴菊呢
[00:11:07.280 --> 00:11:09.280]  哈巴菊他還在等候
[00:11:09.280 --> 00:11:13.280]  他還繼續擔當他身為先知的責任
[00:11:13.280 --> 00:11:15.280]  他繼續申訴
[00:11:15.280 --> 00:11:16.280]  是呀
[00:11:16.280 --> 00:11:18.280]  有種人是這樣的
[00:11:18.280 --> 00:11:21.280]  灰磯避世陷入迷失
[00:11:21.280 --> 00:11:24.280]  但哈巴菊他還是和上帝申訴
[00:11:24.280 --> 00:11:26.280]  從經文我們可以看到
[00:11:26.280 --> 00:11:30.280]  他記錄下來就是第一次的申訴
[00:11:30.280 --> 00:11:32.280]  但是我相信
[00:11:32.280 --> 00:11:34.280]  未被文字記錄的申訴
[00:11:34.280 --> 00:11:35.280]  就未必是第一次
[00:11:35.280 --> 00:11:36.280]  不會第一次就問
[00:11:36.280 --> 00:11:37.280]  要到何時呢
[00:11:37.280 --> 00:11:40.280]  等外賣都是問了幾次才問
[00:11:40.280 --> 00:11:41.280]  何時才到我
[00:11:41.280 --> 00:11:44.280]  我相信他是不斷不斷地去問
[00:11:44.280 --> 00:11:46.280]  不斷不斷地等待
[00:11:46.280 --> 00:11:48.280]  再繼續申訴
[00:11:48.280 --> 00:11:51.280]  先知向上帝的呼求
[00:11:51.280 --> 00:11:53.280]  他向上帝呼喊
[00:11:53.280 --> 00:11:55.280]  從他的角度
[00:11:55.280 --> 00:11:58.280]  上帝一次又一次不答允
[00:11:58.280 --> 00:11:59.280]  上帝未拯救
[00:11:59.280 --> 00:12:03.280]  所以他又再申訴
[00:12:03.280 --> 00:12:06.280]  在第一章三至四節
[00:12:06.280 --> 00:12:11.280]  先知問了兩個Why的question
[00:12:11.280 --> 00:12:15.280]  你為什麼要讓我看到這些罪孽
[00:12:15.280 --> 00:12:18.280]  你為什麼坐視姦惡
[00:12:18.280 --> 00:12:21.280]  再加上第一句
[00:12:21.280 --> 00:12:23.280]  要到何時呢
[00:12:23.280 --> 00:12:25.280]  其實這兩個字詞
[00:12:25.280 --> 00:12:27.280]  是經常出現在
[00:12:27.280 --> 00:12:30.280]  愛哥的典型格式
[00:12:30.280 --> 00:12:33.280]  哈巴菊先知他因為什麼事
[00:12:33.280 --> 00:12:35.280]  不斷向上帝哀求申訴
[00:12:35.280 --> 00:12:38.280]  當時的社會發生的亂象
[00:12:38.280 --> 00:12:40.280]  包括以下六方面
[00:12:40.280 --> 00:12:44.280]  罪孽、姦惡、毀滅、兇暴
[00:12:44.280 --> 00:12:46.280]  爭執、紛爭
[00:12:46.280 --> 00:12:49.280]  其中的罪孽和姦惡
[00:12:49.280 --> 00:12:53.280]  可以指向一些權力的濫用
[00:12:53.280 --> 00:12:56.280]  無論是濫用社會的權力
[00:12:56.280 --> 00:12:58.280]  宗教的權力
[00:12:58.280 --> 00:13:02.280]  還是國際上政治方面的權力
[00:13:02.280 --> 00:13:04.280]  在預備講章的時候
[00:13:04.280 --> 00:13:08.280]  俄羅斯入侵烏克蘭戰時已經達到第50天
[00:13:08.280 --> 00:13:11.280]  明天就是兩個月
[00:13:11.280 --> 00:13:14.280]  明明是入侵霸佔不屬自己的國家
[00:13:14.280 --> 00:13:19.280]  但卻將自己的血腥行為美化成為解放的行動
[00:13:19.280 --> 00:13:21.280]  這些是罪孽和姦惡
[00:13:21.280 --> 00:13:23.280]  另外一組的字眼
[00:13:23.280 --> 00:13:25.280]  毀滅和兇暴
[00:13:25.280 --> 00:13:28.280]  可以指涉及一些實際的身體暴力行為
