
[00:00:00.000 --> 00:00:04.000]  剛才大家祈禱什麼呢?
[00:00:04.000 --> 00:00:08.000]  剛才祈禱的是為了一位弟兄
[00:00:08.000 --> 00:00:10.000]  他拍了一部電影
[00:00:10.000 --> 00:00:17.000]  能夠在康城順利播出祈禱
[00:00:17.000 --> 00:00:23.000]  也為了弟兄在香港的情況下
[00:00:23.000 --> 00:00:26.000]  受到很大壓力的當中
[00:00:26.000 --> 00:00:29.000]  他的心靈能夠平安禱告
[00:00:29.000 --> 00:00:34.000]  在禱告期間突然問自己一個問題
[00:00:34.000 --> 00:00:38.000]  其實這些禱告從來都不會在期間
[00:00:38.000 --> 00:00:42.000]  在這個城市裡,在這一刻的香港裡
[00:00:42.000 --> 00:00:46.000]  這些禱告突然顯得很沉重
[00:00:46.000 --> 00:00:49.000]  心靈的抖震
[00:00:49.000 --> 00:00:54.000]  在問為什麼荒謬的事情可以每天都發生
[00:00:54.000 --> 00:00:57.000]  我們的禱告內容,我們的禱告方向
[00:00:57.000 --> 00:01:02.000]  在這一年裡變得很奇怪
[00:01:02.000 --> 00:01:08.000]  上星期潘Sir說到
[00:01:08.000 --> 00:01:16.000]  要減少煩惱的時間
[00:01:16.000 --> 00:01:18.000]  要安靜自己退休
[00:01:18.000 --> 00:01:24.000]  前個星期John的講道是說要禁食
[00:01:24.000 --> 00:01:26.000]  除了他本身想減肥之外
[00:01:26.000 --> 00:01:30.000]  他說要寫一些減肥的東西和減肥靈修
[00:01:30.000 --> 00:01:34.000]  我還沒有看到,我希望他正在寫
[00:01:34.000 --> 00:01:37.000]  他應該正在斷食
[00:01:37.000 --> 00:01:41.000]  希望我們不只是禁食和減肥
[00:01:41.000 --> 00:01:45.000]  更加是希望我們為社會公義
[00:01:45.000 --> 00:01:48.000]  社會的情況我們用禁食禱告
[00:01:48.000 --> 00:01:51.000]  好像以蔡阿書的教導一樣
[00:01:51.000 --> 00:01:54.000]  今天的訊息我們用約拿樹
[00:01:54.000 --> 00:02:00.000]  我希望這個訊息給我們一點思考空間
[00:02:00.000 --> 00:02:05.000]  今天不是很講約拿樹的內容
[00:02:05.000 --> 00:02:10.000]  不過我想說幾個關於約拿樹的內容
[00:02:10.000 --> 00:02:14.000]  這個大約是我想處理的一個課題
[00:02:14.000 --> 00:02:15.000]  關於約拿樹
[00:02:15.000 --> 00:02:17.000]  約拿樹很奇怪
[00:02:17.000 --> 00:02:20.000]  基本上大家熟悉的約拿樹故事
[00:02:20.000 --> 00:02:26.000]  約拿走了老,然後神叫他去利利尾城宣告訊息
[00:02:26.000 --> 00:02:31.000]  他走了老,然後水手將他扔到海裡
[00:02:31.000 --> 00:02:34.000]  然後掉了一條魚在他肚子裡,吃了他
[00:02:34.000 --> 00:02:38.000]  然後吐出來,然後去利利尾城說一句話
[00:02:38.000 --> 00:02:43.000]  所有的利利尾城的人,由上至下生畜
[00:02:43.000 --> 00:02:48.000]  我從來沒有見過貓狗和牛羊披上蒙灰
[00:02:48.000 --> 00:02:51.000]  他形容連生畜也披上蒙灰
[00:02:51.000 --> 00:02:57.000]  最終約拿見到之後,就看看他們什麼時候會死
[00:02:57.000 --> 00:02:59.000]  神就跟他最後說一句話
[00:02:59.000 --> 00:03:04.000]  他說為什麼你不憐憫他們當中不分辨左右手的
[00:03:04.000 --> 00:03:07.000]  有十二萬的人口
[00:03:07.000 --> 00:03:08.000]  大約約拿樹就說這些
[00:03:08.000 --> 00:03:11.000]  我相信大家都熟悉,我不詳細講論
[00:03:11.000 --> 00:03:13.000]  但我想問的問題是
[00:03:13.000 --> 00:03:15.000]  為什麼有約拿樹
[00:03:15.000 --> 00:03:17.000]  今天我希望處理的問題就是
[00:03:17.000 --> 00:03:20.000]  約拿樹為什麼要寫在這裡
[00:03:20.000 --> 00:03:24.000]  約拿樹寫在這裡奇怪,因為它屬於十二小仙之書
[00:03:24.000 --> 00:03:29.000]  無論是哈巴谷書、約爾書、馬拉基書、塞加利亞書
[00:03:29.000 --> 00:03:31.000]  你數下去,十二小仙之書
[00:03:31.000 --> 00:03:34.000]  基本上都是關於論述的東西
[00:03:34.000 --> 00:03:38.000]  論述的東西就是他聽到神說的話
[00:03:38.000 --> 00:03:41.000]  然後他們就說出神說了什麼
[00:03:41.000 --> 00:03:45.000]  大約其他十一卷的小仙之書是說這些
[00:03:45.000 --> 00:03:50.000]  唯獨約拿樹很奇怪地不是論述
[00:03:50.000 --> 00:03:54.000]  是一個紀載的故事
[00:03:54.000 --> 00:03:56.000]  約拿怎麼做,做到怎樣
[00:03:56.000 --> 00:04:00.000]  是用一個技術的故事去寫
[00:04:00.000 --> 00:04:04.000]  唯一一卷這樣寫法的十二小仙之書
[00:04:04.000 --> 00:04:07.000]  問題是這卷小仙之書為什麼這麼獨特
[00:04:07.000 --> 00:04:09.000]  這卷小仙之書為什麼這麼特別
[00:04:09.000 --> 00:04:12.000]  特別在哪裡的地方
[00:04:12.000 --> 00:04:15.000]  我希望能夠有少少空間
[00:04:15.000 --> 00:04:18.000]  講一點關於這卷書特別的地方
[00:04:18.000 --> 00:04:21.000]  其中第一個我們要問的問題是
[00:04:21.000 --> 00:04:26.000]  這卷小仙之書最奇怪的地方是
[00:04:26.000 --> 00:04:29.000]  如果猶太人讀這小仙之書
[00:04:29.000 --> 00:04:31.000]  覺得不對版不對勁
[00:04:31.000 --> 00:04:32.000]  是因為什麼?
[00:04:32.000 --> 00:04:35.000]  是因為《五經》裡說
[00:04:35.000 --> 00:04:38.000]  如果先知說的話不應驗
[00:04:38.000 --> 00:04:40.000]  如果先知說的話不成就的話
[00:04:40.000 --> 00:04:44.000]  眾民就要用石頭去扔死他
[00:04:44.000 --> 00:04:47.000]  基本上如果你回去看摩西五經的時候
[00:04:47.000 --> 00:04:50.000]  真的這樣說的,律例也是這樣說的
[00:04:50.000 --> 00:04:52.000]  但奇怪的是這小仙之書
[00:04:52.000 --> 00:04:56.000]  就是先知說完一些話不成就
[00:04:56.000 --> 00:04:59.000]  應該是回到去的時候
[00:04:59.000 --> 00:05:02.000]  就應該有人用石頭扔死他
[00:05:02.000 --> 00:05:06.000]  但這卷書奇怪和我們稱為ironic
[00:05:06.000 --> 00:05:08.000]  我們稱為psychastic
[00:05:08.000 --> 00:05:10.000]  反諷的是
