
[00:00:00.000 --> 00:00:02.000]  靜姐妹平安
[00:00:02.000 --> 00:00:05.000]  很開心 很開心 很開心
[00:00:05.000 --> 00:00:08.000]  我們一齊回來
[00:00:08.000 --> 00:00:11.000]  我們一齊獻上敬拜
[00:00:11.000 --> 00:00:13.000]  Hallelujah
[00:00:13.000 --> 00:00:18.000]  讓這個地方成為一個敬拜的地方
[00:00:18.000 --> 00:00:20.000]  我們一起的
[00:00:20.000 --> 00:00:22.000]  讓這個地方成為一個敬拜的地方
[00:00:22.000 --> 00:00:28.000]  今天令我想起我們留堂三年前第一次崇拜
[00:00:28.000 --> 00:00:31.000]  差不多這樣的情景
[00:00:31.000 --> 00:00:34.000]  靜姐妹你們平安嗎
[00:00:34.000 --> 00:00:36.000]  在疫情當中
[00:00:36.000 --> 00:00:38.000]  歡迎你回來
[00:00:38.000 --> 00:00:41.000]  網上靜姐妹也願你平安
[00:00:41.000 --> 00:00:43.000]  特別是倫敦靜姐妹
[00:00:43.000 --> 00:00:46.000]  今天是你們第一次的聚會
[00:00:46.000 --> 00:00:49.000]  在這裡和你送上耶穌基督的問候
[00:00:49.000 --> 00:00:56.000]  很開心我們能夠一齊去敬拜
[00:00:56.000 --> 00:01:03.000]  我求主讓我們今天有一個完整平安的敬拜
[00:01:03.000 --> 00:01:06.000]  大家能夠在當中去珍惜
[00:01:06.000 --> 00:01:09.000]  去聆聽上帝的話
[00:01:09.000 --> 00:01:12.000]  去一齊去擁抱
[00:01:12.000 --> 00:01:16.000]  這個月Full Church的月題是擁抱
[00:01:16.000 --> 00:01:21.000]  如果要為Full Church這個月題擁抱下一個定義的時候
[00:01:21.000 --> 00:01:24.000]  擁抱是一個身體的接觸
[00:01:24.000 --> 00:01:27.000]  不單是我們和人的關係
[00:01:27.000 --> 00:01:30.000]  更加是我們生命的熱度
[00:01:30.000 --> 00:01:33.000]  擁抱的對象不單單是人
[00:01:33.000 --> 00:01:38.000]  更加是一些信念和我們的想像
[00:01:38.000 --> 00:01:40.000]  不單單是贊同
[00:01:40.000 --> 00:01:43.000]  更加是用生命來投入
[00:01:43.000 --> 00:01:46.000]  分身來參與
[00:01:46.000 --> 00:01:50.000]  擁抱更加是天父上帝的愛
[00:01:50.000 --> 00:01:53.000]  我們首先被天父去擁抱
[00:01:53.000 --> 00:01:55.000]  然後再去擁抱別人
[00:01:55.000 --> 00:01:57.000]  以及天父的世界
[00:01:57.000 --> 00:02:00.000]  當然擁抱更加是行動
[00:02:00.000 --> 00:02:04.000]  我們實際地行出這個尾線
[00:02:04.000 --> 00:02:10.000]  或者我們可以從擁抱的希臘文說起
[00:02:10.000 --> 00:02:12.000]  以後你去希臘旅行
[00:02:12.000 --> 00:02:14.000]  當你想擁抱的時候
[00:02:14.000 --> 00:02:15.000]  你可以用這個字
[00:02:15.000 --> 00:02:19.000]  擁抱的希臘文是epipedo
[00:02:19.000 --> 00:02:23.000]  再說一次,epipedo
[00:02:23.000 --> 00:02:26.000]  以後你看到一個外國人
[00:02:26.000 --> 00:02:28.000]  epipedo
[00:02:28.000 --> 00:02:33.000]  大家一起問候
[00:02:33.000 --> 00:02:41.000]  epipedo這個字字面上的解釋
[00:02:41.000 --> 00:02:43.000]  解作fall on someone
[00:02:43.000 --> 00:02:47.000]  fall oneself on someone的意思
[00:02:47.000 --> 00:02:52.000]  整個人全躺在你身上
