
[00:00:00.000 --> 00:00:04.000]  (歡呼聲)
[00:00:04.000 --> 00:00:06.000]  純粹因為剛才有婚禮
[00:00:06.000 --> 00:00:09.000]  所以衣服是粉紅色的
[00:00:09.000 --> 00:00:19.000]  我們一起祈禱
[00:00:19.000 --> 00:00:24.000]  再一起去聆聽自己的話
[00:00:24.000 --> 00:00:26.000]  感謝你們一起來
[00:00:26.000 --> 00:00:28.000]  在這個地方裡
[00:00:28.000 --> 00:00:31.000]  在這個海邊裡我們一起去敬拜
[00:00:31.000 --> 00:00:34.000]  求主你的話去臨到我們
[00:00:34.000 --> 00:00:36.000]  讓我們每一個都能夠恭敬的
[00:00:36.000 --> 00:00:38.000]  來去謹守
[00:00:38.000 --> 00:00:40.000]  細聽你的話
[00:00:40.000 --> 00:00:43.000]  讓你的話去引導我們這間教會
[00:00:43.000 --> 00:00:45.000]  奉主命求 阿們
[00:00:45.000 --> 00:00:49.000]  今天我們在這裡
[00:00:49.000 --> 00:00:52.000]  我們一起來去敬拜我們的上帝
[00:00:52.000 --> 00:00:55.000]  我們一起來開口去讚美我們的上帝
[00:00:55.000 --> 00:00:58.000]  為了這個聚會我是非常非常之感恩
[00:00:58.000 --> 00:01:01.000]  多謝你們每一個人出席
[00:01:01.000 --> 00:01:04.000]  你們成為了一個非常之大的見證
[00:01:04.000 --> 00:01:06.000]  我們在這個公共空間裡
[00:01:06.000 --> 00:01:09.000]  我們一起來去表達我們的信仰
[00:01:09.000 --> 00:01:13.000]  我們去開口去敬拜我們的神
[00:01:13.000 --> 00:01:15.000]  親愛的朋友
[00:01:15.000 --> 00:01:18.000]  如果你是今天經過這個地方的時候
[00:01:18.000 --> 00:01:20.000]  我們歡迎你
[00:01:20.000 --> 00:01:22.000]  我是陳偉安牧師
[00:01:22.000 --> 00:01:24.000]  我們是一群基督徒
[00:01:24.000 --> 00:01:26.000]  來去見香港本地的教會
[00:01:26.000 --> 00:01:28.000]  耶穌愛你
[00:01:28.000 --> 00:01:30.000]  我們的教會名字叫
[00:01:30.000 --> 00:01:32.000]  流唐復教
[00:01:32.000 --> 00:01:36.000]  今天我們崇拜的主題是牽手
[00:01:36.000 --> 00:01:40.000]  有人問為什麼我們要在崇拜裡面
[00:01:40.000 --> 00:01:42.000]  那個題目叫牽手呢
[00:01:42.000 --> 00:01:47.000]  牽手代表著我們人和人之間的連結
[00:01:47.000 --> 00:01:50.000]  同愛我們天父上帝的連結
[00:01:50.000 --> 00:01:52.000]  和這個城市的連結
[00:01:52.000 --> 00:01:54.000]  我們在這裡連在一起
[00:01:54.000 --> 00:01:56.000]  我們去見證著耶穌基督
[00:01:56.000 --> 00:02:01.000]  以及天父上帝對城市的人的敬愛
[00:02:01.000 --> 00:02:05.000]  今天不知道大家有沒有和身邊的人牽手
[00:02:05.000 --> 00:02:06.000]  有沒有?有沒有?
[00:02:06.000 --> 00:02:08.000]  今天有沒有牽過手?
[00:02:08.000 --> 00:02:10.000]  有沒有?有是吧?
[00:02:10.000 --> 00:02:12.000]  其實在這個聚會之前
[00:02:12.000 --> 00:02:13.000]  有人問我
[00:02:13.000 --> 00:02:15.000]  John千萬不要和身邊的人牽手
[00:02:15.000 --> 00:02:16.000]  拜託
[00:02:16.000 --> 00:02:17.000]  好囉
[00:02:17.000 --> 00:02:18.000]  不要做這些事
[00:02:18.000 --> 00:02:19.000]  很尷尬
[00:02:19.000 --> 00:02:22.000]  我說應該不會想牽手
[00:02:22.000 --> 00:02:23.000]  是不是?想問
[00:02:23.000 --> 00:02:24.000]  是不是?
[00:02:24.000 --> 00:02:26.000]  也是吧?
[00:02:26.000 --> 00:02:30.000]  重申今天我是絕對要大家牽手
[00:02:30.000 --> 00:02:33.000]  最後大家會有牽手的時候
[00:02:33.000 --> 00:02:35.000]  沒理由吧
[00:02:35.000 --> 00:02:36.000]  大家應該
[00:02:36.000 --> 00:02:39.000]  流唐天會應該有很多牽手的機會和經驗
[00:02:39.000 --> 00:02:40.000]  是不是?
[00:02:40.000 --> 00:02:42.000]  大家應該牽手很多次
[00:02:42.000 --> 00:02:45.000]  我自己牽手就沒有很多經驗
[00:02:45.000 --> 00:02:48.000]  大概只有四個女人我牽過手
[00:02:48.000 --> 00:02:49.000]  就是
[00:02:49.000 --> 00:02:52.000]  先後是我媽
[00:02:52.000 --> 00:02:54.000]  我老婆
[00:02:54.000 --> 00:02:56.000]  我女兒
[00:02:56.000 --> 00:02:58.000]  就是這樣
[00:02:58.000 --> 00:03:00.000]  OK
[00:03:00.000 --> 00:03:02.000]  最後一個我就不說了
[00:03:02.000 --> 00:03:07.000]  今天我們會說一篇有關手的道
[00:03:07.000 --> 00:03:08.000]  其實聖經裡面
[00:03:08.000 --> 00:03:10.000]  通常會提到手字
[00:03:10.000 --> 00:03:11.000]  最多是兩個情況
[00:03:11.000 --> 00:03:13.000]  一個就是上帝的手
[00:03:13.000 --> 00:03:14.000]  一個就是敵人的手
[00:03:14.000 --> 00:03:17.000]  聖經說耶和華的右手高舉
[00:03:17.000 --> 00:03:20.000]  耶和華的右手施展大能
[00:03:20.000 --> 00:03:22.000]  天是你手所造的
[00:03:22.000 --> 00:03:23.000]  你用右手拯救我們
[00:03:23.000 --> 00:03:25.000]  救我們脫離受敵的手
[00:03:25.000 --> 00:03:26.000]  所以拯救手裡面
[00:03:26.000 --> 00:03:28.000]  大概只有兩個選擇
[00:03:28.000 --> 00:03:31.000]  要麼就是有上帝的手幫助你
[00:03:31.000 --> 00:03:34.000]  要麼就是留在受敵的手裡
[00:03:34.000 --> 00:03:36.000]  今天有第三個選擇
[00:03:36.000 --> 00:03:37.000]  今天我們經文
[00:03:37.000 --> 00:03:40.000]  今天經文就是詩篇123篇
[00:03:40.000 --> 00:03:41.000]  很容易記
[00:03:41.000 --> 00:03:42.000]  詩篇123篇
[00:03:42.000 --> 00:03:43.000]  打開聖經
[00:03:43.000 --> 00:03:44.000]  打開手機
[00:03:44.000 --> 00:03:45.000]  打開聖經出來
[00:03:46.000 --> 00:03:49.000]  我們一起打開聖經
[00:03:49.000 --> 00:03:51.000]  詩篇123篇
[00:03:51.000 --> 00:03:55.000]  我們讀一字二字
[00:03:55.000 --> 00:04:00.000]  我們一起在這個地方大聲朗讀上帝的說話
[00:04:00.000 --> 00:04:01.000]  詩篇123
[00:04:01.000 --> 00:04:02.000]  一字二字
[00:04:02.000 --> 00:04:04.000]  好 預備起
[00:04:04.000 --> 00:04:06.000]  (國語)
[00:04:07.000 --> 00:04:09.000]  (國語)
[00:04:09.000 --> 00:04:11.000]  (國語)
[00:04:11.000 --> 00:04:13.000]  (國語)
[00:04:13.000 --> 00:04:16.000]  (國語)
[00:04:16.000 --> 00:04:19.000]  (國語)
[00:04:19.000 --> 00:04:22.000]  (國語)
[00:04:22.000 --> 00:04:25.000]  (國語)
[00:04:25.000 --> 00:04:28.000]  (國語)
[00:04:28.000 --> 00:04:31.000]  (國語)
[00:04:31.000 --> 00:04:34.000]  (國語)
[00:04:34.000 --> 00:04:37.000]  (國語)
[00:04:37.000 --> 00:04:40.000]  (國語)
[00:04:40.000 --> 00:04:41.000]  謝謝
[00:04:41.000 --> 00:04:45.000]  詩篇123是一首呼求上帝憐憫的詩篇
[00:04:45.000 --> 00:04:48.000]  短短的四篇經文裡
[00:04:48.000 --> 00:04:51.000]  就已經出現了憐憫三次這麼多的字
[00:04:51.000 --> 00:04:54.000]  詩人說上主你憐憫我們
[00:04:54.000 --> 00:04:56.000]  求你幫助我們
[00:04:56.000 --> 00:04:59.000]  我們在地上生活得很艱難
[00:04:59.000 --> 00:05:03.000]  詩篇123是一首呼求上帝憐憫的詩篇
[00:05:03.000 --> 00:05:05.000]  所以第一次裡邊詩人說
[00:05:05.000 --> 00:05:07.000]  在在天上的主
[00:05:07.000 --> 00:05:09.000]  我向你舉目
[00:05:09.000 --> 00:05:11.000]  詩人呼求上主的憐憫
[00:05:11.000 --> 00:05:13.000]  詩人望天
[00:05:13.000 --> 00:05:16.000]  來到去呼求上主的憐憫
[00:05:16.000 --> 00:05:18.000]  看似我們平時沒什麼機會
[00:05:18.000 --> 00:05:21.000]  可以能夠望到天的崇拜
[00:05:21.000 --> 00:05:23.000]  不如我們去望望天好不好
[00:05:23.000 --> 00:05:25.000]  平時都是望到天花板的嘛
[00:05:25.000 --> 00:05:27.000]  在課堂裡邊
[00:05:27.000 --> 00:05:29.000]  當我突然去望天空的時候
[00:05:29.000 --> 00:05:31.000]  大家望什麼
[00:05:31.000 --> 00:05:33.000]  大家看一看好不好
[00:05:33.000 --> 00:05:35.000]  看到那裡嗎
[00:05:35.000 --> 00:05:37.000]  望一望水餅那裡看看好不好
[00:05:37.000 --> 00:05:39.000]  是不是
[00:05:39.000 --> 00:05:41.000]  其實是沒什麼的
[00:05:41.000 --> 00:05:43.000]  我們做夢的時候
[00:05:43.000 --> 00:05:45.000]  一群人都看著
[00:05:45.000 --> 00:05:47.000]  然後你們看
