
[00:00:00.000 --> 00:00:04.800]  各位電影姊妹晚安,今天我們很開心可以一起去崇拜
[00:00:04.800 --> 00:00:10.400]  原意剛才的詩歌,有一首歌的前奏好像張國榮的追
[00:00:10.400 --> 00:00:13.800]  我還想著要唱張國榮的
[00:00:13.800 --> 00:00:19.600]  所以多謝敬拜隊給我們一個很好的敬拜
[00:00:19.600 --> 00:00:23.000]  我相信在螢光幕前的電影姊妹都享受
[00:00:23.000 --> 00:00:26.200]  在一個很窒息的空間底下
[00:00:26.200 --> 00:00:29.400]  我們仍然可以有一個空間跟上帝相遇
[00:00:29.400 --> 00:00:32.200]  尤其是今天在聖餐的崇拜
[00:00:32.200 --> 00:00:34.200]  我相信在聖餐裏面
[00:00:34.200 --> 00:00:38.000]  一瞬間當電影姊妹準備餅和杯的時候
[00:00:38.000 --> 00:00:44.000]  你會很享受神聖跟主相遇的時間
[00:00:44.000 --> 00:00:47.600]  希望我們的心靈可以藉著稍後的餅和杯
[00:00:47.600 --> 00:00:51.600]  跟上帝的結連更加緊密
[00:00:51.600 --> 00:00:55.200]  今天我們選了一段經文去讀
[00:00:55.200 --> 00:00:57.000]  是選傳道書
[00:00:57.000 --> 00:00:59.600]  其實選傳道書是我上個月的時候
[00:00:59.600 --> 00:01:05.600]  我開始想起要人這個主題的時候
[00:01:05.600 --> 00:01:08.000]  想是否需要講傳道書
[00:01:08.000 --> 00:01:12.400]  想了很久,因為傳道書第一,很難講
[00:01:12.400 --> 00:01:18.600]  第二,傳道書通常都是60歲之後的人才會看的書卷
[00:01:18.600 --> 00:01:22.400]  但是我想了想,不是不是
[00:01:22.400 --> 00:01:26.000]  如果緬甸的人民或者香港人
[00:01:26.000 --> 00:01:29.000]  在過去的五、六年裏面
[00:01:29.000 --> 00:01:33.200]  經歷了很多我們不應該經歷的事的時候
[00:01:33.200 --> 00:01:35.600]  我相信在過去的幾年裏面
[00:01:35.600 --> 00:01:40.400]  令到香港人突然之間好像成長了三、四十年
[00:01:40.400 --> 00:01:47.800]  剛剛聽了中大學生會的一個訪問
[00:01:47.800 --> 00:01:51.400]  詳細大家可以上網看到
[00:01:51.400 --> 00:01:55.200]  他說了一句話,我很深刻的
[00:01:55.200 --> 00:01:58.800]  他說他知道成人是很醜惡
[00:01:58.800 --> 00:02:01.200]  但是他說他經歷了這件事之後
[00:02:01.200 --> 00:02:07.600]  他說經歷成人的醜惡是比他想像中更醜惡
[00:02:07.600 --> 00:02:11.400]  看著十多二十歲的青年人
[00:02:11.400 --> 00:02:15.000]  他口中要講這些話
[00:02:15.000 --> 00:02:18.600]  我想我到這個年紀才開始慢慢明白
[00:02:18.600 --> 00:02:22.800]  什麼叫做成人的世界比我想像中更醜惡
[00:02:22.800 --> 00:02:25.400]  但是他竟然可以在二十歲的時候
[00:02:25.400 --> 00:02:28.000]  就能夠講到這番話
[00:02:28.000 --> 00:02:32.400]  所以基本上我們好像突然之間在這幾年裏面
[00:02:32.400 --> 00:02:37.400]  所有的香港人突然之間要被迫成長得很快很快
[00:02:37.400 --> 00:02:41.400]  所以我想了想,雖然我還沒有到六十歲
[00:02:41.400 --> 00:02:45.600]  但是我希望我們今天能夠看一點傳道書的經文
[00:02:45.600 --> 00:02:48.200]  讓我們今天可以有一些歡愉
[00:02:48.200 --> 00:02:51.800]  藉著經文裏面,心裏有些安慰
[00:02:51.800 --> 00:02:58.200]  我們讀幾節先,我們看一下傳道書的第三章
[00:02:58.200 --> 00:03:01.400]  一至十二節的經文
[00:03:01.400 --> 00:03:06.200]  我希望我們能夠有些空間去看一下
[00:03:06.200 --> 00:03:09.600]  他這樣說的,凡事都有定期
[00:03:09.600 --> 00:03:11.600]  天下萬物都有定時
[00:03:11.600 --> 00:03:13.600]  生有時,死有時
[00:03:13.600 --> 00:03:17.400]  栽種有時,拔出所栽種的也有時
[00:03:17.400 --> 00:03:21.200]  殺戮有時,醫治有時,拆毀有時,建造有時
[00:03:21.200 --> 00:03:27.200]  哭有時,笑有時,哀動有時,跳舞有時
[00:03:27.200 --> 00:03:30.400]  拋砸石頭有時,堆砌石頭有時
[00:03:30.400 --> 00:03:33.200]  懷抱有時,不懷抱有時
[00:03:33.200 --> 00:03:35.600]  尋找有時,失落有時
[00:03:35.600 --> 00:03:37.400]  保守有時,捨棄有時
[00:03:37.400 --> 00:03:40.400]  撕裂有時,逢補有時
[00:03:40.400 --> 00:03:42.800]  靜默有時,言語有時
[00:03:42.800 --> 00:03:46.600]  喜愛有時,恨惡有時,戰爭有時,和好有時
[00:03:46.600 --> 00:03:48.600]  停一停這裏
[00:03:48.600 --> 00:03:51.600]  這八節聖經,其實我們可以說很久
[00:03:51.600 --> 00:03:53.600]  不過,我們今天不複雜了
[00:03:53.600 --> 00:03:54.800]  我們今天說最簡單的東西
[00:03:54.800 --> 00:03:58.400]  我們今天想說,六至八節
[00:03:58.400 --> 00:04:01.400]  你就這樣看這幾節聖經的時候
[00:04:01.400 --> 00:04:03.600]  或者你從第一節看我們八節
[00:04:03.600 --> 00:04:04.800]  你會有一個感覺
[00:04:04.800 --> 00:04:07.800]  就好像,是呀,有些事是這樣
[00:04:07.800 --> 00:04:10.400]  有些事就是相反
[00:04:10.400 --> 00:04:14.200]  有少少fatalism,有種宿命主義
[00:04:14.200 --> 00:04:17.000]  人生就有好的,就有不好的
[00:04:17.000 --> 00:04:19.400]  人生有時可以,有時不可以
[00:04:19.400 --> 00:04:23.400]  有時追求女孩成功,有時被人派檸檬
[00:04:23.400 --> 00:04:27.800]  那,你放什麼進去都可以的,好像
[00:04:27.800 --> 00:04:31.200]  基本上,你放什麼進去都好像可以做到這件事
[00:04:31.200 --> 00:04:33.400]  基本上,在一至八節裏面
[00:04:33.400 --> 00:04:36.400]  但今天,我想和你看六至八節的時候
[00:04:36.400 --> 00:04:39.200]  我想希望我們有一個角度
[00:04:39.200 --> 00:04:40.600]  怎樣看六至八節
[00:04:40.600 --> 00:04:42.200]  我不選其他,全都說了
[00:04:42.200 --> 00:04:46.800]  我只說,尤其是六、七節為主調
[00:04:46.800 --> 00:04:50.800]  尋找有時失落,有時保守,有時捨棄
