
[00:00:00.000 --> 00:00:07.000]  今天講題叫做休息好去處
[00:00:07.000 --> 00:00:12.000]  不知道大家有沒有上網搜尋過休息好去處呢
[00:00:12.000 --> 00:00:14.000]  我不時都會這樣做
[00:00:14.000 --> 00:00:16.000]  因為有特別老婆放假
[00:00:16.000 --> 00:00:18.000]  就看看有什麼地方去
[00:00:18.000 --> 00:00:20.000]  就要搜尋一下
[00:00:20.000 --> 00:00:22.000]  可能有小朋友的弟兄姊妹
[00:00:22.000 --> 00:00:25.000]  你們每逢暑假假期都要搜尋一下
[00:00:25.000 --> 00:00:28.000]  因為要安排一些活動給小朋友去放電
[00:00:28.000 --> 00:00:30.000]  所以我懷疑休息好去處
[00:00:30.000 --> 00:00:32.000]  其實都是給小朋友
[00:00:32.000 --> 00:00:34.000]  不是給家長
[00:00:34.000 --> 00:00:37.000]  的確休息是很重要
[00:00:37.000 --> 00:00:41.000]  我們要選擇對的地方去休息
[00:00:41.000 --> 00:00:45.000]  打工仔每天第一個休息是什麼時間
[00:00:45.000 --> 00:00:48.000]  神經病
[00:00:48.000 --> 00:00:50.000]  幸好不是早餐
[00:00:50.000 --> 00:00:52.000]  我覺得是午餐
[00:00:52.000 --> 00:00:55.000]  午餐我們就要好好預備
[00:00:55.000 --> 00:00:58.000]  特別是中環金鐘觀塘上班的朋友
[00:00:58.000 --> 00:01:01.000]  人來人往走得很急
[00:01:01.000 --> 00:01:04.000]  所以大概只有一個小時的午餐時間
[00:01:04.000 --> 00:01:07.000]  就要好好準備想好去哪裡吃
[00:01:07.000 --> 00:01:10.000]  哪個熱鬧位置就鎖定目標
[00:01:10.000 --> 00:01:12.000]  去好廁所
[00:01:12.000 --> 00:01:14.000]  拿好錢包Tissue手錶電話
[00:01:14.000 --> 00:01:17.000]  看著手錶12點59分55秒
[00:01:17.000 --> 00:01:21.000]  倒數54321就馬上衝到升降機上
[00:01:21.000 --> 00:01:23.000]  鎖定目標路線
[00:01:23.000 --> 00:01:25.000]  最好是什麼
[00:01:25.000 --> 00:01:27.000]  最好是目者來找我吃飯
[00:01:27.000 --> 00:01:29.000]  然後幫我找好位置
[00:01:29.000 --> 00:01:33.000]  不用花時間排位
[00:01:33.000 --> 00:01:36.000]  所以大家吃那頓飯都很不容易
[00:01:36.000 --> 00:01:37.000]  快快吃完
[00:01:37.000 --> 00:01:40.000]  分享有什麼麻煩的不開心的代討事項
[00:01:40.000 --> 00:01:43.000]  吃完後我就要起床回公司
[00:01:43.000 --> 00:01:47.000]  大家有沒有一些共同想起的回憶
[00:01:47.000 --> 00:01:50.000]  所以當年我其實不是很喜歡外出吃飯
[00:01:50.000 --> 00:01:53.000]  我喜歡在公司吃飯
[00:01:53.000 --> 00:01:55.000]  預早吃一吃
[00:01:55.000 --> 00:01:57.000]  不夠熟再吃
[00:01:57.000 --> 00:02:00.000]  1300就準時吃飯
[00:02:00.000 --> 00:02:03.000]  再開著大概十多分鐘的YouTube
[00:02:03.000 --> 00:02:05.000]  1315吃完
[00:02:05.000 --> 00:02:08.000]  拿好氣墊出來就準備睡覺
[00:02:08.000 --> 00:02:09.000]  為什麼
[00:02:09.000 --> 00:02:10.000]  因為要充足電
[00:02:10.000 --> 00:02:12.000]  下午又要再打仗
[00:02:12.000 --> 00:02:16.000]  所以選一個適合的地方休息是很重要
[00:02:16.000 --> 00:02:18.000]  休息好去處
[00:02:18.000 --> 00:02:20.000]  星星裡面有什麼推介
[00:02:20.000 --> 00:02:21.000]  剛才唱了一首歌
[00:02:21.000 --> 00:02:24.000]  大家有沒有想起一些兒時的回憶
[00:02:24.000 --> 00:02:26.000]  就是那些青草地
[00:02:26.000 --> 00:02:28.000]  溪水旁
[00:02:28.000 --> 00:02:30.000]  或者上山
[00:02:30.000 --> 00:02:32.000]  耶穌喜歡上山祈禱
[00:02:32.000 --> 00:02:37.000]  不過今天就和大家看看希伯來書第四章的段落
[00:02:37.000 --> 00:02:40.000]  正正是鼓勵我們每一個跟隨上帝的人
[00:02:40.000 --> 00:02:42.000]  如果要好好安息的話
[00:02:42.000 --> 00:02:44.000]  就要回到上帝那裡去休息
[00:02:44.000 --> 00:02:48.000]  讓我們先一起讀一讀今天的經文
[00:02:48.000 --> 00:02:50.000]  準備起
[00:02:50.000 --> 00:02:54.000]  究竟怎樣可以進入上帝的休息裡面
[00:02:54.000 --> 00:02:56.000]  我們都經常以為主懷安息
[00:02:56.000 --> 00:02:59.000]  是到我們死那一天才能夠得到
[00:02:59.000 --> 00:03:02.000]  但在剛才所讀的經文四章
[00:03:02.000 --> 00:03:04.000]  其實承接著三章七至十一節
[00:03:04.000 --> 00:03:06.000]  作者提到一些人
[00:03:06.000 --> 00:03:08.000]  未能夠進入上帝的安息
[00:03:08.000 --> 00:03:10.000]  就到了第四章
[00:03:10.000 --> 00:03:14.000]  就開始和一班信徒討論安息這個課題
[00:03:14.000 --> 00:03:16.000]  剛才讀完經文
[00:03:16.000 --> 00:03:18.000]  大家都是這樣讀了很多安息
[00:03:18.000 --> 00:03:20.000]  就是這一段的段落多次出現
[00:03:20.000 --> 00:03:22.000]  其實安息在這裡
[00:03:22.000 --> 00:03:24.000]  是有比較不同的意思
[00:03:24.000 --> 00:03:26.000]  第一個層面的意思是
[00:03:26.000 --> 00:03:28.000]  是在說舊約的舊屬歷史
[00:03:28.000 --> 00:03:30.000]  在四章三節
[00:03:30.000 --> 00:03:32.000]  我在路中起石說
[00:03:32.000 --> 00:03:34.000]  他們斷不可進入我的安息
[00:03:34.000 --> 00:03:38.000]  這句經文是引用C篇95篇上一節的這一句
[00:03:38.000 --> 00:03:40.000]  安息這一個詞
[00:03:40.000 --> 00:03:42.000]  原本的意思是說到
[00:03:42.000 --> 00:03:44.000]  以色列人結束了曠野漂流的生活
[00:03:44.000 --> 00:03:47.000]  在加拿大英雄之地去定居
[00:03:47.000 --> 00:03:50.000]  不需要再過一些住帳棚的生活
[00:03:50.000 --> 00:03:52.000]  可以建房子住下去
[00:03:52.000 --> 00:03:54.000]  這個安息是說到
[00:03:54.000 --> 00:03:58.000]  人可以在這裡休息和居住的地方
[00:03:58.000 --> 00:04:01.000]  所以作者就在第三章的時候
[00:04:01.000 --> 00:04:03.000]  就說回以色列人的歷史
[00:04:03.000 --> 00:04:06.000]  整整他們40年過著什麼樣的生活
[00:04:06.000 --> 00:04:08.000]  就是在這裡激怒上帝
[00:04:08.000 --> 00:04:10.000]  試探上帝
[00:04:10.000 --> 00:04:14.000]  引致上帝去厭煩那一代的以色列人
[00:04:14.000 --> 00:04:17.000]  不讓他們進入安息的加拿大
[00:04:17.000 --> 00:04:19.000]  最終我們知道
[00:04:19.000 --> 00:04:21.000]  只有約書亞和加勒兩個人
[00:04:21.000 --> 00:04:23.000]  是在摩西,就是由埃及帶他們出來
[00:04:23.000 --> 00:04:25.000]  經過曠野進入加拿大
[00:04:25.000 --> 00:04:29.000]  而其他那一代的以色列人都死了
[00:04:29.000 --> 00:04:31.000]  第二個層面
[00:04:31.000 --> 00:04:34.000]  是在說創造的角度
[00:04:34.000 --> 00:04:36.000]  第四章第四節
[00:04:36.000 --> 00:04:39.000]  這裡就引用到創世紀二章二節
[00:04:39.000 --> 00:04:43.000]  說的是上帝在六天完成了他的創造工作
[00:04:43.000 --> 00:04:45.000]  接下來他就停止工作
[00:04:45.000 --> 00:04:48.000]  並且將第七天成為安息日
[00:04:48.000 --> 00:04:51.000]  這個是上帝所享有的安息
[00:04:51.000 --> 00:04:53.000]  不過當我們每一個人
[00:04:53.000 --> 00:04:55.000]  能夠回到上帝那裡
[00:04:55.000 --> 00:04:58.000]  就能夠得到一個真正的安歇
