
[00:00:00.000 --> 00:00:05.340]  親主求你幫助我們,讓我們今天在你敬拜裡面
[00:00:05.340 --> 00:00:07.800]  我們再一次去經歷到主你自己的同在
[00:00:07.800 --> 00:00:11.600]  無論你用什麼方式,求主你自己親自向我們顯現
[00:00:11.600 --> 00:00:15.180]  也將我們一起聽你話的時間交給你
[00:00:15.180 --> 00:00:16.780]  求聖靈成為我們的老師
[00:00:16.780 --> 00:00:18.780]  幫助我們明白你自己的話
[00:00:18.780 --> 00:00:22.080]  也引導我們能夠走向神靈的心意裡面
[00:00:22.080 --> 00:00:24.580]  我們這樣祈禱,交託,奉主名求,阿們
[00:00:24.580 --> 00:00:28.220]  今天是講關於處女座的
[00:00:28.220 --> 00:00:31.620]  不是這個powerpoint,怎麼辦
[00:00:31.620 --> 00:00:36.160]  笑死
[00:00:36.160 --> 00:00:40.200]  可不可以馬上拿走這個powerpoint
[00:00:40.200 --> 00:00:42.000]  麻煩
[00:00:42.000 --> 00:00:46.040]  關於處女座
[00:00:46.040 --> 00:00:48.840]  關於處女座
[00:00:48.840 --> 00:00:53.640]  根據我自己周圍問人,毫無公信力的調查
[00:00:53.640 --> 00:00:58.120]  處女座可以說是十二星座裡面最
[00:00:58.120 --> 00:01:00.120]  大家猜猜是什麼
[00:01:00.120 --> 00:01:04.520]  真的最麻煩,我真的寫最麻煩
[00:01:04.520 --> 00:01:07.520]  真慘,處女座的朋友
[00:01:07.520 --> 00:01:10.660]  我就問人,你覺得處女座怎麼樣
[00:01:10.660 --> 00:01:12.660]  十個裡面有七個
[00:01:12.660 --> 00:01:15.160]  我今天戴著口罩,大家看不到我的表情
[00:01:15.160 --> 00:01:19.640]  十個裡面有七個都很壞
[00:01:19.640 --> 00:01:23.600]  翻白眼,瞄一瞄嘴
[00:01:23.600 --> 00:01:25.600]  你現在想想,你覺得處女座怎麼樣
[00:01:25.600 --> 00:01:27.600]  (很好)
[00:01:27.600 --> 00:01:29.600]  謝謝,有些人說很好
[00:01:29.600 --> 00:01:34.600]  有些人覺得很麻煩,然後就開始說
[00:01:34.600 --> 00:01:38.600]  處女座的人很潔癖,但他自己骯髒是可以的
[00:01:38.600 --> 00:01:42.600]  是呀,很麻煩
[00:01:42.600 --> 00:01:45.600]  有些人說什麼呢
[00:01:45.600 --> 00:01:49.600]  有些事情明明很小事,但很執著
[00:01:49.600 --> 00:01:51.600]  很麻煩
[00:01:51.600 --> 00:01:56.600]  做得很夠的,但都覺得不夠
[00:01:56.600 --> 00:01:58.600]  要求很高
[00:01:58.600 --> 00:02:00.600]  又有人說是
[00:02:00.600 --> 00:02:02.600]  很麻煩
[00:02:02.600 --> 00:02:07.600]  概括來說,原來處女座的特質不是完美主義者
[00:02:07.600 --> 00:02:09.600]  原來是麻煩
[00:02:09.600 --> 00:02:11.600]  所以我們改錯題目
[00:02:11.600 --> 00:02:15.600]  不過我想可能因為處女座追求完美的特質
[00:02:15.600 --> 00:02:18.600]  所以被人覺得特別麻煩
[00:02:18.600 --> 00:02:20.600]  而我呢
[00:02:20.600 --> 00:02:22.600]  就是被人覺得很麻煩
[00:02:22.600 --> 00:02:24.600]  又完美主義的處女座
[00:02:24.600 --> 00:02:27.600]  不過我自問很不處女座
[00:02:27.600 --> 00:02:30.600]  認識我的人都很少
[00:02:30.600 --> 00:02:32.600]  甚至沒有人形容過我是完美主義者
[00:02:32.600 --> 00:02:34.600]  是不是
[00:02:34.600 --> 00:02:36.600]  (是)
[00:02:36.600 --> 00:02:38.600]  死都說要是
[00:02:38.600 --> 00:02:40.600]  相反形容我那些
[00:02:40.600 --> 00:02:42.600]  隨便,無所謂
[00:02:42.600 --> 00:02:44.600]  就很多
[00:02:44.600 --> 00:02:48.600]  所以完美主義不是處女座獨有的
[00:02:48.600 --> 00:02:49.600]  是不是
[00:02:49.600 --> 00:02:52.600]  我相信雙子座有些人都是完美主義者
[00:02:52.600 --> 00:02:54.600]  是不是,有些人笑了
[00:02:54.600 --> 00:02:57.600]  有些天秤座都是完美主義者
[00:02:57.600 --> 00:02:58.600]  是不是
[00:02:58.600 --> 00:03:00.600]  所以完美主義不是處女座獨有的
[00:03:00.600 --> 00:03:02.600]  而處女座都不一定是完美主義的
[00:03:02.600 --> 00:03:03.600]  好像我這樣
[00:03:03.600 --> 00:03:05.600]  但無論你是完美主義者也好
[00:03:05.600 --> 00:03:07.600]  不是完美主義者也好
[00:03:07.600 --> 00:03:10.600]  其實這一堂都不關完美主義者的事
[00:03:10.600 --> 00:03:12.600]  是,完全不關事
[00:03:12.600 --> 00:03:13.600]  跟大家講清楚
[00:03:13.600 --> 00:03:15.600]  因為今天可能當
[00:03:15.600 --> 00:03:17.600]  說錯了字
[00:03:17.600 --> 00:03:18.600]  今天堂到
[00:03:18.600 --> 00:03:19.600]  關什麼事
[00:03:19.600 --> 00:03:20.600]  關你們的事
[00:03:20.600 --> 00:03:22.600]  因為可能有些人根本
[00:03:22.600 --> 00:03:24.600]  完不完美不關我鬼事嗎
[00:03:24.600 --> 00:03:25.600]  我無所謂
[00:03:25.600 --> 00:03:26.600]  好像我這樣
[00:03:26.600 --> 00:03:28.600]  不過一樣的就是
[00:03:28.600 --> 00:03:30.600]  今天我們都是身處在一個
[00:03:30.600 --> 00:03:32.600]  一般般完美
[00:03:32.600 --> 00:03:34.600]  不太完美的香港
[00:03:34.600 --> 00:03:36.600]  或者即使你不是香港
[00:03:36.600 --> 00:03:38.600]  鏡頭的朋友
[00:03:38.600 --> 00:03:40.600]  在其他地方看直播或者重播
[00:03:40.600 --> 00:03:44.600]  我都相信我們不是在一個完美的環境
[00:03:44.600 --> 00:03:47.600]  今天我會跟大家看伊利亞
[00:03:47.600 --> 00:03:51.600]  我不敢說伊利亞是一個完美主義者
[00:03:51.600 --> 00:03:53.600]  但我都幾肯定
[00:03:53.600 --> 00:03:54.600]  它和我們一樣
[00:03:54.600 --> 00:03:57.600]  是身處一個不完美的時代
[00:03:57.600 --> 00:03:59.600]  伊利亞是身處一個
[00:03:59.600 --> 00:04:00.600]  或者不是
[00:04:00.600 --> 00:04:02.600]  是有一批叫做不完美
[00:04:02.600 --> 00:04:04.600]  甚至邪惡的統治者
[00:04:04.600 --> 00:04:07.600]  阿蝦王和耶駛別
[00:04:07.600 --> 00:04:09.600]  當權的時代
[00:04:09.600 --> 00:04:10.600]  聖經
[00:04:10.600 --> 00:04:11.600]  我來吧
[00:04:11.600 --> 00:04:12.600]  那個powerpoint
[00:04:12.600 --> 00:04:14.600]  聖經形容阿蝦
[00:04:14.600 --> 00:04:16.600]  是北國以色列最差的王
[00:04:16.600 --> 00:04:17.600]  那個powerpoint
[00:04:17.600 --> 00:04:21.600]  就是這個阿蝦
[00:04:21.600 --> 00:04:23.600]  你記住它
[00:04:23.600 --> 00:04:25.600]  這個阿蝦
[00:04:25.600 --> 00:04:29.600]  阿蝦是北國裏面最壞的王
[00:04:29.600 --> 00:04:32.600]  他執政的年朝代
[00:04:32.600 --> 00:04:34.600]  亦都被稱為最黑暗
[00:04:34.600 --> 00:04:36.600]  最邪惡的一個王朝
[00:04:36.600 --> 00:04:38.600]  他壞在什麼呢
[00:04:38.600 --> 00:04:43.600]  他壞在漠視了以色列一直以來統治的模式
[00:04:43.600 --> 00:04:45.600]  一直以來統治的模式是怎樣
[00:04:45.600 --> 00:04:47.600]  就是神權管治
[00:04:47.600 --> 00:04:49.600]  阿蝦改變了
[00:04:49.600 --> 00:04:52.600]  改變了以自己為中心的人治管理
[00:04:52.600 --> 00:04:54.600]  為什麼這樣說呢
[00:04:54.600 --> 00:04:55.600]  他做王的時候
[00:04:55.600 --> 00:04:57.600]  其實本身都已經拜金牛毒
[00:04:57.600 --> 00:04:58.600]  但他覺得不夠
[00:04:58.600 --> 00:04:59.600]  如果你看經文
[00:04:59.600 --> 00:05:01.600]  他說他還看唯興
[00:05:01.600 --> 00:05:02.600]  如果你看到
[00:05:02.600 --> 00:05:03.600]  第31節
[00:05:03.600 --> 00:05:05.600]  他覺得不夠
[00:05:05.600 --> 00:05:08.600]  他覺得他要大力推動巴力敬拜
[00:05:08.600 --> 00:05:10.600]  他娶了一個女人叫耶洗別
[00:05:10.600 --> 00:05:12.600]  耶洗別娶她有原因
[00:05:12.600 --> 00:05:16.600]  他希望耶洗別可以在以色列這個地方裏面
[00:05:16.600 --> 00:05:17.600]  加強力度
[00:05:17.600 --> 00:05:20.600]  集中推行巴力敬拜
[00:05:20.600 --> 00:05:21.600]  可能你說巴力是誰
[00:05:21.600 --> 00:05:23.600]  巴力你當他是一個偶像
[00:05:23.600 --> 00:05:25.600]  總之不是敬拜耶和華
[00:05:25.600 --> 00:05:28.600]  第32節他還說
[00:05:28.600 --> 00:05:29.600]  他拜巴力不止
[00:05:29.600 --> 00:05:32.600]  他還要幫巴力和亞瑟拉
[00:05:32.600 --> 00:05:33.600]  另外一個偶像
[00:05:33.600 --> 00:05:35.600]  建廟和竹壇
[00:05:35.600 --> 00:05:37.600]  建廟不是建了廟
[00:05:37.600 --> 00:05:39.600]  然後有座建築物
[00:05:39.600 --> 00:05:42.600]  大家去打卡拍照這麼簡單
[00:05:42.600 --> 00:05:45.600]  廟和壇可以說是宗教必須的
[00:05:45.600 --> 00:05:48.600]  這個舉動其實可以告訴全國
[00:05:48.600 --> 00:05:50.600]  北角以色列人知道
[00:05:50.600 --> 00:05:53.600]  現在的官方宗教改變了
[00:05:53.600 --> 00:05:56.600]  不再是一直以來的耶和華
[00:05:56.600 --> 00:05:59.600]  而是巴力和亞瑟拉
[00:05:59.600 --> 00:06:02.600]  這個舉動是告訴全國的人知道
[00:06:02.600 --> 00:06:04.600]  現在我亞瑟做王
[00:06:04.600 --> 00:06:06.600]  我作主
[00:06:06.600 --> 00:06:09.600]  我說巴力現在是官方認可的神
[00:06:09.600 --> 00:06:13.600]  一個本應是神權管治的以色列
[00:06:13.600 --> 00:06:15.600]  亞瑟透過巴力
[00:06:15.600 --> 00:06:17.600]  透過建廟這個行動
[00:06:17.600 --> 00:06:21.600]  告訴大家人治的時代來了
[00:06:21.600 --> 00:06:23.600]  我亞瑟王就是作主的那個
[00:06:23.600 --> 00:06:26.600]  而且他還有一個被他心狠手辣
[00:06:26.600 --> 00:06:29.600]  不惜一切的冷血皇后耶洗別
[00:06:29.600 --> 00:06:31.600]  耶洗別有很多壞事
[00:06:31.600 --> 00:06:33.600]  我不說太多
[00:06:33.600 --> 00:06:35.600]  我們只說一件事
[00:06:35.600 --> 00:06:37.600]  在《王記上帝》21章
[00:06:37.600 --> 00:06:39.600]  說了一件很無聊的事
[00:06:39.600 --> 00:06:42.600]  做王的亞瑟看中了一個人
[00:06:42.600 --> 00:06:44.600]  叫拿伯的葡萄園
[00:06:44.600 --> 00:06:46.600]  可能有些人聽過這個故事
[00:06:46.600 --> 00:06:48.600]  明明已經是皇帝
[00:06:48.600 --> 00:06:50.600]  還要看見人家的葡萄園
[00:06:50.600 --> 00:06:53.600]  後來想要奪走他
[00:06:53.600 --> 00:06:56.600]  但拿伯不肯不給他
[00:06:56.600 --> 00:06:58.600]  亞瑟王因為這個葡萄園
[00:06:58.600 --> 00:07:00.600]  吃不下飯
[00:07:00.600 --> 00:07:02.600]  因為拿不到
[00:07:02.600 --> 00:07:04.600]  耶洗別做了什麼呢
