
[00:00:00.000 --> 00:00:04.000]  很認真去想減的生活
[00:00:04.000 --> 00:00:06.000]  大概在五年前
[00:00:06.000 --> 00:00:08.000]  五年前看一本書
[00:00:08.000 --> 00:00:10.000]  一個修士去寫
[00:00:10.000 --> 00:00:12.000]  他寫了一句說話
[00:00:12.000 --> 00:00:14.000]  令我很激動很震撼
[00:00:14.000 --> 00:00:16.000]  他準備入修院的時候
[00:00:16.000 --> 00:00:20.000]  他要清理家裏的東西
[00:00:20.000 --> 00:00:22.000]  他寫了一句這樣的話
[00:00:22.000 --> 00:00:25.000]  他說家裏多出來的物品
[00:00:25.000 --> 00:00:28.000]  其實是屬於其他人
[00:00:28.000 --> 00:00:31.000]  家裏多出來的物品
[00:00:31.000 --> 00:00:33.000]  沒有用的物品
[00:00:33.000 --> 00:00:35.000]  其實是屬於其他人
[00:00:35.000 --> 00:00:39.000]  五年前看到這句說話很震撼
[00:00:39.000 --> 00:00:42.000]  自己立即在教會請了三天假
[00:00:42.000 --> 00:00:45.000]  三天假不是去收拾屋屋
[00:00:45.000 --> 00:00:48.000]  而是我在家裏走來走去
[00:00:48.000 --> 00:00:52.000]  究竟我有什麼東西多了出來呢
[00:00:52.000 --> 00:00:54.000]  原來去看一看
[00:00:54.000 --> 00:00:56.000]  發覺有很多零零散散的東西
[00:00:56.000 --> 00:00:58.000]  真的很多
[00:00:58.000 --> 00:01:00.000]  由那天開始就決定
[00:01:00.000 --> 00:01:03.000]  要過一個減的生活
[00:01:03.000 --> 00:01:09.000]  清理家居是一件很熟悉的事
[00:01:09.000 --> 00:01:11.000]  因為你清理的時候
[00:01:11.000 --> 00:01:14.000]  你要決定那樣東西是否值得留
[00:01:14.000 --> 00:01:15.000]  究竟那樣東西
[00:01:15.000 --> 00:01:18.000]  是否還在你生命裏發揮作用
[00:01:18.000 --> 00:01:21.000]  大概用了一段日子
[00:01:21.000 --> 00:01:25.000]  現在家裏大概剩下五分之一的東西
[00:01:25.000 --> 00:01:26.000]  出來的時候
[00:01:26.000 --> 00:01:30.000]  特意去數衣櫃有多少件衣服
[00:01:30.000 --> 00:01:32.000]  我數過三副鞋襪
[00:01:32.000 --> 00:01:33.000]  裡裡外外
[00:01:33.000 --> 00:01:36.000]  穆斯普加上兩條領帶
[00:01:36.000 --> 00:01:39.000]  不過三十八件
[00:01:39.000 --> 00:01:41.000]  原來是能生活的
[00:01:41.000 --> 00:01:42.000]  五年裏面
[00:01:42.000 --> 00:01:45.000]  用三十八件三副鞋襪
[00:01:45.000 --> 00:01:47.000]  是能生活的
[00:01:47.000 --> 00:01:49.000]  而且很乾淨
[00:01:49.000 --> 00:01:51.000]  不用擔心
[00:01:51.000 --> 00:01:54.000]  家裏我只有一隻顏色
[00:01:54.000 --> 00:01:56.000]  所以在兩年前
[00:01:56.000 --> 00:01:59.000]  外出是比較麻煩的
[00:01:59.000 --> 00:02:01.000]  沒有其他選擇
[00:02:01.000 --> 00:02:04.000]  特別我住屯門元朗區那邊
[00:02:04.000 --> 00:02:08.000]  是比較麻煩的
[00:02:08.000 --> 00:02:12.000]  自己人生很希望做到一個目標
[00:02:12.000 --> 00:02:15.000]  就是人生只剩下一行東西
[00:02:15.000 --> 00:02:17.000]  因為跟隨上帝
[00:02:17.000 --> 00:02:20.000]  我覺得越輕散是越好
[00:02:20.000 --> 00:02:24.000]  我相信流淌也是帶著這種概念
[00:02:24.000 --> 00:02:28.000]  原來我都來了流淌四次
[00:02:28.000 --> 00:02:31.000]  四次都去不同的地方
[00:02:31.000 --> 00:02:33.000]  第一次在灣仔
[00:02:33.000 --> 00:02:36.000]  第二次在石澗尾
[00:02:36.000 --> 00:02:39.000]  然後要錄影去了新蒲崗
[00:02:39.000 --> 00:02:42.000]  其實我來之前沒有問John今天在哪裏
[00:02:42.000 --> 00:02:44.000]  我九點半來到
[00:02:44.000 --> 00:02:45.000]  看到閘門關了
[00:02:45.000 --> 00:02:46.000]  不是不是,七點半來到
[00:02:46.000 --> 00:02:47.000]  閘門還沒開
[00:02:47.000 --> 00:02:48.000]  我還WhatsApp他
[00:02:48.000 --> 00:02:50.000]  其實你們還在這裏嗎
[00:02:50.000 --> 00:02:54.000]  雲彩可能已經移動了
[00:02:54.000 --> 00:02:57.000]  看到有人在後樓梯上
[00:02:57.000 --> 00:02:58.000]  我跟著他
[00:02:58.000 --> 00:03:01.000]  暫時你們還在這裏
[00:03:01.000 --> 00:03:05.000]  我相信流淌是一個流動的教會
[00:03:05.000 --> 00:03:09.000]  它不會被很多固定的東西牽制著
[00:03:09.000 --> 00:03:11.000]  因為上帝說起行
[00:03:11.000 --> 00:03:12.000]  我們就起行
[00:03:12.000 --> 00:03:14.000]  上帝說停留
[00:03:14.000 --> 00:03:15.000]  我們就停留
[00:03:15.000 --> 00:03:17.000]  正如主席所讀的經文
[00:03:17.000 --> 00:03:20.000]  今天我們會讀的經文
[00:03:20.000 --> 00:03:23.000]  雲彩是帶領著整個以色列人
[00:03:23.000 --> 00:03:26.000]  去走過曠野的一段路
[00:03:26.000 --> 00:03:27.000]  如果我們看出埃及記
[00:03:27.000 --> 00:03:31.000]  我們會發現雲彩出現了三次
[00:03:31.000 --> 00:03:33.000]  頭、中、尾都會出現
[00:03:33.000 --> 00:03:37.000]  開頭它引著以色列人過紅海
[00:03:37.000 --> 00:03:39.000]  接著去到聖山的時候
[00:03:39.000 --> 00:03:41.000]  雲彩又出現
[00:03:41.000 --> 00:03:44.000]  去到最後也是今天所看的文素記
[00:03:44.000 --> 00:03:46.000]  也就是出埃及記的最後一章
[00:03:46.000 --> 00:03:49.000]  接駁著當會幕見好的時候
[00:03:49.000 --> 00:03:52.000]  雲彩要帶他們走過
[00:03:52.000 --> 00:03:55.000]  他們自己將要走的道路
[00:03:55.000 --> 00:03:57.000]  今天想用雲彩和曠野
[00:03:57.000 --> 00:04:00.000]  去跟大家思想一個主題
[00:04:00.000 --> 00:04:03.000]  這個主題在PowerPoint裏面看到
[00:04:03.000 --> 00:04:06.000]  我們活在的世界裏面
[00:04:06.000 --> 00:04:09.000]  它依然可以繼續黑暗
[00:04:09.000 --> 00:04:11.000]  它可以不聽我們的勸告
[00:04:11.000 --> 00:04:13.000]  繼續黑暗
[00:04:13.000 --> 00:04:15.000]  我們的生活
[00:04:15.000 --> 00:04:17.000]  它也不需要問我們的感受
[00:04:17.000 --> 00:04:19.000]  繼續困難
[00:04:19.000 --> 00:04:25.000]  但是我們仍然要活在光明裏面
[00:04:25.000 --> 00:04:30.000]  而且是任性地活在光明裏面
[00:04:30.000 --> 00:04:33.000]  今天我們會分三個部分
[00:04:33.000 --> 00:04:35.000]  一同去思想這個主題
[00:04:35.000 --> 00:04:37.000]  我們會先看看聖經
[00:04:37.000 --> 00:04:39.000]  聖經裏面有兩個日期
[00:04:39.000 --> 00:04:41.000]  是很想大家注意
[00:04:41.000 --> 00:04:43.000]  第二部分我們會盡心去想
[00:04:43.000 --> 00:04:45.000]  究竟雲彩和曠野之間
[00:04:45.000 --> 00:04:48.000]  有什麼值得我們留意
[00:04:48.000 --> 00:04:51.000]  第三是看完這段經文之後
[00:04:51.000 --> 00:04:55.000]  我們應該怎樣去應用出來
[00:04:55.000 --> 00:04:57.000]  剛才我們看經文的時候
[00:04:57.000 --> 00:05:00.000]  我們會發現到它有不同的日期
[00:05:00.000 --> 00:05:03.000]  特別在第九章的第一節
[00:05:03.000 --> 00:05:04.000]  我們沒有看到
[00:05:04.000 --> 00:05:09.000]  它說這一天是會幕立起的第一天
[00:05:09.000 --> 00:05:12.000]  哪一天就是正月的第一天
[00:05:12.000 --> 00:05:15.000]  那就是哪一天呢?
[00:05:15.000 --> 00:05:18.000]  就是哪一天這一刻出現呢?
[00:05:18.000 --> 00:05:21.000]  哪一天?就是哪一天?
[00:05:21.000 --> 00:05:22.000]  如果我們記得
[00:05:22.000 --> 00:05:24.000]  其實一年前
[00:05:24.000 --> 00:05:27.000]  他們剛剛離開埃及
[00:05:27.000 --> 00:05:29.000]  逃離法老的手
[00:05:29.000 --> 00:05:32.000]  一年之後就是哪一天
[00:05:32.000 --> 00:05:35.000]  他們慶祝第一個如月節
[00:05:35.000 --> 00:05:40.000]  這一天就是會幕建起的那一天
[00:05:40.000 --> 00:05:43.000]  只是一年時間
[00:05:43.000 --> 00:05:44.000]  如果我們記得
[00:05:44.000 --> 00:05:48.000]  一年前這一班以色列人
[00:05:48.000 --> 00:05:51.000]  他們面臨死亡的邊緣
[00:05:51.000 --> 00:05:53.000]  他們得罪了法老
[00:05:53.000 --> 00:05:55.000]  神帶他們去到紅海的邊緣
[00:05:55.000 --> 00:05:56.000]  他問摩西
[00:05:56.000 --> 00:05:59.000]  他說埃及沒有地方死嗎?
[00:05:59.000 --> 00:06:02.000]  你要帶我出來死在這裡
[00:06:02.000 --> 00:06:07.000]  一年前他們打算死在紅海面前
[00:06:07.000 --> 00:06:11.000]  一年後他們見好回眸
[00:06:11.000 --> 00:06:13.000]  整班人浩浩蕩蕩
[00:06:13.000 --> 00:06:16.000]  上帝的雲彩降臨在當中
[00:06:16.000 --> 00:06:18.000]  他們不是奴隸
[00:06:18.000 --> 00:06:20.000]  他們是神的子民
[00:06:20.000 --> 00:06:23.000]  甚至是一對對兵
[00:06:23.000 --> 00:06:26.000]  他們要形成一個國家
[00:06:26.000 --> 00:06:29.000]  只不過是一年
[00:06:29.000 --> 00:06:33.000]  頂姐妹如果給我們一個機會
[00:06:33.000 --> 00:06:35.000]  給你30秒
[00:06:35.000 --> 00:06:39.000]  你可以回到一年前、兩年前
[00:06:39.000 --> 00:06:42.000]  跟那個自己說一句話
[00:06:42.000 --> 00:06:44.000]  你猜你會說什麼?
[00:06:44.000 --> 00:06:48.000]  4、16、24
[00:06:48.000 --> 00:06:51.000]  特別號碼是7
[00:06:51.000 --> 00:06:53.000]  是不是?
[00:06:53.000 --> 00:06:58.000]  如果你可以回到一年前、兩年前
[00:06:58.000 --> 00:07:02.000]  你猜你會跟那個自己說什麼?
[00:07:02.000 --> 00:07:04.000]  學好英文
[00:07:04.000 --> 00:07:07.000]  買好口罩
[00:07:07.000 --> 00:07:12.000]  有些事盡量不要做、不要唱
[00:07:12.000 --> 00:07:14.000]  衣服多選幾種顏色
[00:07:14.000 --> 00:07:16.000]  旁身
[00:07:16.000 --> 00:07:19.000]  反過來
[00:07:19.000 --> 00:07:24.000]  如果一年後的你來到今天
[00:07:24.000 --> 00:07:27.000]  他又要跟你說30秒的事
[00:07:27.000 --> 00:07:31.000]  你猜他會跟你說什麼?
[00:07:31.000 --> 00:07:34.000]  不要放棄
[00:07:34.000 --> 00:07:37.000]  熬得過的
[00:07:37.000 --> 00:07:41.000]  你多探望你的親人
[00:07:41.000 --> 00:07:45.000]  一年後他未必在你身邊
[00:07:45.000 --> 00:07:48.000]  認認真真過生活
[00:07:48.000 --> 00:07:50.000]  雖然是艱難
[00:07:50.000 --> 00:07:54.000]  但總有人陪你走這條路
[00:07:54.000 --> 00:07:57.000]  就在那一天
[00:07:57.000 --> 00:07:59.000]  一切都要改變
[00:07:59.000 --> 00:08:02.000]  聖經特別寫那一天
[00:08:02.000 --> 00:08:06.000]  就是會末、雲彩、臨在的一天
[00:08:06.000 --> 00:08:10.000]  原來一年可以有很大的改變
[00:08:10.000 --> 00:08:12.000]  會末的建成維持著
[00:08:12.000 --> 00:08:16.000]  以色列差不多500年的敬拜生活
[00:08:16.000 --> 00:08:17.000]  直至500年後
[00:08:17.000 --> 00:08:20.000]  大衛建好所羅門、建好聖殿
