
[00:00:00.000 --> 00:00:02.000]  各位平安
[00:00:02.000 --> 00:00:07.000]  今天有沒有選擇困難症的朋友在這裡?
[00:00:07.000 --> 00:00:13.000]  哦,不算很多,是不是在選擇舉不舉手?
[00:00:13.000 --> 00:00:18.000]  我今天沒有專注找天秤座的朋友
[00:00:18.000 --> 00:00:21.000]  上次我要找金牛座的朋友,但這次沒有
[00:00:21.000 --> 00:00:26.000]  原因是因為我發現,即使不是這一段時間出生的人
[00:00:26.000 --> 00:00:28.000]  也有選擇困難的時候
[00:00:28.000 --> 00:00:31.000]  所以我就廣發英雄帖
[00:00:31.000 --> 00:00:35.000]  我在IG上問,大家的選擇困難通常是什麼時候?
[00:00:35.000 --> 00:00:40.000]  在什麼事情上,又有多大程度影響你?
[00:00:40.000 --> 00:00:44.000]  我很認真地研究,回應上次的堂導
[00:00:44.000 --> 00:00:47.000]  原因是因為我沒有,我沒有選擇困難
[00:00:47.000 --> 00:00:49.000]  所以我要去了解一下大家
[00:00:49.000 --> 00:00:54.000]  結果,你知道有一半的研究結果是什麼嗎?
[00:00:54.000 --> 00:00:57.000]  他們在什麼時候?
[00:00:57.000 --> 00:00:59.000]  為什麼大家這麼清楚?
[00:00:59.000 --> 00:01:01.000]  在吃飯的時候
[00:01:01.000 --> 00:01:05.000]  我心想,也不是什麼大問題,不要緊吧
[00:01:05.000 --> 00:01:08.000]  我不用上來講堂導
[00:01:08.000 --> 00:01:11.000]  他們也認同不要緊
[00:01:11.000 --> 00:01:14.000]  正正因為不是什麼重要的事情,怎樣也無所謂
[00:01:14.000 --> 00:01:16.000]  所以就選擇困難
[00:01:16.000 --> 00:01:19.000]  這個時候,我不禁問了他們一個問題
[00:01:19.000 --> 00:01:21.000]  其實飯每天都可以吃
[00:01:21.000 --> 00:01:24.000]  今天吃A餐,明天吃B餐就行了
[00:01:24.000 --> 00:01:27.000]  完美地解決了你的問題
[00:01:27.000 --> 00:01:30.000]  你連一點困難也沒有了
[00:01:30.000 --> 00:01:34.000]  然後,有人隔了幾十分鐘就回答我
[00:01:34.000 --> 00:01:37.000]  我想他有想過,理論上是這樣想的
[00:01:37.000 --> 00:01:40.000]  但也會想,選擇哪一種比較好?
[00:01:40.000 --> 00:01:42.000]  特別是兩種都喜歡的時候
[00:01:42.000 --> 00:01:45.000]  他說他也不明白,為什麼會這樣
[00:01:45.000 --> 00:01:47.000]  但就是這樣吧
[00:01:47.000 --> 00:01:51.000]  最後結果,很多時候都是他的朋友出去決定
[00:01:51.000 --> 00:01:53.000]  或者是幫他決定
[00:01:53.000 --> 00:01:56.000]  另外,有人回應我IG
[00:01:56.000 --> 00:01:58.000]  他說他在做決定之前
[00:01:58.000 --> 00:02:05.000]  會做好對涉事人輕的眾人意見和喜好的客觀分析
[00:02:05.000 --> 00:02:07.000]  但他仍然選擇困難
[00:02:07.000 --> 00:02:09.000]  我就問,為什麼呢?
[00:02:09.000 --> 00:02:14.000]  他說,因為這個客觀分析和原來我本身想要的是不同的
[00:02:14.000 --> 00:02:16.000]  所以他就拉扯了
[00:02:16.000 --> 00:02:21.000]  他究竟跟自己心那套好,還是跟客觀分析好呢?
[00:02:21.000 --> 00:02:26.000]  然後還有人回應
[00:02:26.000 --> 00:02:29.000]  他說,通常關乎牽涉很多人的選擇
[00:02:29.000 --> 00:02:31.000]  他就不會自己下決定
[00:02:31.000 --> 00:02:33.000]  我問,為什麼呢?
[00:02:33.000 --> 00:02:36.000]  他說,萬一出了什麼事,他就是第一個被炮轟的
[00:02:36.000 --> 00:02:38.000]  他就會被責怪
[00:02:38.000 --> 00:02:40.000]  所以通常他就會選擇不選擇
[00:02:40.000 --> 00:02:42.000]  讓其他人做選擇
[00:02:42.000 --> 00:02:47.000]  綜合以上所說和其他沒有機會說的例子
[00:02:47.000 --> 00:02:49.000]  我開始體會
