
[00:00:00.000 --> 00:00:02.000]  各位頂尖妹妹平安
[00:00:02.000 --> 00:00:06.000]  在場的每位頂尖妹妹
[00:00:06.000 --> 00:00:13.000]  各位平安
[00:00:13.000 --> 00:00:15.000]  很掛念大家的面孔
[00:00:15.000 --> 00:00:19.000]  知道這個禮拜很多人報名參加崇拜
[00:00:19.000 --> 00:00:22.000]  所以在我們紅磡
[00:00:22.000 --> 00:00:24.000]  大家好
[00:00:24.000 --> 00:00:27.000]  我們有幾組頂尖妹妹在那裡
[00:00:27.000 --> 00:00:29.000]  向大家問候平安
[00:00:29.000 --> 00:00:33.000]  在海外也有很多頂尖妹妹和我們一起崇拜
[00:00:33.000 --> 00:00:35.000]  大家都平安
[00:00:35.000 --> 00:00:37.000]  早安
[00:00:37.000 --> 00:00:44.000]  今個月我們是開學
[00:00:44.000 --> 00:00:47.000]  不知道大家有沒有開學
[00:00:47.000 --> 00:00:51.000]  我自己的年紀也是父母
[00:00:51.000 --> 00:00:54.000]  所以我的Facebook都是開學的
[00:00:54.000 --> 00:00:58.000]  開學的照片都炸了出來
[00:00:58.000 --> 00:01:00.000]  我自己的女兒今年也升小二
[00:01:00.000 --> 00:01:02.000]  我也很興奮
[00:01:02.000 --> 00:01:08.000]  開學的日子我和她兩父女一起上學
[00:01:08.000 --> 00:01:11.000]  送她到長洲上學
[00:01:11.000 --> 00:01:13.000]  誰知道突然下大雨
[00:01:13.000 --> 00:01:16.000]  我們兩個就開學
[00:01:16.000 --> 00:01:20.000]  開學的時候是很開心的
[00:01:20.000 --> 00:01:23.000]  我自己也是放整個暑假
[00:01:23.000 --> 00:01:25.000]  重新開學的時候
[00:01:25.000 --> 00:01:31.000]  很多事情都令我立即進入工作模式
[00:01:31.000 --> 00:01:34.000]  見到一班新同學
[00:01:34.000 --> 00:01:36.000]  一個新的同事
[00:01:36.000 --> 00:01:40.000]  大家一起展望新學年
[00:01:40.000 --> 00:01:43.000]  充滿著新的開始
[00:01:43.000 --> 00:01:45.000]  因此今天我們留堂
[00:01:45.000 --> 00:01:49.000]  都很想藉著開學這個課題
[00:01:49.000 --> 00:01:53.000]  來跟大家思考這個課題
[00:01:53.000 --> 00:01:56.000]  開學是什麼意思呢?
[00:01:56.000 --> 00:01:58.000]  對我來說
[00:01:58.000 --> 00:01:59.000]  對大家來說
[00:01:59.000 --> 00:02:03.000]  我定義開學就是開始學習
[00:02:03.000 --> 00:02:12.000]  希望大家能夠重新思考
[00:02:12.000 --> 00:02:14.000]  如何學習
[00:02:14.000 --> 00:02:17.000]  學習當然有很多意思
[00:02:17.000 --> 00:02:21.000]  之後有很多編導會跟大家反省
[00:02:21.000 --> 00:02:23.000]  去思考
[00:02:23.000 --> 00:02:25.000]  起碼我覺得
[00:02:25.000 --> 00:02:28.000]  我們學習是生命的轉變
[00:02:28.000 --> 00:02:31.000]  所以今天跟大家分享的課題
[00:02:31.000 --> 00:02:33.000]  學習什麼呢?
[00:02:33.000 --> 00:02:35.000]  這麼多東西學習的時候
[00:02:35.000 --> 00:02:36.000]  我想作為基督徒
[00:02:36.000 --> 00:02:39.000]  最重要學習的是上帝的說話
[00:02:39.000 --> 00:02:42.000]  所以今天我們就將這個主題
[00:02:42.000 --> 00:02:44.000]  成為一個思考的課題
[00:02:44.000 --> 00:02:46.000]  我們一起祈禱吧
[00:02:46.000 --> 00:02:48.000]  我們一起去將我們崇拜的講道交給祂
[00:02:48.000 --> 00:02:51.000]  祂在這裡求我們幫助我們
[00:02:51.000 --> 00:02:52.000]  感謝祢恩典
[00:02:52.000 --> 00:02:55.000]  祢叫我們能夠去敬拜
[00:02:55.000 --> 00:02:57.000]  剛才敬拜隊帶領我們去敬拜的時候
[00:02:57.000 --> 00:02:59.000]  我們真的很深深感受到
[00:02:59.000 --> 00:03:01.000]  我們每一個人來到祢當中
[00:03:01.000 --> 00:03:03.000]  我們被祢的榮耀益禮
[00:03:03.000 --> 00:03:05.000]  我們去崇拜祢
[00:03:05.000 --> 00:03:07.000]  求主祢轉化我們每一個人的生命
[00:03:07.000 --> 00:03:09.000]  我們每一個靈姐妹
[00:03:09.000 --> 00:03:11.000]  來學習祢自己的話語
[00:03:11.000 --> 00:03:13.000]  我們今天這篇信息
[00:03:13.000 --> 00:03:15.000]  祢自己去使用
[00:03:15.000 --> 00:03:16.000]  孩子不配
[00:03:16.000 --> 00:03:18.000]  但祢自己對我們說話
[00:03:18.000 --> 00:03:22.000]  祢親自對我們每一個人的生命來說話
[00:03:22.000 --> 00:03:23.000]  改變我們生命
[00:03:23.000 --> 00:03:26.000]  讓我們能夠面對這個時代
[00:03:26.000 --> 00:03:27.000]  幫助孩子
[00:03:27.000 --> 00:03:28.000]  孩子不配
[00:03:28.000 --> 00:03:30.000]  但祢自己來托住
[00:03:30.000 --> 00:03:31.000]  逢主命求
[00:03:31.000 --> 00:03:32.000]  阿們
[00:03:32.000 --> 00:03:34.000]  今天我們一起看的是
[00:03:34.000 --> 00:03:36.000]  《以色列書經文》
[00:03:36.000 --> 00:03:38.000]  我已經是第三次
[00:03:38.000 --> 00:03:42.000]  在Foldchurch裡說以色列書
[00:03:42.000 --> 00:03:44.000]  第一次是什麼時候
[00:03:44.000 --> 00:03:47.000]  就是以色列書第37章
[00:03:47.000 --> 00:03:49.000]  Undead
[00:03:49.000 --> 00:03:52.000]  以色列叫一群死人復活
[00:03:52.000 --> 00:03:54.000]  這是以色列書第37章經文
[00:03:54.000 --> 00:03:57.000]  上一次是以色列的行為
[00:03:57.000 --> 00:03:59.000]  第四章裡
[00:03:59.000 --> 00:04:01.000]  以色列躺平
[00:04:01.000 --> 00:04:05.000]  用牛糞代替人糞燒餅吃
[00:04:05.000 --> 00:04:07.000]  很少的水
[00:04:07.000 --> 00:04:09.000]  我們說要按時喝水
[00:04:09.000 --> 00:04:14.000]  今天我們會說以色列書第二第三章
[00:04:14.000 --> 00:04:17.000]  我希望能夠在有生之年
[00:04:17.000 --> 00:04:19.000]  在Foldchurch裡說完這麼多章經文
[00:04:19.000 --> 00:04:23.000]  因為以色列書是很棒的書卷
[00:04:23.000 --> 00:04:26.000]  容許我不厭其煩地再說說
[00:04:26.000 --> 00:04:28.000]  以色列書的背景
[00:04:28.000 --> 00:04:32.000]  以色列書第一章是以色列呼召的故事
[00:04:32.000 --> 00:04:36.000]  以色列身處耶路撒冷滅亡中的年代
[00:04:36.000 --> 00:04:40.000]  以色列成為了第一批被擄的人
[00:04:40.000 --> 00:04:45.000]  30歲的以色列在巴比倫河邊被上帝呼召
[00:04:45.000 --> 00:04:47.000]  整個以色列書第一章
[00:04:47.000 --> 00:04:50.000]  講述以色列被上帝呼召
[00:04:50.000 --> 00:04:53.000]  成為在亡國年代裡
[00:04:53.000 --> 00:04:57.000]  在異鄉裡講述上帝的話的先知
[00:04:57.000 --> 00:05:02.000]  我們都知道呼召只是開始的開始
[00:05:02.000 --> 00:05:06.000]  以色列書第一章只是整個呼召的開場
[00:05:06.000 --> 00:05:12.000]  嚴格來說耶和尚都還沒有正式跟以色列說任何話
[00:05:12.000 --> 00:05:15.000]  來到以色列書第二章
[00:05:15.000 --> 00:05:22.000]  耶和華才真真正正地對以色列說話
[00:05:22.000 --> 00:05:27.000]  說出以色列一生以後要做的事情
[00:05:27.000 --> 00:05:29.000]  他這樣說
[00:05:30.000 --> 00:05:34.000]  請按一下
[00:05:34.000 --> 00:05:36.000]  他這樣說
[00:05:36.000 --> 00:05:38.000]  他這樣說
[00:05:38.000 --> 00:05:40.000]  請按一下
[00:05:40.000 --> 00:05:42.000]  他這樣說
[00:05:42.000 --> 00:05:44.000]  請按一下
[00:05:44.000 --> 00:05:46.000]  他這樣說
[00:05:46.000 --> 00:05:48.000]  請按一下
[00:05:48.000 --> 00:05:50.000]  他這樣說
[00:05:50.000 --> 00:05:52.000]  請按一下
[00:05:52.000 --> 00:05:54.000]  他這樣說
[00:05:54.000 --> 00:05:56.000]  請按一下
[00:05:56.000 --> 00:05:58.000]  他這樣說
[00:05:58.000 --> 00:06:00.000]  請按一下
[00:06:00.000 --> 00:06:02.000]  他這樣說
[00:06:02.000 --> 00:06:04.000]  請按一下
[00:06:04.000 --> 00:06:06.000]  他這樣說
[00:06:06.000 --> 00:06:08.000]  請按一下
[00:06:08.000 --> 00:06:10.000]  他這樣說
[00:06:10.000 --> 00:06:12.000]  請按一下
[00:06:12.000 --> 00:06:14.000]  他這樣說
[00:06:14.000 --> 00:06:16.000]  請按一下
[00:06:16.000 --> 00:06:18.000]  他這樣說
[00:06:18.000 --> 00:06:20.000]  請按一下
[00:06:20.000 --> 00:06:22.000]  他這樣說
[00:06:22.000 --> 00:06:24.000]  請按一下
[00:06:24.000 --> 00:06:26.000]  他這樣說
[00:06:26.000 --> 00:06:28.000]  請按一下
[00:06:28.000 --> 00:06:30.000]  他這樣說
[00:06:30.000 --> 00:06:32.000]  請按一下
[00:06:32.000 --> 00:06:34.000]  他這樣說
[00:06:34.000 --> 00:06:36.000]  請按一下
[00:06:36.000 --> 00:06:38.000]  他這樣說
[00:06:38.000 --> 00:06:40.000]  請按一下
[00:06:40.000 --> 00:06:42.000]  他這樣說
[00:06:42.000 --> 00:06:44.000]  請按一下
[00:06:44.000 --> 00:06:46.000]  他這樣說
[00:06:46.000 --> 00:06:48.000]  請按一下
[00:06:48.000 --> 00:06:50.000]  他這樣說
[00:06:50.000 --> 00:06:52.000]  請按一下
[00:06:52.000 --> 00:06:54.000]  他這樣說
[00:06:54.000 --> 00:06:56.000]  請按一下
[00:06:56.000 --> 00:06:58.000]  他這樣說
