
[00:00:00.000 --> 00:00:02.800]  各位頂姐妹晚安
[00:00:02.800 --> 00:00:08.440]  Flow Church今次的雙月題是開學
[00:00:08.440 --> 00:00:12.800]  前幾次都是由老師去講
[00:00:12.800 --> 00:00:15.320]  我自己是一個學生
[00:00:15.320 --> 00:00:18.200]  所以我今天穿上了神學院
[00:00:18.200 --> 00:00:22.400]  要求我們同學的校服上台
[00:00:22.400 --> 00:00:28.720]  我會嘗試從學生的角度去講這個月題
[00:00:29.240 --> 00:00:31.000]  作為學生的我
[00:00:31.000 --> 00:00:33.760]  除了關心要學甚麼
[00:00:33.760 --> 00:00:36.240]  要做甚麼功課之外
[00:00:36.240 --> 00:00:39.320]  我其實也很關心有甚麼同學
[00:00:39.320 --> 00:00:41.320]  跟我一起去學習
[00:00:41.320 --> 00:00:45.040]  我想說同學在學習的過程中
[00:00:45.040 --> 00:00:47.840]  其實佔一個很重要的位置
[00:00:47.840 --> 00:00:51.200]  我自己在求學的路上
[00:00:51.200 --> 00:00:54.440]  有幾次都很想放棄不讀了
[00:00:54.440 --> 00:00:57.720]  但很感謝我身邊的同學
[00:00:57.720 --> 00:01:01.640]  鼓勵我繼續去完成
[00:01:01.640 --> 00:01:07.240]  現在的階段暫時勉強繼續走下去
[00:01:07.240 --> 00:01:13.160]  不過我認定同學是一個很重要的位置
[00:01:13.160 --> 00:01:17.560]  同學的重要性並不遜色於老師
[00:01:17.560 --> 00:01:22.320]  所以可能在座的我們不是很多為人師
[00:01:22.320 --> 00:01:26.240]  我們想想學習怎樣成為一個好同學
[00:01:26.240 --> 00:01:28.240]  也是一個很重要的課題
[00:01:28.240 --> 00:01:31.360]  今天就借《但義理書》一章
[00:01:31.360 --> 00:01:33.360]  一到二十節的經文
[00:01:33.360 --> 00:01:39.040]  看看但義理和他三位的朋友或同學
[00:01:39.040 --> 00:01:44.400]  如何在一個流散的環境中聚在一起
[00:01:44.400 --> 00:01:47.160]  看看他們之間的互動
[00:01:47.160 --> 00:01:50.240]  對現在的我們有甚麼啟迪
[00:01:50.240 --> 00:01:52.800]  但義理書
[00:01:52.800 --> 00:01:53.800]  麻煩你
[00:01:53.800 --> 00:01:58.440]  但義理書首部分是以巴比倫
[00:01:58.440 --> 00:02:02.280]  尼布甲尼撒至馬代
[00:02:02.280 --> 00:02:05.840]  大流士王的統治作為背景
[00:02:05.840 --> 00:02:08.520]  記述一群被擄的子民
[00:02:08.520 --> 00:02:10.800]  或一群流散的子民
[00:02:10.800 --> 00:02:15.400]  如何在一個充滿敵意壓迫的環境中
[00:02:15.400 --> 00:02:18.000]  去活出一個忠信的生命
[00:02:18.000 --> 00:02:22.040]  而一章一到二節
[00:02:22.040 --> 00:02:25.880]  為我們交代了當時的時代背景
[00:02:25.880 --> 00:02:31.240]  這裡講述上帝的子民被擄到巴比倫
[00:02:31.240 --> 00:02:33.000]  聖殿被毀
[00:02:33.000 --> 00:02:37.280]  裡面的器物被帶到外族的神廟裡
[00:02:37.280 --> 00:02:40.120]  對於當時的文化來說
[00:02:40.120 --> 00:02:42.920]  他們認為以色列的神
[00:02:42.920 --> 00:02:46.320]  輸給了巴比倫的主神馬道
[00:02:46.320 --> 00:02:49.880]  耶和華好像比不上他
[00:02:50.480 --> 00:02:52.320]  對於猶太人來說
[00:02:52.320 --> 00:02:56.480]  他們即時的反應是覺得自己徹底輸了
[00:02:56.480 --> 00:02:59.160]  他們甚至呼天搶地問
[00:02:59.160 --> 00:03:00.840]  究竟神在哪裡
[00:03:00.840 --> 00:03:02.920]  神為什麼會這樣
[00:03:02.920 --> 00:03:06.440]  不過經文告訴我們
[00:03:06.440 --> 00:03:09.480]  事實不是這樣認為的
[00:03:09.480 --> 00:03:11.160]  第二節這樣說
[00:03:11.160 --> 00:03:16.640]  主將猶大王約瓦敬和神廟中的一些器皿
[00:03:16.640 --> 00:03:18.840]  交在他手裡
[00:03:19.680 --> 00:03:22.400]  清楚地告訴讀者
[00:03:22.400 --> 00:03:26.120]  其實是上主藉著尼布甲尼撒
[00:03:26.120 --> 00:03:29.440]  去懲罰他子民的不信和活逆
[00:03:29.440 --> 00:03:33.240]  為的是希望教導他們一個事實
[00:03:33.240 --> 00:03:37.000]  就是上帝仍然在掌權
[00:03:37.000 --> 00:03:40.840]  不過即使知道上帝掌權
[00:03:40.840 --> 00:03:43.400]  但是那些仍然忠於上帝的人
[00:03:43.400 --> 00:03:46.960]  仍然要活在一個很艱難的處境裡
[00:03:47.480 --> 00:03:51.280]  他們仍然面對著很多的屈辱和逼迫
[00:03:51.280 --> 00:03:56.080]  從一至二節交代了時代背景之後
[00:03:56.080 --> 00:03:59.000]  到一節一章三至七節
[00:03:59.000 --> 00:04:03.720]  由宏觀的大時代描述幾個小人物
[00:04:03.720 --> 00:04:04.920]  我們看下一章
[00:04:04.920 --> 00:04:09.360]  說的是四個人
[00:04:09.360 --> 00:04:15.320]  尼布甲尼撒在佔領了不同地方之後
[00:04:15.440 --> 00:04:19.760]  他隨即在不同的地方找不同的人才
[00:04:19.760 --> 00:04:20.960]  帶到巴比倫
[00:04:20.960 --> 00:04:25.360]  目的是希望培訓他們成為忠誠的精英
[00:04:25.360 --> 00:04:28.480]  協助他管理不同的地方
[00:04:28.480 --> 00:04:32.920]  當時有四個被時代損傷的猶太年輕人
[00:04:32.920 --> 00:04:35.320]  因此被擄到巴比倫
[00:04:35.320 --> 00:04:38.200]  他們幾個有什麼共通點呢?
[00:04:38.200 --> 00:04:42.840]  經文告訴我們他們有好的家庭背景
[00:04:43.360 --> 00:04:46.880]  容貌俊美
[00:04:46.880 --> 00:04:48.480]  身體強健
[00:04:48.480 --> 00:04:49.680]  有頭腦學識
[00:04:49.680 --> 00:04:50.880]  話頭醒味
[00:04:50.880 --> 00:04:52.760]  好的適應能力等等
[00:04:52.760 --> 00:04:59.240]  他們四個日後之所以能夠一起走
[00:04:59.240 --> 00:05:01.840]  一起面對著不同的艱難
[00:05:01.840 --> 00:05:06.680]  或許是因為他們彼此的背景比較相似
[00:05:06.680 --> 00:05:08.320]  價值觀相近
[00:05:08.320 --> 00:05:11.280]  比較容易明白和理解對方
[00:05:11.840 --> 00:05:15.280]  這四個年輕人在巴比倫遇到的是什麼呢?
[00:05:15.280 --> 00:05:19.000]  他們首先遇上的是被教育
[00:05:19.000 --> 00:05:21.360]  第四節告訴我們
[00:05:21.360 --> 00:05:27.200]  當時的王朝要教他們加勒底的文字和語言
[00:05:27.200 --> 00:05:30.600]  第五節告訴我們他們被飲食
[00:05:30.600 --> 00:05:34.240]  王從自己所用的膳和所飲的酒中
[00:05:34.240 --> 00:05:36.080]  派給他們每天的份量
[00:05:36.080 --> 00:05:37.600]  養育他們三年
[00:05:37.600 --> 00:05:40.960]  好叫他們期滿以後能夠站在王面前
[00:05:41.600 --> 00:05:44.360]  第三節他們面對的是被改名
[00:05:44.360 --> 00:05:48.440]  太監長另外給他們起名
[00:05:48.440 --> 00:05:50.360]  稱但爾尼為伯提沙薩
[00:05:50.360 --> 00:05:52.160]  稱哈拿尼亞為沙特拉
[00:05:52.160 --> 00:05:55.360]  稱米沙尼為米薩
[00:05:55.360 --> 00:05:57.720]  稱阿薩利亞為阿伯尼哥
[00:05:57.720 --> 00:06:03.680]  這四個更換的名字都是和巴比倫的偶像有關
[00:06:03.680 --> 00:06:06.960]  為什麼要這樣改他們的名字呢?
[00:06:07.240 --> 00:06:13.640]  是新王朝刻意想切斷他們原有的民族和信仰身份
[00:06:13.640 --> 00:06:17.560]  企圖向他們洗腦或者同化
[00:06:17.560 --> 00:06:22.080]  迫使他們全然效忠巴比倫王朝
[00:06:22.080 --> 00:06:31.560]  以為做這幾件事就可以讓他們完全跟耶和華信仰斷絕的關係
[00:06:31.560 --> 00:06:34.160]  他們的反應是什麼呢?
[00:06:34.600 --> 00:06:38.920]  他們接受外邦的語言和文化教育
[00:06:38.920 --> 00:06:42.200]  他們接受新的名字
[00:06:42.200 --> 00:06:46.320]  不過他們不是對一切都是逆來順受
[00:06:46.320 --> 00:06:48.040]  第八節這樣說
[00:06:48.040 --> 00:06:52.040]  他說但爾尼卻立志不以王的善
[00:06:52.040 --> 00:06:54.520]  和王所飲的酒玷污自己
[00:06:54.520 --> 00:06:59.440]  於是懇求太監長容他不使自己玷污
[00:07:00.520 --> 00:07:06.480]  我們要問的是為什麼要選擇飲食作為信仰的底線呢?
[00:07:06.480 --> 00:07:09.480]  這樣的堅持有什麼目的呢?
[00:07:09.480 --> 00:07:12.400]  我們可能第一個反應就是
[00:07:12.400 --> 00:07:14.320]  但爾尼他們不吃王的善
[00:07:14.320 --> 00:07:19.840]  是不是因為他們要守住猶太人飲食上的潔淨原則呢?
[00:07:19.840 --> 00:07:25.680]  是不是因為王的善和酒供奉過巴比倫的假神呢?
[00:07:26.240 --> 00:07:27.920]  不過我們要想的是
[00:07:27.920 --> 00:07:30.840]  如果巴比倫王朝要做他們的話
[00:07:30.840 --> 00:07:32.800]  可以拿些素菜水
[00:07:32.800 --> 00:07:35.120]  也是可以用來拜神才給他們的
[00:07:35.120 --> 00:07:35.760]  是不是?
[00:07:35.760 --> 00:07:42.040]  酒也不是猶太人所禁戒的食物之一
[00:07:42.040 --> 00:07:46.040]  所以他們拒絕王善和酒
[00:07:46.040 --> 00:07:49.440]  不是因為王善有豬肉
[00:07:49.440 --> 00:07:51.160]  不是供奉過偶像
[00:07:51.160 --> 00:07:55.440]  而是飲食本身所代表的東西
[00:07:56.120 --> 00:07:59.680]  飲食在古晉東文化中表示一種認同
[00:07:59.680 --> 00:08:02.160]  忠心相待的意思
[00:08:02.160 --> 00:08:06.160]  如果他們在當時選擇了吃王的善
[00:08:06.160 --> 00:08:06.960]  喝王的酒
[00:08:06.960 --> 00:08:07.960]  那代表什麼呢?
[00:08:07.960 --> 00:08:12.320]  代表他們和尼布甲尼薩結盟
[00:08:12.320 --> 00:08:15.400]  接受巴比倫的好處
[00:08:15.400 --> 00:08:18.920]  享受巴比倫所帶來的一切
[00:08:18.920 --> 00:08:23.120]  他們這樣順從吃王善
[00:08:23.120 --> 00:08:28.520]  代表他們容讓巴比倫王成為他們的倚靠
[00:08:28.520 --> 00:08:32.120]  他們改變他們效忠的對象
[00:08:32.120 --> 00:08:35.720]  食物在我們的人生中
[00:08:35.720 --> 00:08:37.840]  從來都是佔一個很重要的位置
[00:08:37.840 --> 00:08:40.920]  我們回想希伯來聖經中
[00:08:40.920 --> 00:08:42.800]  亞當、夏娃
[00:08:42.800 --> 00:08:45.600]  在曠野流浪的以色列人等等
[00:08:45.600 --> 00:08:49.360]  他們都在食物學的試驗上失敗
[00:08:49.360 --> 00:08:52.320]  我們又回想主耶穌基督
[00:08:52.720 --> 00:08:54.720]  他贏過第一個試驗
[00:08:54.720 --> 00:08:56.120]  都是和食物有關
[00:08:56.120 --> 00:08:57.800]  直到今天
[00:08:57.800 --> 00:09:02.000]  食物都可以成為半島我們的誘惑
[00:09:02.000 --> 00:09:03.920]  什麼是我們的食物呢?
[00:09:03.920 --> 00:09:07.160]  我們憑什麼去賴以為生
[00:09:07.160 --> 00:09:10.720]  我們的工作、金錢、權力等等
[00:09:10.720 --> 00:09:13.000]  這些都可以成為我們的食物
[00:09:13.000 --> 00:09:16.320]  對於秘魯的猶太人來說
[00:09:16.320 --> 00:09:18.720]  拒絕王的善
[00:09:19.200 --> 00:09:24.480]  就是表明自己沒有完全被巴比倫同化的分水嶺
[00:09:24.480 --> 00:09:28.600]  是他們堅持耶和華信仰的最後防線
[00:09:28.600 --> 00:09:32.000]  這裡說:但以利立志
[00:09:32.000 --> 00:09:35.080]  不用讓王的善去玷污自己
[00:09:35.080 --> 00:09:38.480]  有了立志之後是怎樣呢?
[00:09:38.480 --> 00:09:41.600]  然後就是付諸可行的方法
[00:09:41.600 --> 00:09:46.400]  他沒有大鑼大鼓地絕食抗議舉牌等等
[00:09:46.400 --> 00:09:49.000]  罪事者在這裡形容他只是
[00:09:49.200 --> 00:09:53.680]  他懇求太監長容他不使自己玷污
[00:09:53.680 --> 00:09:59.400]  他私下找太監長商量這件事
[00:09:59.400 --> 00:10:02.680]  求他可以准許自己
[00:10:02.680 --> 00:10:05.200]  可以不用吃王的善食
