
[00:00:00.000 --> 00:00:02.680]  我不敢在後面說話
[00:00:02.680 --> 00:00:03.880]  因為家長會拍照
[00:00:03.880 --> 00:00:08.200]  我做婚前輔導時
[00:00:08.200 --> 00:00:10.200]  在這幾年經常有一個感覺
[00:00:10.200 --> 00:00:16.400]  就是初結婚的人不喜歡和不想生
[00:00:16.400 --> 00:00:19.120]  我經常問他們為何不想生
[00:00:19.120 --> 00:00:23.920]  為何這麼有豪情壯志不生小孩
[00:00:23.920 --> 00:00:25.720]  通常他們的答案是
[00:00:25.720 --> 00:00:26.840]  在這幾年裡
[00:00:26.840 --> 00:00:30.840]  他們覺得很難在這些環境下帶小孩成長
[00:00:30.840 --> 00:00:33.160]  但我想說的是
[00:00:33.160 --> 00:00:35.160]  你看著這麼可愛的小孩
[00:00:35.160 --> 00:00:37.240]  Falala
[00:00:37.240 --> 00:00:39.640]  張錦添傳道
[00:00:39.640 --> 00:00:41.640]  王清心傳道
[00:00:41.640 --> 00:00:44.200]  還有Obi
[00:00:44.200 --> 00:00:46.840]  剛才我耳邊說
[00:00:46.840 --> 00:00:48.440]  多難想生
[00:00:48.440 --> 00:00:50.440]  我鼓勵他們繼續再努力生
[00:00:50.440 --> 00:00:57.440]  希望Amy和Milly都生了
[00:00:57.440 --> 00:01:01.440]  希望在Full Church裡
[00:01:01.440 --> 00:01:03.440]  雖然我知道很艱難
[00:01:03.440 --> 00:01:05.440]  也不能被迫
[00:01:05.440 --> 00:01:08.440]  但我想說生命仍然很精彩
[00:01:08.440 --> 00:01:11.440]  能夠將小孩帶他成長
[00:01:11.440 --> 00:01:12.440]  經歷這個世界
[00:01:12.440 --> 00:01:15.440]  好的事和不好的事都是精彩的
[00:01:15.440 --> 00:01:18.440]  本來今天應該說的是
[00:01:18.440 --> 00:01:21.440]  《以馬內利》的後傳下半集
[00:01:21.440 --> 00:01:23.440]  但很好的是
[00:01:23.440 --> 00:01:25.440]  下星期的講完
[00:01:25.440 --> 00:01:28.440]  跟我選了同一段的經文
[00:01:28.440 --> 00:01:30.440]  我只能夠
[00:01:30.440 --> 00:01:35.440]  割愛不說了
[00:01:35.440 --> 00:01:38.440]  就要讓下星期的講完
[00:01:38.440 --> 00:01:40.440]  去說那段經文
[00:01:40.440 --> 00:01:42.440]  我只能選另一段經文說
[00:01:42.440 --> 00:01:46.440]  是《路加福音》第二章的一至二十字
[00:01:46.440 --> 00:01:48.440]  我們不會看很多
[00:01:48.440 --> 00:01:50.440]  只會看很少
[00:01:50.440 --> 00:01:52.440]  但希望今天能夠藉著這段經文
[00:01:52.440 --> 00:01:55.440]  在這個時代裡
[00:01:55.440 --> 00:01:58.440]  這段經文仍然和我們說話
[00:01:58.440 --> 00:02:01.440]  (我是不是在按?是喔)
[00:02:01.440 --> 00:02:06.440]  (在山洞裡突然間會發光)
[00:02:06.440 --> 00:02:11.440]  (在馬利亞懷裡的耶穌突然在光裡)
[00:02:11.440 --> 00:02:14.440]  (走出了洞裡)
[00:02:14.440 --> 00:02:17.440]  (走出來的時候越走越大越走越大越走越高)
[00:02:17.440 --> 00:02:19.440]  (耶穌出生的那一刻)
[00:02:19.440 --> 00:02:21.440]  (基本上和小朋友一樣)
[00:02:21.440 --> 00:02:25.440]  (從來不需要賴尿賴屎賴什麼什麼都沒有)
[00:02:25.440 --> 00:02:28.440]  (祂就像一個小朋友的樣子出來了)
[00:02:28.440 --> 00:02:33.440]  這些神化了關於耶穌小時候的故事
[00:02:33.440 --> 00:02:35.440]  大約是主要四百多年裡
[00:02:35.440 --> 00:02:38.440]  人要把耶穌去聖化偶像化
[00:02:38.440 --> 00:02:40.440]  誇張化的裡邊
[00:02:40.440 --> 00:02:42.440]  一個很真實的描述
[00:02:42.440 --> 00:02:45.440]  這些是主要四百多年裡的小時候的故事裡邊
[00:02:45.440 --> 00:02:46.440]  交代耶穌
[00:02:46.440 --> 00:02:48.440]  我覺得很仔細
[00:02:48.440 --> 00:02:50.440]  但不同於聖經
[00:02:50.440 --> 00:02:52.440]  聖經沒有興趣交代這些東西
[00:02:52.440 --> 00:02:53.440]  聖經一點興趣都沒有
[00:02:53.440 --> 00:02:55.440]  其實他講幾句就完了
[00:02:55.440 --> 00:02:57.440]  (你說:祂就是生了頭胎的兒子)
[00:02:57.440 --> 00:02:59.440]  (用一把靴子放在馬槽裡)
[00:02:59.440 --> 00:03:02.440]  完全沒有那種很吸引人的魅力
[00:03:02.440 --> 00:03:05.440]  也沒有花啦啦啦啦的感動
[00:03:05.440 --> 00:03:07.440]  什麼都沒有
[00:03:07.440 --> 00:03:10.440]  只是這樣講完就算了
[00:03:10.440 --> 00:03:12.440]  如果這樣講的話
[00:03:12.440 --> 00:03:14.440]  其實關於耶穌出生
[00:03:14.440 --> 00:03:16.440]  聖誕節這些故事
[00:03:16.440 --> 00:03:19.440]  聖經作者想講什麼
[00:03:19.440 --> 00:03:21.440]  或者在《路加福音》裡邊
[00:03:21.440 --> 00:03:23.440]  聖經想講什麼事情
[00:03:23.440 --> 00:03:25.440]  如果你看回《聖經》
[00:03:25.440 --> 00:03:28.440]  馬太其實講多一點點
[00:03:28.440 --> 00:03:32.440]  馬可沒有興趣講耶穌出生這些事情
[00:03:32.440 --> 00:03:35.440]  《路加福音》講的都是這幾節就講完了
[00:03:35.440 --> 00:03:38.440]  如果要講耶穌出生的話
[00:03:38.440 --> 00:03:41.440]  其實聖經的重點在哪裡
[00:03:41.440 --> 00:03:44.440]  聖上花的氣力是想講什麼
[00:03:44.440 --> 00:03:45.440]  在這幾節裡邊
[00:03:45.440 --> 00:03:47.440]  頭四節裡邊
[00:03:47.440 --> 00:03:49.440]  我們先解決一個問題
[00:03:49.440 --> 00:03:51.440]  你見到登記戶籍
[00:03:51.440 --> 00:03:53.440]  如果你用《和合本聖經》的話
[00:03:53.440 --> 00:03:55.440]  叫做報名上冊
[00:03:55.440 --> 00:03:57.440]  現在你知道聖經翻譯了
[00:03:57.440 --> 00:03:58.440]  登記戶籍
[00:03:58.440 --> 00:04:00.440]  你讀下去的時候
[00:04:00.440 --> 00:04:02.440]  「我古時都降旨」
[00:04:02.440 --> 00:04:04.440]  「叫全國的人民都登記戶籍」
[00:04:04.440 --> 00:04:06.440]  這是頭一次的登記戶籍
[00:04:06.440 --> 00:04:09.440]  是在居尼紐作敘利亞總督的時候做的
[00:04:09.440 --> 00:04:11.440]  「做人各居各城」
[00:04:11.440 --> 00:04:13.440]  「辦理登記」
[00:04:13.440 --> 00:04:16.440]  「約瑟從加里那撒勒城往猶太去」
[00:04:16.440 --> 00:04:19.440]  「要回到自己的城叫伯里行」
[00:04:19.440 --> 00:04:22.440]  因為他是大衛家族的人
[00:04:22.440 --> 00:04:24.440]  要跟他所聘的妻
[00:04:24.440 --> 00:04:26.440]  瑪利亞同登記戶籍
[00:04:26.440 --> 00:04:29.440]  為什麼要花這麼多氣力去講這件事
[00:04:29.440 --> 00:04:32.440]  你知道那時候寫卷書其實很貴
[00:04:32.440 --> 00:04:35.440]  用羊皮、用蒲草紙寫
[00:04:35.440 --> 00:04:38.440]  廢話不需要講
[00:04:38.440 --> 00:04:40.440]  但這裡想講什麼
[00:04:40.440 --> 00:04:42.440]  我們先解釋背景
[00:04:42.440 --> 00:04:44.440]  什麼是登記戶籍
[00:04:44.440 --> 00:04:46.440]  登記戶籍其實是講
[00:04:46.440 --> 00:04:48.440]  人口普查
[00:04:48.440 --> 00:04:49.440]  Census
[00:04:49.440 --> 00:04:52.440]  人口普查對於我們不陌生
[00:04:52.440 --> 00:04:54.440]  人口普查其實是講什麼事情
[00:04:54.440 --> 00:04:58.440]  不是在講數下人頭多少
[00:04:58.440 --> 00:05:00.440]  但對於我古時都來說
[00:05:00.440 --> 00:05:02.440]  這個人來說
[00:05:02.440 --> 00:05:04.440]  是什麼事情
[00:05:04.440 --> 00:05:08.440]  其實登記戶籍是講人頭稅
[00:05:08.440 --> 00:05:12.440]  是講要收稅的事情
[00:05:12.440 --> 00:05:14.440]  登記戶籍第一次做
[00:05:14.440 --> 00:05:17.440]  因為我古時都是一個極權社會
[00:05:17.440 --> 00:05:20.440]  極權政府底下的產品
[00:05:20.440 --> 00:05:21.440]  就是我古時都
[00:05:21.440 --> 00:05:23.440]  就是Augustus
[00:05:23.440 --> 00:05:24.440]  所以他要打仗
[00:05:24.440 --> 00:05:26.440]  但打到國庫空虛
[00:05:26.440 --> 00:05:29.440]  唯有保持他要打仗
[00:05:29.440 --> 00:05:30.440]  做軍事外交
[00:05:30.440 --> 00:05:32.440]  野狼的外交
[00:05:32.440 --> 00:05:33.440]  他要做什麼
[00:05:33.440 --> 00:05:36.440]  他就要共同富裕
[00:05:36.440 --> 00:05:38.440]  共同富裕很簡單
[00:05:38.440 --> 00:05:40.440]  共同富裕是
[00:05:40.440 --> 00:05:46.440]  明明約瑟在納沙勒上班
[00:05:46.440 --> 00:05:47.440]  你在那上班
[00:05:47.440 --> 00:05:48.440]  不能收你稅
[00:05:48.440 --> 00:05:50.440]  因為我不在那住
