
[00:00:00.000 --> 00:00:03.000]  好 大家姐妹平安
[00:00:03.000 --> 00:00:08.000]  今天是奉獻月題的第五講
[00:00:08.000 --> 00:00:12.000]  奉獻的道 我也像John一樣第一次講
[00:00:12.000 --> 00:00:14.000]  所以當我收到這個月題的時候
[00:00:14.000 --> 00:00:16.000]  也想了很久
[00:00:16.000 --> 00:00:19.000]  想了很久的原因有幾個
[00:00:19.000 --> 00:00:21.000]  一來就是奉獻的經文好像很少
[00:00:21.000 --> 00:00:23.000]  我們一定會遇到
[00:00:23.000 --> 00:00:24.000]  所以你又要想一下
[00:00:24.000 --> 00:00:26.000]  究竟你這個星期又會說什麼
[00:00:26.000 --> 00:00:28.000]  不會跟別人遇到
[00:00:28.000 --> 00:00:31.000]  還有就是John在第二個星期的時候
[00:00:31.000 --> 00:00:32.000]  他就解話
[00:00:32.000 --> 00:00:36.000]  他說他聽那些行家講有幾個套路
[00:00:36.000 --> 00:00:38.000]  我在後面聽的時候就在想
[00:00:38.000 --> 00:00:39.000]  糟了
[00:00:39.000 --> 00:00:41.000]  他都差不多講完了套路
[00:00:41.000 --> 00:00:43.000]  那我還可以講什麼呢
[00:00:43.000 --> 00:00:45.000]  所以想了很久
[00:00:45.000 --> 00:00:46.000]  最後就想了這段經文
[00:00:46.000 --> 00:00:48.000]  想跟大家一起
[00:00:48.000 --> 00:00:52.000]  從不同的角度去思考一下奉獻這個課題
[00:00:52.000 --> 00:00:54.000]  經文就選至路加福音
[00:00:54.000 --> 00:00:57.000]  十四章一至三十五節
[00:00:57.000 --> 00:00:59.000]  先不下載
[00:00:59.000 --> 00:01:02.000]  這段經文就很長
[00:01:02.000 --> 00:01:05.000]  我今天也不會逐節跟大家讀
[00:01:05.000 --> 00:01:07.000]  如果大家有手機
[00:01:07.000 --> 00:01:09.000]  都建議大家可以拿出來
[00:01:09.000 --> 00:01:11.000]  因為字可能有點小
[00:01:11.000 --> 00:01:15.000]  為什麼會選這段經文呢
[00:01:15.000 --> 00:01:19.000]  因為這段經文也鼓勵了我很多
[00:01:19.000 --> 00:01:22.000]  所以今天雖然這段經文很長
[00:01:22.000 --> 00:01:25.000]  但是我們就嘗試從兩個問題
[00:01:25.000 --> 00:01:27.000]  去想一想這段經文講什麼
[00:01:27.000 --> 00:01:30.000]  第一個問題就是七至十一節
[00:01:30.000 --> 00:01:34.000]  七至十一節耶穌就說看到賓客
[00:01:34.000 --> 00:01:36.000]  爭坐首位
[00:01:36.000 --> 00:01:38.000]  於是他就講了一個比喻
[00:01:38.000 --> 00:01:40.000]  叫人們坐末位
[00:01:40.000 --> 00:01:42.000]  等家主來邀請你才坐首位
[00:01:42.000 --> 00:01:44.000]  你想像一下整個場面
[00:01:44.000 --> 00:01:46.000]  就是大家蜂擁
[00:01:46.000 --> 00:01:47.000]  爭那幾個位
[00:01:47.000 --> 00:01:48.000]  好像爭椅子一樣
[00:01:48.000 --> 00:01:49.000]  幾個椅子
[00:01:49.000 --> 00:01:51.000]  十幾個人這樣爭
[00:01:51.000 --> 00:01:54.000]  但是耶穌偏偏就在十五到二十四節
[00:01:54.000 --> 00:01:56.000]  就講了一個筵席的比喻
[00:01:56.000 --> 00:01:59.000]  那些人是不去筵席的
[00:01:59.000 --> 00:02:01.000]  有人請吃飯
[00:02:01.000 --> 00:02:02.000]  有班人不去
[00:02:02.000 --> 00:02:04.000]  其實是一件很奇怪的事
[00:02:04.000 --> 00:02:06.000]  你想一下如果今天
[00:02:06.000 --> 00:02:07.000]  我說要請吃飯
[00:02:07.000 --> 00:02:10.000]  我相信我的同工應該會馬上來
[00:02:10.000 --> 00:02:13.000]  或者你的朋友請你吃飯
[00:02:13.000 --> 00:02:15.000]  可能你都會放下你的東西
[00:02:15.000 --> 00:02:16.000]  去join那餐飯
[00:02:16.000 --> 00:02:18.000]  除非你很討厭他
[00:02:18.000 --> 00:02:20.000]  請吃飯是一種魔力
