
[00:00:00.000 --> 00:00:07.000]  好,頂子妹晚安,來到神學百科第三季基督徒內運生命的第五講
[00:00:07.000 --> 00:00:12.000]  來到下半段,如果四個四個的話
[00:00:12.000 --> 00:00:26.000]  我們之前就說了四個,包括本真,快樂,高貴,還有忠誠
[00:00:26.000 --> 00:00:37.000]  另外四個都是我和潘Sir一起商討的
[00:00:37.000 --> 00:00:45.000]  如果有八個內運生命,我們流唐的頂子妹想有的字眼是什麼呢?
[00:00:45.000 --> 00:00:51.000]  創意是其中一個,我很快會肯定加進去的
[00:00:51.000 --> 00:01:01.000]  創意似乎是天生的東西,有些人比較有創意
[00:01:01.000 --> 00:01:05.000]  有些人就沒有那麼多發揮創意的空間
[00:01:05.000 --> 00:01:09.000]  很明顯我是一個比較有創意的人
[00:01:09.000 --> 00:01:15.000]  我自己從小到大都有很多的想法
[00:01:15.000 --> 00:01:18.000]  但都不知道為什麼會這樣
[00:01:18.000 --> 00:01:21.000]  為什麼我可以叫人有創意呢?
[00:01:21.000 --> 00:01:27.000]  今天不是教大家怎樣有創意
[00:01:27.000 --> 00:01:34.000]  今天我們會說創意和信仰之間的關係
[00:01:34.000 --> 00:01:40.000]  你會發覺創意和我們在基督教裡面是有些張力的
[00:01:40.000 --> 00:01:48.000]  基督教的信仰一方面是一個很注重傳統的信仰
[00:01:48.000 --> 00:01:54.000]  事實上我們很強調有些東西是不會改變的
[00:01:54.000 --> 00:02:01.000]  我們都會堅持去秉承著我們的傳統
[00:02:01.000 --> 00:02:07.000]  特別是如果你看天主教或者東正教會的時候
[00:02:07.000 --> 00:02:11.000]  你會看到更多的傳統會被重視
[00:02:11.000 --> 00:02:15.000]  我們基督教新教就是一個更正教
[00:02:15.000 --> 00:02:22.000]  算是一個新的宗派,大約五百年
[00:02:22.000 --> 00:02:27.000]  所以發覺我們整個基督教會裡面一直都有一種張力
[00:02:27.000 --> 00:02:31.000]  我們一方面其實是很重視傳統
[00:02:31.000 --> 00:02:35.000]  我們不去嘗試去改變一些東西
[00:02:35.000 --> 00:02:42.000]  但你會發現,我們看到很多時候在整個基督教裡面
[00:02:42.000 --> 00:02:47.000]  就算是一些很傳統的教會,例如天主教堂
[00:02:47.000 --> 00:02:51.000]  你會看到很多的藝術品
[00:02:51.000 --> 00:02:56.000]  信仰表達很多時候都是創意在當中
[00:02:56.000 --> 00:03:04.000]  整個歐洲的基督教歷史,藝術的展現是一個很重要的課題
[00:03:04.000 --> 00:03:09.000]  從中世紀到文復興時期,到今天
[00:03:09.000 --> 00:03:17.000]  無論是雕像、畫、音樂,其實一直都有很多創意的東西
[00:03:17.000 --> 00:03:22.000]  所以我們發現,我們信仰裡面其實一方面是有一個很大的力量
[00:03:22.000 --> 00:03:28.000]  要去堅持去秉承一些傳統
[00:03:28.000 --> 00:03:31.000]  一方面是叫我們不要太多想法
[00:03:31.000 --> 00:03:36.000]  一方面是叫我們去做一些我們本身有的東西
[00:03:36.000 --> 00:03:38.000]  一方面是叫我們去做一些新的事情
[00:03:38.000 --> 00:03:44.000]  所以我們的信仰其實是這兩種力量同時在我們裡面
[00:03:44.000 --> 00:03:48.000]  當然我們會覺得,特別是留堂
[00:03:48.000 --> 00:03:54.000]  留堂這間教會其實是一間算是有創意的教會
[00:03:54.000 --> 00:04:01.000]  我特意為了這課,我都預備了一些我們過往留堂做過的東西
[00:04:01.000 --> 00:04:04.000]  大家有沒有人去過這個聚會?
[00:04:04.000 --> 00:04:06.000]  這個就是我們留堂第一個聚會
[00:04:06.000 --> 00:04:10.000]  就是培靈會,叫做回魂夜
[00:04:10.000 --> 00:04:17.000]  看到整件事,我們一開始就是將培靈會重新包裝
[00:04:17.000 --> 00:04:23.000]  這張是一張電影海報的模仿,就是賴爾斯的電影
[00:04:23.000 --> 00:04:30.000]  當我們會派吉兒,我們叫做Hello吉兒
[00:04:30.000 --> 00:04:32.000]  裡面是一些,我忘記是什麼來的
[00:04:32.000 --> 00:04:36.000]  裡面都是一些錢,糖果和小手帕
[00:04:36.000 --> 00:04:38.000]  當然不是這個意思
[00:04:38.000 --> 00:04:42.000]  所以我們發覺我們去做一些舊的東西
[00:04:42.000 --> 00:04:45.000]  但我們會重新來到去
[00:04:45.000 --> 00:04:50.000]  有些創意來到去用一個新的形式去表達
[00:04:50.000 --> 00:04:53.000]  第二個可能叫做解慰
[00:04:53.000 --> 00:04:55.000]  就是我們留堂第二個聚會
[00:04:55.000 --> 00:04:58.000]  就是我們在灣仔堂裡面的聚會
[00:04:58.000 --> 00:05:02.000]  聖餐是我們留堂裡面第一次的聖餐
[00:05:02.000 --> 00:05:10.000]  有一些戲劇的元素在當中去混合聖餐
[00:05:10.000 --> 00:05:15.000]  這個可能大家是近代一點,有沒有人參加過這個?
[00:05:15.000 --> 00:05:16.000]  應該有吧?
[00:05:16.000 --> 00:05:23.000]  開學崇拜,我們一群全世界一起穿校服回來
[00:05:23.000 --> 00:05:27.000]  這個聚會之後,我是被一些淑齡前輩約見過的
[00:05:27.000 --> 00:05:33.000]  他叫我敬畏上帝,那個結論就是這樣
[00:05:33.000 --> 00:05:37.000]  他也擔心崇拜搞到這樣,是否可以呢?
[00:05:37.000 --> 00:05:41.000]  但對我來說,其實這是一種禮儀
[00:05:41.000 --> 00:05:43.000]  一種禮儀的展現
[00:05:43.000 --> 00:05:49.000]  禮儀可以是一些花、蠟燭,但也可以是一些其他的東西
[00:05:49.000 --> 00:05:54.000]  用了一些學校的元素來混合在一個崇拜裡面
[00:05:54.000 --> 00:06:01.000]  所以我們嘗試在一個傳統裡面去做一些新的事情
[00:06:01.000 --> 00:06:03.000]  這個可能大家記不記得,我找回了
[00:06:03.000 --> 00:06:08.000]  我們那時候奧運會,有些貼紙
[00:06:08.000 --> 00:06:13.000]  WhatsApp的貼紙,男子四百頁讀經,男子個人祈禱
[00:06:13.000 --> 00:06:20.000]  這些都是我們將現有文化轉化成教會的東西
[00:06:20.000 --> 00:06:23.000]  另外,當然當中也有些人參加過
[00:06:23.000 --> 00:06:29.000]  這個就是我們絕望研究所,也是一個很新的嘗試
[00:06:29.000 --> 00:06:32.000]  大家也有做一些話劇的東西
[00:06:32.000 --> 00:06:37.000]  當然,這個神樂百貨也是一個新的想法
[00:06:37.000 --> 00:06:42.000]  本身也是一個教導的講座
[00:06:42.000 --> 00:06:46.000]  但我們穿上制服,戴上棚子
[00:06:46.000 --> 00:06:48.000]  這三季裡面也是一個這樣的過程
[00:06:48.000 --> 00:06:56.000]  也是將一些已有的教會元素重新放一些新的東西進去
[00:06:56.000 --> 00:07:00.000]  當然,我今天暫時集齊了六張
[00:07:00.000 --> 00:07:06.000]  原來已經有一個系列的新潮度,挺厲害的
[00:07:06.000 --> 00:07:11.000]  這些都是一些新的嘗試
[00:07:11.000 --> 00:07:16.000]  當然,去年年尾的時候,也是一個新的想法
[00:07:16.000 --> 00:07:21.000]  這個未必是一個新的想法,但起碼是一個新的嘗試
[00:07:21.000 --> 00:07:26.000]  我們一起在戶外崇拜,在尖巴咀這個地方崇拜
[00:07:26.000 --> 00:07:33.000]  所以我們發覺,我們劉堂其實一直都是一間有創意的教會
[00:07:33.000 --> 00:07:38.000]  所以今天也想跟大家認真去思考
[00:07:38.000 --> 00:07:45.000]  這個創意究竟跟我們的信仰有什麼關係呢?
[00:07:45.000 --> 00:07:50.000]  其實我覺得創意,我們中文就會說有跟沒有
[00:07:50.000 --> 00:07:53.000]  我們有創意,或者沒有創意
[00:07:53.000 --> 00:07:57.000]  好像也很絕對,要麼有要麼沒有
[00:07:57.000 --> 00:08:02.000]  其實我想那個創意,中文裡面可能有一點誤導
[00:08:02.000 --> 00:08:07.000]  不是你有沒有創意,好像你天生沒有創意就沒得想
[00:08:07.000 --> 00:08:13.000]  其實我想創意這個字,本身就是一個創造的意志
[00:08:13.000 --> 00:08:18.000]  或者叫創作的意志,其實我們每個人應該都有
[00:08:18.000 --> 00:08:20.000]  這個我想說第一個point
[00:08:20.000 --> 00:08:26.000]  我們每個人作為一個creature,一個上帝所創造的一個人
[00:08:26.000 --> 00:08:31.000]  其實我們每個人都有這樣的能力去創造一些東西
[00:08:31.000 --> 00:08:36.000]  我們有這樣的意念,有這樣的意願,有這樣的意志
[00:08:36.000 --> 00:08:40.000]  來創造就是創意
[00:08:40.000 --> 00:08:45.000]  所以我們重新去定義,創意不是你有或沒有的問題
[00:08:45.000 --> 00:08:50.000]  而是你有沒有去發揮上帝給你應該要有的東西
[00:08:50.000 --> 00:08:58.000]  或者是很多的限制和局限之下,我們會不願意發揮我們的創意
[00:08:58.000 --> 00:09:01.000]  我們就會想這樣東西
[00:09:01.000 --> 00:09:09.000]  所以我們很明顯,整個創意這件事就回到上帝的創造
[00:09:09.000 --> 00:09:16.000]  上帝的創造是一個很特別的事情
[00:09:16.000 --> 00:09:23.000]  這個可能大家聽過,我們相信上帝是一個從沒有到有的創造
[00:09:23.000 --> 00:09:27.000]  這個字我們叫做creature ex nihilo
[00:09:27.000 --> 00:09:30.000]  這個字其實很多人都會誤解
[00:09:30.000 --> 00:09:34.000]  不是很真正明白這個字的意思
[00:09:34.000 --> 00:09:36.000]  什麼叫做creature ex nihilo呢?
[00:09:36.000 --> 00:09:41.000]  其實它不是純粹說一下就變出來
[00:09:41.000 --> 00:09:43.000]  就沒有東西變成有東西
[00:09:43.000 --> 00:09:46.000]  其實意思不是單單這樣
[00:09:46.000 --> 00:09:49.000]  creature ex nihilo其實是一個拉丁文
[00:09:49.000 --> 00:09:55.000]  其實你見到的ex是來自於拉丁文裡面的from字
[00:09:55.000 --> 00:09:58.000]  creation是來自於something
[00:09:58.000 --> 00:10:03.000]  如果你回想以前你會考DSE的英文
[00:10:03.000 --> 00:10:06.000]  我們以前都要背那些proposition
[00:10:06.000 --> 00:10:11.000]  make of stone, make by, make in china
[00:10:11.000 --> 00:10:14.000]  我們要填那些in of
[00:10:14.000 --> 00:10:17.000]  我們說make from是什麼意思呢?
[00:10:17.000 --> 00:10:20.000]  什麼叫make from something?
[00:10:20.000 --> 00:10:24.000]  純粹是從某些東西去做出來
[00:10:24.000 --> 00:10:27.000]  用某些東西去做某些東西出來
[00:10:27.000 --> 00:10:35.000]  所以古代的人當他們說上帝是creation out of nothingness的時候
[00:10:35.000 --> 00:10:38.000]  其實他不是單單說突然間變出來的意思
[00:10:38.000 --> 00:10:42.000]  而是上帝用了什麼東西去做出來
[00:10:42.000 --> 00:10:47.000]  上帝是從一些沒有東西變成一些東西出來
[00:10:47.000 --> 00:10:50.000]  所以那些沒有東西
[00:10:50.000 --> 00:10:52.000]  當然我們可以說這個topic很長
[00:10:52.000 --> 00:10:56.000]  所謂從沒有東西,nothingness
[00:10:56.000 --> 00:10:59.000]  其實是一些沒有東西
[00:10:59.000 --> 00:11:02.000]  但沒有東西的意思不是純粹沒有東西
[00:11:02.000 --> 00:11:06.000]  而是上帝在創造之前是什麼
[00:11:06.000 --> 00:11:08.000]  想想那個空間
[00:11:08.000 --> 00:11:12.000]  上帝在創造這個世界前有什麼在這裡?
[00:11:12.000 --> 00:11:14.000]  有沒有想過這個問題?
[00:11:14.000 --> 00:11:17.000]  只有上帝自己
[00:11:17.000 --> 00:11:20.000]  所以上帝在創造的時候
[00:11:20.000 --> 00:11:26.000]  其實他是真的從沒有東西做出來
[00:11:26.000 --> 00:11:29.000]  他不是creature extero
[00:11:29.000 --> 00:11:31.000]  不是從上帝做出來
[00:11:31.000 --> 00:11:33.000]  我們不是上帝本身
[00:11:33.000 --> 00:11:36.000]  所以上帝不是用上帝自己去做出來
[00:11:36.000 --> 00:11:40.000]  而是用一些沒有東西去做出來
[00:11:40.000 --> 00:11:42.000]  所以整件事
[00:11:42.000 --> 00:11:47.000]  我想說今天和我們這個creativity有關係的topic是什麼呢?
[00:11:47.000 --> 00:11:51.000]  上帝是真真正正從0到1
[00:11:51.000 --> 00:11:56.000]  上帝的創造
[00:11:56.000 --> 00:12:01.000]  其實他是真真正正從一個完全沒有東西
[00:12:01.000 --> 00:12:04.000]  去成為這麼多東西出來
[00:12:04.000 --> 00:12:07.000]  今天我們所說的創造
[00:12:07.000 --> 00:12:12.000]  基本上或多或少都是來自某些東西
[00:12:12.000 --> 00:12:14.000]  我們有些叫二創
[00:12:14.000 --> 00:12:17.000]  都是基於某些東西再做出來
[00:12:17.000 --> 00:12:19.000]  其實任何的創作
[00:12:19.000 --> 00:12:21.000]  起碼人的創作
