
[00:00:00.000 --> 00:00:04.000]  丙姐妹平安
[00:00:04.000 --> 00:00:09.000]  我看陳茂波和習近平都不帶,那我也不帶了
[00:00:09.000 --> 00:00:17.000]  (笑聲)
[00:00:17.000 --> 00:00:22.000]  留堂11月12月的主題是未來
[00:00:22.000 --> 00:00:27.000]  我經常覺得未來這個字是很futuristic的
[00:00:27.000 --> 00:00:32.000]  我自己是上世紀人,我自己在上世紀活了20年
[00:00:32.000 --> 00:00:39.000]  所以我整個少年時期都生活在XX年那些
[00:00:39.000 --> 00:00:45.000]  一直都很期盼著2000年那些,不知道大家是否這樣
[00:00:45.000 --> 00:00:49.000]  大家有沒有經歷過1999年的倒數?
[00:00:49.000 --> 00:00:52.000]  還記得1999年的倒數取值?
[00:00:52.000 --> 00:00:58.000]  在哪裡?如果你經歷過1999年的倒數的話
[00:00:58.000 --> 00:01:05.000]  可能你會記得1999年踏入2000年的複雜的心情
[00:01:05.000 --> 00:01:12.000]  首先你會知道什麼是千年蟲,你不知道的就算了
[00:01:12.000 --> 00:01:18.000]  你明白的,千年蟲,1999年的倒數是很複雜的
[00:01:18.000 --> 00:01:23.000]  既興奮又恐懼,又期待又有一點擔心
[00:01:23.000 --> 00:01:31.000]  再加上你是一個基督徒,1999年你心裡暗地裡有一個想法
[00:01:31.000 --> 00:01:35.000]  但你不敢跟別人說,因為你一說出來
[00:01:35.000 --> 00:01:39.000]  你會覺得好像很傻,但你又會相信
[00:01:39.000 --> 00:01:46.000]  你也想過一下,2000年是否就是聖經裡的千禧年?
[00:01:46.000 --> 00:01:50.000]  然後,千禧年是否會再來?是否會世界末日?
[00:01:50.000 --> 00:01:53.000]  有的,一定有這樣想過
[00:01:53.000 --> 00:01:59.000]  媽媽也想過,當你倒數的時候,會不會突然有什麼事情發生?
[00:01:59.000 --> 00:02:03.000]  所以記得1999年我在教會倒數
[00:02:03.000 --> 00:02:10.000]  5,4,3,2,1,Happy New Year,Happy 2000
[00:02:10.000 --> 00:02:14.000]  然後你就會看一看手錶,看手錶有沒有問題
[00:02:14.000 --> 00:02:18.000]  看一看窗戶,看手錶有沒有問題
[00:02:18.000 --> 00:02:21.000]  還沒有,沒有問題,Happy New Year
[00:02:21.000 --> 00:02:28.000]  我認為2022年是一個很復古的年頭
[00:02:28.000 --> 00:02:34.000]  我還沒有消化到原來自己在2022年的年份裡
[00:02:34.000 --> 00:02:38.000]  不知道大家有沒有看過《回到未來》?
[00:02:38.000 --> 00:02:42.000]  有嗎?有,是經典
[00:02:42.000 --> 00:02:48.000]  如果你看過的話,就知道2015年10月21日是什麼日子
[00:02:48.000 --> 00:02:52.000]  知不知道?2015年10月25日
[00:02:52.000 --> 00:03:00.000]  其實就是《回到未來》的主角在1987年坐著時光機去到未來
[00:03:00.000 --> 00:03:04.000]  主角坐著一架跑車的時光機
[00:03:04.000 --> 00:03:09.000]  當時速達到88英里,大概是八四公里
[00:03:09.000 --> 00:03:13.000]  就能夠穿梭到未來的裡面
[00:03:13.000 --> 00:03:16.000]  去到2015年10月21日
[00:03:16.000 --> 00:03:21.000]  我記得當時看電影的興奮感覺
[00:03:21.000 --> 00:03:27.000]  主角一下車,2015年是一個非常復古的年份
[00:03:27.000 --> 00:03:31.000]  大家看過的話,空中滑板
[00:03:31.000 --> 00:03:36.000]  Hoverboard,一按按鈕,Likey鞋會突然啜動
[00:03:36.000 --> 00:03:41.000]  就變成一隻腳的新科技,那些釘就變成很大塊Pizza的東西
[00:03:41.000 --> 00:03:46.000]  當然還有視像會議,Zoom很厲害
[00:03:46.000 --> 00:03:52.000]  這就是當時的2015年的感覺
[00:03:52.000 --> 00:03:59.000]  所以今年2022年,當我置身在一個比未來更加未來的未來
[00:03:59.000 --> 00:04:02.000]  有一種很特別的感覺
[00:04:02.000 --> 00:04:07.000]  原來小時候的未來已經過去了
[00:04:07.000 --> 00:04:14.000]  我沒辦法想像未來之後的未來會是怎樣
[00:04:14.000 --> 00:04:17.000]  是一個很奇怪的感覺
[00:04:17.000 --> 00:04:20.000]  小時候經常想將來會是怎樣
[00:04:20.000 --> 00:04:23.000]  但當你置身在將來的將來的時候
[00:04:23.000 --> 00:04:28.000]  你開始不太敢想,也不太想想我們的將來
[00:04:28.000 --> 00:04:32.000]  最少發現未來沒有你想像的那麼復古
[00:04:32.000 --> 00:04:35.000]  沒有你想像的那麼帥
[00:04:35.000 --> 00:04:40.000]  如果有一個人坐過時光機,由1989年來到2022年
[00:04:40.000 --> 00:04:44.000]  你會覺得很尷尬
[00:04:44.000 --> 00:04:48.000]  你不知道要帶什麼去介紹給他看
[00:04:48.000 --> 00:04:54.000]  原來未來人打扮這麼復古,每個人都戴著口罩,那麼帥
[00:04:54.000 --> 00:04:57.000]  我覺得會很懦弱
[00:04:57.000 --> 00:05:01.000]  但未來人很高科技,一進餐廳就會帶著高科技的東西
[00:05:01.000 --> 00:05:05.000]  會再掃一掃,再掃一掃,double verification
[00:05:05.000 --> 00:05:08.000]  整件事很有未來感
[00:05:08.000 --> 00:05:11.000]  原來未來人那麼著重健康
[00:05:11.000 --> 00:05:14.000]  小朋友到老人家都要檢查一次
[00:05:14.000 --> 00:05:17.000]  很快就檢查到
[00:05:17.000 --> 00:05:20.000]  唯一不變就是故事
[00:05:20.000 --> 00:05:24.000]  仍然維持在一個萬幾點的水平
[00:05:24.000 --> 00:05:28.000]  很親切,很安慰,很懷念
[00:05:28.000 --> 00:05:36.000]  所以對於未來,我們似乎沒有了小朋友時期的期盼
[00:05:36.000 --> 00:05:39.000]  不再是那些哆啦A夢式的未來
[00:05:39.000 --> 00:05:42.000]  也不是back to the future的未來
[00:05:42.000 --> 00:05:45.000]  你發現原來未來可以是很天啟式的
[00:05:45.000 --> 00:05:49.000]  即是瘋狂物思,即是Mad Max那種天格式的未來
[00:05:49.000 --> 00:05:53.000]  或者是整個世界都是Zombie的未來
[00:05:53.000 --> 00:05:58.000]  我也不知道何時開始發覺未來是越來越不像樣
[00:05:58.000 --> 00:06:02.000]  開始沒有了那份期盼,沒有了那份憧憬
[00:06:02.000 --> 00:06:06.000]  甚至是恐懼,甚至是絕望
[00:06:06.000 --> 00:06:09.000]  因此我們在Full Church這兩個月
[00:06:09.000 --> 00:06:13.000]  我們一起思想未來這個課題
[00:06:13.000 --> 00:06:17.000]  一起重新思考我們的信仰
[00:06:17.000 --> 00:06:22.000]  可以怎樣幫助我們和未來好好相處
[00:06:22.000 --> 00:06:24.000]  我們一起祈禱
[00:06:24.000 --> 00:06:28.000]  祈求祢帶領我們,讓今天的港島
[00:06:28.000 --> 00:06:30.000]  祢對我們說話
[00:06:30.000 --> 00:06:35.000]  祢告訴我們怎樣面對我們每一個人的未來
[00:06:35.000 --> 00:06:40.000]  幫助孩子不配,但祢親自的聖靈
[00:06:40.000 --> 00:06:42.000]  對我們每一個艇姐妹說話
[00:06:42.000 --> 00:06:45.000]  在網上的艇姐妹,在不同地方的艇姐妹
[00:06:45.000 --> 00:06:48.000]  我們一起求聽,求祢自己的說話
[00:06:48.000 --> 00:06:52.000]  求祢這樣來同在,逢春命求,阿們
[00:06:52.000 --> 00:06:57.000]  今天我們看一段經文是路加福音十九章十二到二十三節
[00:06:57.000 --> 00:07:02.000]  一段和本的標題叫做十定銀子的比喻
[00:07:02.000 --> 00:07:07.000]  經文有一段是平衡經文
[00:07:07.000 --> 00:07:10.000]  記載在馬拉福音的二十五章裏
[00:07:10.000 --> 00:07:13.000]  大家很熟悉的,就是這個財降的比喻
[00:07:13.000 --> 00:07:16.000]  兩段經文是很相似的
[00:07:16.000 --> 00:07:21.000]  無論是故事的橋段,故事的結構
[00:07:21.000 --> 00:07:26.000]  最後的結局都是很相似的兩個平衡的比喻
[00:07:26.000 --> 00:07:31.000]  兩段經文都說一個主人離開了他的地方
[00:07:31.000 --> 00:07:35.000]  分別把錢給他的僕人,叫他們去投資
[00:07:35.000 --> 00:07:38.000]  當他回來之後,第一個僕人賺了很多錢
[00:07:38.000 --> 00:07:40.000]  第二個僕人也賺了很多錢
[00:07:40.000 --> 00:07:45.000]  最後第三個僕人就把錢收起來
[00:07:45.000 --> 00:07:50.000]  收了主人的錢,最後被這個僕人去責備
[00:07:50.000 --> 00:07:53.000]  一個又惡又懶的僕人
[00:07:53.000 --> 00:07:59.000]  耶穌稱讚這些在生意獲利的僕人
[00:07:59.000 --> 00:08:03.000]  既良善又忠心的僕人
[00:08:03.000 --> 00:08:06.000]  兩個比喻都是同樣的套路
[00:08:06.000 --> 00:08:11.000]  不過當你細心去留意經文的時候
[00:08:11.000 --> 00:08:15.000]  你會發現經文之間有不同的出入
[00:08:15.000 --> 00:08:17.000]  一會兒我們會說出入
[00:08:17.000 --> 00:08:20.000]  所以一起去看,看今天的經文
[00:08:20.000 --> 00:08:25.000]  特別是今天的比喻裡面,我們選了路加的版本
[00:08:25.000 --> 00:08:28.000]  我們一起讀吧,讀一下經文
[00:08:28.000 --> 00:08:32.000]  第十二節開始,1,2,3
[00:08:32.000 --> 00:08:34.000]  好,謝謝
[00:08:34.000 --> 00:08:36.000]  基本上大家都很熟悉經文
[00:08:36.000 --> 00:08:39.000]  所以今天就不花時間說裡面的細節
[00:08:39.000 --> 00:08:45.000]  我可以說的是,如果我們去比較路加福音這個版本
[00:08:45.000 --> 00:08:48.000]  和馬太福音那個版本的時候
[00:08:48.000 --> 00:08:50.000]  當你去比較這兩個比喻
[00:08:50.000 --> 00:08:53.000]  你會發覺這兩個比喻裡面
[00:08:53.000 --> 00:09:00.000]  那些僕人用錢的方式和他們所賺取的回報是很有趣的
[00:09:00.000 --> 00:09:02.000]  你會發現有一個很特別的發現
[00:09:02.000 --> 00:09:07.000]  就是路加福音的版本所說的回報率
[00:09:07.000 --> 00:09:11.000]  是比馬太福音的回報率是瘋狂地高的
[00:09:11.000 --> 00:09:13.000]  大家記得嗎?
[00:09:13.000 --> 00:09:19.000]  馬太福音說的是五千銀紙,二千銀紙,一千銀紙
[00:09:19.000 --> 00:09:22.000]  相比之下,其實就是大概一倍回報
[00:09:22.000 --> 00:09:26.000]  五千那個賺到五千,二千那個賺到二千
[00:09:26.000 --> 00:09:28.000]  一千那個一千
[00:09:28.000 --> 00:09:36.000]  相比之下,路加福音的回報率是非常高的
[00:09:36.000 --> 00:09:39.000]  一錠銀紙賺多少?
[00:09:39.000 --> 00:09:45.000]  一錠銀紙賺到十錠,一倍十,比概念
[00:09:45.000 --> 00:09:50.000]  一萬元可以賺到一百萬
[00:09:50.000 --> 00:09:54.000]  一個非常瘋狂的回報
[00:09:54.000 --> 00:09:56.000]  (十萬)
[00:09:56.000 --> 00:10:00.000]  對不起,十萬,我瘋了
[00:10:00.000 --> 00:10:02.000]  一萬元賺到十萬,也很厲害吧
[00:10:02.000 --> 00:10:05.000]  十萬賺到一百萬
[00:10:05.000 --> 00:10:08.000]  就算是第二個撥銀,也有五倍
[00:10:08.000 --> 00:10:13.000]  一個銀紙賺到五個銀紙,五倍的回報率
[00:10:13.000 --> 00:10:15.000]  哪裡找得到呢?
[00:10:15.000 --> 00:10:23.000]  所以馬太福音的比喻和路加是兩個完全不同的檔次
[00:10:23.000 --> 00:10:28.000]  我們問,究竟怎樣才叫做有十倍的利潤?
[00:10:28.000 --> 00:10:36.000]  你也知道,你要有十倍利潤,就要有十倍的風險
[00:10:36.000 --> 00:10:40.000]  利潤越高,風險就越大
[00:10:40.000 --> 00:10:42.000]  這是天然的定律
[00:10:42.000 --> 00:10:48.000]  股票、期權、債券、大小、鞋、桌上遊戲,都是一樣
[00:10:48.000 --> 00:10:50.000]  全部都是這個定律
[00:10:50.000 --> 00:10:53.000]  回報越高,你要賭博的風險產生越大
[00:10:53.000 --> 00:10:56.000]  你想想,這幾年你也知道NPF
[00:10:56.000 --> 00:11:00.000]  曾經你提到進取基金的話
[00:11:00.000 --> 00:11:04.000]  這幾年NPF也會跌得很進取
[00:11:04.000 --> 00:11:10.000]  所以路加福音說賺了十倍、五倍的捕銀
[00:11:10.000 --> 00:11:16.000]  其實他們同時也在承受十倍和五倍的風險
[00:11:16.000 --> 00:11:19.000]  我們問,甚麼叫做十倍風險?
[00:11:19.000 --> 00:11:21.000]  是甚麼感覺?
[00:11:21.000 --> 00:11:24.000]  為了呈現這個感覺
[00:11:24.000 --> 00:11:28.000]  我嘗試翻查賭博的網站
[00:11:28.000 --> 00:11:32.000]  一倍十是一個甚麼形勢呢?
[00:11:32.000 --> 00:11:35.000]  今晚有一場德甲
[00:11:35.000 --> 00:11:39.000]  哈化柏林對拜恩姆尼克
[00:11:39.000 --> 00:11:42.000]  主場哈化柏林對拜恩姆尼克
[00:11:42.000 --> 00:11:44.000]  賠率是一倍十
[00:11:44.000 --> 00:11:47.000]  主場哈化柏林贏拜恩是一倍十
[00:11:47.000 --> 00:11:50.000]  我做了柏林六年
[00:11:50.000 --> 00:11:55.000]  我曾經親自參與柏林主場對拜恩姆尼克
[00:11:55.000 --> 00:11:58.000]  那時我買了一件哈化柏林的頸巾進去捧場
[00:11:58.000 --> 00:12:01.000]  六比零,被人炒六比零
[00:12:01.000 --> 00:12:05.000]  所以你明白有多困難
[00:12:05.000 --> 00:12:09.000]  今晚我們試試賭一下
[00:12:09.000 --> 00:12:12.000]  想想誰會買柏林的東西
[00:12:12.000 --> 00:12:13.000]  一倍十
[00:12:13.000 --> 00:12:16.000]  今晚你不熟悉德甲也好
[00:12:16.000 --> 00:12:17.000]  你想想世界盃
[00:12:17.000 --> 00:12:19.000]  首爾奧克利亞世界盃
[00:12:19.000 --> 00:12:22.000]  英格蘭第一場對哪一隊
[00:12:22.000 --> 00:12:23.000]  對伊朗
[00:12:23.000 --> 00:12:26.000]  同樣賭球網的資料
[00:12:26.000 --> 00:12:31.000]  伊朗贏英格蘭的賠率是一倍十
[00:12:31.000 --> 00:12:37.000]  OK的,英格蘭有時也會踢一些球出來
[00:12:37.000 --> 00:12:41.000]  但你說伊朗不是很厲害,當然不厲害
[00:12:41.000 --> 00:12:43.000]  你要去英格蘭是沒甚麼可能的事
[00:12:43.000 --> 00:12:44.000]  一倍十就是
[00:12:44.000 --> 00:12:46.000]  這就是風險
[00:12:46.000 --> 00:12:48.000]  不是沒可能,就是難度高
[00:12:48.000 --> 00:12:51.000]  非常非常難度高
[00:12:51.000 --> 00:12:56.000]  這就是十倍風險的感覺
[00:12:56.000 --> 00:12:59.000]  原來,星馬哥告訴你
[00:12:59.000 --> 00:13:04.000]  耶穌所稱讚的忠心有良善的僕人
[00:13:04.000 --> 00:13:08.000]  這班賺到飛起的十個銀子的僕人
[00:13:08.000 --> 00:13:13.000]  同樣是承受著十倍風險的一班人
[00:13:13.000 --> 00:13:14.000]  真人,真人
[00:13:14.000 --> 00:13:17.000]  沒有一個上主所交託我們的責任
[00:13:17.000 --> 00:13:19.000]  是不需要受風險的
[00:13:19.000 --> 00:13:24.000]  沒有一件美善的事是不需要付代價的
[00:13:24.000 --> 00:13:28.000]  任何我們向上主交代負責的人
[00:13:28.000 --> 00:13:31.000]  不怕,即是基督徒,教會也好
[00:13:31.000 --> 00:13:35.000]  我們都要為一些上主美善的事
[00:13:35.000 --> 00:13:38.000]  去承擔一些風險
[00:13:38.000 --> 00:13:40.000]  尤其是今天的社會
[00:13:40.000 --> 00:13:42.000]  任何一件事,真是的
[00:13:42.000 --> 00:13:45.000]  真是每一件事,一件美善的事
[00:13:45.000 --> 00:13:49.000]  你都要冒上風險去做
[00:13:49.000 --> 00:13:52.000]  我們看到大把例子
[00:13:52.000 --> 00:13:55.000]  教會做一些應該要做的事的時候
[00:13:55.000 --> 00:13:58.000]  就要負上一些風險去做
[00:13:58.000 --> 00:14:02.000]  耶穌稱讚這些承擔風險的人
[00:14:02.000 --> 00:14:05.000]  做一個忠心的僕人
