
[00:00:00.000 --> 00:00:02.960]  第一天的早上平安
[00:00:02.960 --> 00:00:06.240]  今天是教會聖週六的日子
[00:00:06.240 --> 00:00:09.480]  是耶穌被釘死在十字架上
[00:00:09.480 --> 00:00:13.200]  和他復活是中間的星期六的晚上
[00:00:13.200 --> 00:00:15.080]  而我們今天藉著一句
[00:00:15.080 --> 00:00:18.760]  耶穌在十字架上的說話來默想
[00:00:18.760 --> 00:00:22.960]  究竟耶穌想說些什麼呢?
[00:00:22.960 --> 00:00:26.400]  我的神 我的神 為什麼離棄我?
[00:00:26.400 --> 00:00:31.280]  這句話是耶穌在十字架上的一句說話
[00:00:31.280 --> 00:00:34.400]  如果我們翻開四卷的福音書
[00:00:34.400 --> 00:00:35.760]  我們不難發現
[00:00:35.760 --> 00:00:38.200]  耶穌是說過七句的說話
[00:00:38.200 --> 00:00:39.760]  在十字架上
[00:00:39.760 --> 00:00:42.640]  但如果我們今天只看《馬學福音》的話
[00:00:42.640 --> 00:00:46.080]  《馬學福音》就只記載了這句說話
[00:00:46.080 --> 00:00:48.640]  所以可以說在作者的眼中
[00:00:48.640 --> 00:00:51.080]  這句說話是很重要的
[00:00:51.080 --> 00:00:53.960]  至少在他的寫作裡面
[00:00:53.960 --> 00:00:56.960]  我們知道這句說話應該有些分量
[00:00:56.960 --> 00:00:59.840]  要傳遞一些訊息
[00:00:59.840 --> 00:01:02.680]  要搞清楚這句說話說些什麼呢?
[00:01:02.680 --> 00:01:06.600]  首先我們就要回到那首詩
[00:01:06.600 --> 00:01:09.560]  我的神 我的神 為什麼離棄我?
[00:01:09.560 --> 00:01:13.480]  它是出自詩篇二十二篇的第一節
[00:01:13.480 --> 00:01:14.280]  要搞清楚
[00:01:14.280 --> 00:01:15.520]  我們第一個部分
[00:01:15.520 --> 00:01:18.200]  我們就首先回到詩篇二十二篇
[00:01:18.200 --> 00:01:21.160]  我們就去嘗試去讀一下
[00:01:21.160 --> 00:01:24.280]  究竟耶穌心裡想的那首詩
[00:01:24.280 --> 00:01:25.320]  祂說出來
[00:01:25.320 --> 00:01:27.240]  究竟祂想說些什麼呢?
[00:01:27.240 --> 00:01:30.240]  抱歉 字有一點小
[00:01:30.240 --> 00:01:35.800]  如果大家有手機也可以拿出來看看
[00:01:35.800 --> 00:01:40.520]  這首詩是一首很奇特的詩
[00:01:40.520 --> 00:01:43.960]  但它的內容也不是很難明白
[00:01:43.960 --> 00:01:48.000]  如果我們將這首詩分成兩個大部分
[00:01:48.000 --> 00:01:49.480]  一到二十一節
[00:01:49.480 --> 00:01:51.680]  二十二到三十一節的話
[00:01:51.680 --> 00:01:53.640]  這首詩大概一到二十一節
[00:01:53.640 --> 00:01:56.920]  就是詩人向上帝的呼求
[00:01:56.920 --> 00:01:59.600]  第一節就已經概括了
[00:01:59.600 --> 00:02:02.920]  他向上帝的呼求
[00:02:02.920 --> 00:02:05.840]  我的神 我的神 為什麼離棄我?
[00:02:05.840 --> 00:02:09.920]  詩人是一個相當困苦的狀況
[00:02:09.920 --> 00:02:11.360]  不是一般的困苦
[00:02:11.360 --> 00:02:14.280]  是非常艱苦
[00:02:14.280 --> 00:02:16.720]  艱苦到一個地步
[00:02:16.720 --> 00:02:20.200]  連詩人從小到大都跟從神
[00:02:20.200 --> 00:02:23.200]  從小到大都堅信上帝的人
[00:02:23.200 --> 00:02:25.040]  都會去到一個地步
[00:02:25.040 --> 00:02:29.120]  他會覺得上帝離開了他
[00:02:29.120 --> 00:02:30.280]  一路說
[00:02:30.280 --> 00:02:33.000]  第一部分就是上帝的沉默
[00:02:33.000 --> 00:02:36.480]  他怎樣呼求都好像沒有什麼回應
[00:02:36.480 --> 00:02:40.240]  然後到下面就開始再說
[00:02:40.240 --> 00:02:42.200]  危機開始逼近
[00:02:42.200 --> 00:02:44.520]  開始有些人圍攻他
[00:02:44.520 --> 00:02:46.040]  下一頁
[00:02:46.040 --> 00:02:49.160]  開始有些人圍攻他
[00:02:49.160 --> 00:02:52.600]  然後危機就越來越明顯
[00:02:52.600 --> 00:02:54.600]  越來越有意境
[00:02:54.600 --> 00:02:56.560]  開始有些獅子的口
[00:02:56.560 --> 00:02:58.040]  有些公牛的角
[00:02:58.040 --> 00:03:00.120]  有些刀劍
[00:03:00.120 --> 00:03:01.440]  讀下去你會發現
[00:03:01.440 --> 00:03:06.240]  詩人身處在一個非常艱難和困苦的狀況
[00:03:06.240 --> 00:03:10.120]  這就是第一部分
[00:03:10.120 --> 00:03:11.880]  然後我們轉到第二個部分
[00:03:11.880 --> 00:03:14.280]  就是二十二到三十一節
[00:03:14.280 --> 00:03:19.200]  詩人向上帝發出很多讚美的聲音
[00:03:19.200 --> 00:03:21.600]  我要在兄弟的會中來讚美你
[00:03:21.600 --> 00:03:24.280]  全地都要敬拜你
[00:03:24.280 --> 00:03:27.400]  一路說到三十一節
[00:03:27.400 --> 00:03:29.120]  這些讚美的聲音
[00:03:29.120 --> 00:03:30.840]  我們都不陌生
[00:03:30.840 --> 00:03:33.560]  因為詩篇裡面都有很多首詩
[00:03:33.560 --> 00:03:36.520]  是這樣去讚美上帝
[00:03:36.520 --> 00:03:38.440]  但奇就奇在
[00:03:38.440 --> 00:03:42.200]  這首詩是將這兩個部分放在一起
[00:03:42.200 --> 00:03:48.920]  就是獸父在困苦的狀況裡
[00:03:48.920 --> 00:03:52.480]  和詩人在讚美的狀況裡
[00:03:52.480 --> 00:03:56.520]  這首詩就將這兩個部分放在一起
[00:03:56.520 --> 00:03:59.480]  這就是這首詩最奇特的地方
[00:03:59.480 --> 00:04:02.400]  也是最難解釋的地方
[00:04:02.400 --> 00:04:06.520]  唯一一個我們能夠爭論的地方
[00:04:06.520 --> 00:04:11.640]  就是二十一節
[00:04:11.640 --> 00:04:14.240]  如果你看這些譯本
[00:04:14.240 --> 00:04:18.160]  你會發現他將一個時態的字加進去
[00:04:18.160 --> 00:04:20.920]  就是已經英文了
[00:04:20.920 --> 00:04:21.800]  這樣不難明白
[00:04:21.800 --> 00:04:24.680]  因為在譯者的世界裡
[00:04:24.680 --> 00:04:27.720]  他會覺得這兩個部分放不在一起
[00:04:27.720 --> 00:04:29.160]  所以要怎麼做呢
[00:04:29.160 --> 00:04:31.840]  就是要將它連結
[00:04:31.840 --> 00:04:34.280]  當加了一個時態進去
[00:04:34.280 --> 00:04:37.480]  這件事就好像變得有點合理
[00:04:37.480 --> 00:04:40.040]  就是詩人一開始的祈求
[00:04:40.040 --> 00:04:42.040]  然後呼求 再求
[00:04:42.040 --> 00:04:44.000]  到某一個時候
[00:04:44.000 --> 00:04:45.680]  上帝回應了他
[00:04:45.680 --> 00:04:48.160]  當上帝回應了他的時候
[00:04:48.160 --> 00:04:50.720]  他就可以因為上帝的回應
[00:04:50.720 --> 00:04:53.680]  來發出讚美的聲音
[00:04:53.680 --> 00:04:56.720]  通常我們說禱告得到回應
[00:04:56.720 --> 00:04:59.680]  然後我們就讚美上帝
[00:04:59.680 --> 00:05:03.240]  大體上加了一個時態進去
[00:05:03.240 --> 00:05:05.440]  就有這個意思
[00:05:05.440 --> 00:05:10.640]  但如果我們細心地看這節經文的話
[00:05:10.640 --> 00:05:13.560]  首先第一件事就是希伯來文的世界
[00:05:13.560 --> 00:05:17.080]  不一定有一個這麼明顯的時序
[00:05:17.080 --> 00:05:19.360]  希伯來文不同英文
[00:05:19.360 --> 00:05:21.640]  不是有些past tense
[00:05:21.640 --> 00:05:23.120]  perfect tense
[00:05:23.120 --> 00:05:24.480]  present continuous
[00:05:24.480 --> 00:05:26.920]  就是很多的時態
[00:05:26.920 --> 00:05:28.680]  藉著這些tense
[00:05:28.680 --> 00:05:31.360]  我們就會知道時間的次序
[00:05:31.360 --> 00:05:35.160]  但希伯來文的世界就未必一定是這樣
[00:05:35.160 --> 00:05:38.240]  加上這節再卡一點
[00:05:38.240 --> 00:05:40.680]  就是他有些抄本上的問題
[00:05:40.680 --> 00:05:42.480]  不同的抄本
[00:05:42.480 --> 00:05:45.480]  對於這句話都有一些不同的抄法
[00:05:45.480 --> 00:05:47.680]  所以字眼都會有些不同
[00:05:47.680 --> 00:05:49.880]  所以如果很簡單地說
[00:05:49.880 --> 00:05:52.360]  這句話比較自然的翻譯
[00:05:52.360 --> 00:05:53.520]  就是A的那個
[00:05:53.520 --> 00:05:56.040]  就是求你救我脫離獅子的口
[00:05:56.040 --> 00:05:59.320]  也求你在野牛的角那裡應運我
[00:05:59.320 --> 00:06:01.720]  就是一個排比句
[00:06:01.720 --> 00:06:03.240]  其實都是詩人
[00:06:03.240 --> 00:06:06.560]  在困苦裡面向上帝的一些呼求
[00:06:06.560 --> 00:06:07.880]  又或者好像B那樣
[00:06:07.880 --> 00:06:09.760]  如果我們用另一些抄本
[00:06:09.760 --> 00:06:12.600]  就是求你救我脫離獅子的口
[00:06:12.600 --> 00:06:13.800]  脫離野牛的角
[00:06:13.800 --> 00:06:17.360]  我的困苦裡都是求你去拯救我
[00:06:17.360 --> 00:06:22.080]  如果我們採取一些比較自然的翻譯的話
[00:06:22.080 --> 00:06:24.520]  其實這兩個部分
[00:06:24.520 --> 00:06:26.480]  基本上是放不在一起的
[00:06:26.480 --> 00:06:28.240]  就是1到21節
[00:06:28.240 --> 00:06:30.520]  22到31節
[00:06:30.520 --> 00:06:34.640]  一段就是詩人的困苦一直祈求
[00:06:34.640 --> 00:06:35.840]  沒有回應
[00:06:35.840 --> 00:06:39.680]  然後另一段就是詩人向上帝發出
[00:06:39.680 --> 00:06:43.480]  很多很多讚美的聲音
[00:06:43.480 --> 00:06:46.920]  如果要去明白這首詩說什麼
[00:06:46.920 --> 00:06:49.560]  或者為什麼耶穌要引用這首詩呢
[00:06:49.560 --> 00:06:52.480]  我們就要去第二個部分
[00:06:52.480 --> 00:06:55.400]  就是我們回到《馬學福音》那裡
[00:06:55.400 --> 00:06:58.840]  我們嘗試從《馬學福音》的一些結構
[00:06:58.840 --> 00:07:02.880]  或者從《馬學福音》的角度去理解
[00:07:02.880 --> 00:07:07.440]  究竟耶穌為什麼要引用這首詩
[00:07:07.440 --> 00:07:10.400]  《馬學福音》如果我們也很簡單地
[00:07:10.400 --> 00:07:12.880]  把它分成兩個部分
[00:07:12.880 --> 00:07:16.280]  1到13章 14到16章
[00:07:16.280 --> 00:07:17.960]  你會發現很神奇的
[00:07:17.960 --> 00:07:20.800]  這兩個部分的耶穌
[00:07:20.800 --> 00:07:23.320]  甚至你可以說不是同一個人
[00:07:23.320 --> 00:07:24.400]  為什麼這麼說呢
[00:07:24.400 --> 00:07:26.160]  14到16章
[00:07:26.160 --> 00:07:29.560]  在傳統上來說叫做Personal narrative
[00:07:29.560 --> 00:07:33.320]  就是耶穌受苦的技術
[00:07:33.320 --> 00:07:37.880]  1到13章就是耶穌傳道的事蹟
[00:07:37.880 --> 00:07:42.200]  如果我們看1到13章裡面的耶穌是怎樣的呢
[00:07:42.200 --> 00:07:45.920]  他是一個非常厲害的人
[00:07:45.920 --> 00:07:48.200]  由出道開始
[00:07:48.200 --> 00:07:51.080]  就是愚人就是辯論的
[00:07:51.080 --> 00:07:53.480]  沒有人能夠比他更厲害
[00:07:53.480 --> 00:07:57.920]  然後有很多群眾會頒佩他的說法
[00:07:57.920 --> 00:07:59.840]  甚至他去聖殿
[00:07:59.840 --> 00:08:03.440]  遇到一些精英的階層
[00:08:03.440 --> 00:08:07.200]  都是沒有辦法可以反駁的
[00:08:07.200 --> 00:08:10.480]  接著還有那些病痛
[00:08:10.480 --> 00:08:11.840]  被鬼附
[00:08:11.840 --> 00:08:13.880]  你看1到13章的經文
[00:08:13.880 --> 00:08:16.000]  你不會覺得耶穌很困難
[00:08:16.000 --> 00:08:17.400]  見病就醫病
[00:08:17.400 --> 00:08:19.400]  見鬼就趕鬼
[00:08:19.400 --> 00:08:24.920]  甚至有一些沒有聽過的神蹟奇事都會出現
[00:08:24.920 --> 00:08:26.760]  譬如是五餅二魚
[00:08:26.760 --> 00:08:28.560]  可以餵飽五千人
[00:08:28.560 --> 00:08:29.840]  李海
[00:08:29.840 --> 00:08:32.560]  接著還要斥責風和浪
[00:08:32.560 --> 00:08:34.360]  很多很多這些事
[00:08:34.360 --> 00:08:36.080]  如果我們加在一起去看
[00:08:36.080 --> 00:08:38.920]  1到13章的耶穌是很強勢的
[00:08:38.920 --> 00:08:42.480]  或者是一個萬眾期待的救主
[00:08:42.480 --> 00:08:48.840]  基本上大家都認定了他是一個領袖的狀況
[00:08:48.840 --> 00:08:53.680]  但如果我們去看14到16章的時候
[00:08:53.680 --> 00:08:57.800]  我們就會發現有另一個耶穌
[00:08:57.800 --> 00:08:59.680]  這個耶穌是怎樣的呢?
[00:08:59.680 --> 00:09:02.520]  這個耶穌首先會被人出賣
[00:09:02.520 --> 00:09:04.520]  他會被猶大出賣
[00:09:04.520 --> 00:09:07.680]  然後他是沒有辦法回應的
[00:09:07.680 --> 00:09:09.120]  接著這個耶穌
[00:09:09.120 --> 00:09:11.160]  會在《赫西瑪利園》裡面
[00:09:11.160 --> 00:09:15.040]  他會說他不想拿這個虎杯
[00:09:15.040 --> 00:09:17.680]  這個耶穌當被捉拿的時候
[00:09:17.680 --> 00:09:20.960]  那些門徒是會離他而去的
[00:09:20.960 --> 00:09:23.640]  這個耶穌在受審的時候
[00:09:23.640 --> 00:09:24.880]  是會被人打
[00:09:24.880 --> 00:09:26.440]  會被人侮辱
[00:09:26.440 --> 00:09:31.480]  然後他的門徒是要公開不認他
[00:09:31.480 --> 00:09:33.800]  甚至去到15章
[00:09:33.800 --> 00:09:37.240]  這個耶穌是要被眾人唾棄
[00:09:37.240 --> 00:09:40.200]  那些人要選一個殺人犯
[00:09:40.200 --> 00:09:42.400]  都不選他
[00:09:42.400 --> 00:09:43.240]  去到後面
[00:09:43.240 --> 00:09:44.920]  落在冰冰的手中
[00:09:44.920 --> 00:09:46.720]  就被鞭打
[00:09:46.720 --> 00:09:48.160]  經文特別說到
[00:09:48.160 --> 00:09:51.640]  有一個人要幫耶穌背十字架
[00:09:51.640 --> 00:09:53.120]  因為耶穌被人打到
[00:09:53.120 --> 00:09:54.200]  他自己背不起來
[00:09:54.200 --> 00:09:58.160]  是很辛苦很慘的
[00:09:58.160 --> 00:10:00.240]  如果我們將這些東西加起來
[00:10:00.240 --> 00:10:01.200]  你會發現
[00:10:01.200 --> 00:10:03.760]  14到16章裡面的耶穌
[00:10:03.760 --> 00:10:05.840]  是一個沒有能力
[00:10:05.840 --> 00:10:07.320]  是一個很軟弱
[00:10:07.320 --> 00:10:09.600]  甚至是一個很
[00:10:09.600 --> 00:10:12.400]  說不出他是不是一個領袖的狀況
[00:10:12.400 --> 00:10:15.720]  因為這件事情真的很差
[00:10:15.720 --> 00:10:19.520]  當然這麼大的對比
[00:10:19.520 --> 00:10:22.200]  我們可以說作者是很刻意的
[00:10:22.200 --> 00:10:24.120]  因為如果我們跳出來想
[00:10:24.120 --> 00:10:27.320]  如果你要寫一個關於
[00:10:27.320 --> 00:10:29.840]  殉道者的故事
[00:10:29.840 --> 00:10:31.320]  你未必會這樣寫
[00:10:31.320 --> 00:10:33.200]  或者我也不會這樣寫
[00:10:33.200 --> 00:10:35.120]  通常殉道者的故事
[00:10:35.120 --> 00:10:38.440]  都是會說他多厲害
[00:10:38.440 --> 00:10:41.560]  通常都會說他怎樣去到堅持
[00:10:41.560 --> 00:10:43.840]  或者如果我們真的寫一個
[00:10:43.840 --> 00:10:45.640]  很正面的殉道者故事
[00:10:45.640 --> 00:10:49.080]  黑西瑪利元這個片段一定是不會寫下去的
