
[00:00:00.000 --> 00:00:04.400]  今天好像很多人見到
[00:00:04.400 --> 00:00:09.600]  今天講的主題是自由
[00:00:09.600 --> 00:00:11.600]  等一下,我先去PowerPoint
[00:00:11.600 --> 00:00:21.600]  今天講自由是很艱難的
[00:00:21.600 --> 00:00:25.600]  或者這個月講自由這個課題其實很諷刺
[00:00:25.600 --> 00:00:29.600]  有人開始沒有自由
[00:00:29.600 --> 00:00:39.600]  那個的……大家明白吧
[00:00:39.600 --> 00:00:45.600]  所以今天講自由其實是很難去講
[00:00:45.600 --> 00:00:49.600]  尤其是當自由開始不容易的時候
[00:00:49.600 --> 00:00:53.600]  要講一個自由課題的時候其實很艱難
[00:00:53.600 --> 00:00:57.600]  今天想講的是講初一及二
[00:00:57.600 --> 00:01:01.600]  其實我不是想講十二章的二十至三十
[00:01:01.600 --> 00:01:06.600]  我是想講整卷的初一及二
[00:01:06.600 --> 00:01:09.600]  我不想很勇敢地講整卷
[00:01:09.600 --> 00:01:11.600]  所以我找了幾節來講
[00:01:11.600 --> 00:01:13.600]  我希望今天主要想講
[00:01:13.600 --> 00:01:15.600]  整個初一及二是甚麼來的
[00:01:15.600 --> 00:01:19.600]  尤其是當我們講初一及二的時候
[00:01:19.600 --> 00:01:21.600]  是一個自由的過程
[00:01:21.600 --> 00:01:26.600]  由埃及的哥山地到抗野再到加南
[00:01:26.600 --> 00:01:30.600]  我們通常都會把初一及二看作自由的過程
[00:01:30.600 --> 00:01:33.600]  但我想今天看一看初一及二是甚麼來的
[00:01:33.600 --> 00:01:35.600]  其實我想花點力氣
[00:01:35.600 --> 00:01:39.600]  我按不到的,是嗎?
[00:01:39.600 --> 00:01:43.600]  其實不知道是誰按的
[00:01:43.600 --> 00:01:48.600]  我想在講初一及二之前先講「創世」
[00:01:48.600 --> 00:01:52.600]  「創世」其實永遠都是從混亂裏面有秩序的
[00:01:52.600 --> 00:01:58.600]  創世記第一章裏面講的神的靈運行在水面上
[00:01:58.600 --> 00:02:01.600]  那個運行其實不是解運行那麼簡單
[00:02:01.600 --> 00:02:03.600]  其實應該是衝擊
[00:02:03.600 --> 00:02:07.600]  衝擊水面上,水面上的意思是在解混亂
[00:02:07.600 --> 00:02:09.600]  所以由混亂到秩序
[00:02:09.600 --> 00:02:12.600]  基本上是創世記第一章裏面想講的主題
[00:02:12.600 --> 00:02:16.600]  而初一及二基本上整個脈絡
[00:02:16.600 --> 00:02:21.600]  都是在跟從創世記的創世觀念去講
[00:02:21.600 --> 00:02:26.600]  都是從混亂裏面有自由,有秩序
[00:02:26.600 --> 00:02:31.600]  我想大約在講初一及二的時候先講創世記一點
[00:02:31.600 --> 00:02:33.600]  原來這個是我按的
[00:02:33.600 --> 00:02:36.600]  混亂是甚麼來的呢?
[00:02:36.600 --> 00:02:38.600]  Chaos是甚麼來的呢?
[00:02:38.600 --> 00:02:42.600]  Chaos其實是從不習慣到習慣
[00:02:42.600 --> 00:02:46.600]  混亂是由不習慣到習慣的東西
[00:02:46.600 --> 00:02:51.600]  我看著自己的肚腩的時候
[00:02:51.600 --> 00:02:55.600]  二十年前我是大約29吋
[00:02:55.600 --> 00:03:00.600]  二十年前,這二十年就開始墮落
[00:03:00.600 --> 00:03:03.600]  其實你很想把它撕掉
[00:03:03.600 --> 00:03:06.600]  我現在一直有做的
[00:03:06.600 --> 00:03:10.600]  不過做著做著就看著自己其實都習慣了
[00:03:10.600 --> 00:03:14.600]  你明白嗎?我老婆最近很壞
[00:03:14.600 --> 00:03:19.600]  她最近做了一個動來動去的拉筋
[00:03:19.600 --> 00:03:22.600]  女生做的那些
[00:03:22.600 --> 00:03:25.600]  我又不是說她做健身那些,她是動來動去的
[00:03:25.600 --> 00:03:28.600]  她給了我她教練的六塊腹肌的照片
[00:03:28.600 --> 00:03:32.600]  有一天她說「你的胎尾不見了」
[00:03:32.600 --> 00:03:35.600]  「你是不是扔掉了?你不要這樣」
[00:03:35.600 --> 00:03:37.600]  還要罵我
[00:03:37.600 --> 00:03:43.600]  不習慣到習慣是在混亂裏面必然會面對的東西
[00:03:43.600 --> 00:03:46.600]  因為你在混亂裏面的時候
[00:03:46.600 --> 00:03:48.600]  你覺得初學者是不習慣的
[00:03:48.600 --> 00:03:51.600]  不要理他,我按的嗎?
[00:03:51.600 --> 00:03:53.600]  不去吧,希望不是我吧
[00:03:53.600 --> 00:03:56.600]  我還是不要碰他
[00:03:56.600 --> 00:04:01.600]  不習慣是你回到習慣
[00:04:01.600 --> 00:04:03.600]  現在你就很習慣了
[00:04:03.600 --> 00:04:07.600]  因為你買的衣服、褲子就不會買回29吋
[00:04:07.600 --> 00:04:11.600]  你會習慣你買不到以前的尺寸
[00:04:11.600 --> 00:04:13.600]  就算你平時裝作很努力
[00:04:13.600 --> 00:04:16.600]  做一些不同的事情,你期望會成功
[00:04:16.600 --> 00:04:19.600]  但這十年來你知道其實是很艱難的
[00:04:19.600 --> 00:04:21.600]  所以混亂是甚麼來的?
[00:04:21.600 --> 00:04:25.600]  混亂是從不習慣到習慣
[00:04:25.600 --> 00:04:29.600]  我下一張是說甚麼的?
[00:04:29.600 --> 00:04:33.600]  幸好人生有iPhone
[00:04:33.600 --> 00:04:36.600]  沒有iPhone就會很不習慣
[00:04:36.600 --> 00:04:40.600]  自由是甚麼呢?
[00:04:40.600 --> 00:04:44.600]  自由是從習慣到不習慣
[00:04:44.600 --> 00:04:47.600]  自由其實是甚麼呢?
[00:04:47.600 --> 00:04:53.600]  我們想有些東西是自由
[00:04:53.600 --> 00:04:55.600]  不用做的,我剛才看到有人打電話
[00:04:55.600 --> 00:04:57.600]  不用上班,想自由上班
[00:04:57.600 --> 00:05:01.600]  大家開心
[00:05:01.600 --> 00:05:03.600]  我給你一個重點,還是怎樣?
[00:05:03.600 --> 00:05:05.600]  不好意思
[00:05:05.600 --> 00:05:13.600]  你期望的是沒有壓迫下的東西就叫自由
[00:05:13.600 --> 00:05:16.600]  但其實只要不上班一年或兩年
[00:05:16.600 --> 00:05:18.600]  你每天在馬爾代夫
[00:05:18.600 --> 00:05:20.600]  其實那是不自由的
[00:05:20.600 --> 00:05:24.600]  所以自由是甚麼來的?
[00:05:24.600 --> 00:05:27.600]  不是說你沒有了一件事的問題
[00:05:27.600 --> 00:05:30.600]  其實自由是說一件事
[00:05:30.600 --> 00:05:35.600]  你由習慣到不習慣
[00:05:35.600 --> 00:05:37.600]  甚麼意思呢?
[00:05:37.600 --> 00:05:44.600]  例如我最近的事
[00:05:44.600 --> 00:05:46.600]  不要說大家的事,都是說我自己的事
[00:05:46.600 --> 00:05:48.600]  最近我做完身體檢查
[00:05:48.600 --> 00:05:50.600]  做完身體檢查,五年沒有做
[00:05:50.600 --> 00:05:52.600]  五年沒有做身體檢查會發生甚麼事呢?
[00:05:52.600 --> 00:05:54.600]  就會很害怕
[00:05:54.600 --> 00:05:56.600]  你可想像五年沒有做身體檢查
[00:05:56.600 --> 00:05:58.600]  就會很害怕身體檢查會出甚麼事
[00:05:58.600 --> 00:06:00.600]  尤其是年紀開始老邁的時候
[00:06:00.600 --> 00:06:02.600]  聽很多故事的時候就很嚴重
[00:06:02.600 --> 00:06:09.600]  上星期六,身體檢查員突然打給我
[00:06:09.600 --> 00:06:12.600]  我只是在祈禱,你不要打給我
[00:06:12.600 --> 00:06:15.600]  你的祈禱是在祈禱不要打給我
[00:06:15.600 --> 00:06:18.600]  我沒想到自己失禁電話後
[00:06:18.600 --> 00:06:21.600]  通常我會去Google他
[00:06:21.600 --> 00:06:25.600]  通常是一些保險或電話,你不要理會
[00:06:25.600 --> 00:06:29.600]  Google後,他就說這是某某體檢中心的電話
[00:06:29.600 --> 00:06:31.600]  嘩!我竟然失禁了這個電話
[00:06:31.600 --> 00:06:34.600]  害怕到很多地步
[00:06:34.600 --> 00:06:37.600]  我甚麼都不做,馬上祈禱
[00:06:37.600 --> 00:06:39.600]  我說主啊,無論結果如何
[00:06:39.600 --> 00:06:42.600]  讓我接受一下,雖然我接受不到
[00:06:42.600 --> 00:06:44.600]  他突然打給我
[00:06:44.600 --> 00:06:47.600]  身體檢查員不打給你,你就最平安
[00:06:47.600 --> 00:06:49.600]  他打給你就不平安
[00:06:49.600 --> 00:06:52.600]  結果報告出來,不要說得太仔細
[00:06:52.600 --> 00:06:55.600]  不過我要說的是
[00:06:55.600 --> 00:06:58.600]  我由平時習慣的習慣
[00:06:58.600 --> 00:07:01.600]  這個星期我要變成怎樣?
[00:07:01.600 --> 00:07:04.600]  很不習慣,你明白嗎?
[00:07:04.600 --> 00:07:07.600]  所有吃的東西突然間不好吃
[00:07:07.600 --> 00:07:09.600]  很不習慣,你明白嗎?
[00:07:09.600 --> 00:07:16.600]  所以基本上,混亂是從不習慣到習慣
[00:07:16.600 --> 00:07:17.600]  自由是甚麼?
[00:07:17.600 --> 00:07:20.600]  自由是從習慣了的東西
[00:07:20.600 --> 00:07:23.600]  突然間你很不習慣
[00:07:23.600 --> 00:07:25.600]  其實這個是自由
[00:07:25.600 --> 00:07:28.600]  自由不是有些事情你不用做
[00:07:28.600 --> 00:07:30.600]  有些事情你沒有被克制
[00:07:30.600 --> 00:07:31.600]  其實不是的
[00:07:31.600 --> 00:07:34.600]  其實自由是比你被克制還要可怕
[00:07:34.600 --> 00:07:38.600]  我希望今天能夠說清楚這一點
[00:07:38.600 --> 00:07:39.600]  求主幫助
[00:07:39.600 --> 00:07:41.600]  我先讀一下經文
[00:07:41.600 --> 00:07:43.600]  這段經文是渣加伊的
