
[00:00:00.000 --> 00:00:02.760]  當我滾手機每次看到
[00:00:02.760 --> 00:00:07.480]  我算不算贏了99%香港人的post的時候
[00:00:07.480 --> 00:00:10.440]  都會想一下自己有沒有東西值得post
[00:00:10.440 --> 00:00:11.840]  你們有沒有人post過
[00:00:11.840 --> 00:00:13.520]  可能我看過你的post
[00:00:13.520 --> 00:00:16.040]  我想來想去
[00:00:16.040 --> 00:00:17.800]  都是一些很無聊的事情
[00:00:17.800 --> 00:00:19.520]  因為我這個人真的很無聊
[00:00:19.520 --> 00:00:20.960]  直到預備講章
[00:00:20.960 --> 00:00:24.320]  我真的想到一件事很無敵的
[00:00:24.320 --> 00:00:31.960]  有件事我是贏了99.9%樓堂的目者
[00:00:31.960 --> 00:00:33.520]  陳sir在哪裏
[00:00:33.520 --> 00:00:34.640]  對了
[00:00:34.640 --> 00:00:38.000]  也是唯一贏到潘sir和陳sir的事
[00:00:38.000 --> 00:00:39.600]  你超越不到我的
[00:00:39.600 --> 00:00:43.080]  就是我是唯一一個在樓堂
[00:00:43.080 --> 00:00:47.440]  大著肚講道的目者
[00:00:47.440 --> 00:00:51.040]  其實大肚已經很久的事
[00:00:51.040 --> 00:00:53.680]  其實他們中年發福都可以超越我的
[00:00:53.680 --> 00:00:56.640]  我們期待一下
[00:00:56.640 --> 00:01:01.840]  通常贏了99%的post
[00:01:01.840 --> 00:01:05.120]  都是分享一些自己覺得很過癮
[00:01:05.120 --> 00:01:06.560]  或者很獨特的事
[00:01:06.560 --> 00:01:11.480]  重點不是抬高自己貶低其他人
[00:01:11.480 --> 00:01:15.360]  今天很想和大家一起看看
[00:01:15.360 --> 00:01:18.000]  在聖經裏面原來也有一位
[00:01:18.000 --> 00:01:21.360]  贏了99%女人的門徒
[00:01:21.360 --> 00:01:23.680]  她獨特的生命
[00:01:23.680 --> 00:01:26.800]  這位叫做多加
[00:01:26.800 --> 00:01:29.040]  在約柏有一個女門徒
[00:01:29.040 --> 00:01:30.560]  名叫大比大
[00:01:30.560 --> 00:01:32.720]  翻出來的意思是多加
[00:01:32.720 --> 00:01:34.560]  這個女人叫多加
[00:01:34.560 --> 00:01:36.560]  她當時很破格
[00:01:36.560 --> 00:01:40.080]  我們看看她怎樣贏了所有女人
[00:01:40.080 --> 00:01:44.400]  她是一位服裝設計師加裁縫
[00:01:44.400 --> 00:01:46.560]  在她所在的城市約柏
[00:01:46.560 --> 00:01:49.200]  很多人都穿著她設計的衣服
[00:01:49.200 --> 00:01:51.440]  這裏有沒有設計師
[00:01:51.440 --> 00:01:53.120]  即是在聖經裏面
[00:01:53.120 --> 00:01:57.520]  因為她不單有這個才能
[00:01:57.520 --> 00:02:00.160]  她還有錢有樓
[00:02:00.160 --> 00:02:03.200]  贏了男人
[00:02:03.200 --> 00:02:06.400]  錢應該是她老公留給她的
[00:02:06.400 --> 00:02:10.560]  她還在沿海的城市有一個複式單位
[00:02:10.560 --> 00:02:12.320]  這裏有沒有人有複式單位
[00:02:12.320 --> 00:02:15.280]  陳sir那個好像是
[00:02:15.280 --> 00:02:17.280]  是不是
[00:02:17.280 --> 00:02:19.280]  但更加有錢
[00:02:19.280 --> 00:02:20.480]  但有人在
[00:02:20.480 --> 00:02:21.600]  為何要記載她
[00:02:21.600 --> 00:02:23.600]  因為她為人處事
[00:02:23.600 --> 00:02:26.800]  都受到當時的信仰群體
[00:02:26.800 --> 00:02:28.800]  被受推崇
[00:02:28.800 --> 00:02:31.600]  多加有錢
[00:02:31.600 --> 00:02:35.360]  她竟然沒有為自己積存財富
[00:02:35.360 --> 00:02:38.480]  經常都出錢去幫助窮人
[00:02:38.480 --> 00:02:40.480]  拿錢出來幫人
[00:02:40.480 --> 00:02:41.920]  不單出錢
[00:02:41.920 --> 00:02:43.920]  還出力做善事
[00:02:44.160 --> 00:02:47.760]  親手幫寡婦弱勢的人去做衣服
[00:02:47.760 --> 00:02:51.280]  維護他們基本做人的尊嚴
[00:02:51.280 --> 00:02:54.800]  她還特別關懷當時基層的寡婦
[00:02:54.800 --> 00:02:58.320]  在一個女性地位極卑微的時代
[00:02:58.320 --> 00:03:00.960]  建立出一個新的權力架構
[00:03:00.960 --> 00:03:03.360]  可以說是早期
[00:03:03.360 --> 00:03:06.240]  一班寡婦的領袖
[00:03:06.240 --> 00:03:09.760]  帶給很多人新的希望
[00:03:09.760 --> 00:03:12.320]  之後當她出了一些事
[00:03:12.320 --> 00:03:15.040]  很多人都哭了
[00:03:15.040 --> 00:03:16.160]  很擔心
[00:03:16.160 --> 00:03:20.000]  可見她非常受人愛戴
[00:03:20.000 --> 00:03:21.600]  而且她在聖經裏面
[00:03:21.600 --> 00:03:22.960]  都是零負評
[00:03:22.960 --> 00:03:25.360]  亦都是全本新約裏面
[00:03:25.360 --> 00:03:29.440]  唯一一位被稱作女門徒的人
[00:03:29.440 --> 00:03:31.440]  我們相信不止一個女門徒
[00:03:31.440 --> 00:03:34.080]  但被記載的就是她一個
[00:03:34.080 --> 00:03:35.760]  完美了
[00:03:35.760 --> 00:03:37.760]  其實還有一點有些爭議
[00:03:37.760 --> 00:03:40.480]  她應該都是一位寡婦
[00:03:40.480 --> 00:03:42.720]  成為寡婦很慘
[00:03:42.720 --> 00:03:44.320]  但之前
[00:03:44.320 --> 00:03:46.320]  潘Sir又開我眼界
[00:03:46.320 --> 00:03:47.680]  他介紹了一本書叫做
[00:03:47.680 --> 00:03:49.680]  《老公怎麼還不去死》
[00:03:49.680 --> 00:03:53.280]  原來會有女士認為
[00:03:53.280 --> 00:03:55.840]  寡婦的身份是一個優勢
[00:03:55.840 --> 00:03:58.400]  但我沒有這個想法
[00:03:58.400 --> 00:04:01.280]  我丈夫在這裏
[00:04:01.280 --> 00:04:02.560]  沒有這個想法
[00:04:02.560 --> 00:04:03.680]  所以這個我不計算
[00:04:03.680 --> 00:04:04.800]  我沒有放進去
[00:04:04.800 --> 00:04:06.800]  多加在我心目中
[00:04:06.800 --> 00:04:10.640]  是聖經裏贏了99%的女人
[00:04:10.640 --> 00:04:12.640]  不過很可惜
[00:04:12.640 --> 00:04:14.640]  她死了
[00:04:14.640 --> 00:04:16.640]  37節裏面說
[00:04:16.640 --> 00:04:18.640]  她患病死了
[00:04:18.640 --> 00:04:20.640]  多加提早退役
[00:04:20.640 --> 00:04:22.640]  實在令人非常難受
[00:04:22.640 --> 00:04:25.680]  我們一起去看史圖行傳9章
[00:04:25.680 --> 00:04:27.680]  36至39節
[00:04:27.680 --> 00:04:30.480]  一起回顧一下多加的事跡
[00:04:30.480 --> 00:04:32.480]  我們一起讀
[00:04:32.480 --> 00:04:33.440]  預備起
[00:04:33.440 --> 00:04:36.480]  在約柏有一個女門徒
[00:04:36.480 --> 00:04:38.480]  名叫大比大
[00:04:38.480 --> 00:04:41.280]  翻出來的意思是多加
[00:04:41.280 --> 00:04:43.280]  她廣行善事
[00:04:43.280 --> 00:04:44.960]  多是周濟
[00:04:44.960 --> 00:04:47.680]  當時她患病死了
[00:04:47.680 --> 00:04:50.080]  有人把她清洗後
[00:04:50.080 --> 00:04:52.080]  停在樓上
[00:04:52.080 --> 00:04:55.360]  女大員與約柏相近
[00:04:55.360 --> 00:04:58.560]  門徒聽見彼得在那裏
[00:04:58.560 --> 00:05:01.520]  就派兩個人去見她
[00:05:01.520 --> 00:05:03.280]  要求她說
[00:05:03.280 --> 00:05:06.080]  請快到我們那裏去
[00:05:06.080 --> 00:05:08.080]  不要膽言
[00:05:08.080 --> 00:05:11.200]  彼得就起身和他們同去
[00:05:11.200 --> 00:05:12.560]  她到了
[00:05:12.560 --> 00:05:15.040]  就有人領她上樓
[00:05:15.040 --> 00:05:18.880]  眾寡婦都站在彼得旁邊哭
[00:05:18.880 --> 00:05:22.240]  多加與他們同在時
[00:05:22.240 --> 00:05:25.920]  所做的內衣外衣給她看
[00:05:25.920 --> 00:05:30.720]  多加應該不是老人病死
[00:05:30.720 --> 00:05:34.240]  因為我們見到她可以手製那麼多衣服
[00:05:34.240 --> 00:05:36.800]  我相信她病之前還很健美
[00:05:36.800 --> 00:05:39.840]  而且如果老人家安息主懷
[00:05:39.840 --> 00:05:43.200]  門徒就不會想著去找彼得
[00:05:43.200 --> 00:05:46.080]  去整一個終結得好的人
[00:05:46.080 --> 00:05:48.080]  而是好好悼念他
[00:05:48.080 --> 00:05:50.400]  傳頌他的好人好事
[00:05:50.400 --> 00:05:53.920]  所以當時的門徒和寡婦
[00:05:53.920 --> 00:05:57.520]  覺得多加不應該死
[00:05:57.520 --> 00:06:01.120]  甚至對寡婦來說
[00:06:01.120 --> 00:06:04.160]  多加不應該死
[00:06:04.160 --> 00:06:08.480]  多加死了會令到寡婦有很沉重的打擊
[00:06:08.480 --> 00:06:11.520]  第一是在經濟上的打擊
[00:06:11.520 --> 00:06:14.880]  眾寡婦在彼得旁邊哭
[00:06:14.880 --> 00:06:17.920]  拿著衣服給她看
[00:06:17.920 --> 00:06:20.480]  比多加幫助的寡婦很多
[00:06:20.480 --> 00:06:22.080]  他們不止傷心
[00:06:22.080 --> 00:06:23.360]  更加擔心
[00:06:23.360 --> 00:06:27.920]  因為一直以來都是靠多加救濟
[00:06:27.920 --> 00:06:33.040]  多加死了大大打擊了寡婦的經濟和依賴
