
[00:00:00.000 --> 00:00:05.460]  剛才入場的時候看到上星期又今個星期的弟兄姊妹
[00:00:05.460 --> 00:00:06.280]  很開心
[00:00:06.280 --> 00:00:10.080]  另外又看到一些新面孔
[00:00:10.080 --> 00:00:12.080]  都很開心
[00:00:12.080 --> 00:00:15.340]  更加開心就是看到一些從外地回來的弟兄姊妹
[00:00:15.340 --> 00:00:17.340]  我希望在崇拜當中
[00:00:17.340 --> 00:00:20.900]  每一次都可以讓不同弟兄姊妹一起參與
[00:00:20.900 --> 00:00:23.780]  這個我常常都會重提的
[00:00:23.780 --> 00:00:28.560]  因為教會在地上最大的表徵就是
[00:00:28.560 --> 00:00:32.380]  讓可以敬拜上帝的人一起聚集
[00:00:32.380 --> 00:00:37.700]  這個也是教會要常常提醒彼此一起參與
[00:00:37.700 --> 00:00:41.360]  不知道大家是否聽完上次網上的編導
[00:00:41.360 --> 00:00:43.360]  這個星期想看一下
[00:00:43.360 --> 00:00:45.360]  那個目者這個星期沒有出現
[00:00:45.360 --> 00:00:47.360]  Sorry
[00:00:47.360 --> 00:00:51.800]  如果你聽了上星期的編導
[00:00:51.800 --> 00:00:55.820]  又有參與我們Discord的頻道的話
[00:00:55.820 --> 00:00:57.820]  你會發現出一個新的帖文
[00:00:57.820 --> 00:00:59.820]  一人一句
[00:00:59.820 --> 00:01:01.820]  不是出Pool
[00:01:01.820 --> 00:01:03.820]  不是
[00:01:03.820 --> 00:01:05.820]  一人一句徐牧師的金句
[00:01:05.820 --> 00:01:09.820]  所以很多人留言
[00:01:09.820 --> 00:01:11.820]  回顧徐牧師的金句
[00:01:11.820 --> 00:01:15.820]  都是很入心又入肺的
[00:01:15.820 --> 00:01:19.820]  因為是在邀請你
[00:01:19.820 --> 00:01:21.820]  在當中做一個信仰的表白
[00:01:21.820 --> 00:01:23.820]  在邀請你
[00:01:23.820 --> 00:01:31.820]  是否要讓上帝搞亂你的人生呢?
[00:01:31.820 --> 00:01:35.820]  我相信聽到的過程當中
[00:01:35.820 --> 00:01:39.820]  每一次觸動都是聖靈的提醒
[00:01:39.820 --> 00:01:43.820]  讓你更加靠近上帝身
[00:01:43.820 --> 00:01:45.820]  讓你更加反省
[00:01:45.820 --> 00:01:47.820]  當初你為什麼要缺志信主
[00:01:47.820 --> 00:01:49.820]  沒有人不拿槍逼你
[00:01:49.820 --> 00:01:52.820]  當初你為什麼要跟隨耶穌
[00:01:52.820 --> 00:01:54.820]  沒有人逼你
[00:01:54.820 --> 00:01:59.820]  但你可能已經放下了內心的小孩
[00:01:59.820 --> 00:02:03.820]  你留在他一個二次元的空間
[00:02:03.820 --> 00:02:06.820]  不要在現實生活中出現
[00:02:06.820 --> 00:02:11.820]  但我相信每一次一起崇拜的時候
[00:02:11.820 --> 00:02:15.820]  其實不單是你曾經這樣想過
[00:02:15.820 --> 00:02:17.820]  可能你身邊的人也這樣想過
[00:02:17.820 --> 00:02:19.820]  但他沒有說話
[00:02:19.820 --> 00:02:21.820]  又或者你不認識他
[00:02:21.820 --> 00:02:23.820]  在我預備今天講章的時候
[00:02:23.820 --> 00:02:26.820]  我選了希伯來書12章的經文
[00:02:26.820 --> 00:02:28.820]  這段經文對我來說
[00:02:28.820 --> 00:02:31.820]  都是我自己很入心的經文
[00:02:31.820 --> 00:02:37.820]  這段經文主要是連帶上一星期的訊息
[00:02:37.820 --> 00:02:39.820]  如果網上的你
[00:02:39.820 --> 00:02:42.820]  是今天第一次聽這本訊息
[00:02:42.820 --> 00:02:45.820]  如果你是不知道上一篇訊息是什麼
[00:02:45.820 --> 00:02:48.820]  你聽完這篇訊息
[00:02:48.820 --> 00:02:50.820]  再回聽上星期的訊息
[00:02:50.820 --> 00:02:52.820]  再聽這篇訊息
[00:02:52.820 --> 00:02:55.820]  你就會看到連動
[00:02:55.820 --> 00:02:58.820]  我自己也聽了徐慕斯的訊息
[00:02:58.820 --> 00:03:00.820]  除了現場之外
[00:03:00.820 --> 00:03:03.820]  通常晚上我會再聽一次
[00:03:03.820 --> 00:03:06.820]  這個星期預備經文的時候
[00:03:06.820 --> 00:03:08.820]  我再聽兩三次
[00:03:08.820 --> 00:03:13.820]  我希望你會看到我們的閱題的連動
[00:03:13.820 --> 00:03:15.820]  也希望成節
[00:03:15.820 --> 00:03:18.820]  我們看看這段經文是什麼
[00:03:18.820 --> 00:03:22.820]  我們先看希伯來書第十二章第一節開始
[00:03:22.820 --> 00:03:24.820]  我們準備
[00:03:25.820 --> 00:03:30.820]  希伯來書第十二章
[00:03:30.820 --> 00:03:33.820]  (英文)
[00:03:33.820 --> 00:03:36.820]  (英文)
[00:03:36.820 --> 00:03:41.500]  有那麼多的見證人 好像雲彩一樣圍繞著我們
[00:03:41.500 --> 00:03:46.980]  就應該擺脫各樣的重擔 和容易纏住我們的罪
[00:03:46.980 --> 00:03:52.600]  以堅忍的心 奔跑那個擺在我們面前的賽程
[00:03:52.600 --> 00:03:58.500]  定睛仰望那位信心的始創者 和完成者耶穌
[00:03:58.500 --> 00:04:03.440]  祂因為那個擺在前面的喜樂 就輕視了羞辱
[00:04:03.440 --> 00:04:06.020]  忍受了十字架的苦難
[00:04:06.640 --> 00:04:08.820]  坐在神寶座的右邊
[00:04:08.820 --> 00:04:13.820]  你們要思想這位忍受罪人 這樣頂撞的耶穌
[00:04:13.820 --> 00:04:16.620]  免得你們疲倦灰心
[00:04:16.620 --> 00:04:21.380]  你們和罪惡打仗 還沒抵擋到流血的地步
[00:04:21.380 --> 00:04:26.860]  你們又忘記了那個勸你們 好像勸子女的說話
[00:04:26.860 --> 00:04:31.420]  我的兒子 你不可以輕看主的管教
[00:04:31.420 --> 00:04:34.980]  被祂糾正的時候 也不要灰心
[00:04:35.820 --> 00:04:39.220]  因為主所愛的 祂一定會管教
[00:04:39.220 --> 00:04:43.340]  並且責罰祂所收納的每一個子女
[00:04:43.340 --> 00:04:45.940]  為了接受管教
[00:04:45.940 --> 00:04:49.060]  你們要忍受 神對待你們
[00:04:49.060 --> 00:04:51.140]  就好像對待子女一樣
[00:04:51.140 --> 00:04:54.620]  哪有子女沒受過父親的管教
[00:04:54.620 --> 00:04:58.220]  所有做子女的 都受過管教
[00:04:58.220 --> 00:05:01.140]  你們如果沒受過管教
[00:05:01.140 --> 00:05:04.220]  就是私生子 不是子女
[00:05:04.940 --> 00:05:08.340]  再說 肉身的父親管教我們
[00:05:08.340 --> 00:05:10.340]  我們尚且尊重他們
[00:05:10.340 --> 00:05:14.140]  何況那位 我們所有人屬靈的父親
[00:05:14.140 --> 00:05:18.620]  我們豈不是更加應該 馴服他而得生命嗎
[00:05:18.620 --> 00:05:21.540]  因為肉身的父親
[00:05:21.540 --> 00:05:24.740]  都是按著自己的意思 來管教我們
[00:05:24.740 --> 00:05:26.740]  只有短暫的日子
[00:05:26.740 --> 00:05:31.540]  但是我們所有人 屬靈的父親管教我們
[00:05:31.540 --> 00:05:33.540]  卻是為了我們的好處
[00:05:33.940 --> 00:05:36.940]  使我們在他的聖潔上有份
[00:05:36.940 --> 00:05:39.940]  但凡受到管教
[00:05:39.940 --> 00:05:42.140]  當時不覺得好受
[00:05:42.140 --> 00:05:44.940]  反而覺得很難受
[00:05:44.940 --> 00:05:49.540]  後來他為那些 經歷了這種操練的人
[00:05:49.540 --> 00:05:51.740]  結出平安的果子來
[00:05:51.740 --> 00:05:53.140]  就是二
[00:05:53.140 --> 00:05:58.540]  剛剛聽到廣東話聖經的讀出
[00:05:58.540 --> 00:06:01.340]  不知道你們之前 有沒有看過希伯來書
[00:06:01.340 --> 00:06:03.940]  但是如果你看希伯來書的時候
[00:06:03.940 --> 00:06:06.940]  你會發覺其實不容易理解的經文
[00:06:06.940 --> 00:06:10.940]  因為一來不知道作者是誰
[00:06:10.940 --> 00:06:14.740]  很難從他的背景中 了解他寫作的動機
[00:06:14.740 --> 00:06:16.740]  又或者是一些心意
[00:06:16.740 --> 00:06:20.740]  但是你從看希伯來書的時候
[00:06:20.740 --> 00:06:23.740]  你會了解作者其實是很熟悉
[00:06:23.740 --> 00:06:26.740]  希伯來文化和他的舊印歷史
[00:06:28.740 --> 00:06:31.740]  他受書的過程中
[00:06:31.740 --> 00:06:35.140]  看到書卷的人
[00:06:35.140 --> 00:06:37.340]  他要明白到我們的信仰
[00:06:37.340 --> 00:06:40.140]  在我們祖宗的起承轉
[00:06:40.140 --> 00:06:42.940]  這個過程中 是否真的可以合呢?
[00:06:42.940 --> 00:06:47.740]  是否真的明白到我們在等待的彌賽亞已經出現了呢?
[00:06:47.740 --> 00:06:51.340]  而我們一直在等待的祭司制度
[00:06:51.340 --> 00:06:54.740]  或者敬拜的系統 是否真的能幫助我們呢?
[00:06:54.740 --> 00:06:57.340]  所以看希伯來書的時候
[00:06:57.340 --> 00:07:00.740]  你傳統解經或者你查經的時候都會知道
[00:07:00.740 --> 00:07:02.740]  去到第十一章
