
[00:00:00.000 --> 00:00:02.540]  各位弟兄姊妹晚安
[00:00:02.540 --> 00:00:04.860]  無論是在現場的
[00:00:04.860 --> 00:00:07.580]  或者是我們在YouTube裡面的
[00:00:07.580 --> 00:00:10.940]  來到我們神學八課的第幾課
[00:00:10.940 --> 00:00:14.460]  第五課
[00:00:14.460 --> 00:00:17.820]  這課是很特別的
[00:00:17.820 --> 00:00:21.140]  如果之前我們看過我們那四課的時候
[00:00:21.140 --> 00:00:23.140]  我們都講過什麼是福音
[00:00:23.140 --> 00:00:25.140]  我們什麼是基督徒
[00:00:25.140 --> 00:00:26.140]  講到教會
[00:00:26.140 --> 00:00:27.420]  講到我們的靈性
[00:00:27.420 --> 00:00:31.740]  到了這一課我覺得特別要加進去
[00:00:31.740 --> 00:00:36.020]  如果你看一般教會的門訓材料
[00:00:36.020 --> 00:00:40.060]  或者是一些初信的八課
[00:00:40.060 --> 00:00:41.460]  其實都沒有這個主題的
[00:00:41.460 --> 00:00:43.460]  但是我們作為全聖徒
[00:00:43.460 --> 00:00:48.020]  我們在新的年代裡面做一些最基本的事情
[00:00:48.020 --> 00:00:50.020]  我很想加這一課進去
[00:00:50.020 --> 00:00:52.660]  作為我們每一個全聖徒的弟姊妹
[00:00:52.660 --> 00:00:56.580]  都可以首先去思考的課題
[00:00:56.580 --> 00:00:58.580]  就是一根刺的仁
[00:00:58.580 --> 00:01:04.300]  我們今天會講一些比較具體的東西
[00:01:04.300 --> 00:01:06.780]  我們會講一下我們跟人的關係
[00:01:06.780 --> 00:01:09.580]  講一下我們跟教會的弟姊妹
[00:01:09.580 --> 00:01:11.580]  當我們群體相處的時候
[00:01:11.580 --> 00:01:13.580]  我們會遭遇到的課題
[00:01:13.580 --> 00:01:16.580]  其實這個課題是很重要的
[00:01:16.580 --> 00:01:18.580]  基本上我們在教會裡面
[00:01:18.580 --> 00:01:19.580]  大家都是這樣的經驗
[00:01:19.580 --> 00:01:21.580]  作為全聖徒的弟姊妹
[00:01:21.580 --> 00:01:23.580]  可能都試過很多不同的
[00:01:23.580 --> 00:01:27.580]  在教會群體裡面的相處
[00:01:27.580 --> 00:01:30.580]  當中是牽涉到很多東西的
[00:01:30.580 --> 00:01:33.580]  一些是藝術
[00:01:33.580 --> 00:01:38.580]  都牽涉到一些基本的聖經神學的理解
[00:01:38.580 --> 00:01:41.580]  所以這一課是我自己很想去
[00:01:41.580 --> 00:01:43.580]  特地去講的一課
[00:01:43.580 --> 00:01:49.580]  如果我們說去延續我們第三課的時候
[00:01:49.580 --> 00:01:50.580]  所講的教會觀
[00:01:50.580 --> 00:01:51.580]  大家記不記得
[00:01:51.580 --> 00:01:53.580]  我們所講的教會觀
[00:01:53.580 --> 00:01:55.580]  我稱之為黑暗教會觀
[00:01:55.580 --> 00:01:58.580]  我們從鋼琴鍵裡面的黑子
[00:01:58.580 --> 00:01:59.580]  來去做default
[00:01:59.580 --> 00:02:00.580]  大家記得嗎
[00:02:00.580 --> 00:02:03.580]  我們覺得教會群體裡面
[00:02:03.580 --> 00:02:05.580]  我們人和人之間
[00:02:05.580 --> 00:02:07.580]  我們做一個教會群體
[00:02:07.580 --> 00:02:11.580]  其實是可以充滿著很多很多的盲點
[00:02:11.580 --> 00:02:14.580]  充滿著很多不理想的狀態
[00:02:14.580 --> 00:02:16.580]  但這個是我們人
[00:02:16.580 --> 00:02:20.580]  或者教會在地上一個最基本的狀態
[00:02:20.580 --> 00:02:23.580]  教會是一個美視群體
[00:02:23.580 --> 00:02:24.580]  都是我們的信仰
[00:02:24.580 --> 00:02:27.580]  但這個永遠都在恩典裡面
[00:02:27.580 --> 00:02:30.580]  所以延續著這種教會觀
[00:02:30.580 --> 00:02:32.580]  我們知道我們的教會
[00:02:32.580 --> 00:02:34.580]  甚至地上的教會
[00:02:34.580 --> 00:02:37.580]  其實是它的本相
[00:02:37.580 --> 00:02:40.580]  永遠都是一群有問題的人
[00:02:40.580 --> 00:02:42.580]  我們這樣開始的時候
[00:02:42.580 --> 00:02:44.580]  我們就很具體想到
[00:02:44.580 --> 00:02:45.580]  我們在教會裡面
[00:02:45.580 --> 00:02:46.580]  作為基督徒
[00:02:46.580 --> 00:02:50.580]  怎樣能夠將這種軟弱
[00:02:50.580 --> 00:02:54.580]  這種人和人之間很多的不同的摩擦
[00:02:54.580 --> 00:02:58.580]  成為我們所謂的門訓裡面的其中一課
[00:02:58.580 --> 00:02:59.580]  這個是很重要的
[00:02:59.580 --> 00:03:00.580]  很多門訓
[00:03:00.580 --> 00:03:03.580]  很多很多不同的材料
[00:03:03.580 --> 00:03:05.580]  都會講那個理想出來
[00:03:05.580 --> 00:03:07.580]  應該要怎樣做
[00:03:07.580 --> 00:03:08.580]  但我覺得其實
[00:03:08.580 --> 00:03:10.580]  在那個應該
[00:03:10.580 --> 00:03:14.580]  在那個理想和實際之間的落差
[00:03:14.580 --> 00:03:17.580]  其實我們更加要探討的就是那個落差
[00:03:17.580 --> 00:03:21.580]  所以這一課我們會一起去探討
[00:03:21.580 --> 00:03:23.580]  當我們成為基督徒之後
[00:03:23.580 --> 00:03:28.580]  當我們願意去決志成為一個見證基督的人
[00:03:28.580 --> 00:03:30.580]  我們去明白福音的意義
[00:03:30.580 --> 00:03:31.580]  明白教會
[00:03:31.580 --> 00:03:33.580]  明白我們的靈性之後
[00:03:33.580 --> 00:03:37.580]  我們回到我們一個很具體的生活處境裡面
[00:03:37.580 --> 00:03:39.580]  怎樣和基督徒去相處呢
[00:03:39.580 --> 00:03:42.580]  所以今天我就會去用
[00:03:42.580 --> 00:03:44.580]  我們之前
[00:03:44.580 --> 00:03:47.580]  我之前都經常講的一個題目
[00:03:47.580 --> 00:03:48.580]  就是一根刺
[00:03:48.580 --> 00:03:53.580]  當然保羅在哥倫多後書裡面所講
[00:03:53.580 --> 00:03:56.580]  他說你為這事我三次求過主
[00:03:56.580 --> 00:03:57.580]  叫這刺離開我
[00:03:57.580 --> 00:03:58.580]  他對我說
[00:03:58.580 --> 00:03:59.580]  我的恩典夠你用的
[00:03:59.580 --> 00:04:02.580]  因為我的能力是在人的軟弱上顯得完全
[00:04:02.580 --> 00:04:05.580]  所以我更喜歡誇自己的軟弱
[00:04:05.580 --> 00:04:07.580]  好叫基督的能力復辟我
[00:04:07.580 --> 00:04:10.580]  我為基督的緣故就以軟弱
[00:04:10.580 --> 00:04:12.580]  凌辱、急難、迫不
[00:04:12.580 --> 00:04:14.580]  困苦為何喜樂的
[00:04:14.580 --> 00:04:16.580]  因我什麼時候軟弱
[00:04:16.580 --> 00:04:18.580]  什麼時候就剛強了
[00:04:18.580 --> 00:04:21.580]  保羅在教會裡面所經歷的
[00:04:21.580 --> 00:04:23.580]  我之前講到都講過
[00:04:23.580 --> 00:04:28.580]  那根刺似乎更加的痛
[00:04:28.580 --> 00:04:30.580]  不是因為身體的軟弱
[00:04:30.580 --> 00:04:32.580]  而是人和人之間的關係
[00:04:32.580 --> 00:04:35.580]  就算是在哥倫多教會裡面
[00:04:35.580 --> 00:04:38.580]  當保羅去寫聖經書卷的時候
[00:04:38.580 --> 00:04:40.580]  人事的關係
[00:04:40.580 --> 00:04:42.580]  在教會裡面
[00:04:42.580 --> 00:04:45.580]  人事關係已經出現了一個很實際的狀況
[00:04:45.580 --> 00:04:46.580]  所以對保羅來說
