
[00:00:00.000 --> 00:00:07.000]  以下請聽出 但以你書二章一到二十四節
[00:00:07.000 --> 00:00:13.000]  尼古加利薩在位第二年他做了夢
[00:00:13.000 --> 00:00:19.000]  心裡煩亂不能睡覺
[00:00:19.000 --> 00:00:29.000]  王吩咐人將術士用法術的行邪術的和迦勒底人召來
[00:00:29.000 --> 00:00:33.000]  要他們將王的夢告訴王
[00:00:33.000 --> 00:00:37.000]  他們就來站在王前
[00:00:37.000 --> 00:00:41.000]  王對他們說:我做了一個夢
[00:00:41.000 --> 00:00:43.000]  心裡煩亂
[00:00:43.000 --> 00:00:46.000]  要知道這是什麼夢
[00:00:46.000 --> 00:00:51.000]  迦勒底人用阿蘭的言語對王說
[00:00:51.000 --> 00:00:53.000]  願王萬歲
[00:00:53.000 --> 00:00:57.000]  請將那夢告訴僕人
[00:00:57.000 --> 00:01:00.000]  僕人就可以講解
[00:01:00.000 --> 00:01:05.000]  王回答迦勒底人說:夢我已經忘了
[00:01:05.000 --> 00:01:10.000]  你們若不將王夢的講解告訴我
[00:01:10.000 --> 00:01:13.000]  就必被凌遲
[00:01:13.000 --> 00:01:17.000]  你們的房屋必成為糞堆
[00:01:17.000 --> 00:01:23.000]  講解告訴我
[00:01:23.000 --> 00:01:30.000]  就必從我這裡得贈品和賞賜並帶尊榮
[00:01:30.000 --> 00:01:35.000]  現在你們要將王夢的講解告訴我
[00:01:35.000 --> 00:01:38.000]  他們第二次對王說
[00:01:38.000 --> 00:01:42.000]  請王將夢告訴僕人
[00:01:42.000 --> 00:01:44.000]  僕人就可以講解
[00:01:44.000 --> 00:01:50.000]  王回答說:我準知道你們是故意遲延
[00:01:50.000 --> 00:01:55.000]  因為你們知道那夢我已經忘了
[00:01:55.000 --> 00:01:58.000]  你們若不將夢告訴我
[00:01:58.000 --> 00:02:00.000]  只有一發待你們
[00:02:00.000 --> 00:02:04.000]  因為你們預備了謊言亂語向我說
[00:02:04.000 --> 00:02:07.000]  要等候時勢改變
[00:02:07.000 --> 00:02:10.000]  現在你們要將夢告訴我
[00:02:10.000 --> 00:02:15.000]  因我知道你們能將夢的講解告訴我
[00:02:15.000 --> 00:02:19.000]  迦勒底人在王面前回答說:
[00:02:19.000 --> 00:02:24.000]  世上沒有人能將王所問的事說出來
[00:02:24.000 --> 00:02:34.000]  因為沒有君王大臣掌權的向術士或用法術的或迦勒底人問過這有的事
[00:02:34.000 --> 00:02:37.000]  王所問的事甚難
[00:02:37.000 --> 00:02:41.000]  除了不與世人同居的神明
[00:02:41.000 --> 00:02:44.000]  沒有人在王面前能說出來
[00:02:44.000 --> 00:02:49.000]  因此王氣憤憤地大發烈怒
[00:02:49.000 --> 00:02:53.000]  吩咐滅絕巴比倫所有的哲士
[00:02:53.000 --> 00:02:56.000]  於是命令發出
[00:02:56.000 --> 00:02:58.000]  哲士將要見殺
[00:02:58.000 --> 00:03:05.000]  人就尋找但爾利和他的同伴要殺他們
[00:03:05.000 --> 00:03:08.000]  王的護衛長迦勒出來
[00:03:08.000 --> 00:03:10.000]  要殺巴比倫的哲士
[00:03:10.000 --> 00:03:14.000]  但爾利就用軟言回答他
[00:03:14.000 --> 00:03:17.000]  向王的護衛長迦勒說:
[00:03:17.000 --> 00:03:20.000]  王的命令為何這樣緊急呢?
[00:03:20.000 --> 00:03:23.000]  迦勒就將情節告訴但爾利
[00:03:23.000 --> 00:03:27.000]  但爾利水進入求王歡閒
[00:03:27.000 --> 00:03:30.000]  就可以將夢的講解告訴王
[00:03:30.000 --> 00:03:33.000]  但爾利回到他的居所
[00:03:33.000 --> 00:03:39.000]  將這事告訴他的同伴哈那尼亞、米沙利、亞薩尼亞
[00:03:39.000 --> 00:03:44.000]  要他們祈求天上的神斯涅文
[00:03:44.000 --> 00:03:48.000]  將這奧秘的事指明
[00:03:48.000 --> 00:03:51.000]  免得但爾利和他的同伴
[00:03:51.000 --> 00:03:55.000]  與巴比倫其餘的哲士一同滅亡
[00:03:55.000 --> 00:04:00.000]  這奧秘的事就在夜間儀仗中給但爾利顯明
[00:04:00.000 --> 00:04:03.000]  但爾利便稱頌天上的神
[00:04:03.000 --> 00:04:05.000]  但爾利說:
[00:04:05.000 --> 00:04:08.000]  神的名是應當稱頌的
[00:04:08.000 --> 00:04:11.000]  從耿古直到永遠
[00:04:11.000 --> 00:04:14.000]  因為智慧能力都屬乎他
[00:04:14.000 --> 00:04:20.000]  他改變時候、日期、輝煌、立王
[00:04:20.000 --> 00:04:22.000]  將智慧賜予智慧人
[00:04:22.000 --> 00:04:25.000]  將知識賜予聰明人
[00:04:25.000 --> 00:04:29.000]  他顯明深奧、隱蔽的事
[00:04:29.000 --> 00:04:31.000]  知道暗中所有的
[00:04:31.000 --> 00:04:34.000]  光明也與他同居
[00:04:34.000 --> 00:04:40.000]  我列祖的神啊,我感謝祢,讚美祢
[00:04:40.000 --> 00:04:43.000]  因祢將智慧才能賜給我
[00:04:43.000 --> 00:04:45.000]  允許我們所求的
[00:04:45.000 --> 00:04:49.000]  把王的事給我們指明
[00:04:49.000 --> 00:04:54.000]  於是,但爾利進去見亞倫
[00:04:54.000 --> 00:04:58.000]  就是王所派滅絕巴比倫的哲士的
[00:04:58.000 --> 00:04:59.000]  對他說:
[00:04:59.000 --> 00:05:02.000]  不要滅絕巴比倫的哲士
[00:05:02.000 --> 00:05:05.000]  求祢令我到王面前
[00:05:05.000 --> 00:05:09.000]  我要將夢的講解告訴王
[00:05:09.000 --> 00:05:38.000]  (音樂)
[00:05:38.000 --> 00:05:45.000]  各位頂姐妹平安
[00:05:45.000 --> 00:05:48.000]  在講到之前
[00:05:48.000 --> 00:05:53.000]  我想也要為講到的題目做一些解釋
[00:05:53.000 --> 00:05:56.000]  上星期阿廷報告說
[00:05:56.000 --> 00:06:00.000]  他認識這個波訣魂鬼
[00:06:00.000 --> 00:06:05.000]  是來自《攻心計之心工計》那些東西
[00:06:05.000 --> 00:06:10.000]  不是的,原本有一個出處
[00:06:10.000 --> 00:06:12.000]  我們一起看看
[00:06:12.000 --> 00:06:14.000]  波訣魂鬼
[00:06:14.000 --> 00:06:16.000]  為什麼?
[00:06:16.000 --> 00:06:20.000]  好,波訣魂鬼
[00:06:20.000 --> 00:06:26.000]  是,這個字原本第一次出現在漢賦
[00:06:26.000 --> 00:06:28.000]  金泉賦
[00:06:28.000 --> 00:06:30.000]  原本在說什麼?
[00:06:30.000 --> 00:06:36.000]  原本在說:於是大廈魂訣波鬼,催催而成觀
[00:06:36.000 --> 00:06:38.000]  即是說什麼?
[00:06:38.000 --> 00:06:43.000]  本來是在形容屋的構造、結構
[00:06:43.000 --> 00:06:46.000]  好像雲彩、像波浪那樣
[00:06:46.000 --> 00:06:49.000]  那種千姿百態
[00:06:49.000 --> 00:06:52.000]  後來就將波訣魂鬼
[00:06:52.000 --> 00:06:57.000]  引申形容一些事變幻莫測
[00:06:57.000 --> 00:07:03.000]  這四個字,最難的就是「訣」這個字
[00:07:03.000 --> 00:07:06.000]  這個字有兩個讀音
[00:07:06.000 --> 00:07:09.000]  有一個說法是讀「骨」字
[00:07:09.000 --> 00:07:13.000]  不過很多學者都說這是一個二讀
[00:07:13.000 --> 00:07:18.000]  你不可以說是錯,可以說是第二個讀音
[00:07:18.000 --> 00:07:21.000]  不過我翻查不同的允書
[00:07:21.000 --> 00:07:24.000]  都會說它應該是讀「訣」字
[00:07:24.000 --> 00:07:26.000]  這個字為什麼呢?
[00:07:26.000 --> 00:07:33.000]  說文、講牙的教學都會解釋這個字的意思
[00:07:33.000 --> 00:07:35.000]  其實大家也猜到
[00:07:35.000 --> 00:07:39.000]  「權渣、欺也、詐也」
[00:07:39.000 --> 00:07:45.000]  所以「訣」這個字不是說正面的事
[00:07:45.000 --> 00:07:48.000]  你會馬上想到什麼?
[00:07:48.000 --> 00:07:52.000]  本來是在說變幻莫測
[00:07:52.000 --> 00:07:55.000]  但當你看到「訣」字是這樣的解釋時
[00:07:55.000 --> 00:08:00.000]  所以「波訣魂鬼」慢慢引申
[00:08:00.000 --> 00:08:05.000]  形容政治中的變幻莫測
[00:08:05.000 --> 00:08:11.000]  我自己認識這個字是在新聞報道
[00:08:11.000 --> 00:08:15.000]  通常會形容哪些事是「波訣魂鬼」?
[00:08:15.000 --> 00:08:21.000]  北韓局勢、美國局勢、地緣政治等等
[00:08:21.000 --> 00:08:24.000]  都說是「波訣魂鬼」
[00:08:24.000 --> 00:08:29.000]  至於我們所在的地方是不是「波訣魂鬼」呢?
[00:08:29.000 --> 00:08:32.000]  不同人有不同的看法
[00:08:32.000 --> 00:08:35.000]  不過不論大家怎樣看
[00:08:35.000 --> 00:08:38.000]  今天很想跟大家一起從
[00:08:38.000 --> 00:08:41.000]  《但義理書》二章一到二十四節的經文
[00:08:41.000 --> 00:08:44.000]  我們看看但義理和他三位同伴
[00:08:44.000 --> 00:08:48.000]  處身在一個什麼處境和時代
[00:08:48.000 --> 00:08:56.000]  第一章是說到但義理和他三位同伴
[00:08:56.000 --> 00:08:59.000]  被擄到巴比倫
[00:08:59.000 --> 00:09:02.000]  然後說他們經過一連串訓練
[00:09:02.000 --> 00:09:05.000]  可以站在王的面前
