
[00:00:00.000 --> 00:00:02.000]  我覺得樓台只有兩班人
[00:00:02.000 --> 00:00:05.640]  一班是劇友和接納劇友的朋友
[00:00:05.640 --> 00:00:07.880]  樓台是為劇友而設的
[00:00:07.880 --> 00:00:11.200]  今天真誠地奇怪是可以的
[00:00:11.200 --> 00:00:12.880]  真誠地奇怪
[00:00:12.880 --> 00:00:15.200]  真誠地壞 女生對的都是很壞的
[00:00:15.200 --> 00:00:18.640]  哇 無人金句 厲害厲害
[00:00:18.640 --> 00:00:23.600]  好了好了好了
[00:00:23.600 --> 00:00:26.880]  歡迎大家 今天我們邀請了幾位過來人
[00:00:26.880 --> 00:00:31.880]  哈哈哈哈 說的那個 近來呢
[00:00:31.880 --> 00:00:33.880]  都是國內人 都不覺得是國內人
[00:00:33.880 --> 00:00:35.880]  通常都是這樣的
[00:00:35.880 --> 00:00:37.880]  根據剛才大家的反應
[00:00:37.880 --> 00:00:40.880]  可能大家都猜到我們今天說的話題了
[00:00:40.880 --> 00:00:44.880]  近來教會界 或者可能是教會界
[00:00:44.880 --> 00:00:48.880]  都很流行的一個話題就是關於劇友
[00:00:48.880 --> 00:00:52.880]  所以今天特別邀請了幾位劇友和劇友的朋友
[00:00:52.880 --> 00:00:54.880]  來跟大家分享一下
[00:00:54.880 --> 00:00:56.880]  好 哪位是劇友 自己舉手
[00:00:56.880 --> 00:00:58.880]  哈哈哈哈
[00:00:58.880 --> 00:01:00.880]  不是
[00:01:00.880 --> 00:01:02.880]  通常都是不是的
[00:01:02.880 --> 00:01:04.880]  通常第一個說不是的
[00:01:04.880 --> 00:01:06.880]  其實我真的不知道要來一個劇友
[00:01:06.880 --> 00:01:10.880]  如果劇友懂得解釋劇友
[00:01:10.880 --> 00:01:12.880]  是劇友
[00:01:12.880 --> 00:01:14.880]  或者沒有醉的那種
[00:01:14.880 --> 00:01:16.880]  是一個厲害的劇友
[00:01:16.880 --> 00:01:18.880]  或者他都不劇友
[00:01:18.880 --> 00:01:20.880]  不劇友 不懂得解釋
[00:01:20.880 --> 00:01:22.880]  他都很知道怎樣劇友
[00:01:22.880 --> 00:01:24.880]  所以就做一些劇友的行為
[00:01:24.880 --> 00:01:26.880]  所以我們都不是劇友
[00:01:26.880 --> 00:01:28.880]  所以我們都定義不一樣
[00:01:28.880 --> 00:01:30.880]  是誰定義來的
[00:01:30.880 --> 00:01:32.880]  誰說的
[00:01:32.880 --> 00:01:34.880]  誰知道
[00:01:34.880 --> 00:01:36.880]  點故真的不知道
[00:01:36.880 --> 00:01:38.880]  我都在FourTry學回來很多次
[00:01:38.880 --> 00:01:40.880]  劇友
[00:01:40.880 --> 00:01:42.880]  由於我們拍的那個遊戲
[00:01:42.880 --> 00:01:44.880]  就開始那個劇友
[00:01:44.880 --> 00:01:46.880]  原來這麼多年了
[00:01:46.880 --> 00:01:48.880]  我才知道那個劇友
[00:01:48.880 --> 00:01:50.880]  因為你那個年代不是那個劇友
[00:01:50.880 --> 00:01:52.880]  你現在知道
[00:01:52.880 --> 00:01:54.880]  如果用你那個年代的劇友
[00:01:54.880 --> 00:01:56.880]  大約是什麼意思
[00:01:56.880 --> 00:01:58.880]  就是騎靚
[00:01:58.880 --> 00:02:00.880]  因為我以前有個同學叫騎靚雲
[00:02:00.880 --> 00:02:02.880]  真慘
[00:02:02.880 --> 00:02:04.880]  他的樣子
[00:02:04.880 --> 00:02:06.880]  看就知道是誰
[00:02:06.880 --> 00:02:08.880]  這是人身攻擊
[00:02:08.880 --> 00:02:10.880]  他好像OK
[00:02:10.880 --> 00:02:12.880]  他自己OK
[00:02:12.880 --> 00:02:14.880]  他樣子是帶眼鏡
[00:02:14.880 --> 00:02:16.880]  有暗瘡
[00:02:16.880 --> 00:02:18.880]  你Cross他自己OK
[00:02:18.880 --> 00:02:20.880]  騎靚
[00:02:20.880 --> 00:02:22.880]  那騎靚是不是不同一點
[00:02:22.880 --> 00:02:24.880]  騎靚是不是一個外表
[00:02:24.880 --> 00:02:26.880]  騎靚是指他做了什麼
[00:02:26.880 --> 00:02:28.880]  所以
[00:02:28.880 --> 00:02:30.880]  騎靚是奇怪
[00:02:30.880 --> 00:02:32.880]  騎靚都可以說奇怪
[00:02:32.880 --> 00:02:34.880]  那誰厲害一點
[00:02:34.880 --> 00:02:36.880]  我覺得是一種感覺
[00:02:36.880 --> 00:02:38.880]  其實是年代不同
[00:02:38.880 --> 00:02:40.880]  我覺得純粹是你那個感覺
[00:02:40.880 --> 00:02:42.880]  沒事
[00:02:42.880 --> 00:02:44.880]  很騎靚
[00:02:44.880 --> 00:02:46.880]  那是嗎
[00:02:46.880 --> 00:02:48.880]  其實
[00:02:48.880 --> 00:02:50.880]  如果他自己是騎靚
[00:02:50.880 --> 00:02:52.880]  我只覺得他很搞笑
[00:02:52.880 --> 00:02:54.880]  那就是AMY不是騎靚
[00:02:54.880 --> 00:02:56.880]  現在開始定義我
[00:02:56.880 --> 00:02:58.880]  開始攻擊
[00:02:58.880 --> 00:03:00.880]  這些通常
[00:03:00.880 --> 00:03:02.880]  自己是騎靚有先說其他人是騎靚有
[00:03:02.880 --> 00:03:04.880]  他的策略
[00:03:04.880 --> 00:03:06.880]  拉攏戰線
[00:03:06.880 --> 00:03:08.880]  然後來專注在我身上
[00:03:08.880 --> 00:03:10.880]  因為近來很多人說騎靚有
[00:03:10.880 --> 00:03:12.880]  特別是
[00:03:12.880 --> 00:03:14.880]  我聽了兩句說話
[00:03:14.880 --> 00:03:16.880]  第一句是騎靚有先回教會
[00:03:16.880 --> 00:03:18.880]  第二句是教會特別多騎靚有
[00:03:18.880 --> 00:03:20.880]  就這樣說
[00:03:20.880 --> 00:03:22.880]  就說教會是吸了騎靚有回來
[00:03:22.880 --> 00:03:24.880]  譬如
[00:03:24.880 --> 00:03:26.880]  包括的是
[00:03:26.880 --> 00:03:28.880]  那些叫什麼
[00:03:28.880 --> 00:03:30.880]  溝通問題
[00:03:30.880 --> 00:03:32.880]  或者性格
[00:03:32.880 --> 00:03:34.880]  原來是這樣
[00:03:34.880 --> 00:03:36.880]  我覺得很深層次
[00:03:36.880 --> 00:03:38.880]  我真的可能是
[00:03:38.880 --> 00:03:40.880]  他都不記得
[00:03:40.880 --> 00:03:42.880]  可能是
[00:03:42.880 --> 00:03:44.880]  溝通問題
[00:03:44.880 --> 00:03:46.880]  他跟別人溝通不到
[00:03:46.880 --> 00:03:48.880]  還有什麼
