
[00:00:00.000 --> 00:00:02.000]  孟晚安
[00:00:02.000 --> 00:00:05.000]  我想剛才的歌也在反映
[00:00:05.000 --> 00:00:07.000]  對不起
[00:00:07.000 --> 00:00:22.000]  我想剛才的歌也在反映很多人的心聲
[00:00:22.000 --> 00:00:25.000]  尤其是這個星期所發生的事情
[00:00:29.000 --> 00:00:32.000]  我們不知道會怎樣下去
[00:00:32.000 --> 00:00:34.000]  也沒有人知道會怎樣下去
[00:00:34.000 --> 00:00:36.000]  我們感覺著
[00:00:36.000 --> 00:00:38.000]  或者希望自己感覺著的
[00:00:38.000 --> 00:00:43.000]  好像一個很巨型的意識形態的巨輪
[00:00:43.000 --> 00:00:45.000]  壓在很多人的心口當中
[00:00:45.000 --> 00:00:51.000]  有時候我們也不明白現在會發生什麼事
[00:00:51.000 --> 00:00:55.000]  好像和我們以前所想的世界很不一樣
[00:00:57.000 --> 00:01:00.000]  我想剛才的歌是讓我們一起去
[00:01:00.000 --> 00:01:03.000]  在這些窒息的環境下
[00:01:03.000 --> 00:01:05.000]  我們透一透氣
[00:01:05.000 --> 00:01:08.000]  願以剛才敬拜的隊伍
[00:01:08.000 --> 00:01:10.000]  讓我們敬拜
[00:01:10.000 --> 00:01:12.000]  我們心靈當中
[00:01:12.000 --> 00:01:15.000]  祈求上主讓我們有一絲
[00:01:15.000 --> 00:01:17.000]  的安慰
[00:01:17.000 --> 00:01:20.000]  選擇這個題目
[00:01:20.000 --> 00:01:22.000]  是因為
[00:01:22.000 --> 00:01:26.000]  在過去大半年裡發生一些事情
[00:01:27.000 --> 00:01:30.000]  有些人是想著遲一點結婚
[00:01:30.000 --> 00:01:32.000]  想著今年年底結婚
[00:01:32.000 --> 00:01:37.000]  因為社會運動的緣故
[00:01:37.000 --> 00:01:39.000]  突然之間有一天
[00:01:39.000 --> 00:01:42.000]  在做婚前輔導的時候
[00:01:42.000 --> 00:01:43.000]  一坐下來就說
[00:01:43.000 --> 00:01:46.000]  家Sir 我想下個月就結婚
[00:01:46.000 --> 00:01:49.000]  失機無神
[00:01:49.000 --> 00:01:50.000]  一年後的婚禮
[00:01:50.000 --> 00:01:53.000]  他就說希望下個月結婚
[00:01:53.000 --> 00:01:55.000]  問我下個月星期日有空嗎
[00:01:55.000 --> 00:01:57.000]  我問他有沒有空
[00:01:57.000 --> 00:02:00.000]  又有經歷的是什麼
[00:02:00.000 --> 00:02:02.000]  經歷的是
[00:02:02.000 --> 00:02:05.000]  有些人是A0
[00:02:05.000 --> 00:02:08.000]  A0就是
[00:02:08.000 --> 00:02:10.000]  Available
[00:02:10.000 --> 00:02:12.000]  0就代表沒拍過拖的意思
[00:02:12.000 --> 00:02:14.000]  所以叫做A0
[00:02:14.000 --> 00:02:16.000]  我認識這個A0的人
[00:02:16.000 --> 00:02:18.000]  就經常都不敢拍拖
[00:02:18.000 --> 00:02:19.000]  他只喜歡人
[00:02:19.000 --> 00:02:22.000]  想不到在
[00:02:23.000 --> 00:02:25.000]  很特別的情況下
[00:02:25.000 --> 00:02:29.000]  他選擇走出了
[00:02:29.000 --> 00:02:31.000]  離開A0這個
[00:02:31.000 --> 00:02:35.000]  這麼偉大的
[00:02:35.000 --> 00:02:38.000]  生活裡面
[00:02:38.000 --> 00:02:40.000]  他還想著
[00:02:40.000 --> 00:02:42.000]  那個人去哪裡
[00:02:42.000 --> 00:02:44.000]  他就跟著去哪裡
[00:02:44.000 --> 00:02:48.000]  這些好像很好笑的事情
[00:02:48.000 --> 00:02:49.000]  但其實
[00:02:49.000 --> 00:02:51.000]  連我心裡都知道
[00:02:52.000 --> 00:02:54.000]  其實這些對
[00:02:54.000 --> 00:02:57.000]  看著這些情景的時候
[00:02:57.000 --> 00:02:58.000]  很困難
[00:02:58.000 --> 00:02:59.000]  很痛苦
[00:02:59.000 --> 00:03:00.000]  很不容易
[00:03:00.000 --> 00:03:04.000]  亂世裡面的拍拖
[00:03:04.000 --> 00:03:05.000]  愛情
[00:03:05.000 --> 00:03:07.000]  其實很困難
[00:03:07.000 --> 00:03:09.000]  本來可以很地道的事情
[00:03:09.000 --> 00:03:12.000]  突然之間要很短時間內
[00:03:12.000 --> 00:03:14.000]  要促成一件事情
[00:03:14.000 --> 00:03:17.000]  你看到有人在
[00:03:17.000 --> 00:03:19.000]  法庭裡面戴著肚子
[00:03:20.000 --> 00:03:22.000]  跟那個入獄的人說
[00:03:22.000 --> 00:03:24.000]  我跟寶寶會等你出來
[00:03:24.000 --> 00:03:27.000]  你又會看到
[00:03:27.000 --> 00:03:28.000]  有些人
[00:03:28.000 --> 00:03:30.000]  男朋友
[00:03:30.000 --> 00:03:32.000]  進了一個
[00:03:32.000 --> 00:03:35.000]  大家覺得不應該去的地方
[00:03:35.000 --> 00:03:39.000]  他就日復日地去探望他的男朋友
[00:03:39.000 --> 00:03:42.000]  愛情顯得在這個世代裡面
[00:03:42.000 --> 00:03:44.000]  變得很不一樣
[00:03:44.000 --> 00:03:47.000]  我們現在看到的愛情故事
[00:03:47.000 --> 00:03:49.000]  已經不再是
[00:03:49.000 --> 00:03:51.000]  很浪漫的那些
[00:03:51.000 --> 00:03:54.000]  愛情故事的典範
[00:03:54.000 --> 00:03:56.000]  在亂世裡面
[00:03:56.000 --> 00:04:00.000]  在一個極困難的世代當中
[00:04:00.000 --> 00:04:04.000]  愛情來得很不一樣
[00:04:04.000 --> 00:04:07.000]  所以今天我希望能夠
[00:04:07.000 --> 00:04:10.000]  藉著啞歌
[00:04:10.000 --> 00:04:13.000]  基本上我從小到大都沒聽過有人說啞歌
[00:04:13.000 --> 00:04:14.000]  在港島
[00:04:14.000 --> 00:04:16.000]  今天呢
[00:04:17.000 --> 00:04:19.000]  我現在幫他按了
[00:04:19.000 --> 00:04:23.000]  我希望今天你不太介意
[00:04:23.000 --> 00:04:25.000]  不是我說的,是聖經說的
[00:04:25.000 --> 00:04:27.000]  有些事情是
[00:04:27.000 --> 00:04:29.000]  聖經說的
[00:04:29.000 --> 00:04:31.000]  我是說出來的
[00:04:31.000 --> 00:04:35.000]  不關我的事,我要先說
[00:04:35.000 --> 00:04:37.000]  有任何事情
[00:04:37.000 --> 00:04:39.000]  是聖經說的
[00:04:39.000 --> 00:04:41.000]  頭三節是最不容易
[00:04:41.000 --> 00:04:44.000]  是很難明白的
[00:04:44.000 --> 00:04:45.000]  不過我們
[00:04:45.000 --> 00:04:47.000]  先試著明白
[00:04:47.000 --> 00:04:49.000]  這裡是翻譯
[00:04:49.000 --> 00:04:51.000]  英文是我翻譯的
[00:04:51.000 --> 00:04:53.000]  中文我不敢翻譯
[00:04:53.000 --> 00:04:56.000]  所以我是改了一點點的東西
[00:04:56.000 --> 00:04:58.000]  有一點點改了
[00:04:58.000 --> 00:04:59.000]  以學本為主導
[00:04:59.000 --> 00:05:01.000]  但英文那個是我翻譯的
[00:05:01.000 --> 00:05:03.000]  第一節是這樣說的
[00:05:03.000 --> 00:05:04.000]  巴不得
[00:05:04.000 --> 00:05:06.000]  是一個女生說的
[00:05:06.000 --> 00:05:08.000]  巴不得你仗我的兄弟
[00:05:08.000 --> 00:05:11.000]  仗吃我的母親奶的兄弟
[00:05:11.000 --> 00:05:13.000]  我在外面遇見你,遇你親嘴
[00:05:13.000 --> 00:05:14.000]  誰都不稀罕我
[00:05:14.000 --> 00:05:16.000]  這個已經很難搞了
[00:05:16.000 --> 00:05:18.000]  就是
[00:05:18.000 --> 00:05:20.000]  為什麼
[00:05:20.000 --> 00:05:22.000]  我想和一個男生拍拖
[00:05:22.000 --> 00:05:25.000]  為什麼巴不得你好像和我的兄弟一樣
[00:05:25.000 --> 00:05:27.000]  好像和我
[00:05:27.000 --> 00:05:28.000]  喝我母親的奶
[00:05:28.000 --> 00:05:30.000]  就是和一個
[00:05:30.000 --> 00:05:32.000]  喝奶的母親的兄弟
[00:05:32.000 --> 00:05:34.000]  以致怎樣呢
[00:05:34.000 --> 00:05:36.000]  以致
[00:05:36.000 --> 00:05:38.000]  如果你是我的兄弟的話
[00:05:38.000 --> 00:05:40.000]  我在外面跟你親嘴就沒有人稀罕
[00:05:40.000 --> 00:05:42.000]  意思就是
[00:05:42.000 --> 00:05:44.000]  我們最簡單的說
[00:05:44.000 --> 00:05:48.000]  這段愛情是一個極度困難的愛情
[00:05:48.000 --> 00:05:52.000]  她要寧可一個男朋友成為她的哥哥或弟弟
[00:05:52.000 --> 00:05:54.000]  別人就誤會他們了
[00:05:54.000 --> 00:05:56.000]  大約是這樣想的
[00:05:56.000 --> 00:05:58.000]  我們先試著這樣想這段經文
[00:05:58.000 --> 00:06:00.000]  所以這段經文其實是
[00:06:00.000 --> 00:06:03.000]  說一段很不容易的經歷
[00:06:03.000 --> 00:06:05.000]  很困難
[00:06:05.000 --> 00:06:06.000]  你看看第二節
[00:06:06.000 --> 00:06:08.000]  我們再看一看
[00:06:08.000 --> 00:06:10.000]  他說我必引你
[00:06:10.000 --> 00:06:12.000]  I need you
[00:06:12.000 --> 00:06:14.000]  真的要引你
[00:06:14.000 --> 00:06:16.000]  到我母親的家
[00:06:16.000 --> 00:06:18.000]  母親教我
[00:06:18.000 --> 00:06:22.000]  就使你喝石榴汁釀的香酒
[00:06:22.000 --> 00:06:26.000]  這句
[00:06:26.000 --> 00:06:30.000]  意思是這樣的
[00:06:30.000 --> 00:06:36.000]  說得不太露骨
[00:06:36.000 --> 00:06:38.000]  這樣就
[00:06:38.000 --> 00:06:42.000]  其實石榴汁釀的香酒
[00:06:42.000 --> 00:06:44.000]  就是一些隱喻
[00:06:44.000 --> 00:06:48.000]  明白了嗎
[00:06:48.000 --> 00:06:50.000]  是隱喻
[00:06:50.000 --> 00:06:52.000]  意思是甚麼呢
[00:06:52.000 --> 00:06:54.000]  母親教我的意思是
[00:06:54.000 --> 00:06:56.000]  原來以前的人
[00:06:56.000 --> 00:06:58.000]  就不能看
[00:06:58.000 --> 00:07:00.000]  網上的東西
[00:07:00.000 --> 00:07:04.000]  這樣就只能夠
[00:07:04.000 --> 00:07:06.000]  母親去教他
[00:07:06.000 --> 00:07:08.000]  所以這句話就很特別
[00:07:08.000 --> 00:07:10.000]  說到
[00:07:10.000 --> 00:07:12.000]  他要引那個男孩
[00:07:12.000 --> 00:07:14.000]  到他母親的家
[00:07:14.000 --> 00:07:16.000]  母親就會教他
[00:07:16.000 --> 00:07:18.000]  他就會享受親密的關係
[00:07:18.000 --> 00:07:20.000]  這樣說是不是很優雅呢
[00:07:20.000 --> 00:07:24.000]  我盡量優雅地說
[00:07:24.000 --> 00:07:28.000]  所以第一節說完了
[00:07:28.000 --> 00:07:30.000]  他們在經歷很困難
[00:07:30.000 --> 00:07:32.000]  來到第八章的時候
[00:07:32.000 --> 00:07:34.000]  眼睛就大開
[00:07:34.000 --> 00:07:36.000]  來到第八章的時候
[00:07:36.000 --> 00:07:38.000]  雅歌書
[00:07:38.000 --> 00:07:40.000]  《Song of Songs》
[00:07:40.000 --> 00:07:42.000]  來到最後的時候
[00:07:42.000 --> 00:07:44.000]  終於成就了他們之間有親密的關係
[00:07:44.000 --> 00:07:46.000]  第三節也是一樣
[00:07:46.000 --> 00:07:48.000]  你看完就明白了
[00:07:48.000 --> 00:07:50.000]  他的左手
[00:07:50.000 --> 00:07:52.000]  必在我頭下
[00:07:52.000 --> 00:07:54.000]  他的右手必將我抱住
[00:07:54.000 --> 00:07:56.000]  原文也真的這樣翻譯
[00:07:56.000 --> 00:07:58.000]  我們不要想像太多
[00:07:58.000 --> 00:08:02.000]  總之感覺就是一個
[00:08:02.000 --> 00:08:04.000]  親密的關係的描述
[00:08:04.000 --> 00:08:06.000]  所以一節三節
[00:08:06.000 --> 00:08:08.000]  大體上是說
[00:08:08.000 --> 00:08:12.000]  那個女士
[00:08:12.000 --> 00:08:14.000]  追尋愛情去找一個男孩
[00:08:14.000 --> 00:08:16.000]  追追尋尋尋
[00:08:16.000 --> 00:08:18.000]  尋尋覓覓尋了很久
[00:08:18.000 --> 00:08:20.000]  終於可以去到
[00:08:20.000 --> 00:08:22.000]  這個光景裏面
[00:08:22.000 --> 00:08:24.000]  第一個問題要問的是
[00:08:24.000 --> 00:08:26.000]  為什麼傳道書
[00:08:26.000 --> 00:08:28.000]  要寫這些東西
[00:08:28.000 --> 00:08:30.000]  除了我們說這三個聖經
[00:08:30.000 --> 00:08:32.000]  有趣之外
[00:08:32.000 --> 00:08:34.000]  這些通常都是團契說的好一點
[00:08:34.000 --> 00:08:36.000]  很少講道講
[00:08:36.000 --> 00:08:38.000]  講這些有點尷尬
[00:08:38.000 --> 00:08:40.000]  你看我都在顫抖
[00:08:40.000 --> 00:08:42.000]  所以
[00:08:42.000 --> 00:08:44.000]  問題是要問
[00:08:44.000 --> 00:08:48.000]  這些東西為什麼要寫在聖經裏面
[00:08:48.000 --> 00:08:50.000]  而寫來是為了什麼
[00:08:50.000 --> 00:08:52.000]  這個希望我們
[00:08:52.000 --> 00:08:54.000]  去到中段的時候
[00:08:54.000 --> 00:08:56.000]  我們會嘗試理解一下
[00:08:56.000 --> 00:08:58.000]  大約是這樣
[00:08:58.000 --> 00:09:00.000]  去完這裏之後
[00:09:00.000 --> 00:09:02.000]  他終於成就這件事
[00:09:02.000 --> 00:09:04.000]  第三節這件事
[00:09:04.000 --> 00:09:06.000]  他媽媽教完他之後
