
[00:00:00.000 --> 00:00:02.680]  好,頂智慧晚安
[00:00:02.680 --> 00:00:06.900]  昨天五月天來了
[00:00:06.900 --> 00:00:10.640]  石頭說了一句話
[00:00:10.640 --> 00:00:14.160]  五月天幾年沒來了
[00:00:14.160 --> 00:00:16.860]  他說香港變了很多
[00:00:16.860 --> 00:00:20.060]  他說有些東西沒有變
[00:00:20.060 --> 00:00:26.300]  昨天阿凡和方圓
[00:00:28.060 --> 00:00:31.660]  有很多東西值得我們去思考
[00:00:31.660 --> 00:00:34.400]  起碼仍然覺得
[00:00:34.400 --> 00:00:39.260]  香港人仍然為香港人說話
[00:00:39.260 --> 00:00:43.120]  無論你認不認同
[00:00:43.120 --> 00:00:45.540]  在制度當中你可以做到多少
[00:00:45.540 --> 00:00:48.640]  但你仍然相信制度當中
[00:00:48.640 --> 00:00:51.700]  只不過有人將很多螞蟻搞來搞去
[00:00:51.700 --> 00:00:55.600]  我們仍然告訴自己
[00:00:55.600 --> 00:00:57.760]  可以彼此相愛
[00:00:58.480 --> 00:01:00.080]  彼此堅持
[00:01:00.080 --> 00:01:03.920]  尤其是今天鋪天蓋地
[00:01:03.920 --> 00:01:07.060]  意識形態的高舉
[00:01:07.060 --> 00:01:10.660]  到底我們今天應該怎樣走下去
[00:01:10.660 --> 00:01:15.760]  所以今年我自己選擇的經文是
[00:01:15.760 --> 00:01:17.280]  《耶利米書》
[00:01:17.280 --> 00:01:19.160]  在一月份的時候
[00:01:19.160 --> 00:01:22.520]  我記得說了一段經文是《耶利米的呼召》
[00:01:22.520 --> 00:01:24.660]  講《耶利米的呼召》的時候
[00:01:24.660 --> 00:01:26.660]  其實想帶出一樣東西
[00:01:26.780 --> 00:01:29.720]  我們面臨在一個拆毀的年代
[00:01:29.720 --> 00:01:33.880]  我們正在建立很多年來的事物
[00:01:33.880 --> 00:01:37.520]  我們不期然地面對一個拆毀的時間
[00:01:37.520 --> 00:01:40.000]  不容易經歷
[00:01:40.000 --> 00:01:43.560]  彷彿《耶利米的呼召》跟我們說話一樣
[00:01:43.560 --> 00:01:45.640]  我們試試看
[00:01:45.640 --> 00:01:48.360]  今天我選了另一段《耶利米的經文》
[00:01:48.360 --> 00:01:54.800]  我第一次做Canva
[00:01:55.300 --> 00:01:56.300]  就是
[00:01:56.300 --> 00:01:57.840]  就是
[00:01:57.840 --> 00:02:01.040]  Canva is the king
[00:02:01.040 --> 00:02:02.480]  這樣
[00:02:02.480 --> 00:02:05.380]  他十五節是這樣說的
[00:02:05.380 --> 00:02:09.180]  他說:你是知道的耶和華
[00:02:09.180 --> 00:02:11.420]  紀念我和顧念我
[00:02:11.420 --> 00:02:14.560]  從逼迫我的人中為我報仇
[00:02:14.560 --> 00:02:18.980]  不要寬容他們當他們取我的命
[00:02:18.980 --> 00:02:21.060]  你是知道的
[00:02:21.060 --> 00:02:24.020]  我為你的緣故受了凌辱
[00:02:25.020 --> 00:02:28.700]  《耶利米》講這一段的說話
[00:02:28.700 --> 00:02:32.500]  其實是在講一個很艱難的時代
[00:02:32.500 --> 00:02:37.900]  在講一個他要宣告這個地方會被拆毀
[00:02:37.900 --> 00:02:39.900]  這個地方會被拔出
[00:02:39.900 --> 00:02:44.340]  這個地方會不容易地生活下去
[00:02:44.340 --> 00:02:46.380]  當要講這些的時候
[00:02:46.380 --> 00:02:47.820]  其實大家知道的話
[00:02:47.820 --> 00:02:50.780]  其實很多人不覺得這些說話合聽
[00:02:51.100 --> 00:02:54.380]  他們要說好耶路撒冷的故事
[00:02:54.380 --> 00:02:56.740]  無論是祭司
[00:02:56.740 --> 00:02:58.340]  無論是大祭司
[00:02:58.340 --> 00:03:00.340]  無論是宗教的領袖
[00:03:00.340 --> 00:03:04.260]  他們都決意要將好的故事繼續說下去
[00:03:04.260 --> 00:03:07.820]  所以那些講不好故事的疑人
[00:03:07.820 --> 00:03:12.420]  成為了眾人針對的對象
[00:03:12.420 --> 00:03:14.580]  《耶利米》經歷了很多之後
[00:03:14.580 --> 00:03:16.820]  他發出了這個祈禱
[00:03:16.820 --> 00:03:20.180]  基本上十五節、十六節、十七節、十八節
[00:03:20.180 --> 00:03:23.820]  是他祈禱的一個很重要的內容
[00:03:23.820 --> 00:03:29.460]  異象加附在耶利米身上的時候
[00:03:29.460 --> 00:03:32.340]  不是在講他做了很多偉大的事情
[00:03:32.340 --> 00:03:35.180]  你看這一節單單的聖經
[00:03:35.180 --> 00:03:38.940]  他在講救命的禱告
[00:03:38.940 --> 00:03:42.340]  異象不會帶來他風光的日子
[00:03:42.340 --> 00:03:46.740]  他蒙召成為上帝使用的僕人
[00:03:46.740 --> 00:03:52.820]  不是帶來一個可以在很高的位份之中
[00:03:52.820 --> 00:03:53.940]  叱吒風雲
[00:03:53.940 --> 00:03:55.540]  他沒有這些野心屈服
[00:03:55.540 --> 00:04:00.220]  他連以利亞可以在加密山上
[00:04:00.220 --> 00:04:03.660]  能夠稱霸、打敗先知
[00:04:03.660 --> 00:04:08.540]  這些僅有的威嚴和尊榮他都沒有
[00:04:08.540 --> 00:04:12.340]  耶利米從來沒有神跡歧視異象伴隨著他
[00:04:12.340 --> 00:04:14.660]  有的,只不過在異象裡面
[00:04:14.660 --> 00:04:16.660]  他受盡凌辱
[00:04:16.660 --> 00:04:19.660]  在十六節他繼續再講一些東西
[00:04:19.660 --> 00:04:25.940]  他說:我沉著你的話語,就吃下他們
[00:04:25.940 --> 00:04:31.860]  你的話語於我成為歡喜和我心中的喜悅
[00:04:31.860 --> 00:04:35.980]  因你的名字於我被呼喚
[00:04:35.980 --> 00:04:38.980]  萬鈞耶和華
[00:04:38.980 --> 00:04:42.540]  這句話跟十五節很不同
[00:04:42.540 --> 00:04:44.940]  十五節明明在講他受盡凌辱
[00:04:44.940 --> 00:04:46.940]  很慘、很艱難
[00:04:46.940 --> 00:04:49.940]  但十六節你看他有多少個喜悅
[00:04:49.940 --> 00:04:50.940]  即是歡喜
[00:04:50.940 --> 00:04:52.940]  喜悅這兩個字眼出現了
[00:04:52.940 --> 00:04:54.940]  他突然說
[00:04:54.940 --> 00:04:56.940]  吃了他的話語之後
[00:04:56.940 --> 00:04:59.940]  突然間他裡面歡喜和快樂
[00:04:59.940 --> 00:05:02.940]  吃了他的話語是在講什麼呢?
[00:05:02.940 --> 00:05:05.940]  應該是在講一月的時候
[00:05:05.940 --> 00:05:07.940]  我講關於耶利米一章的故事
[00:05:07.940 --> 00:05:10.940]  耶和華要將他的話
[00:05:10.940 --> 00:05:13.940]  要怎麼講放在耶利米口中
[00:05:13.940 --> 00:05:15.940]  所以彷彿他吃了耶和華
[00:05:15.940 --> 00:05:17.940]  給他的說話之後
[00:05:17.940 --> 00:05:20.940]  他就從此以後歡喜快樂
[00:05:20.940 --> 00:05:21.940]  但我要表達的是
[00:05:21.940 --> 00:05:26.940]  十五、十六章其實是一個很變態的兩節聖經
[00:05:26.940 --> 00:05:29.940]  十五節其實是在講他很不開心
[00:05:29.940 --> 00:05:31.940]  受盡凌辱,很淒涼
[00:05:31.940 --> 00:05:34.940]  十六節突然間他吃了上帝的位置之後
[00:05:34.940 --> 00:05:36.940]  他就很開心
[00:05:36.940 --> 00:05:37.940]  到底他開心還是不開心?
[00:05:37.940 --> 00:05:39.940]  到底他歡喜還是不歡喜?
[00:05:39.940 --> 00:05:40.940]  到底他被人攻擊
[00:05:40.940 --> 00:05:42.940]  甚至被打、被成刑
[00:05:42.940 --> 00:05:45.940]  被凌辱得他很淒涼
[00:05:45.940 --> 00:05:48.940]  到底哪一件事才是真?
[00:05:48.940 --> 00:05:52.940]  十五、十六節這兩節聖經
[00:05:52.940 --> 00:05:56.940]  其實是一個很強大的張力
[00:05:56.940 --> 00:05:57.940]  張力是意象
[00:05:57.940 --> 00:05:59.940]  當意象到一個人身上的時候
[00:05:59.940 --> 00:06:02.940]  其實不是在講很開心、很偉大的事
[00:06:02.940 --> 00:06:04.940]  對耶利米是一個很凌辱的事
[00:06:04.940 --> 00:06:05.940]  是一個很差勁的事
[00:06:05.940 --> 00:06:07.940]  他不知道為什麼要做這麼傻和傻的事
[00:06:07.940 --> 00:06:09.940]  但他總之做了
[00:06:09.940 --> 00:06:11.940]  做完之後沒有好處
[00:06:11.940 --> 00:06:13.940]  經常被人打、被人欺負
[00:06:13.940 --> 00:06:14.940]  但轉眼之後
[00:06:14.940 --> 00:06:16.940]  十六節就說一些奇奇怪怪的事
[00:06:16.940 --> 00:06:18.940]  不是的,我吃了上帝給我的東西之後
[00:06:18.940 --> 00:06:19.940]  說完之後我也有力量
[00:06:19.940 --> 00:06:21.940]  有了力量之後就充滿了
[00:06:21.940 --> 00:06:22.940]  然後就很開心快樂
[00:06:22.940 --> 00:06:23.940]  然後他說
[00:06:23.940 --> 00:06:25.940]  因你的名字於我被呼喚
[00:06:25.940 --> 00:06:28.940]  其實這句話是因為耶和華的名字
[00:06:28.940 --> 00:06:31.940]  這個名字就代表耶利米屬於耶和華
[00:06:31.940 --> 00:06:32.940]  所以他決意屬於耶和華
[00:06:32.940 --> 00:06:35.940]  所以他歡喜快樂
[00:06:35.940 --> 00:06:37.940]  這兩節聖經怎麼理解?
[00:06:37.940 --> 00:06:40.940]  他就是一個很精神錯亂的人
[00:06:40.940 --> 00:06:45.940]  你會發現所有服事主的人
