
[00:00:00.000 --> 00:00:02.800]  見到多心面孔
[00:00:02.800 --> 00:00:07.640]  不知道大家今天帶著什麼心情來崇拜
[00:00:07.640 --> 00:00:11.200]  我相信如果一直有參與我們崇拜
[00:00:11.200 --> 00:00:15.000]  都知道我們接下來這三個星期的崇拜當中
[00:00:15.000 --> 00:00:17.680]  都會有一個叫做「好好嘢」的主題
[00:00:17.680 --> 00:00:20.600]  今天的主題是關於愛情
[00:00:20.600 --> 00:00:24.400]  不知道大家有沒有留意上兩個星期的報告
[00:00:24.400 --> 00:00:34.000]  頂目者都用了很長時間介紹今個月或今次的講題
[00:00:34.000 --> 00:00:35.600]  是很長的
[00:00:35.600 --> 00:00:38.400]  我講題都用了這個這麼長的時間
[00:00:38.400 --> 00:00:46.800]  因為我想不到有什麼短的講題可以配合到這麼大範圍的東西
[00:00:46.800 --> 00:00:50.920]  最主要是在感情路上有一些波折
[00:00:50.920 --> 00:00:54.400]  今天就不是什麼解答信箱
[00:00:54.400 --> 00:00:56.000]  完了可以聊聊
[00:00:56.000 --> 00:00:59.400]  但不是在講題的時間有拿到什麼答案
[00:00:59.400 --> 00:01:02.800]  不過今天在信息當中都會跟大家講一下
[00:01:02.800 --> 00:01:08.600]  其實大家對感情上或愛情上都有不同的憧憬
[00:01:08.600 --> 00:01:13.200]  否則就不會有這麼多情歌
[00:01:13.200 --> 00:01:15.800]  情歌當中有些是開心的情歌
[00:01:15.800 --> 00:01:17.200]  有些是咕咕哭哭的情歌
[00:01:17.200 --> 00:01:18.400]  甜甜蜜蜜的情歌
[00:01:18.400 --> 00:01:23.200]  表白不表白的情歌
[00:01:23.200 --> 00:01:28.200]  但其實慘情的歌或失戀的歌是佔大多數的
[00:01:28.200 --> 00:01:32.800]  你還沒拍拖的時候就想拍拖
[00:01:32.800 --> 00:01:35.600]  但拍拖之後就有人會說
[00:01:35.600 --> 00:01:38.200]  你認真一點想想
[00:01:38.200 --> 00:01:41.200]  因為可能帶著一些不同的期盼
[00:01:41.200 --> 00:01:42.600]  其實憧憬是什麼呢?
[00:01:42.600 --> 00:01:48.200]  有時候我在學院有一科是晚間課程
[00:01:48.200 --> 00:01:51.600]  都很受歡迎叫做《交友與戀愛》
[00:01:51.600 --> 00:01:56.000]  其實我剛剛開始教這一科的時候
[00:01:56.000 --> 00:01:59.200]  有些前輩就說
[00:01:59.200 --> 00:02:02.000]  志剛,最近在神學院開什麼科?
[00:02:02.000 --> 00:02:04.000]  我說我開了一科《交友與戀愛》
[00:02:04.000 --> 00:02:06.200]  前輩就說
[00:02:06.200 --> 00:02:08.400]  這些都要教的嗎?
[00:02:08.400 --> 00:02:12.000]  我說是啊
[00:02:12.000 --> 00:02:15.000]  然後他就沒說話了
[00:02:15.000 --> 00:02:19.000]  當然了,在過程當中也要了解一下內容
[00:02:19.000 --> 00:02:21.000]  我在教這一科的內容
[00:02:21.000 --> 00:02:26.400]  其中一個很重點就是要看劇集
[00:02:26.400 --> 00:02:27.800]  看劇集是什麼呢?
[00:02:27.800 --> 00:02:30.200]  就是看劇集
[00:02:30.200 --> 00:02:33.400]  看劇集是因為劇集有不同的場景
[00:02:33.400 --> 00:02:36.400]  在場景當中要選一些場景出來
[00:02:36.400 --> 00:02:41.800]  了解那個人物在不同場景當中的設置和反應
[00:02:41.800 --> 00:02:46.000]  如果你要做同行者,你要介入的時候
[00:02:46.000 --> 00:02:48.400]  你應該要怎樣跟他走過
[00:02:48.400 --> 00:02:51.800]  以致有機會讓你選擇的時候不要再選錯了
[00:02:51.800 --> 00:02:58.000]  因為在劇目裡面總是反映很多現實生活的東西
[00:02:58.000 --> 00:03:00.800]  但在選劇當中不是讓學生自己選擇的
[00:03:00.800 --> 00:03:03.400]  是我刪除了一些戲
[00:03:03.400 --> 00:03:05.200]  他要看我指定的戲
[00:03:05.200 --> 00:03:06.400]  不是換的
[00:03:06.400 --> 00:03:10.800]  我都會在不同階段的教育的時候會換那些戲
[00:03:10.800 --> 00:03:15.600]  過程當中也有兩套連續劇和一套電影
[00:03:15.600 --> 00:03:17.000]  是被他選擇的
[00:03:17.000 --> 00:03:19.000]  是可以的
[00:03:19.000 --> 00:03:20.800]  但有些戲我是不會選擇的
[00:03:20.800 --> 00:03:23.600]  韓國片我是不會選擇的
[00:03:23.600 --> 00:03:26.800]  你們懂得笑是知道你們也看了很多
[00:03:26.800 --> 00:03:29.200]  我會選擇韓國片的數字戲
[00:03:29.200 --> 00:03:31.200]  但數字戲又不是很多愛情
[00:03:31.200 --> 00:03:34.600]  但韓劇的愛情戲就真的很不現實
[00:03:34.600 --> 00:03:36.200]  它不是超越時空
[00:03:36.200 --> 00:03:38.000]  就是有特異功能的
[00:03:38.000 --> 00:03:40.600]  另外我不知道男生
[00:03:40.600 --> 00:03:43.400]  男生的身形一定很棒
[00:03:43.400 --> 00:03:47.400]  不時要有濕身的鏡頭
[00:03:47.400 --> 00:03:51.000]  朱古力又會流出來
[00:03:51.000 --> 00:03:55.800]  男生從來都沒有見過沒有錢的
[00:03:55.800 --> 00:03:57.400]  如果他沒有錢
[00:03:57.400 --> 00:04:01.600]  他通常都有一些專業技能
[00:04:01.600 --> 00:04:03.000]  例如律師
[00:04:03.000 --> 00:04:05.800]  或者是很考手的醫生
[00:04:05.800 --> 00:04:08.000]  流氓醫生那些
[00:04:08.000 --> 00:04:10.600]  就算他沒有錢的時候
[00:04:10.600 --> 00:04:12.800]  突然有人走出來說
[00:04:12.800 --> 00:04:16.400]  其實你爸爸找了你很久
[00:04:16.400 --> 00:04:20.200]  你會發覺韓國戲是有很多這樣的劇情
[00:04:20.200 --> 00:04:22.800]  女生那邊通常是怎樣呢
[00:04:22.800 --> 00:04:27.000]  通常是早上九點下班
[00:04:27.000 --> 00:04:28.000]  經常加班
[00:04:28.000 --> 00:04:30.800]  自己加班的時候就不停地睡
[00:04:30.800 --> 00:04:33.800]  突然有個人出來
[00:04:33.800 --> 00:04:36.000]  為什麼你這麼遲下班
[00:04:36.000 --> 00:04:39.000]  公司有這麼多工作嗎
[00:04:39.000 --> 00:04:41.000]  然後關你什麼事
[00:04:41.000 --> 00:04:46.000]  他不知道那個是將來要承繼這間公司的
[00:04:46.000 --> 00:04:48.000]  的小主
[00:04:48.000 --> 00:04:51.600]  你會發覺這些劇其實我不會選擇的
[00:04:51.600 --> 00:04:53.600]  我通常選擇日劇
[00:04:53.600 --> 00:04:56.000]  又或者選擇台劇
[00:04:56.000 --> 00:05:01.000]  因為日劇和台劇我覺得比較事實一點
[00:05:01.000 --> 00:05:02.000]  事實一點
[00:05:02.000 --> 00:05:04.000]  那個場景會好
[00:05:04.000 --> 00:05:06.000]  但如果說愛情的話
[00:05:06.000 --> 00:05:09.000]  我不知道大家最近有沒有看日劇
[00:05:09.000 --> 00:05:13.000]  這套日劇去到台灣是火紅的
[00:05:13.000 --> 00:05:15.000]  就是
[00:05:15.000 --> 00:05:19.000]  我老公為什麼還不死
[00:05:19.000 --> 00:05:26.000]  這套是2025年4月6日在東京電視台播的
[00:05:26.000 --> 00:05:29.000]  這個原本是由小說出的
[00:05:29.000 --> 00:05:32.000]  小說然後翻譯成中文
[00:05:32.000 --> 00:05:36.000]  台灣有六個國立圖書館
[00:05:36.000 --> 00:05:39.000]  人們排隊去借
[00:05:39.000 --> 00:05:41.000]  或者是訂續借
[00:05:41.000 --> 00:05:47.000]  六間國立圖書館超過260多人等著借這本書
[00:05:47.000 --> 00:05:49.000]  那就可以買了
[00:05:49.000 --> 00:05:52.000]  很多人想看這本小說
[00:05:52.000 --> 00:05:56.000]  這本小說最後就拍了一套日劇
[00:05:56.000 --> 00:05:59.000]  如果愛情最後結婚之後
[00:05:59.000 --> 00:06:02.000]  你會問老公其實你什麼時候死
[00:06:02.000 --> 00:06:04.000]  那你還想不想拍拖呢
[00:06:04.000 --> 00:06:11.000]  又或者你覺得原來拍拖最後會變成這樣的結局的時候
[00:06:11.000 --> 00:06:14.000]  其實中間發生什麼問題呢
[00:06:14.000 --> 00:06:17.000]  這套戲已經不是第一套是這樣的
[00:06:17.000 --> 00:06:19.000]  這個電視台
[00:06:19.000 --> 00:06:21.000]  就是東京電視台
[00:06:21.000 --> 00:06:23.000]  Tokyo TV
[00:06:23.000 --> 00:06:28.000]  這套是他的名下第三套有關於老公的戲
[00:06:28.000 --> 00:06:32.000]  這三套裡面老公都是不好的
[00:06:32.000 --> 00:06:36.000]  我也要反映一下自己做老公是不是這樣
[00:06:36.000 --> 00:06:41.000]  但事實上反映到一些不同年代對於家庭的觀念
[00:06:41.000 --> 00:06:42.000]  結婚的觀念
[00:06:42.000 --> 00:06:44.000]  兩性相處的觀念
[00:06:44.000 --> 00:06:50.000]  男人和女人之間做一個丈夫和妻子之間的慰訓觀念
[00:06:50.000 --> 00:06:52.000]  擺位觀念
[00:06:52.000 --> 00:06:55.000]  剛才敬拜的時候主定都會求
[00:06:55.000 --> 00:06:57.000]  祈禱就是求神
[00:06:57.000 --> 00:07:00.000]  你教我如何擺好位置
[00:07:00.000 --> 00:07:06.000]  很多時候感情上的衝突和一些溝通上的落差
[00:07:06.000 --> 00:07:10.000]  是不是適如其分地說那番話
[00:07:10.000 --> 00:07:13.000]  又或者說那番話的position
[00:07:13.000 --> 00:07:15.000]  大家有沒有align得好
[00:07:15.000 --> 00:07:18.000]  能夠對好位置
[00:07:18.000 --> 00:07:20.000]  其實都是一個要學習的
[00:07:20.000 --> 00:07:22.000]  所以我常常都和我兩個兒子
[00:07:22.000 --> 00:07:24.000]  或者和我的弟兄姊妹說
[00:07:24.000 --> 00:07:27.000]  拍拖是一個經驗學習的過程
[00:07:27.000 --> 00:07:29.000]  你不會一下子看完書
[00:07:29.000 --> 00:07:31.000]  又或者上完課就懂得拍拖
[00:07:31.000 --> 00:07:34.000]  有些人要和他相處
[00:07:34.000 --> 00:07:36.000]  有些人說我老套
[00:07:36.000 --> 00:07:41.000]  但我仍然都說先交友後戀愛
[00:07:41.000 --> 00:07:43.000]  連朋友都做不到的時候
[00:07:43.000 --> 00:07:45.000]  你一下子就拍拖
[00:07:45.000 --> 00:07:47.000]  最後你都會回想
[00:07:47.000 --> 00:07:50.000]  不如我們做朋友好一點
[00:07:50.000 --> 00:07:51.000]  回頭
[00:07:51.000 --> 00:07:55.000]  這套戲反映到一些現況
[00:07:55.000 --> 00:07:57.000]  通常一說到現況的時候
[00:07:57.000 --> 00:08:00.000]  我就和AI聊聊天
[00:08:00.000 --> 00:08:02.000]  我問AI
[00:08:02.000 --> 00:08:05.000]  其實90後和00後的愛情觀是怎樣
[00:08:05.000 --> 00:08:08.000]  AI0.6秒就錄錄錄錄錄
[00:08:08.000 --> 00:08:13.000]  接著2.6秒就出了這個圖表給我
[00:08:13.000 --> 00:08:15.000]  你不要問我是誰
[00:08:15.000 --> 00:08:16.000]  我是AI
[00:08:16.000 --> 00:08:18.000]  我又沒有VPN
[00:08:18.000 --> 00:08:21.000]  我今天不是教書
[00:08:21.000 --> 00:08:23.000]  也不是要比較誰對與錯
[00:08:23.000 --> 00:08:25.000]  因為它的source有點不同
[00:08:25.000 --> 00:08:26.000]  我不會逐個說的
[00:08:26.000 --> 00:08:29.000]  首先你不要介意自己是不是90後
[00:08:29.000 --> 00:08:32.000]  也不要介意你是不是00後
[00:08:32.000 --> 00:08:34.000]  你先不要對號入座
[00:08:34.000 --> 00:08:36.000]  我是70後的
[00:08:36.000 --> 00:08:39.000]  但過程當中要了解一件事
[00:08:39.000 --> 00:08:43.000]  其實90後和00後的愛情觀
[00:08:43.000 --> 00:08:47.000]  其中一個比較特別不同的地方
[00:08:47.000 --> 00:08:50.000]  就是感受上更加明顯
[00:08:50.000 --> 00:08:52.000]  就是著重自己的感受
[00:08:52.000 --> 00:08:55.000]  而長遠規劃關於為生
[00:08:55.000 --> 00:08:59.000]  又或者能夠趕不趕到對方的需要
[00:08:59.000 --> 00:09:01.000]  和被需要的位置
[00:09:01.000 --> 00:09:05.000]  其實00後未必是最重點
[00:09:05.000 --> 00:09:06.000]  過程是重要的
[00:09:06.000 --> 00:09:10.000]  我跟你開心與否這段過程是很重要的
[00:09:10.000 --> 00:09:12.000]  有沒有將來
[00:09:12.000 --> 00:09:14.000]  我們先不要想這麼遠
[00:09:14.000 --> 00:09:16.000]  在過程當中很重要
[00:09:16.000 --> 00:09:20.000]  所以你見到90後和00後
[00:09:20.000 --> 00:09:23.000]  關於重視的因素
[00:09:23.000 --> 00:09:24.000]  三觀
[00:09:24.000 --> 00:09:26.000]  你的三觀和他的三觀是否一致呢
[00:09:26.000 --> 00:09:28.000]  看看什麼才算三觀
[00:09:28.000 --> 00:09:31.000]  還有責任感是很重要的
[00:09:31.000 --> 00:09:33.000]  00後未必不是不講責任
[00:09:33.000 --> 00:09:36.000]  不過沒有那麼快去到那個位置
[00:09:36.000 --> 00:09:38.000]  在過程當中能否相處
[00:09:38.000 --> 00:09:40.000]  有沒有感覺是很重要的
[00:09:40.000 --> 00:09:45.000]  另外就是關於婚姻的過程當中
[00:09:45.000 --> 00:09:47.000]  其中一個考慮就是
[00:09:47.000 --> 00:09:51.000]  婚姻對於實際的意義是什麼
[00:09:51.000 --> 00:09:53.000]  如年輕的話
[00:09:53.000 --> 00:09:55.000]  可能就剛才所說的
[00:09:55.000 --> 00:09:56.000]  未想到那麼遠
[00:09:56.000 --> 00:09:59.000]  他也未必需要定義什麼意義
[00:09:59.000 --> 00:10:01.000]  反而就是我自己能否應付
[00:10:01.000 --> 00:10:05.000]  個人的選取是重要的
[00:10:05.000 --> 00:10:08.000]  到了這個位置的時候
[00:10:08.000 --> 00:10:12.000]  一直看不同的電影
[00:10:12.000 --> 00:10:15.000]  如何去了解呢
[00:10:15.000 --> 00:10:17.000]  剛才我說了一個經驗學習
[00:10:17.000 --> 00:10:20.000]  難道我們拍很多次拖嗎
[00:10:20.000 --> 00:10:21.000]  就如港獨教會說
[00:10:21.000 --> 00:10:23.000]  不斷拍散拖拍到一個
[00:10:23.000 --> 00:10:24.000]  我可以了
[00:10:24.000 --> 00:10:26.000]  我又不是這樣教的
[00:10:26.000 --> 00:10:27.000]  所以有些場景
[00:10:27.000 --> 00:10:29.000]  我純粹要先傳預習
[00:10:29.000 --> 00:10:31.000]  仍然是看電影
[00:10:31.000 --> 00:10:33.000]  跟學生談談
[00:10:33.000 --> 00:10:35.000]  每個橋段當中的內容
[00:10:35.000 --> 00:10:38.000]  其中我最喜歡選擇台灣電影
[00:10:38.000 --> 00:10:39.000]  台灣電影
[00:10:39.000 --> 00:10:42.000]  近期串流平台
[00:10:42.000 --> 00:10:46.000]  比較紅色的串流平台
[00:10:46.000 --> 00:10:49.000]  有一部電影值得一看
[00:10:49.000 --> 00:10:51.000]  可能有人看了
[00:10:51.000 --> 00:10:53.000]  或者可能不看的
[00:10:53.000 --> 00:10:54.000]  這些電影
[00:10:54.000 --> 00:10:56.000]  《童話故事》下集
[00:10:56.000 --> 00:10:59.000]  成為我家中一個
[00:10:59.000 --> 00:11:01.000]  一直有人重看
[00:11:01.000 --> 00:11:04.000]  每次都會笑
[00:11:04.000 --> 00:11:05.000]  我家人有一個
[00:11:05.000 --> 00:11:07.000]  很喜歡看電影
[00:11:07.000 --> 00:11:08.000]  經常都看
[00:11:08.000 --> 00:11:11.000]  特別是拿電影來跟我兩個兒子說
[00:11:11.000 --> 00:11:12.000]  你這時這樣
[00:11:12.000 --> 00:11:14.000]  你那時這樣
[00:11:14.000 --> 00:11:16.000]  他們現在應該正在看現場
[00:11:16.000 --> 00:11:20.000]  這部電影的好處是什麼呢
[00:11:20.000 --> 00:11:21.000]  我不會劇透
[00:11:21.000 --> 00:11:22.000]  不用擔心
[00:11:22.000 --> 00:11:23.000]  我又不會
[00:11:23.000 --> 00:11:24.000]  這部電影裡
[00:11:24.000 --> 00:11:25.000]  我覺得比較
[00:11:25.000 --> 00:11:28.000]  我賞心的地方就是
[00:11:28.000 --> 00:11:31.000]  很多時候男女主角
[00:11:31.000 --> 00:11:33.000]  特別是女主角
[00:11:33.000 --> 00:11:36.000]  很多時候都會有些內心獨白
[00:11:36.000 --> 00:11:39.000]  是發佈出來的
