
[00:00:00.000 --> 00:00:10.000]  在網上的弟兄姊妹有些抱歉,剛才我沒有站好,沒有圍到網絡
[00:00:10.000 --> 00:00:22.000]  在崇拜前,在網上的弟兄姊妹有些抱歉,希望你今天都平安,能夠一起在上帝面前敬拜
[00:00:22.000 --> 00:00:32.000]  在這裡要說一個好笑的故事,昨天吃了一頓飯,有人找我吃飯
[00:00:32.000 --> 00:00:38.000]  其實是怎麼找的呢?是Millie,我們的行政,FortuneHunter行政大管家
[00:00:38.000 --> 00:00:48.000]  無端端把一些訊息傳給我,因為那是我二十多年前讀神學院的時候的同學
[00:00:48.000 --> 00:00:56.000]  因為我們讀不同的程式,所以我們不是很熟悉,基本上我相信已經有二十多年沒有見面了
[00:00:56.000 --> 00:01:06.000]  無端端有三個二十多年前一起讀過神學的弟兄姊妹見面
[00:01:06.000 --> 00:01:14.000]  我問見面要做什麼呢?其實我很緊張,我還問我們要準備什麼,要談什麼
[00:01:14.000 --> 00:01:22.000]  他回答說,我想轉述給大家聽,他想特別感謝FoldChurch
[00:01:22.000 --> 00:01:30.000]  他說在這個世代裡,很多人都在平行時空地做很多平行時空的事
[00:01:30.000 --> 00:01:46.000]  他說感謝FoldChurch仍然在這個時候,說的事做的事,都是基督徒應該做和說的事
[00:01:46.000 --> 00:01:58.000]  我想一坐下來的時候,問明來意的時候,我想把這番話說給FoldChurch的弟兄姊妹聽
[00:01:58.000 --> 00:02:11.000]  可能代價會越來越大,可能會面對前面的路,不知道會怎樣走下去更多
[00:02:11.000 --> 00:02:25.000]  但起碼在這個時候,為自己能夠再堅持多一點下去
[00:02:25.000 --> 00:02:34.000]  這個心志,我希望FoldChurch的弟兄姊妹,我們一同去給一些
[00:02:34.000 --> 00:02:39.000]  我不知道怎樣,給很少的掌聲,大的掌聲,我不知道,不需要拍出來
[00:02:39.000 --> 00:02:43.000]  但起碼給自己,給你們當中的每一位
[00:02:43.000 --> 00:02:53.000]  正如在網上留言的時候,有些人,無論你打針還是不打針
[00:02:53.000 --> 00:03:01.000]  我知道有很多不同的考量,但我仍然想跟弟兄姊妹說
[00:03:01.000 --> 00:03:11.000]  為你自己,可以再堅持多一點,再掙扎多一點
[00:03:11.000 --> 00:03:20.000]  有這個意念和想法,其實都值得給自己一杯Hagen-Dazs
[00:03:20.000 --> 00:03:27.000]  你沒有錢的話,不夠錢的話,你可以找John和潘Sir
[00:03:27.000 --> 00:03:36.000]  我相信他們很樂意請你吃一杯Hagen-Dazs
[00:03:36.000 --> 00:03:46.000]  真的,弟兄姊妹,他們三位沒有見過20年的同學
[00:03:46.000 --> 00:03:54.000]  其實不是只有他們,他說有很多人仍然默默地欣賞著
[00:03:54.000 --> 00:04:02.000]  在這個時候,仍然可以有掙扎和堅持的信仰群體
[00:04:02.000 --> 00:04:09.000]  其實我開場白是想說,愛華頓終於呼吸成功
[00:04:09.000 --> 00:04:14.000]  剛才有位目者跟我說,雖然他是利物浦的球迷
[00:04:14.000 --> 00:04:20.000]  但他也想愛華頓降班,但為了家Sir的緣故,他就不說了
[00:04:20.000 --> 00:04:24.000]  我們開始看聖經了
[00:04:24.000 --> 00:04:30.000]  今天會看彼得前書四章的七至十一節
[00:04:30.000 --> 00:04:37.000]  如果一至六節的背景,其實在上個月我負責訊息的時候
[00:04:37.000 --> 00:04:40.000]  我都已經解了四章一至六節
[00:04:40.000 --> 00:04:45.000]  今天我們希望能夠說七至十一
[00:04:45.000 --> 00:04:51.000]  這一段經文其實是一段很值得思考的經文
[00:04:51.000 --> 00:04:56.000]  我希望逐節逐節能夠說,以致我們大約明白這些經文是說什麼
[00:04:56.000 --> 00:05:01.000]  同樣地,我自己翻譯完之後會說得更好
[00:05:01.000 --> 00:05:07.000]  因為這些不是在日本或環球星會找到的版本
[00:05:07.000 --> 00:05:10.000]  無論中文還是英文
[00:05:10.000 --> 00:05:12.000]  第七節是這麼說的
[00:05:12.000 --> 00:05:17.000]  所有事情的近聊,需要藉著祈禱當謹慎和清醒
[00:05:17.000 --> 00:05:19.000]  這些說話好像很廢話
[00:05:19.000 --> 00:05:21.000]  其實不知道說什麼
[00:05:21.000 --> 00:05:22.000]  總之好像有些東西已經說了
[00:05:22.000 --> 00:05:25.000]  要祈禱,要警醒,要謹守,要清醒
[00:05:25.000 --> 00:05:27.000]  好像明白的
[00:05:27.000 --> 00:05:31.000]  但其實故事不是我們想像中那麼簡單
[00:05:31.000 --> 00:05:35.000]  如果上個月有留心一點的話
[00:05:35.000 --> 00:05:40.000]  其實四章一至六節是在說一個很複雜的環境
[00:05:40.000 --> 00:05:43.000]  如果還記得一點的話
[00:05:43.000 --> 00:05:48.000]  前書的背景是尼祿王的政治地位不穩
[00:05:48.000 --> 00:05:51.000]  所以他要出一場大火來冤枉基督徒
[00:05:51.000 --> 00:05:53.000]  把罪名交給基督徒之後
[00:05:53.000 --> 00:05:56.000]  整個羅馬城市的基督徒
[00:05:56.000 --> 00:05:58.000]  受到接下來大的逼迫
[00:05:58.000 --> 00:06:00.000]  其實不需要有逼迫
[00:06:00.000 --> 00:06:03.000]  只要說會捉拿基督徒,這些傳言一出
[00:06:03.000 --> 00:06:05.000]  很多人就會離開
[00:06:05.000 --> 00:06:07.000]  所以在主要六十幾年的時候
[00:06:07.000 --> 00:06:10.000]  有很多基督徒去了五個不同的地方
[00:06:10.000 --> 00:06:12.000]  那五個不同的地方
[00:06:12.000 --> 00:06:15.000]  在今天的小亞細亞,即是土耳其一帶
[00:06:15.000 --> 00:06:20.000]  在那裡,其實你知道羅馬人不是那麼容易
[00:06:20.000 --> 00:06:22.000]  能夠接納外面的人進去
[00:06:22.000 --> 00:06:26.000]  所以有很多基督徒新進去的時候
[00:06:26.000 --> 00:06:29.000]  連朋友都不能做,連生意都不能做
[00:06:29.000 --> 00:06:32.000]  如果你要做的話,你要適應很多東西
[00:06:32.000 --> 00:06:35.000]  尤其是對信仰價值有抵觸的東西
[00:06:35.000 --> 00:06:38.000]  所以彼得寫這本書的時候
[00:06:38.000 --> 00:06:42.000]  就是在說面對這些情況,面對這些情景的時候
[00:06:42.000 --> 00:06:44.000]  信徒要怎麼做
[00:06:44.000 --> 00:06:46.000]  所以這句話是這樣說的
[00:06:46.000 --> 00:06:49.000]  萬物的結果近了
[00:06:49.000 --> 00:06:51.000]  其實萬物的結果近了是什麼情況
[00:06:51.000 --> 00:06:53.000]  要說萬物的結果近了
[00:06:53.000 --> 00:06:56.000]  其實是在說傷害
[00:06:56.000 --> 00:07:00.000]  傷害這個字
[00:07:00.000 --> 00:07:03.000]  我相信我們不陌生
[00:07:03.000 --> 00:07:06.000]  這幾年間
[00:07:06.000 --> 00:07:09.000]  我們不只是失戀的傷害
[00:07:09.000 --> 00:07:13.000]  不是找不到工作的傷害
[00:07:13.000 --> 00:07:17.000]  等等,或者有人怎麼咒罵你的傷害
[00:07:17.000 --> 00:07:19.000]  這幾年說傷害的時候
[00:07:19.000 --> 00:07:21.000]  在說很多
[00:07:21.000 --> 00:07:26.000]  在我們生命裡對一些事情的價值觀取捨的傷害
[00:07:26.000 --> 00:07:30.000]  我們信一些東西,突然間那些東西會沒有了
[00:07:30.000 --> 00:07:32.000]  換了另一套說法
[00:07:32.000 --> 00:07:34.000]  這些傷害很大
[00:07:34.000 --> 00:07:37.000]  就好像在羅馬城裡的基督徒
[00:07:37.000 --> 00:07:40.000]  在彼得的任避下,教導下
[00:07:40.000 --> 00:07:44.000]  他可以做到耶穌基督吩咐福音的能力
[00:07:44.000 --> 00:07:46.000]  但是去到新的地方的時候
[00:07:46.000 --> 00:07:49.000]  突然之間所有東西都不work out的時候
[00:07:49.000 --> 00:07:52.000]  他們受到很大的傷害
[00:07:52.000 --> 00:07:56.000]  很多人攻擊他,將他置於死地
[00:07:56.000 --> 00:07:59.000]  其實背景不單是這樣
[00:07:59.000 --> 00:08:02.000]  其實大約還記得
[00:08:02.000 --> 00:08:05.000]  在二十多年前,主後的四十多年
[00:08:05.000 --> 00:08:07.000]  有另一次的逼白
[00:08:07.000 --> 00:08:09.000]  那次的逼白大體上
[00:08:09.000 --> 00:08:11.000]  都是有很多人流散
[00:08:11.000 --> 00:08:13.000]  你當香港的情況
[00:08:13.000 --> 00:08:16.000]  九七前走了一批,現在走了一批
[00:08:16.000 --> 00:08:20.000]  走了一批,九幾年走了一批
[00:08:20.000 --> 00:08:22.000]  就是
[00:08:22.000 --> 00:08:25.000]  他已經適應了
[00:08:25.000 --> 00:08:29.000]  已經不再掙扎任何東西
[00:08:29.000 --> 00:08:31.000]  最傷的是什麼
[00:08:31.000 --> 00:08:34.000]  和基督徒二十年前曾經見過面
[00:08:34.000 --> 00:08:37.000]  相處過的一班人
[00:08:37.000 --> 00:08:40.000]  他們都有份
[00:08:40.000 --> 00:08:43.000]  迫害生理的人
[00:08:43.000 --> 00:08:45.000]  這些事情不陌生
[00:08:45.000 --> 00:08:47.000]  因為你想像一下
[00:08:47.000 --> 00:08:49.000]  如果你做了一份工作二十多年
[00:08:49.000 --> 00:08:52.000]  你頭五六年,在阿姐的職場裡
[00:08:52.000 --> 00:08:54.000]  罵你罵得很厲害
[00:08:54.000 --> 00:08:56.000]  你做了二十多年之後,你會怎樣
[00:08:56.000 --> 00:08:59.000]  看著新的年輕人入職的時候,你會怎樣
[00:08:59.000 --> 00:09:01.000]  你都會再打他幾年
[00:09:01.000 --> 00:09:03.000]  很普遍的
[00:09:03.000 --> 00:09:07.000]  因為我入職前頭五年
[00:09:07.000 --> 00:09:09.000]  都是這樣被阿姐打過
[00:09:09.000 --> 00:09:12.000]  所以那時候
[00:09:12.000 --> 00:09:15.000]  這番話是不容易說的
[00:09:15.000 --> 00:09:18.000]  當那些新去的基督徒面對著
[00:09:18.000 --> 00:09:20.000]  很大的傷害的時候
[00:09:20.000 --> 00:09:22.000]  不單外面的羅馬人
[00:09:22.000 --> 00:09:24.000]  對他不喜歡之外
[00:09:24.000 --> 00:09:27.000]  連那些應該支持他和他一起的人
[00:09:27.000 --> 00:09:29.000]  都不知為何不喜歡他
[00:09:29.000 --> 00:09:34.000]  所以彼得在寫什麼
[00:09:34.000 --> 00:09:36.000]  萬物結局近了
[00:09:36.000 --> 00:09:38.000]  就是說在傷害裡
[00:09:38.000 --> 00:09:41.000]  我們要看結局
[00:09:41.000 --> 00:09:44.000]  不是看傷害本身
[00:09:44.000 --> 00:09:47.000]  找個最簡單的例子
[00:09:47.000 --> 00:09:48.000]  失戀
[00:09:48.000 --> 00:09:50.000]  失戀是一個傷害
[00:09:50.000 --> 00:09:52.000]  劈腿
[00:09:52.000 --> 00:09:54.000]  不要你
[00:09:54.000 --> 00:09:56.000]  你高大英明神武,很多頭髮
[00:09:56.000 --> 00:09:59.000]  但怎知他選一個又沒頭髮又肥
[00:09:59.000 --> 00:10:02.000]  分手不傷害
[00:10:02.000 --> 00:10:04.000]  他選一個比自己差的人
[00:10:04.000 --> 00:10:06.000]  你覺得很大傷害
[00:10:06.000 --> 00:10:09.000]  但他說萬物結局近了
[00:10:09.000 --> 00:10:11.000]  他說你想想
[00:10:11.000 --> 00:10:13.000]  失戀是什麼
[00:10:13.000 --> 00:10:14.000]  所以很痛苦
[00:10:14.000 --> 00:10:17.000]  不過失戀總是有結局的
[00:10:17.000 --> 00:10:19.000]  你會再拍拖
[00:10:19.000 --> 00:10:21.000]  除非你很差
[00:10:21.000 --> 00:10:22.000]  如果不是的話
[00:10:22.000 --> 00:10:23.000]  你失戀完之後
[00:10:23.000 --> 00:10:24.000]  三年十年
[00:10:24.000 --> 00:10:26.000]  你都會走出來
