
[00:00:00.000 --> 00:00:07.000]  我們在天上的父,願人都尊你的名為聖
[00:00:07.000 --> 00:00:10.000]  當我們發出這個禱告的時候
[00:00:10.000 --> 00:00:12.000]  願我們每一個人在你面前
[00:00:12.000 --> 00:00:14.000]  我們的生命都是全然降伏
[00:00:14.000 --> 00:00:16.000]  向你謙卑
[00:00:16.000 --> 00:00:19.000]  以致我們的生命被你去塗造的時候
[00:00:19.000 --> 00:00:21.000]  我們的心貼近你
[00:00:21.000 --> 00:00:24.000]  我們的生命能夠去更像你
[00:00:24.000 --> 00:00:26.000]  求主你幫助我們
[00:00:26.000 --> 00:00:28.000]  當我們打開這個禱告的時候
[00:00:28.000 --> 00:00:30.000]  主你親自向我們說話
[00:00:30.000 --> 00:00:32.000]  聖靈成為我們的老師
[00:00:32.000 --> 00:00:35.000]  幫助我們明白主你自己的有道
[00:00:35.000 --> 00:00:39.000]  也賜給我們力量繼續走在神你的心裡
[00:00:39.000 --> 00:00:42.000]  我們這樣禱告奉耶穌基督的聖名祈求
[00:00:42.000 --> 00:00:43.000]  阿們
[00:00:43.000 --> 00:00:45.000]  今天主題是「King」
[00:00:45.000 --> 00:00:46.000]  說到「King」
[00:00:46.000 --> 00:00:48.000]  大家應該猜到這個是我
[00:00:48.000 --> 00:00:49.000]  今天說到「King」
[00:00:49.000 --> 00:00:52.000]  相信大家都想到關於一把口舌
[00:00:52.000 --> 00:00:55.000]  當潘sir正式宣佈
[00:00:55.000 --> 00:00:58.000]  關於一把口舌的時候
[00:00:58.000 --> 00:01:00.000]  當潘sir知道我今天月月題
[00:01:00.000 --> 00:01:02.000]  是負責說「King」的時候
[00:01:02.000 --> 00:01:04.000]  他第一個反應是
[00:01:04.000 --> 00:01:08.000]  「怎樣?是不是會說自己的反面教材?」
[00:01:08.000 --> 00:01:10.000]  他實在太認識我
[00:01:10.000 --> 00:01:13.000]  知道我因為一把口舌
[00:01:13.000 --> 00:01:15.000]  其實衰過很多
[00:01:15.000 --> 00:01:18.000]  我成年人二十多歲才回教會
[00:01:18.000 --> 00:01:20.000]  我回教會沒多久
[00:01:20.000 --> 00:01:21.000]  我團契的團長
[00:01:21.000 --> 00:01:23.000]  先看一下我的團友
[00:01:23.000 --> 00:01:25.000]  這個團長因為我的口舌
[00:01:25.000 --> 00:01:27.000]  要召見我
[00:01:27.000 --> 00:01:29.000]  特意約我出來
[00:01:29.000 --> 00:01:32.000]  跟我看《雅各書》第三章
[00:01:32.000 --> 00:01:33.000]  這個團長跟我說
[00:01:33.000 --> 00:01:35.000]  他說《雅各書》第三章
[00:01:35.000 --> 00:01:38.000]  是教我們一把口舌不要亂說話
[00:01:38.000 --> 00:01:41.000]  要勒住舌頭
[00:01:41.000 --> 00:01:43.000]  當年初信的我
[00:01:43.000 --> 00:01:45.000]  栽培百科我都未上
[00:01:45.000 --> 00:01:48.000]  讀經、祈禱、靈修我都未學
[00:01:48.000 --> 00:01:51.000]  我第一個功課就是學勒住舌頭
[00:01:51.000 --> 00:01:53.000]  可能我天生
[00:01:53.000 --> 00:01:55.000]  我天生可能我的口
[00:01:55.000 --> 00:01:56.000]  是快過我的腦
[00:01:56.000 --> 00:01:58.000]  或者可能是沒腦
[00:01:58.000 --> 00:01:59.000]  有些人是這樣的
[00:01:59.000 --> 00:02:01.000]  我丈夫
[00:02:01.000 --> 00:02:03.000]  我不知道他未有腦還是怎樣
[00:02:03.000 --> 00:02:06.000]  總之我丈夫是他的腦想好了
[00:02:06.000 --> 00:02:08.000]  才說出來的
[00:02:08.000 --> 00:02:10.000]  我就是用口來想
[00:02:10.000 --> 00:02:11.000]  有沒有人跟我一樣
[00:02:11.000 --> 00:02:13.000]  所以經常亂說話
[00:02:13.000 --> 00:02:14.000]  經常說錯話
[00:02:14.000 --> 00:02:16.000]  經常在不適合的時候
[00:02:16.000 --> 00:02:18.000]  說一些不適合的東西
[00:02:18.000 --> 00:02:20.000]  說話可以經常得罪人
[00:02:20.000 --> 00:02:21.000]  令人不舒服
[00:02:21.000 --> 00:02:23.000]  令人受傷
[00:02:23.000 --> 00:02:25.000]  所以在我成長的路途裏
[00:02:25.000 --> 00:02:27.000]  由我初信做團友
[00:02:27.000 --> 00:02:29.000]  直至我做了團契職員
[00:02:29.000 --> 00:02:31.000]  做青少年導師
[00:02:31.000 --> 00:02:33.000]  我去讀神學
[00:02:33.000 --> 00:02:35.000]  入神學院讀完神學
[00:02:35.000 --> 00:02:37.000]  即使我現在做牧者
[00:02:37.000 --> 00:02:38.000]  勒住舌頭
[00:02:38.000 --> 00:02:40.000]  其實對我仍然是不容易的
[00:02:40.000 --> 00:02:42.000]  可以說我都是經常出事
[00:02:42.000 --> 00:02:44.000]  所以潘Sir才會這樣問我
[00:02:44.000 --> 00:02:46.000]  是不是要講反面教材
[00:02:46.000 --> 00:02:48.000]  這個功課我是仍然在學
[00:02:48.000 --> 00:02:50.000]  我相信應該不是只有我是這樣
[00:02:50.000 --> 00:02:52.000]  親愛的兄弟姐妹
[00:02:52.000 --> 00:02:54.000]  說話其實很難的
[00:02:54.000 --> 00:02:56.000]  或者我們準確一點說
[00:02:56.000 --> 00:02:58.000]  要跟著聖經的教導
[00:02:58.000 --> 00:03:00.000]  去跟人說話
[00:03:00.000 --> 00:03:02.000]  其實是很難的
[00:03:02.000 --> 00:03:04.000]  因為聖經說了很多
[00:03:04.000 --> 00:03:06.000]  關於口的金句
[00:03:06.000 --> 00:03:08.000]  一句說話得合而
[00:03:08.000 --> 00:03:11.000]  好像金蘋果響銀望子女
[00:03:11.000 --> 00:03:13.000]  其實完全不知道為什麼
[00:03:13.000 --> 00:03:15.000]  以前聽的時候
[00:03:15.000 --> 00:03:17.000]  我們要慢慢地說
[00:03:17.000 --> 00:03:19.000]  甚至有時候你不要說
[00:03:19.000 --> 00:03:22.000]  多言多語難免有過
[00:03:22.000 --> 00:03:23.000]  所以很多人跟我說
[00:03:23.000 --> 00:03:26.000]  錦紙嘴唇是有智慧的
[00:03:26.000 --> 00:03:28.000]  我們又不可以說謊
[00:03:28.000 --> 00:03:31.000]  我們要愛心說誠實話
[00:03:31.000 --> 00:03:33.000]  在現實生活裡其實挺難的
[00:03:33.000 --> 00:03:34.000]  跟人聊天
[00:03:34.000 --> 00:03:37.000]  我們要隨時說造就人的好話
[00:03:37.000 --> 00:03:39.000]  所以我們有時候想
[00:03:39.000 --> 00:03:41.000]  是不是加一句
[00:03:41.000 --> 00:03:43.000]  得罪說一句
[00:03:43.000 --> 00:03:45.000]  其實真的為你好
[00:03:45.000 --> 00:03:47.000]  多說一點
[00:03:47.000 --> 00:03:48.000]  是不是我們說了這樣
[00:03:48.000 --> 00:03:49.000]  其實我們就可以說一些
[00:03:49.000 --> 00:03:51.000]  對方擺明是不舒服
[00:03:51.000 --> 00:03:53.000]  但是自以為是
[00:03:53.000 --> 00:03:55.000]  造就人的好話
[00:03:55.000 --> 00:03:56.000]  我們有時候是這樣
[00:03:56.000 --> 00:03:58.000]  No offense
[00:03:58.000 --> 00:04:01.000]  其實下一句就是offense
[00:04:01.000 --> 00:04:03.000]  其實你可不可以不要說
[00:04:03.000 --> 00:04:04.000]  我們是這樣想的
[00:04:04.000 --> 00:04:06.000]  所以有時候我們不喜歡
[00:04:06.000 --> 00:04:07.000]  跟這些人聊天
[00:04:07.000 --> 00:04:08.000]  我們真的聊聊聊
[00:04:08.000 --> 00:04:09.000]  聊你條命
[00:04:09.000 --> 00:04:10.000]  我今天說題
[00:04:10.000 --> 00:04:12.000]  聊你條命
[00:04:12.000 --> 00:04:13.000]  其實很多時候我們不知道
[00:04:13.000 --> 00:04:15.000]  大線怎麼定的
[00:04:15.000 --> 00:04:16.000]  什麼時候說
[00:04:16.000 --> 00:04:17.000]  說什麼怎麼說
[00:04:17.000 --> 00:04:18.000]  說還是不說
[00:04:18.000 --> 00:04:19.000]  用什麼語氣說
