
[00:00:00.000 --> 00:00:04.000]  多謝敬拜隊的預備
[00:00:04.000 --> 00:00:06.000]  每個星期都想多謝你
[00:00:06.000 --> 00:00:08.000]  今天特別多謝各位的預備
[00:00:08.000 --> 00:00:11.000]  他們每個星期都很辛苦
[00:00:11.000 --> 00:00:14.000]  由下午開始直到晚上
[00:00:14.000 --> 00:00:18.000]  但我們最重要的感激
[00:00:18.000 --> 00:00:21.000]  都是我們獻上的參與
[00:00:21.000 --> 00:00:23.000]  他們都是一起獻上
[00:00:23.000 --> 00:00:26.000]  每個生命的連結和敬拜
[00:00:26.000 --> 00:00:28.000]  願剛才的敬拜成為我們流淌
[00:00:28.000 --> 00:00:30.000]  無論在網上或實體
[00:00:30.000 --> 00:00:31.000]  我們都獻上敬拜
[00:00:31.000 --> 00:00:33.000]  我們一起祈禱
[00:00:33.000 --> 00:00:37.000]  最信你是榮耀的救主
[00:00:37.000 --> 00:00:41.000]  我們每位弟兄姊妹來到教會裡
[00:00:41.000 --> 00:00:44.000]  我們一起用我們的生命去參與敬拜
[00:00:44.000 --> 00:00:46.000]  我們現在去恭敬的
[00:00:46.000 --> 00:00:48.000]  來聆聽你自己的說話
[00:00:48.000 --> 00:00:53.000]  讓你榮耀的光輝照到我們內心裡
[00:00:53.000 --> 00:00:55.000]  蟹子不配
[00:00:55.000 --> 00:00:57.000]  但你自己去使用時間
[00:00:57.000 --> 00:00:59.000]  你自己對我們說話
[00:00:59.000 --> 00:01:01.000]  奉主明求 阿門
[00:01:01.000 --> 00:01:06.000]  我們來到本僧最後一個講道
[00:01:06.000 --> 00:01:08.000]  因為編排遠古
[00:01:08.000 --> 00:01:11.000]  沒機會講下個月的月題
[00:01:11.000 --> 00:01:13.000]  今天就先承先啟後
[00:01:13.000 --> 00:01:17.000]  兩個月都先講本僧
[00:01:17.000 --> 00:01:19.000]  再講下個月題
[00:01:20.000 --> 00:01:23.000]  如果你有聽十八課的話
[00:01:23.000 --> 00:01:27.000]  基本上我已經講了有關本僧的
[00:01:27.000 --> 00:01:28.000]  大家一定要聽
[00:01:28.000 --> 00:01:31.000]  這個十八課不是額外的
[00:01:31.000 --> 00:01:37.000]  希望每位流淌弟姐妹都能夠去看
[00:01:37.000 --> 00:01:38.000]  去學
[00:01:38.000 --> 00:01:43.000]  三季的百課都是流淌的屬靈DNA
[00:01:43.000 --> 00:01:45.000]  我們所信的
[00:01:45.000 --> 00:01:47.000]  我們覺得需要持守的
[00:01:47.000 --> 00:01:48.000]  都是在這百課裡
[00:01:48.000 --> 00:01:51.000]  第三季裡就講過
[00:01:51.000 --> 00:01:56.000]  要有八個內蘊屬靈生命的質素
[00:01:56.000 --> 00:01:58.000]  第一個就是本僧
[00:01:58.000 --> 00:02:01.000]  基本上我今天要講的都講了
[00:02:01.000 --> 00:02:04.000]  簡單的來重溫一下
[00:02:04.000 --> 00:02:06.000]  我講過的東西
[00:02:06.000 --> 00:02:07.000]  讓大家可以記住
[00:02:07.000 --> 00:02:08.000]  下一章 麻煩你
[00:02:08.000 --> 00:02:15.000]  基本上本僧有三個不同的層面
[00:02:15.000 --> 00:02:21.000]  本僧一 最基本就是你自己本身的真誠
[00:02:21.000 --> 00:02:28.000]  問題是你是否有意無意的讓別人覺得你比原來的你更好
[00:02:28.000 --> 00:02:32.000]  這個值得大家去深思的問題
[00:02:32.000 --> 00:02:36.000]  這個本身都是約翰維斯當年在大學生的時候
[00:02:36.000 --> 00:02:39.000]  一個叫聖結會的會議
[00:02:39.000 --> 00:02:42.000]  大家彼此問的問題
[00:02:42.000 --> 00:02:45.000]  我們是否有意無意的讓別人覺得更好
[00:02:45.000 --> 00:02:47.000]  這是第一個問題
[00:02:47.000 --> 00:02:50.000]  回到我們最基本的生命狀態裡
[00:02:50.000 --> 00:02:54.000]  本僧將自己裡和外一致
[00:02:54.000 --> 00:02:57.000]  第二個本身是我們第二個層面
[00:02:57.000 --> 00:02:59.000]  不單單是自己的問題
[00:02:59.000 --> 00:03:06.000]  更加是你是不是會被其他世界的東西影響
[00:03:06.000 --> 00:03:08.000]  導致你失去你
[00:03:08.000 --> 00:03:11.000]  你是不是被外面的東西影響
[00:03:11.000 --> 00:03:15.000]  你有沒有真正的自由去活出你自己
[00:03:15.000 --> 00:03:17.000]  你有沒有受到外面的影響
[00:03:17.000 --> 00:03:19.000]  這個就是我們說的第二層面
[00:03:19.000 --> 00:03:21.000]  第三層面就是我們作為基督徒
[00:03:21.000 --> 00:03:22.000]  很重要
[00:03:22.000 --> 00:03:26.000]  我們本身的真 不單單純粹是一種真我
[00:03:26.000 --> 00:03:29.000]  更加是上帝的真理
[00:03:29.000 --> 00:03:34.000]  所以我們是否能夠建基於上帝的真理裡
[00:03:34.000 --> 00:03:38.000]  所以本僧的課題本身是關乎於我們和真理的關係
[00:03:38.000 --> 00:03:42.000]  我們如何去面對和處理真理
[00:03:42.000 --> 00:03:46.000]  所以我們仍然回到最基本
[00:03:46.000 --> 00:03:54.000]  讓基督耶穌的真理開始成為我們生命裡最重要的起點
[00:03:54.000 --> 00:03:56.000]  所以今天我們的講道
[00:03:56.000 --> 00:04:03.000]  基本上都是沿用這些框框來繼續講下去
[00:04:03.000 --> 00:04:07.000]  我今天會很正經地看一段經文
[00:04:07.000 --> 00:04:10.000]  我不是不正經
[00:04:10.000 --> 00:04:14.000]  但很久沒有試過用傳統的釋經講道和講道
[00:04:14.000 --> 00:04:15.000]  有時候都是主題式講道
[00:04:15.000 --> 00:04:18.000]  我們會認真地釋經講道
[00:04:18.000 --> 00:04:20.000]  解讀經文
[00:04:20.000 --> 00:04:22.000]  我們會看保羅在哥倫多後書
[00:04:22.000 --> 00:04:24.000]  第幾章
[00:04:24.000 --> 00:04:26.000]  不是不是
[00:04:26.000 --> 00:04:27.000]  第一章在這裡
[00:04:27.000 --> 00:04:29.000]  最開始的章有三篇
[00:04:29.000 --> 00:04:31.000]  我們都當
[00:04:31.000 --> 00:04:34.000]  保羅在哥倫多後書
[00:04:34.000 --> 00:04:36.000]  第四章
[00:04:36.000 --> 00:04:38.000]  第四章
[00:04:38.000 --> 00:04:39.000]  第幾章
[00:04:39.000 --> 00:04:41.000]  第四章五到七節
[00:04:41.000 --> 00:04:43.000]  1 2 3 讀
[00:04:43.000 --> 00:04:46.000]  很正
[00:04:46.000 --> 00:04:50.000]  有時差
[00:04:50.000 --> 00:04:55.000]  我們會看哥倫多後書第四章
[00:04:55.000 --> 00:04:57.000]  主要看第六節
[00:04:57.000 --> 00:05:02.000]  要明白這段經文的背景
[00:05:02.000 --> 00:05:04.000]  我們要補充
[00:05:04.000 --> 00:05:06.000]  首先是哥倫多後書
[00:05:06.000 --> 00:05:08.000]  保羅的一封很特別的書信
[00:05:08.000 --> 00:05:09.000]  為什麼要這樣說呢
[00:05:09.000 --> 00:05:11.000]  因為這封書信
[00:05:11.000 --> 00:05:14.000]  是保羅和別人吵架的信
[00:05:14.000 --> 00:05:18.000]  當然裡面有很多值得我們學習的
[00:05:18.000 --> 00:05:21.000]  認識的真理
[00:05:21.000 --> 00:05:24.000]  但大家不能忽視書卷的背景
[00:05:24.000 --> 00:05:26.000]  雖然有很多的教導
[00:05:26.000 --> 00:05:28.000]  但保羅和別人吵架
[00:05:28.000 --> 00:05:31.000]  一邊和別人吵架
[00:05:31.000 --> 00:05:34.000]  一邊不小心寫了很多真理
[00:05:34.000 --> 00:05:36.000]  後來成為聖經
[00:05:36.000 --> 00:05:37.000]  正如我所說
[00:05:37.000 --> 00:05:39.000]  保羅是被人攻擊
[00:05:39.000 --> 00:05:41.000]  所以保羅要自辯
[00:05:41.000 --> 00:05:45.000]  所以裡面有很多提到我們要學習的真理
[00:05:45.000 --> 00:05:48.000]  所以當你讀哥倫多後書的時候
[00:05:48.000 --> 00:05:50.000]  當保羅寫著「我們」的時候
[00:05:50.000 --> 00:05:52.000]  其實大家可以想想
[00:05:52.000 --> 00:05:53.000]  他將「我」字放進去
[00:05:53.000 --> 00:05:55.000]  其實保羅自己就是說
[00:05:55.000 --> 00:05:56.000]  「我」就是保羅
[00:05:56.000 --> 00:05:57.000]  雖然是「我們」
[00:05:57.000 --> 00:05:59.000]  但保羅是說他自己的情況
[00:05:59.000 --> 00:06:02.000]  他自己很第一身的經驗
[00:06:02.000 --> 00:06:04.000]  他在說這段聖經
[00:06:04.000 --> 00:06:05.000]  所以這是第一個
[00:06:05.000 --> 00:06:09.000]  哥倫多後書是一封保羅和別人吵架的信
[00:06:09.000 --> 00:06:11.000]  第二個要補充的是
[00:06:11.000 --> 00:06:13.000]  哥倫多後書第三四章
[00:06:13.000 --> 00:06:16.000]  其實一個很重要的字眼
[00:06:16.000 --> 00:06:18.000]  就是榮耀的字
[00:06:18.000 --> 00:06:21.000]  回到第四章的slide
[00:06:21.000 --> 00:06:24.000]  就是榮耀的字
[00:06:24.000 --> 00:06:27.000]  第四章的slide
[00:06:28.000 --> 00:06:31.000]  讓大家感覺一下
[00:06:31.000 --> 00:06:33.000]  我highlight了就是
[00:06:33.000 --> 00:06:35.000]  今天沒時間跟大家看這麼多
[00:06:35.000 --> 00:06:38.000]  當你看第三第四章的時候
[00:06:38.000 --> 00:06:40.000]  你會發現裡面有很多
[00:06:40.000 --> 00:06:43.000]  光和榮耀的字
[00:06:43.000 --> 00:06:45.000]  你知道聖經裡面的榮耀
[00:06:45.000 --> 00:06:49.000]  Doxa這個字和光是很大的關係
[00:06:49.000 --> 00:06:50.000]  所以發覺通常我們說什麼
[00:06:50.000 --> 00:06:51.000]  就是榮光
[00:06:51.000 --> 00:06:53.000]  榮耀光輝
[00:06:53.000 --> 00:06:56.000]  榮光的正正都是類似的字眼
[00:06:56.000 --> 00:06:59.000]  所以保羅在第三四章裡面
[00:06:59.000 --> 00:07:02.000]  不斷提及有關榮光
[00:07:02.000 --> 00:07:04.000]  光和榮耀的字眼
[00:07:04.000 --> 00:07:06.000]  今天詳細不說為什麼要這樣做
[00:07:06.000 --> 00:07:12.000]  但你會發現保羅不斷提及光和榮耀這個課題
[00:07:12.000 --> 00:07:13.000]  有以上的背景
[00:07:13.000 --> 00:07:16.000]  我就能夠開始處理
[00:07:16.000 --> 00:07:17.000]  今天我們要看經文
[00:07:17.000 --> 00:07:21.000]  就是第五到第六節的經文
[00:07:21.000 --> 00:07:23.000]  聽我多次一遍
[00:07:23.000 --> 00:07:27.000]  我們願不事傳自己,乃是傳基督耶穌為主
[00:07:27.000 --> 00:07:30.000]  並且自己因耶穌作你們的僕人
[00:07:30.000 --> 00:07:33.000]  那婚赴光逐暗出華得來的上帝
[00:07:33.000 --> 00:07:35.000]  已經照在我們心裡
[00:07:35.000 --> 00:07:37.000]  叫我們得知上帝榮耀的光
[00:07:37.000 --> 00:07:39.000]  顯在耶穌基督的面上
[00:07:39.000 --> 00:07:41.000]  我們就要去處理
[00:07:41.000 --> 00:07:43.000]  特別是第六節的經文
[00:07:43.000 --> 00:07:47.000]  哥倫多後書第四章第六節
[00:07:47.000 --> 00:07:49.000]  一句非常難翻譯的經文
[00:07:49.000 --> 00:07:52.000]  如果你看中文聖經的時候
[00:07:52.000 --> 00:07:55.000]  你會發現翻譯出來的不同譯本
[00:07:55.000 --> 00:07:57.000]  翻譯出來的意思落差之大
[00:07:57.000 --> 00:07:58.000]  是令你大吃一驚的
[00:07:58.000 --> 00:08:00.000]  我們看看下一章
[00:08:00.000 --> 00:08:02.000]  去到剛才的比較
[00:08:02.000 --> 00:08:07.000]  有不同的版本
[00:08:07.000 --> 00:08:11.000]  和本和和本修訂本基本上是類似的
[00:08:11.000 --> 00:08:14.000]  那婚赴光從黑暗裡照出來的神
[00:08:14.000 --> 00:08:16.000]  已經照在我們心裡
[00:08:16.000 --> 00:08:18.000]  使我們知道神榮耀的光
[00:08:18.000 --> 00:08:20.000]  顯在耶穌基督的面上
[00:08:20.000 --> 00:08:22.000]  這是和本修訂本的翻譯
[00:08:22.000 --> 00:08:24.000]  基本上兩個是差不多的
[00:08:24.000 --> 00:08:27.000]  修訂完之後都是差不多意思的
[00:08:27.000 --> 00:08:30.000]  漢語聖經協會的新漢語譯本
[00:08:30.000 --> 00:08:31.000]  是怎樣翻譯的
[00:08:31.000 --> 00:08:35.000]  哪位說光耀從黑暗中照出來的神
[00:08:35.000 --> 00:08:36.000]  已經照在我們心裡
[00:08:36.000 --> 00:08:38.000]  使我們因耶穌基督
[00:08:38.000 --> 00:08:42.000]  念順那神的榮光而得到亮光
[00:08:42.000 --> 00:08:44.000]  是另一種的意思
[00:08:44.000 --> 00:08:46.000]  大家可以慢慢想想
[00:08:46.000 --> 00:08:48.000]  第三環球聖經公會
[00:08:48.000 --> 00:08:50.000]  是另一個牌子的
[00:08:50.000 --> 00:08:52.000]  新的本是怎樣翻譯的
[00:08:52.000 --> 00:08:56.000]  哪說要有光從黑暗裡照出來的神
[00:08:56.000 --> 00:08:58.000]  已經照在我們的心裡
[00:08:58.000 --> 00:09:00.000]  要我們把神的榮光照出去
[00:09:00.000 --> 00:09:02.000]  就是使人可以認識
[00:09:02.000 --> 00:09:05.000]  那在基督念順的榮光
[00:09:05.000 --> 00:09:07.000]  完全是不同意思
[00:09:07.000 --> 00:09:10.000]  第三個是女人中的本
[00:09:10.000 --> 00:09:14.000]  哪婚赴光當從暗中照出來的上帝
[00:09:14.000 --> 00:09:16.000]  照徹了我們心裡
[00:09:16.000 --> 00:09:18.000]  使我們在耶穌基督念順
[00:09:18.000 --> 00:09:20.000]  接受了上帝的榮耀
[00:09:20.000 --> 00:09:22.000]  認識了光照
[00:09:22.000 --> 00:09:30.000]  我們問究竟整個原理是怎樣的
[00:09:30.000 --> 00:09:35.000]  究竟當上帝光照了我們之後
[00:09:35.000 --> 00:09:38.000]  究竟有什麼後果呢
[00:09:38.000 --> 00:09:39.000]  這個問題
[00:09:39.000 --> 00:09:41.000]  當上帝光照我們之後
[00:09:41.000 --> 00:09:43.000]  有什麼後果會發生呢
[00:09:43.000 --> 00:09:46.000]  你會發現以上的翻譯
[00:09:46.000 --> 00:09:48.000]  都有不同的答案
[00:09:48.000 --> 00:09:50.000]  修定本和華本說的是
[00:09:50.000 --> 00:09:52.000]  當你被光照之後
[00:09:52.000 --> 00:09:57.000]  你就會知道耶穌基督的面上有榮光
[00:09:57.000 --> 00:10:00.000]  這個就是你被光照之後的結果
[00:10:00.000 --> 00:10:02.000]  第二個
[00:10:02.000 --> 00:10:04.000]  新學本說的是
[00:10:04.000 --> 00:10:06.000]  當你被光照之後
[00:10:06.000 --> 00:10:10.000]  你就會因為認識耶穌基督面上的榮光
[00:10:10.000 --> 00:10:12.000]  得到這個亮光
[00:10:12.000 --> 00:10:14.000]  差不多,但也有少許不同
[00:10:14.000 --> 00:10:17.000]  見到面上才會有光
[00:10:17.000 --> 00:10:20.000]  第三,新學本說的是
[00:10:20.000 --> 00:10:22.000]  當你被光照之後
[00:10:22.000 --> 00:10:27.000]  你就會叫其他人認識這個榮光
[00:10:27.000 --> 00:10:29.000]  是完全不同的意思
[00:10:29.000 --> 00:10:33.000]  會叫其他人知道榮光
[00:10:33.000 --> 00:10:35.000]  聖經所說的是
[00:10:35.000 --> 00:10:37.000]  當你被光照之後
[00:10:37.000 --> 00:10:39.000]  你就會接受了上帝的榮耀
[00:10:39.000 --> 00:10:41.000]  認識了光輝
[00:10:41.000 --> 00:10:43.000]  這是最準確的
[00:10:43.000 --> 00:10:45.000]  雖然是最不知所謂的
[00:10:45.000 --> 00:10:48.000]  但這是最按照原文的翻譯
[00:10:48.000 --> 00:10:53.000]  所以原文就是這麼不知所謂
[00:10:53.000 --> 00:10:58.000]  所以兩宗是最接近原文的
[00:10:58.000 --> 00:11:01.000]  因為原文大概是這個意思
[00:11:01.000 --> 00:11:07.000]  這麼難翻譯是因為原文沒有動詞
[00:11:07.000 --> 00:11:13.000]  只不過有一個很抽象的直譯
[00:11:13.000 --> 00:11:20.000]  就是Enlightenment of knowing of glory in the face of Jesus Christ
[00:11:20.000 --> 00:11:22.000]  就是一個名詞
[00:11:22.000 --> 00:11:26.000]  Enlightenment of knowing of glory in the face of Jesus Christ
[00:11:26.000 --> 00:11:31.000]  所以佛學說當一個人被上帝的光光照之後
[00:11:31.000 --> 00:11:33.000]  後果是甚麼
[00:11:33.000 --> 00:11:36.000]  就是Enlightenment of knowing of glory in the face of Jesus Christ
[00:11:36.000 --> 00:11:38.000]  無論如何
[00:11:38.000 --> 00:11:40.000]  這句話的重點是知道
[00:11:40.000 --> 00:11:44.000]  就是啟蒙Enlightenment of knowing
[00:11:44.000 --> 00:11:46.000]  當你被光照之後
[00:11:46.000 --> 00:11:52.000]  目的就是要地球上某個人知道一些東西
[00:11:52.000 --> 00:11:54.000]  那個人是誰呢
[00:11:54.000 --> 00:11:58.000]  可以是你自己或是其他人
[00:11:58.000 --> 00:12:01.000]  所以誰比較適合呢
[00:12:01.000 --> 00:12:04.000]  當被上帝的光光照之後
[00:12:04.000 --> 00:12:09.000]  誰會知道耶穌基督的光輝榮光呢
[00:12:09.000 --> 00:12:13.000]  比喻起來應該是其他人知道
[00:12:13.000 --> 00:12:16.000]  這是一個比較合理的解釋
[00:12:16.000 --> 00:12:18.000]  當你被光照之後
[00:12:18.000 --> 00:12:21.000]  你的光就這樣照在人前
[00:12:21.000 --> 00:12:23.000]  別人看見你的光輝
[00:12:23.000 --> 00:12:25.000]  他就能夠認識主耶穌
[00:12:25.000 --> 00:12:29.000]  典型的福音傳福音的道理
[00:12:29.000 --> 00:12:31.000]  這就是新日本的解釋
[00:12:31.000 --> 00:12:36.000]  不過其實日本沒有其他人的字
[00:12:36.000 --> 00:12:41.000]  我們要強行把人加進去才能夠解通
[00:12:41.000 --> 00:12:46.000]  所以這不是太好的地方
