
[00:00:00.000 --> 00:00:01.000]  (你又來?)
[00:00:01.000 --> 00:00:15.500]  (你這樣拍會不會變成橫的很窄?)
[00:00:15.500 --> 00:00:18.500]  (上次那個鏡頭)
[00:00:18.500 --> 00:00:21.500]  (還是上次?)
[00:00:21.500 --> 00:00:23.500]  (我看後面)
[00:00:24.000 --> 00:00:25.000]  (拍照)
[00:00:25.500 --> 00:00:26.500]  (拍照)
[00:00:27.000 --> 00:00:28.000]  (拍照)
[00:00:28.500 --> 00:00:29.500]  (拍照)
[00:00:30.000 --> 00:00:31.000]  (拍照)
[00:00:31.500 --> 00:00:32.500]  (拍照)
[00:00:33.000 --> 00:00:34.000]  (拍照)
[00:00:34.500 --> 00:00:35.500]  (拍照)
[00:00:36.000 --> 00:00:37.000]  (拍照)
[00:00:37.500 --> 00:00:38.500]  (拍照)
[00:00:39.000 --> 00:00:40.000]  (拍照)
[00:00:40.500 --> 00:00:41.500]  (拍照)
[00:00:42.000 --> 00:00:43.000]  (拍照)
[00:00:43.500 --> 00:00:44.500]  (拍照)
[00:00:45.000 --> 00:00:46.000]  (拍照)
[00:00:46.500 --> 00:00:47.500]  (拍照)
[00:00:48.000 --> 00:00:49.000]  (拍照)
[00:00:49.500 --> 00:00:50.500]  (拍照)
[00:00:50.500 --> 00:00:58.500]  (拍照)
[00:00:58.500 --> 00:01:11.500]  (拍照)
[00:01:12.000 --> 00:01:13.000]  (拍照)
[00:01:13.000 --> 00:01:32.000]  (拍照)
[00:01:32.500 --> 00:01:33.500]  (拍照)
[00:01:34.000 --> 00:01:35.000]  (拍照)
[00:01:35.000 --> 00:02:03.000]  (好,繼續)
[00:02:03.500 --> 00:02:04.500]  (拍照)
[00:02:05.000 --> 00:02:06.000]  (拍照)
[00:02:06.500 --> 00:02:07.500]  (拍照)
[00:02:07.500 --> 00:02:13.500]  (拍照)
[00:02:13.500 --> 00:02:16.500]  (拍照)
[00:02:16.500 --> 00:02:18.500]  (拍照)
[00:02:18.500 --> 00:02:20.500]  (拍照)
[00:02:20.500 --> 00:02:22.500]  (拍照)
[00:02:22.500 --> 00:02:25.500]  (拍照)
[00:02:25.500 --> 00:02:27.500]  (拍照)
[00:02:27.500 --> 00:02:30.500]  (拍照)
[00:02:30.500 --> 00:02:32.500]  (拍照)
[00:02:32.500 --> 00:02:34.500]  (拍照)
[00:02:35.500 --> 00:02:36.500]  (拍照)
[00:02:36.500 --> 00:02:38.500]  (拍照)
[00:02:38.500 --> 00:02:40.500]  (拍照)
[00:02:40.500 --> 00:02:42.500]  (拍照)
[00:02:42.500 --> 00:02:44.500]  (拍照)
[00:02:44.500 --> 00:02:46.500]  (拍照)
[00:02:46.500 --> 00:02:48.500]  (拍照)
[00:02:48.500 --> 00:02:50.500]  (拍照)
[00:02:50.500 --> 00:02:52.500]  (拍照)
[00:02:52.500 --> 00:02:54.500]  (拍照)
[00:02:54.500 --> 00:02:56.500]  (拍照)
[00:02:56.500 --> 00:02:58.500]  (拍照)
[00:02:58.500 --> 00:03:00.500]  (拍照)
[00:03:00.500 --> 00:03:02.500]  (拍照)
[00:03:04.500 --> 00:03:07.140]  他這一場他之前那些他不給東西
[00:03:07.140 --> 00:03:09.820]  已經決賽了
[00:03:09.820 --> 00:03:13.980]  我太辣
[00:03:13.980 --> 00:03:14.980]  (走啦)
[00:03:14.980 --> 00:03:15.980]  (走啦)
[00:03:15.980 --> 00:03:16.980]  (走啦)
[00:03:16.980 --> 00:03:17.980]  ,(走啦)
[00:03:17.980 --> 00:03:18.980]  ,(走啦)
[00:03:18.980 --> 00:03:19.980]  ,(走啦)
[00:03:20.980 --> 00:03:21.980]  (走啦)
[00:03:22.980 --> 00:03:23.980]  (掌聲)
[00:03:23.980 --> 00:03:24.980]  (掌聲)
[00:03:24.980 --> 00:03:42.980]  (走啦)
[00:03:42.980 --> 00:03:46.980]  (快來 快來)
[00:03:46.980 --> 00:03:48.980]  (走啦)
[00:03:50.980 --> 00:03:51.980]  (上呀)
[00:03:51.980 --> 00:03:53.980]  (好)
[00:03:53.980 --> 00:03:56.980]  (停 停 停)
[00:03:56.980 --> 00:03:57.980]  (好幾個擺)
[00:03:57.980 --> 00:04:00.980]  (停 停 停)
[00:04:00.980 --> 00:04:04.980]  (OK 喎 OK 喎)
[00:04:04.980 --> 00:04:05.980]  (得嘅 得嘅 得嘅)
[00:04:05.980 --> 00:04:13.980]  (跳 二號)
[00:04:13.980 --> 00:04:18.980]  (快 左 後)
[00:04:18.980 --> 00:04:19.980]  (停 停 停)
[00:04:19.980 --> 00:04:34.980]  (尖頭 準備)
[00:04:34.980 --> 00:04:36.980]  (比尖頭)
[00:04:36.980 --> 00:04:38.980]  (去啦)
[00:04:39.980 --> 00:04:40.980]  (好 好 好)
[00:04:40.980 --> 00:04:44.980]  (快 上 上)
[00:04:44.980 --> 00:04:51.980]  (好 好)
[00:04:51.980 --> 00:04:52.980]  (好 好 好)
[00:04:52.980 --> 00:04:53.980]  (好 好 好)
[00:04:53.980 --> 00:04:54.980]  (好 好 好)
[00:04:54.980 --> 00:04:55.980]  (掌聲)
[00:04:55.980 --> 00:04:56.980]  (掌聲)
[00:04:56.980 --> 00:04:57.980]  (掌聲)
[00:04:57.980 --> 00:04:58.980]  (掌聲)
[00:04:58.980 --> 00:04:59.980]  (停 停 停)
[00:05:07.980 --> 00:05:08.980]  (掌聲)
[00:05:08.980 --> 00:05:15.980]  (好 慢 好 慢)
[00:05:15.980 --> 00:05:29.980]  (收片機 收片機)
[00:05:29.980 --> 00:05:36.980]  (哎呀)
[00:05:36.980 --> 00:05:37.980]  (掌聲)
[00:06:05.980 --> 00:06:06.980]  (中間 中間 中間)
[00:06:06.980 --> 00:06:14.980]  (走 撞地 撞地)
[00:06:14.980 --> 00:06:18.980]  (撞地)
[00:06:18.980 --> 00:06:19.980]  (得 得 得 唔緊要 唔緊要)
[00:06:19.980 --> 00:06:20.980]  (好 唔緊要 唔緊要)
[00:06:20.980 --> 00:06:21.980]  (好 唔緊要 唔緊要)
[00:06:21.980 --> 00:06:22.980]  (來)
[00:06:22.980 --> 00:06:23.980]  (來 來 來)
[00:06:23.980 --> 00:06:27.980]  (好 好)
[00:06:27.980 --> 00:06:28.980]  (落地 落地 落地)
[00:06:28.980 --> 00:06:33.980]  (掌聲)
[00:06:33.980 --> 00:06:34.980]  (掌聲)
[00:06:34.980 --> 00:06:35.980]  (掌聲)
[00:06:35.980 --> 00:06:45.980]  (好多柴要斬)
[00:06:45.980 --> 00:06:46.980]  (兩個斬柴佬)
[00:06:46.980 --> 00:06:49.980]  (掌聲)
[00:06:49.980 --> 00:06:58.980]  (頂住頂住)
[00:06:58.980 --> 00:07:01.980]  (掌聲)
[00:07:02.980 --> 00:07:03.980]  (好 好 好)
[00:07:03.980 --> 00:07:04.980]  (來)
[00:07:04.980 --> 00:07:27.980]  (呵呵)
[00:07:28.980 --> 00:07:29.980]  (呵呵)
[00:07:29.980 --> 00:07:42.980]  (掌聲)
[00:07:42.980 --> 00:07:43.980]  (掌聲)
[00:07:43.980 --> 00:08:11.980]  (掌聲)
[00:08:12.980 --> 00:08:13.980]  (掌聲)
[00:08:13.980 --> 00:08:14.980]  (唔緊要 唔緊要 唔緊要 唔緊要)
[00:08:14.980 --> 00:08:15.980]  (唔緊要 唔緊要 唔緊要)
[00:08:15.980 --> 00:08:17.980]  (到處岩架啦)
[00:08:17.980 --> 00:08:21.980]  (做到嘢啦 做到嘢啦)
[00:08:21.980 --> 00:08:22.980]  (掌聲)
[00:08:49.980 --> 00:08:51.980]  (掌聲)
[00:08:51.980 --> 00:08:53.980]  (掌聲)
[00:08:53.980 --> 00:08:56.980]  (兩個 兩個)
[00:08:57.980 --> 00:08:58.980]  (掌聲)
[00:08:59.980 --> 00:09:00.980]  (掌聲)
[00:09:01.980 --> 00:09:02.980]  (掌聲)
[00:09:02.980 --> 00:09:04.980]  (掌聲)
[00:09:04.980 --> 00:09:06.980]  (掌聲)
[00:09:06.980 --> 00:09:08.980]  (掌聲)
[00:09:08.980 --> 00:09:10.980]  (掌聲)
[00:09:10.980 --> 00:09:12.980]  (掌聲)
[00:09:12.980 --> 00:09:14.980]  (掌聲)
[00:09:14.980 --> 00:09:16.980]  (掌聲)
[00:09:16.980 --> 00:09:18.980]  (掌聲)
[00:09:18.980 --> 00:09:20.980]  (掌聲)
[00:09:20.980 --> 00:09:22.980]  (掌聲)
[00:09:22.980 --> 00:09:24.980]  (掌聲)
[00:09:24.980 --> 00:09:26.980]  (掌聲)
[00:09:26.980 --> 00:09:28.980]  (掌聲)
[00:09:29.980 --> 00:09:30.900]  總統座失落
[00:09:30.900 --> 00:09:32.900]  總統座失落
[00:09:32.900 --> 00:09:34.900]  總統座失落
[00:09:34.900 --> 00:09:36.900]  總統座失落
[00:09:36.900 --> 00:09:38.900]  總統座失落
[00:09:38.900 --> 00:09:40.900]  總統座失落
[00:09:41.900 --> 00:09:43.900]  總統座失落
[00:09:43.900 --> 00:09:45.900]  總統座失落
[00:09:45.900 --> 00:09:55.880]  防暴徒在醫院出現
[00:09:55.880 --> 00:10:09.320]  人們看到他們一群人落地
[00:10:09.320 --> 00:10:16.320]  人們在看他們的影子,他們很害怕,他們不敢離開。
[00:10:16.320 --> 00:10:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:10:41.320 --> 00:10:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:10:51.320 --> 00:11:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:11:01.320 --> 00:11:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:11:11.320 --> 00:11:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:11:21.320 --> 00:11:31.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:11:31.320 --> 00:11:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:11:41.320 --> 00:11:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:11:51.320 --> 00:12:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:12:01.320 --> 00:12:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:12:11.320 --> 00:12:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:12:21.320 --> 00:12:31.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:12:31.320 --> 00:12:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:12:41.320 --> 00:12:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:12:51.320 --> 00:13:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:13:01.320 --> 00:13:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:13:11.320 --> 00:13:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:13:21.320 --> 00:13:31.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:13:31.320 --> 00:13:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:13:41.320 --> 00:13:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:13:51.320 --> 00:14:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:14:01.320 --> 00:14:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:14:11.320 --> 00:14:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:14:21.320 --> 00:14:31.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:14:31.320 --> 00:14:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:14:41.320 --> 00:14:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:14:51.320 --> 00:15:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:15:01.320 --> 00:15:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:15:11.320 --> 00:15:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:15:21.320 --> 00:15:31.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:15:31.320 --> 00:15:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:15:41.320 --> 00:15:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:15:51.320 --> 00:16:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:16:01.320 --> 00:16:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:16:11.320 --> 00:16:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:16:21.320 --> 00:16:31.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:16:31.320 --> 00:16:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:16:41.320 --> 00:16:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:16:51.320 --> 00:17:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:17:01.320 --> 00:17:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:17:11.320 --> 00:17:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:17:21.320 --> 00:17:31.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:17:31.320 --> 00:17:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:17:41.320 --> 00:17:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:17:51.320 --> 00:18:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:18:01.320 --> 00:18:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:18:11.320 --> 00:18:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:18:21.320 --> 00:18:31.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:18:31.320 --> 00:18:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:18:41.320 --> 00:18:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:18:51.320 --> 00:19:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:19:01.320 --> 00:19:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:19:11.320 --> 00:19:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:19:21.320 --> 00:19:31.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:19:31.320 --> 00:19:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:19:41.320 --> 00:19:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:19:51.320 --> 00:20:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:20:01.320 --> 00:20:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:20:11.320 --> 00:20:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:20:21.320 --> 00:20:31.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:20:31.320 --> 00:20:41.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:20:41.320 --> 00:20:51.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:20:51.320 --> 00:21:01.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:21:01.320 --> 00:21:11.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
[00:21:11.320 --> 00:21:21.320]  他們在看他們的影子,他們很害怕,他們不敢離開。
