
[00:00:00.000 --> 00:00:02.000]  頂枝妹平安
[00:00:02.000 --> 00:00:04.000]  累不累?
[00:00:04.000 --> 00:00:06.000]  我好累啊
[00:00:06.000 --> 00:00:08.000]  經過一個星期
[00:00:08.000 --> 00:00:10.000]  我想大家都會有不同的累
[00:00:10.000 --> 00:00:12.000]  不過放心不用跟旁邊的人說
[00:00:12.000 --> 00:00:14.000]  不用說你累不累
[00:00:14.000 --> 00:00:16.000]  我不搞這些的
[00:00:16.000 --> 00:00:20.000]  但我們每個星期
[00:00:20.000 --> 00:00:22.000]  我最期盼就是來到現場
[00:00:22.000 --> 00:00:25.000]  跟大家一起去聽大家的敬拜
[00:00:25.000 --> 00:00:27.000]  很享受這個時刻
[00:00:27.000 --> 00:00:29.000]  因為
[00:00:29.000 --> 00:00:32.000]  我覺得在一個星期結束的時候
[00:00:32.000 --> 00:00:34.000]  去敬拜
[00:00:34.000 --> 00:00:36.000]  預備七天的第一天
[00:00:36.000 --> 00:00:38.000]  其實是很棒的事
[00:00:38.000 --> 00:00:41.000]  所以很開心一起崇拜
[00:00:41.000 --> 00:00:44.000]  特別跟紅磡的
[00:00:44.000 --> 00:00:47.000]  兒廠的頂枝妹
[00:00:47.000 --> 00:00:49.000]  打個招呼
[00:00:49.000 --> 00:00:51.000]  剛才那個網絡上的
[00:00:51.000 --> 00:00:53.000]  有些聰明
[00:00:53.000 --> 00:00:55.000]  太聰明了
[00:00:55.000 --> 00:00:57.000]  所以就
[00:00:57.000 --> 00:00:59.000]  打個招呼
[00:00:59.000 --> 00:01:01.000]  大家看詩篇
[00:01:01.000 --> 00:01:03.000]  詩篇第一篇
[00:01:03.000 --> 00:01:05.000]  大家都很熟悉的
[00:01:05.000 --> 00:01:07.000]  多謝文宣的頂枝妹畫了一幅很美的文宣
[00:01:07.000 --> 00:01:10.000]  我都不斷地看著它來
[00:01:10.000 --> 00:01:13.000]  默想了一段頗長的時間
[00:01:13.000 --> 00:01:15.000]  為何可以默想得這麼美呢
[00:01:15.000 --> 00:01:17.000]  整件事是
[00:01:17.000 --> 00:01:20.000]  很有意境
[00:01:20.000 --> 00:01:23.000]  我不知道大家在過去日子
[00:01:23.000 --> 00:01:25.000]  看詩篇是怎樣
[00:01:25.000 --> 00:01:27.000]  我初心的時候看詩篇
[00:01:27.000 --> 00:01:29.000]  就
[00:01:29.000 --> 00:01:31.000]  比較
